   200.000000     ,   4.14925380E-05
   600.000122     ,   1.70249896E-05
   1000.00000     ,   1.18324815E-05
   1400.00000     ,   8.92250591E-06
   1800.00000     ,   7.39749930E-06
   2200.00000     ,   4.58248951E-06
   2600.00000     ,   3.82497774E-06
   3000.00000     ,   3.47997820E-06
   3400.00000     ,   3.42997828E-06
   3800.00000     ,   3.27247994E-06
   4200.00000     ,   3.09748089E-06
   4600.00000     ,   3.08998165E-06
   5000.00098     ,   2.96998360E-06
   5400.00098     ,   2.85748388E-06
   5800.00098     ,   2.98498253E-06
   6200.00098     ,   3.07748155E-06
   6600.00098     ,   3.07748132E-06
   7000.00098     ,   3.10748260E-06
   7400.00098     ,   2.96498229E-06
   7800.00098     ,   2.50748599E-06
   8200.00098     ,   2.50248536E-06
   8600.00098     ,   2.68998429E-06
   9000.00098     ,   2.47748630E-06
   9400.00098     ,   2.34248660E-06
   9800.00098     ,   2.22498829E-06
   10200.0000     ,   2.23498819E-06
   10600.0000     ,   2.10498797E-06
   11000.0000     ,   2.15998944E-06
   11400.0000     ,   2.06498862E-06
   11800.0000     ,   2.04248977E-06
   12200.0000     ,   2.05498827E-06
   12600.0000     ,   2.17748720E-06
   13000.0000     ,   2.18748823E-06
   13400.0000     ,   2.14998749E-06
   13800.0000     ,   2.09998939E-06
   14200.0000     ,   2.14748866E-06
   14600.0000     ,   2.07498920E-06
   15000.0000     ,   2.16748822E-06
   15400.0000     ,   2.04249000E-06
   15800.0000     ,   2.28998715E-06
   16200.0000     ,   2.14248871E-06
   16600.0000     ,   2.18248852E-06
   17000.0000     ,   2.21498840E-06
   17400.0000     ,   2.28998738E-06
   17800.0000     ,   2.32748789E-06
   18200.0000     ,   2.47748540E-06
   18600.0000     ,   2.36248729E-06
   19000.0000     ,   2.38748680E-06
   19400.0000     ,   2.37998734E-06
   19800.0000     ,   2.33748619E-06
   20200.0000     ,   2.52498489E-06
   20600.0000     ,   2.50998573E-06
   21000.0000     ,   2.57998499E-06
   21400.0000     ,   2.43498653E-06
   21800.0000     ,   2.50748622E-06
   22200.0000     ,   2.66498432E-06
   22600.0000     ,   2.58498403E-06
   23000.0000     ,   2.62248432E-06
   23400.0000     ,   2.58498540E-06
   23800.0000     ,   2.68498479E-06
   24200.0000     ,   2.70748387E-06
   24600.0000     ,   2.77498384E-06
   25000.0000     ,   2.84748285E-06
   25400.0000     ,   2.55498480E-06
   25800.0000     ,   2.81998496E-06
   26200.0000     ,   2.70498481E-06
   26600.0000     ,   2.76998298E-06
   27000.0000     ,   2.96248277E-06
   27400.0000     ,   2.92248228E-06
   27800.0000     ,   2.88998194E-06
   28200.0000     ,   2.85998362E-06
   28600.0000     ,   2.97748170E-06
   29000.0000     ,   2.96248299E-06
   29400.0000     ,   3.03248135E-06
   29800.0000     ,   3.09498068E-06
   30200.0000     ,   2.95748055E-06
   30600.0000     ,   3.02748185E-06
   31000.0000     ,   3.32247964E-06
   31400.0000     ,   3.10248083E-06
   31800.0000     ,   2.97498127E-06
   32200.0000     ,   3.17498075E-06
   32600.0000     ,   3.27497946E-06
   33000.0000     ,   3.18248135E-06
   33400.0000     ,   3.29497925E-06
   33800.0000     ,   3.19748028E-06
   34200.0000     ,   3.32498030E-06
   34600.0000     ,   3.24997927E-06
   35000.0000     ,   3.36747962E-06
   35400.0000     ,   3.32747959E-06
   35800.0000     ,   3.34997981E-06
   36200.0000     ,   3.49497918E-06
   36600.0000     ,   3.44497948E-06
   37000.0000     ,   3.46997740E-06
   37400.0000     ,   3.52497864E-06
   37800.0000     ,   3.53747896E-06
   38200.0000     ,   3.51497874E-06
   38600.0000     ,   3.70247722E-06
   39000.0000     ,   3.62497781E-06
   39400.0000     ,   3.81747805E-06
   39800.0000     ,   3.68747715E-06
   40200.0000     ,   3.71497799E-06
   40600.0000     ,   3.81497830E-06
   41000.0000     ,   3.84747818E-06
   41400.0000     ,   3.86497732E-06
   41800.0000     ,   3.80247707E-06
   42200.0000     ,   3.81247628E-06
   42600.0000     ,   3.73747775E-06
   43000.0000     ,   3.88997751E-06
   43400.0000     ,   3.93497749E-06
   43800.0000     ,   3.87497630E-06
   44200.0000     ,   3.93998107E-06
   44600.0000     ,   3.86497823E-06
   45000.0000     ,   3.98748080E-06
   45400.0000     ,   4.15498425E-06
   45800.0000     ,   4.16998273E-06
   46200.0000     ,   4.12748432E-06
   46600.0000     ,   4.06998288E-06
   47000.0000     ,   4.29748752E-06
   47400.0000     ,   4.26498764E-06
   47800.0000     ,   4.07248035E-06
   48200.0000     ,   4.53249095E-06
   48600.0000     ,   4.35748370E-06
   49000.0000     ,   4.29998681E-06
   49400.0000     ,   4.69499309E-06
   49800.0000     ,   4.63999231E-06
   50200.0117     ,   4.42749024E-06
   50600.0117     ,   4.68998860E-06
   51000.0117     ,   4.61999343E-06
   51400.0117     ,   4.66749179E-06
   51800.0117     ,   4.85249075E-06
   52200.0117     ,   4.77999083E-06
   52600.0117     ,   5.03499541E-06
   53000.0117     ,   4.84499378E-06
   53400.0117     ,   4.69248744E-06
   53800.0117     ,   4.68748840E-06
   54200.0117     ,   4.96499160E-06
   54600.0117     ,   4.93749303E-06
   55000.0117     ,   4.73999398E-06
   55400.0117     ,   4.48248602E-06
   55800.0117     ,   4.50498828E-06
   56200.0117     ,   4.77499407E-06
   56600.0117     ,   4.49249046E-06
   57000.0117     ,   4.69749466E-06
   57400.0117     ,   4.70499162E-06
   57800.0117     ,   4.57248825E-06
   58200.0117     ,   4.54749033E-06
   58600.0117     ,   4.66248684E-06
   59000.0117     ,   4.55749068E-06
   59400.0117     ,   4.77999401E-06
   59800.0117     ,   4.70249415E-06
   60200.0117     ,   4.78249467E-06
   60600.0117     ,   4.89249442E-06
   61000.0117     ,   4.66999018E-06
   61400.0117     ,   4.94499227E-06
   61800.0117     ,   4.86499266E-06
   62200.0117     ,   4.97249403E-06
   62600.0117     ,   5.02999364E-06
   63000.0117     ,   5.04499667E-06
   63400.0117     ,   5.13749865E-06
   63800.0117     ,   5.01999193E-06
   64200.0117     ,   4.93499283E-06
   64600.0117     ,   4.94499682E-06
   65000.0117     ,   5.02749435E-06
   65400.0117     ,   5.08999346E-06
   65800.0078     ,   4.87749321E-06
   66200.0078     ,   5.00749411E-06
   66600.0078     ,   4.85999180E-06
   67000.0078     ,   4.96249277E-06
   67400.0078     ,   4.97749579E-06
   67800.0078     ,   5.06249216E-06
   68200.0078     ,   5.07249615E-06
   68600.0078     ,   5.03499450E-06
   69000.0078     ,   4.99499674E-06
   69400.0078     ,   5.00499391E-06
   69800.0078     ,   5.10999416E-06
   70200.0078     ,   5.02249486E-06
   70600.0078     ,   5.16499131E-06
   71000.0078     ,   5.25999531E-06
   71400.0078     ,   5.01999693E-06
   71800.0078     ,   5.16749697E-06
   72200.0078     ,   5.42749558E-06
   72600.0078     ,   5.44749719E-06
   73000.0078     ,   5.47750142E-06
   73400.0078     ,   5.54000144E-06
   73800.0078     ,   5.45750027E-06
   74200.0078     ,   5.46999718E-06
   74600.0078     ,   5.51499943E-06
   75000.0078     ,   5.88999956E-06
   75400.0078     ,   5.67750249E-06
   75800.0078     ,   5.55999895E-06
   76200.0078     ,   5.91249909E-06
   76600.0078     ,   5.66499602E-06
   77000.0078     ,   5.99250416E-06
   77400.0078     ,   5.83749897E-06
   77800.0078     ,   5.66500330E-06
   78200.0078     ,   5.80250162E-06
   78600.0078     ,   5.99250052E-06
   79000.0078     ,   5.94750463E-06
   79400.0078     ,   5.92250035E-06
   79800.0078     ,   5.97000280E-06
   80200.0078     ,   6.01250167E-06
   80600.0078     ,   6.26000383E-06
   81000.0078     ,   6.22500556E-06
   81400.0078     ,   5.96000200E-06
   81800.0078     ,   6.30750174E-06
   82200.0078     ,   6.20000310E-06
   82600.0078     ,   6.19750472E-06
   83000.0078     ,   6.41750603E-06
   83400.0078     ,   6.31750345E-06
   83800.0078     ,   6.26500105E-06
   84200.0078     ,   6.40500230E-06
   84600.0078     ,   6.36000868E-06
   85000.0078     ,   6.35500874E-06
   85400.0078     ,   6.40250119E-06
   85800.0078     ,   6.14249939E-06
   86200.0078     ,   6.79000414E-06
   86600.0078     ,   6.66500182E-06
   87000.0078     ,   6.70999998E-06
   87400.0078     ,   6.44000511E-06
   87800.0078     ,   6.67751146E-06
   88200.0078     ,   6.82000427E-06
