# E(keV) ,beta sin abs,rX sin abs,beta 20 um,RX 20 um,Beta 40 um,RX 40 um,Beta 60 um,RX 60 um,Beta 100 um,RX 100 um,,Area bta sin abs: 1.95e9
 # 1,2,3,4,5,6,7,8,9,10,11,,
156.585,4724510,0,567971,0,182381,0,85434,0,51654,0,,
156.975,4755530,0,573488,0,182209,0,85583,0,51284,0,,
157.365,4781270,0,571967,0,181974,0,85253,0,51419,0,,
157.755,4728600,0,578462,0,179650,0,83990,0,50633,0,,
158.145,4786690,0,570264,0,179772,0,86594,0,50380,0,,
158.535,4770940,0,573645,0,177379,0,84863,0,52486,0,,
158.925,4750560,0,575921,0,181679,0,85249,0,49593,0,,
159.315,4764210,0,575506,0,182738,0,85698,0,51273,0,,
159.705,4694040,0,575175,0,180938,0,85389,0,50628,0,,
160.095,4724670,0,581745,0,184622,0,84332,0,48697,0,,
160.485,4799390,0,578118,0,179898,0,85127,0,49684,0,,
160.875,4728630,0,584229,0,181029,0,86150,0,50156,0,,
161.265,4600340,0,583566,0,180844,0,84894,0,48363,0,,
161.655,4635320,0,587867,0,184436,0,84633,0,49690,0,,
162.045,4769760,0,584377,0,180600,0,83929,0,49499,0,,
162.435,4813750,0,589760,0,183652,0,82536,0,50087,0,,
162.825,4693130,0,589875,0,182914,0,82579,0,49378,0,,
163.215,4662190,0,590780,0,180797,0,81992,0,49629,0,,
163.605,4777540,0,589033,0,183871,0,84623,0,49931,0,,
163.995,4776140,0,588774,0,180796,0,83745,0,49819,0,,
164.385,4770600,0,592365,0,183243,0,82482,0,50002,0,,
164.775,4818180,0,596160,0,180613,0,85278,0,49521,0,,
165.165,4744990,0,592423,0,180148,0,82958,0,47645,0,,
165.555,4760680,0,600473,0,182954,0,83693,0,48803,0,,
165.945,4757040,0,603700,0,180660,0,82342,0,47835,0,,
166.335,4703500,0,598775,0,181378,0,82507,0,48191,0,,
166.725,4750050,0,600423,0,184760,0,82546,0,47230,0,,
167.115,4773100,0,596596,0,182124,0,81424,0,48424,0,,
167.505,4741550,0,605464,0,183240,0,82196,0,47771,0,,
167.895,4802020,0,600815,0,180637,0,81908,0,49222,0,,
168.285,4825780,0,604166,0,185199,0,80483,0,49279,0,,
168.675,4870690,0,602630,0,184304,0,81836,0,48456,0,,
169.065,4832240,0,610223,0,181103,0,81297,0,47387,0,,
169.455,4778390,0,605105,0,183002,0,82170,0,48229,0,,
169.845,4759530,0,608939,0,182292,0,82251,0,47496,0,,
170.235,4786340,0,610376,0,184217,0,79940,0,47553,0,,
170.625,4819550,0,613169,0,182719,0,81562,0,46989,0,,
171.015,4817880,0,607486,0,182600,0,80772,0,46844,0,,
171.405,4840620,0,613743,0,182734,0,81397,0,47255,0,,
171.795,4768760,0,614348,0,180051,0,80661,0,46672,0,,
172.185,4799810,0,612135,0,183687,0,79857,0,45238,0,,
172.575,4774960,0,615536,0,180353,0,80289,0,47569,0,,
172.965,4749660,0,617990,0,181351,0,79931,0,45610,0,,
173.355,4770960,0,615906,0,181197,0,78554,0,47683,0,,
173.745,4671240,0,621399,0,182758,0,78323,0,45138,0,,
174.135,4681060,0,624751,0,184770,0,78549,0,46322,0,,
174.525,4691330,0,622096,0,181737,0,81073,0,45697,0,,
174.915,4693300,0,625493,0,185642,0,79067,0,46466,0,,
175.305,4707570,0,622615,0,182916,0,77905,0,45969,0,,
175.695,4741040,0,626733,0,179310,0,78673,0,45437,0,,
176.085,4845040,0,625319,0,184634,0,77132,0,45344,0,,
176.475,4863670,0,627804,0,183527,0,79676,0,45449,0,,
176.865,4818960,0,627007,0,181334,0,78010,0,44686,0,,
177.255,4753780,0,632769,0,182375,0,79035,0,45454,0,,
177.645,4747760,0,631148,0,184800,0,77460,0,44206,0,,
178.035,4858760,0,633532,0,181921,0,76450,0,45115,0,,
178.425,4909630,0,631733,0,183241,0,77551,0,44703,0,,
178.815,4771180,0,635561,0,180539,0,77248,0,44452,0,,
179.205,4743060,0,636964,0,182148,0,77180,0,44984,0,,
179.595,4846540,0,636978,0,181901,0,77502,0,45447,0,,
179.985,4808640,0,636359,0,180412,0,76630,0,43283,0,,
180.375,4661080,0,636582,0,183627,0,79432,0,43357,0,,
180.765,4643830,0,639790,0,183301,0,74745,0,44145,0,,
181.155,4779010,0,643875,0,180182,0,75901,0,43216,0,,
181.545,4830740,0,643889,0,181673,0,77017,0,42262,0,,
181.935,4809250,0,637536,0,183682,0,77058,0,44494,0,,
182.325,4771120,0,642664,0,186160,0,77645,0,41362,0,,
182.715,4809530,0,644722,0,183745,0,76880,0,44319,0,,
183.105,4735650,0,645742,0,182200,0,75508,0,44618,0,,
183.495,4704590,0,645941,0,182394,0,75727,0,43265,0,,
183.885,4755440,0,648663,0,185052,0,75944,0,42697,0,,
184.275,4873890,0,652642,0,181249,0,75387,0,42754,0,,
184.665,4834430,0,646123,0,183301,0,76267,0,42581,0,,
185.055,4731680,0,645535,0,183730,0,74095,0,42021,0,,
185.445,4736280,0,648946,0,182094,0,74878,0,41830,0,,
185.835,4743730,0,648391,0,183905,0,74137,0,41987,0,,
186.225,4769720,0,656427,0,185154,0,77236,0,41854,0,,
186.615,4710740,0,653383,0,183089,0,76408,0,42511,0,,
187.005,4738020,0,653100,0,183295,0,73173,0,40714,0,,
187.395,4739930,0,656363,0,180980,0,74797,0,41484,0,,
187.785,4808330,0,655519,0,182545,0,73166,0,40929,0,,
188.175,4793250,0,656530,0,183979,0,73857,0,41194,0,,
188.565,4815740,0,659660,0,183549,0,75391,0,39954,0,,
188.955,4822060,0,661126,0,182798,0,75785,0,40020,0,,
189.345,4790830,0,660704,0,183115,0,76789,0,40888,0,,
189.735,4794630,0,661140,0,185277,0,73255,0,40134,0,,
190.125,4696690,0,659188,0,186863,0,72862,0,40395,0,,
190.515,4652560,0,659543,0,184502,0,71850,0,40221,0,,
190.905,4785210,0,661272,0,184352,0,73125,0,41252,0,,
191.295,4825570,0,666085,0,184187,0,71688,0,40797,0,,
191.685,4802710,0,667159,0,185063,0,72837,0,39376,0,,
192.075,4817500,0,669969,0,182203,0,72063,0,39947,0,,
192.465,4713870,0,669008,0,183662,0,72600,0,39359,0,,
192.855,4755930,0,667413,0,184601,0,73128,0,39419,0,,
193.245,4870870,0,674464,0,184146,0,72665,0,39983,0,,
193.635,4843630,0,674888,0,185940,0,73001,0,40508,0,,
194.025,4787270,0,668481,0,183722,0,72040,0,38897,0,,
194.415,4764540,0,668997,0,182438,0,72311,0,38852,0,,
194.805,4796450,0,678899,0,187046,0,69399,0,37733,0,,
195.195,4699780,0,675769,0,186252,0,70902,0,38185,0,,
195.585,4720290,0,679592,0,183968,0,71343,0,38745,0,,
195.975,4693480,0,671937,0,183229,0,71303,0,38484,0,,
196.365,4659260,0,675507,0,186532,0,71516,0,37374,0,,
196.755,4793860,0,679039,0,181369,0,69676,0,39508,0,,
197.145,4731860,0,678386,0,185918,0,71911,0,38907,0,,
197.535,4785830,0,680764,0,183451,0,70433,0,39074,0,,
197.925,4823460,0,682145,0,184850,0,71444,0,38768,0,,
198.315,4696460,0,684254,0,184814,0,71978,0,38704,0,,
198.705,4777270,0,683026,0,185867,0,71099,0,37185,0,,
199.095,4793270,0,684469,0,185797,0,72279,0,38470,0,,
199.485,4734120,0,684016,0,184387,0,70514,0,38007,0,,
199.875,4686210,0,687209,0,183278,0,69748,0,36738,0,,
200.265,4680100,0,687207,0,184017,0,69521,0,37143,0,,
200.655,4693510,0,687669,0,185609,0,70617,0,38097,0,,
201.045,4726510,0,689295,0,182068,0,69236,0,37429,0,,
201.435,4776230,0,691486,0,186061,0,70115,0,37569,0,,
201.825,4746400,0,694626,0,183668,0,68868,0,36572,0,,
202.215,4750590,0,693061,0,185749,0,69248,0,36562,0,,
202.605,4797680,0,694433,0,184553,0,69478,0,36601,0,,
202.995,4714270,0,697333,0,185785,0,68880,0,35978,0,,
203.385,4748550,0,693570,0,183553,0,69235,0,34880,0,,
203.775,4629100,0,697982,0,184660,0,68847,0,35646,0,,
204.165,4599320,0,697467,0,185672,0,68132,0,35593,0,,
204.555,4720130,0,697230,0,183525,0,67917,0,36828,0,,
204.945,4829490,0,695246,0,183655,0,67316,0,35331,0,,
205.335,4795140,0,700574,0,182400,0,69701,0,36482,0,,
205.725,4670650,0,695051,0,184427,0,65732,0,35748,0,,
206.115,4690150,0,698394,0,187250,0,67475,0,34805,0,,
206.505,4749000,0,702423,0,184331,0,68927,0,35222,0,,
206.895,4762120,0,706693,0,188107,0,66896,0,34946,0,,
207.285,4684380,0,702220,0,184120,0,67668,0,35037,0,,
207.675,4739180,0,704764,0,186846,0,68785,0,35257,0,,
208.065,4761270,0,703144,0,185716,0,66757,0,34247,0,,
208.455,4780700,0,707962,0,184696,0,68073,0,34218,0,,
208.845,4809240,0,709387,0,183793,0,67165,0,35716,0,,
209.235,4731130,0,706589,0,184390,0,68177,0,35549,0,,
209.625,4608950,0,707587,0,184921,0,65665,0,33779,0,,
210.015,4665740,0,709573,0,186156,0,65163,0,34440,0,,
210.405,4859480,0,707631,0,185154,0,64958,0,33123,0,,
210.795,4809530,0,711733,0,185714,0,65345,0,33196,0,,
211.185,4696860,0,713967,0,187945,0,66796,0,33132,0,,
211.575,4723120,0,712676,0,185942,0,66563,0,32683,0,,
211.965,4666640,0,713327,0,185975,0,65989,0,34431,0,,
212.355,4737200,0,714217,0,184955,0,66578,0,32463,0,,
212.745,4743640,0,718213,0,186569,0,65935,0,32703,0,,
213.135,4608960,0,713507,0,185772,0,66900,0,32095,0,,
213.525,4670530,0,718315,0,187664,0,65060,0,32695,0,,
213.915,4707280,0,719690,0,185895,0,66126,0,32305,0,,
214.305,4634800,0,719610,0,186410,0,65536,0,32523,0,,
214.695,4622000,0,717309,0,184141,0,63313,0,31947,0,,
215.085,4628360,0,718743,0,186404,0,64506,0,31512,0,,
215.475,4626190,0,728960,0,188342,0,65473,0,33016,0,,
215.865,4697670,0,722946,0,186000,0,65108,0,32004,0,,
216.255,4697590,0,722788,0,185841,0,63480,0,30898,0,,
216.645,4621440,0,719086,0,187556,0,64259,0,32529,0,,
217.035,4589570,0,720686,0,185278,0,65013,0,31034,0,,
217.425,4717520,0,726046,0,186039,0,65209,0,31475,0,,
217.815,4635400,0,723888,0,188306,0,65202,0,32286,0,,
218.205,4512680,0,727306,0,184755,0,63773,0,30958,0,,
218.595,4598400,0,733906,0,188470,0,65319,0,29715,0,,
218.985,4631690,0,724308,0,183957,0,63285,0,30535,0,,
219.375,4685610,0,730732,0,186259,0,64080,0,30034,0,,
219.765,4703730,0,734261,0,187463,0,62900,0,31112,0,,
220.155,4810130,0,732472,0,187478,0,63115,0,29443,0,,
220.545,4712180,0,737605,0,185290,0,64326,0,29968,0,,
220.935,4630240,0,734878,0,186044,0,62853,0,30524,0,,
221.325,4684420,0,731816,0,188508,0,62627,0,31091,0,,
221.715,4716600,0,734317,0,186673,0,62547,0,30219,0,,
222.105,4663330,0,734691,0,186594,0,62940,0,30407,0,,
222.495,4562230,0,733841,0,187925,0,62486,0,30151,0,,
222.885,4604260,0,734836,0,184710,0,64316,0,30129,0,,
223.275,4618820,0,736462,0,185950,0,62460,0,29324,0,,
223.665,4592480,0,739021,0,187138,0,62119,0,31124,0,,
224.055,4667400,0,736794,0,186133,0,63467,0,29306,0,,
224.445,4704900,0,739113,0,187842,0,63207,0,29914,0,,
224.835,4627830,0,743749,0,183445,0,63303,0,29746,0,,
225.225,4611710,0,743941,0,187634,0,62709,0,30062,0,,
225.615,4585840,0,747454,0,186866,0,61685,0,30380,0,,
226.005,4617710,0,743599,0,188399,0,61361,0,29881,0,,
226.395,4697540,0,741626,0,185358,0,61339,0,29447,0,,
226.785,4682120,0,749512,0,187506,0,61576,0,28966,0,,
227.175,4602160,0,751389,0,186847,0,62064,0,28662,0,,
227.565,4616270,0,747274,0,187202,0,62332,0,29259,0,,
227.955,4567980,0,748791,0,189966,0,61908,0,29756,0,,
228.345,4512790,0,748965,0,187526,0,60399,0,28489,0,,
228.735,4564770,0,749345,0,188746,0,59711,0,28548,0,,
229.125,4606320,0,753376,0,186993,0,62424,0,28122,0,,
229.515,4606510,0,754834,0,185040,0,61594,0,28271,0,,
229.905,4582280,0,753119,0,188759,0,61538,0,28143,0,,
230.295,4598220,0,746559,0,189222,0,62454,0,26900,0,,
230.685,4589890,0,751640,0,187466,0,59586,0,27439,0,,
231.075,4591860,0,756860,0,187255,0,60529,0,28838,0,,
231.465,4565430,0,757251,0,186325,0,60745,0,27198,0,,
231.855,4545210,0,754369,0,187716,0,61172,0,27080,0,,
232.245,4670310,0,756335,0,189376,0,58870,0,27045,0,,
232.635,4694630,0,757150,0,191319,0,61423,0,26448,0,,
233.025,4636740,0,758555,0,187572,0,59056,0,26564,0,,
233.415,4731270,0,761243,0,188227,0,60325,0,26582,0,,
233.805,4619580,0,756737,0,188584,0,59762,0,26680,0,,
234.195,4516650,0,764805,0,189833,0,59419,0,26813,0,,
234.585,4649700,0,756777,0,187550,0,60022,0,25179,0,,
234.975,4645490,0,760157,0,188464,0,60645,0,27000,0,,
235.365,4474650,0,766383,0,191525,0,59119,0,25833,0,,
235.755,4466340,0,767794,0,186762,0,58939,0,27135,0,,
236.145,4586560,0,763538,0,191391,0,57521,0,26628,0,,
236.535,4601980,0,764502,0,185852,0,59764,0,26253,0,,
236.925,4570450,0,761990,0,190529,0,58397,0,26757,0,,
237.315,4533180,0,763852,0,188221,0,58136,0,26217,0,,
237.705,4499160,0,765959,0,188348,0,58747,0,25134,0,,
238.095,4520180,0,769452,0,190249,0,60812,0,24995,0,,
238.485,4564050,0,771479,0,189807,0,59410,0,25483,0,,
238.875,4544330,0,771443,0,187835,0,58972,0,25361,0,,
239.265,4533330,0,769235,0,187593,0,58141,0,24822,0,,
239.655,4571580,0,776327,0,186083,0,59496,0,25416,0,,
240.045,4625770,0,773573,0,187444,0,59037,0,24626,0,,
240.435,4585160,0,773461,0,191761,0,57629,0,25393,0,,
240.825,4477220,0,778153,0,187604,0,57122,0,25205,0,,
241.215,4573760,0,771228,0,189955,0,58073,0,24543,0,,
241.605,4518560,0,774573,0,187533,0,58056,0,25622,0,,
241.995,4466170,0,776845,0,189362,0,59120,0,25464,0,,
242.385,4427500,0,774152,0,188179,0,57947,0,23868,0,,
242.775,4535380,0,777333,0,188959,0,58487,0,24674,0,,
243.165,4593790,0,777848,0,185226,0,58065,0,24726,0,,
243.555,4590780,0,781259,0,192244,0,56897,0,24872,0,,
243.945,4578040,0,779181,0,192806,0,57269,0,24437,0,,
244.335,4493320,0,780343,0,187197,0,58476,0,24074,0,,
244.725,4480420,0,777824,0,186947,0,56561,0,23907,0,,
245.115,4532120,0,778702,0,190120,0,56907,0,23617,0,,
245.505,4492860,0,784756,0,189921,0,56698,0,24466,0,,
245.895,4532810,0,785707,0,191516,0,57365,0,24144,0,,
246.285,4601700,0,779584,0,188319,0,58043,0,23648,0,,
246.675,4545680,0,784659,0,187635,0,56348,0,23936,0,,
247.065,4521190,0,779988,0,187837,0,56477,0,24015,0,,
247.455,4679560,0,780896,0,189300,0,57120,0,24427,0,,
247.845,4598590,0,786496,0,188405,0,56436,0,23260,0,,
248.235,4475510,0,780883,0,189384,0,56282,0,24037,0,,
248.625,4400640,0,783930,0,188232,0,55799,0,24188,0,,
249.015,4421890,0,788295,0,190020,0,54633,0,23480,0,,
249.405,4495800,0,788206,0,189401,0,56797,0,22734,0,,
249.795,4503370,0,790176,0,188063,0,55057,0,22774,0,,
250.185,4468930,0,781632,0,189203,0,56961,0,22417,0,,
250.575,4433260,0,793325,0,189478,0,55323,0,23519,0,,
250.965,4591420,0,794615,0,189499,0,54930,0,21976,0,,
251.355,4570290,0,787908,0,189456,0,55402,0,22215,0,,
251.745,4426530,0,785788,0,188383,0,54809,0,22801,0,,
252.135,4404130,0,791706,0,189613,0,56100,0,22540,0,,
252.525,4458570,0,793510,0,191398,0,55494,0,22424,0,,
252.915,4476000,0,789824,0,188477,0,54952,0,21724,0,,
253.305,4512930,0,791387,0,191032,0,55918,0,21989,0,,
253.695,4617550,0,789235,0,189050,0,55024,0,20991,0,,
254.085,4492080,0,790473,0,191233,0,54899,0,22549,0,,
254.475,4501510,0,798047,0,187774,0,55413,0,22178,0,,
254.865,4492950,0,796333,0,188064,0,55619,0,22666,0,,
255.255,4392300,0,798522,0,190624,0,53518,0,21197,0,,
255.645,4279180,0,794612,0,193030,0,54415,0,21678,0,,
256.035,4362040,0,794704,0,189705,0,54137,0,21403,0,,
256.425,4370880,0,797820,0,190141,0,55570,0,20840,0,,
256.815,4393140,0,793616,0,190548,0,54414,0,21407,0,,
257.205,4385610,0,799497,0,189147,0,53784,0,20409,0,,
257.595,4344210,0,801207,0,188403,0,53930,0,20899,0,,
257.985,4440300,0,796011,0,188939,0,54792,0,20645,0,,
258.375,4530010,0,800763,0,186432,0,54228,0,20270,0,,
258.765,4354260,0,796874,0,190112,0,53750,0,21343,0,,
259.155,4259190,0,797849,0,188168,0,55571,0,20761,0,,
259.545,4377350,0,802703,0,187534,0,54127,0,21050,0,,
259.935,4347800,0,800950,0,189810,0,54688,0,20426,0,,
260.325,4348140,0,802165,0,190046,0,52983,0,19769,0,,
260.715,4405080,0,801988,0,190639,0,53222,0,20464,0,,
261.105,4386750,0,797158,0,190153,0,53949,0,19898,0,,
261.495,4454470,0,804044,0,190350,0,53417,0,20431,0,,
261.885,4403880,0,804503,0,188013,0,52805,0,20245,0,,
262.275,4409470,0,804585,0,187357,0,51487,0,20179,0,,
262.665,4422180,0,802935,0,188922,0,51604,0,19855,0,,
263.055,4308470,0,800883,0,189928,0,52979,0,21186,0,,
263.445,4333690,0,805094,0,189014,0,53627,0,19759,0,,
263.835,4357550,0,807800,0,190418,0,52204,0,19257,0,,
264.225,4289450,0,802895,0,191573,0,52098,0,20643,0,,
264.615,4365060,0,804091,0,188757,0,52857,0,20041,0,,
265.005,4399020,0,800790,0,189803,0,53158,0,19648,0,,
265.395,4431520,0,799230,0,188255,0,51972,0,19451,0,,
265.785,4411900,0,802107,0,186787,0,53662,0,19248,0,,
266.175,4425550,0,802915,0,191936,0,53163,0,19240,0,,
266.565,4375000,0,803109,0,192948,0,52600,0,19015,0,,
266.955,4324730,0,808369,0,188518,0,51400,0,19280,0,,
267.345,4233740,0,806187,0,185317,0,52198,0,19032,0,,
267.735,4327580,0,807144,0,188475,0,52061,0,19860,0,,
268.125,4345240,0,807353,0,188456,0,51523,0,19421,0,,
268.515,4301260,0,809040,0,192109,0,50975,0,19034,0,,
268.905,4260430,0,809422,0,190844,0,51703,0,18153,0,,
269.295,4271760,0,809092,0,190363,0,50776,0,18858,0,,
269.685,4321380,0,817271,0,188100,0,51135,0,19217,0,,
270.075,4322630,0,810200,0,188274,0,51654,0,17146,0,,
270.465,4323420,0,811533,0,188770,0,51127,0,18272,0,,
270.855,4360360,0,807304,0,188794,0,50914,0,19126,0,,
271.245,4409760,0,814283,0,186735,0,50381,0,17781,0,,
271.635,4353970,0,812106,0,187995,0,51033,0,18061,0,,
272.025,4339040,0,806970,0,188975,0,51050,0,17711,0,,
272.415,4306270,0,808599,0,187851,0,50406,0,18091,0,,
272.805,4287250,0,810143,0,189525,0,50788,0,17328,0,,
273.195,4353160,0,812349,0,188675,0,50950,0,17831,0,,
273.585,4367320,0,808488,0,188728,0,51127,0,18443,0,,
273.975,4259060,0,813506,0,187039,0,50006,0,17314,0,,
274.365,4257990,0,815041,0,188054,0,50578,0,18245,0,,
274.755,4350870,0,814418,0,186334,0,50132,0,17500,0,,
275.145,4404190,0,812816,0,189893,0,49415,0,17827,0,,
275.535,4390510,0,812671,0,185942,0,51175,0,18070,0,,
275.925,4253990,0,811751,0,187109,0,49446,0,17794,0,,
276.315,4237810,0,815976,0,187270,0,48359,0,17494,0,,
276.705,4343000,0,814774,0,187044,0,50591,0,17097,0,,
277.095,4374330,0,813506,0,189314,0,50241,0,16972,0,,
277.485,4226000,0,817598,0,187579,0,50016,0,17721,0,,
277.875,4169310,0,810619,0,188618,0,50178,0,17330,0,,
278.265,4185300,0,812943,0,188706,0,47822,0,17823,0,,
278.655,4153880,0,814785,0,186667,0,49316,0,16956,0,,
279.045,4166880,0,816517,0,188978,0,50486,0,17168,0,,
279.435,4219940,0,818260,0,189974,0,50606,0,16932,0,,
279.825,4186150,0,818911,0,189195,0,49697,0,16814,0,,
280.215,4167880,0,816732,0,187914,0,49803,0,16176,0,,
280.605,4244580,0,813820,0,186848,0,49213,0,16581,0,,
280.995,4187830,0,812036,0,187142,0,48676,0,17055,0,,
281.385,4158340,0,816630,0,186587,0,50442,0,16897,0,,
281.775,4212260,0,823214,0,188358,0,49464,0,16259,0,,
282.165,4169690,0,821589,0,187827,0,49055,0,16051,0,,
282.555,4270420,0,817411,0,185285,0,48452,0,16848,0,,
282.945,4267280,0,821357,0,188101,0,48897,0,15880,0,,
283.335,4172730,0,822166,0,187949,0,48431,0,15992,0,,
283.725,4120790,0,817078,0,189494,0,49646,0,16605,0,,
284.115,4183340,0,820255,0,188497,0,48319,0,15835,0,,
284.505,4132880,0,817773,0,185641,0,47834,0,14957,0,,
284.895,4029020,0,816137,0,186858,0,47556,0,15897,0,,
285.285,4101540,0,820815,0,188861,0,48004,0,15620,0,,
285.675,4123330,0,814822,0,190305,0,48077,0,16152,0,,
286.065,4180410,0,819544,0,187853,0,47897,0,15936,0,,
286.455,4161470,0,820750,0,188094,0,48221,0,15178,0,,
286.845,4138610,0,815730,0,186623,0,47106,0,15938,0,,
287.235,4097290,0,825730,0,186431,0,47349,0,15997,0,,
287.625,4091740,0,822652,0,187371,0,50086,0,15388,0,,
288.015,4099300,0,822568,0,188762,0,47810,0,15962,0,,
288.405,4043190,0,813570,0,187753,0,47292,0,14589,0,,
288.795,4109240,0,821458,0,188239,0,45419,0,14633,0,,
289.185,4096330,0,825128,0,186166,0,48158,0,15250,0,,
289.575,4030450,0,823870,0,186472,0,47485,0,15416,0,,
289.965,4127800,0,821819,0,186419,0,47094,0,14817,0,,
290.355,4191460,0,822669,0,187523,0,46697,0,14615,0,,
290.745,4163710,0,817773,0,187830,0,48336,0,15116,0,,
291.135,4102250,0,822023,0,187002,0,46433,0,14957,0,,
291.525,4096900,0,826258,0,184796,0,48504,0,14855,0,,
291.915,4113150,0,825158,0,186455,0,47244,0,15364,0,,
292.305,4158710,0,822638,0,186920,0,46349,0,14572,0,,
292.695,4160640,0,820105,0,185799,0,47232,0,14935,0,,
293.085,4168330,0,818664,0,184441,0,46436,0,14690,0,,
293.475,4175010,0,825065,0,184156,0,45524,0,13832,0,,
293.865,4031590,0,824440,0,186011,0,45939,0,14327,0,,
294.255,4105760,0,831814,0,187065,0,47479,0,13829,0,,
294.645,4100890,0,819480,0,184241,0,46846,0,13372,0,,
295.035,4118360,0,824335,0,186995,0,46167,0,14077,0,,
295.425,4029850,0,820614,0,184068,0,45699,0,13254,0,,
295.815,3913410,0,822061,0,187740,0,47164,0,13058,0,,
296.205,3984090,0,822667,0,184878,0,45948,0,13870,0,,
296.595,3993490,0,822997,0,187472,0,45292,0,14477,0,,
296.985,3985060,0,820186,0,188038,0,46466,0,14099,0,,
297.375,4002460,0,823317,0,186288,0,45859,0,14094,0,,
297.765,3940580,0,822859,0,186648,0,46885,0,13470,0,,
298.155,3909990,0,828050,0,186650,0,45469,0,14352,0,,
298.545,4016870,0,818726,0,184246,0,44505,0,13526,0,,
298.935,3931350,0,823433,0,185378,0,45092,0,13091,0,,
299.325,3993280,0,822795,0,185449,0,45587,0,13501,0,,
299.715,4013250,0,822812,0,188039,0,45674,0,12812,0,,
300.105,3937580,0,823224,0,187297,0,45283,0,13138,0,,
300.495,3977300,0,814934,0,186964,0,44676,0,12795,0,,
300.885,4068850,0,822031,0,184159,0,44796,0,12916,0,,
301.275,3960150,0,822422,0,185504,0,44842,0,13704,0,,
301.665,3934620,0,818669,0,185107,0,44594,0,13523,0,,
302.055,3845740,0,824275,0,184404,0,46083,0,13024,0,,
302.445,3898740,0,817947,0,185846,0,45498,0,12557,0,,
302.835,4075260,0,818786,0,185160,0,44213,0,12934,0,,
303.225,4078970,0,821588,0,183882,0,42933,0,12618,0,,
303.615,4029840,0,824938,0,185043,0,45328,0,12781,0,,
304.005,3834150,0,816868,0,184819,0,45021,0,12801,0,,
304.395,3837250,0,821038,0,182991,0,44325,0,12731,0,,
304.785,3956670,0,825393,0,185171,0,44436,0,12551,0,,
305.175,3967530,0,818845,0,183292,0,43394,0,12722,0,,
305.565,4010240,0,823656,0,185125,0,44096,0,12264,0,,
305.955,3957500,0,821590,0,181235,0,42537,0,12418,0,,
306.345,3889100,0,823058,0,184411,0,44244,0,11460,0,,
306.735,3856760,0,820726,0,183840,0,44094,0,13000,0,,
307.125,3864440,0,821583,0,182228,0,44649,0,12384,0,,
307.515,3908800,0,819818,0,184840,0,43253,0,11894,0,,
307.905,3879590,0,819790,0,182569,0,43457,0,12008,0,,
308.295,3893830,0,823341,0,180665,0,41967,0,11964,0,,
308.685,3848940,0,822473,0,181442,0,44213,0,11868,0,,
309.075,3846800,0,815260,0,182435,0,43216,0,11921,0,,
309.465,3918320,0,815847,0,182172,0,42985,0,11685,0,,
309.855,3925200,0,820390,0,178357,0,43769,0,11571,0,,
310.245,3949720,0,820099,0,182978,0,42106,0,11422,0,,
310.635,3840180,0,816658,0,180217,0,42832,0,11697,0,,
311.025,3780280,0,816377,0,183983,0,42906,0,11428,0,,
311.415,3789900,0,813165,0,181155,0,42836,0,11840,0,,
311.805,3848010,0,822152,0,183977,0,42342,0,12007,0,,
312.195,3900700,0,818203,0,181691,0,42267,0,11636,0,,
312.585,3912270,0,817043,0,183486,0,42331,0,11561,0,,
312.975,3895980,0,818577,0,182152,0,42454,0,11528,0,,
313.365,3878520,0,822592,0,182038,0,42118,0,11412,0,,
313.755,3820550,0,817028,0,181249,0,42642,0,11257,0,,
314.145,3787010,0,812963,0,184162,0,40706,0,11073,0,,
314.535,3857890,0,813467,0,178686,0,41156,0,11580,0,,
314.925,3892390,0,821334,0,180522,0,42537,0,11069,0,,
315.315,3846140,0,818768,0,182590,0,42206,0,11105,0,,
315.705,3826690,0,821899,0,180080,0,41416,0,11329,0,,
316.095,3795060,0,820540,0,180547,0,42027,0,11108,0,,
316.485,3786180,0,818676,0,182504,0,40686,0,10931,0,,
316.875,3833310,0,819419,0,182298,0,41820,0,10582,0,,
317.265,3854640,0,815894,0,178867,0,41586,0,10285,0,,
317.655,3741090,0,814870,0,181446,0,41261,0,10653,0,,
318.045,3756800,0,817890,0,181630,0,41515,0,10758,0,,
318.435,3803500,0,817706,0,178817,0,41113,0,10645,0,,
318.825,3754680,0,812918,0,180608,0,41599,0,10575,0,,
319.215,3729000,0,818820,0,179792,0,40527,0,10335,0,,
319.605,3717550,0,811982,0,181067,0,40459,0,10800,0,,
319.995,3713740,0,810784,0,180819,0,41350,0,10380,0,,
320.385,3807350,0,814529,0,181345,0,41478,0,10594,0,,
320.775,3766770,0,817492,0,180565,0,40123,0,10263,0,,
321.165,3710640,0,812981,0,181125,0,40619,0,10180,0,,
321.555,3723860,0,811839,0,178606,0,40398,0,10379,0,,
321.945,3649970,0,816224,0,179527,0,40899,0,10446,0,,
322.335,3661050,0,811294,0,180648,0,39987,0,9434,0,,
322.725,3725570,0,811019,0,177978,0,40276,0,10246,0,,
323.115,3804590,0,816847,0,179809,0,41251,0,10128,0,,
323.505,3777550,0,816578,0,179020,0,39300,0,10313,0,,
323.895,3688860,0,811262,0,180601,0,40052,0,10463,0,,
324.285,3703670,0,810804,0,179020,0,40105,0,9693,0,,
324.675,3738170,0,808503,0,178826,0,40175,0,10640,0,,
325.065,3706250,0,814184,0,179710,0,39363,0,10047,0,,
