# E(keV),beta sin absorb,rX sin absorb,20 micras,40 micras,60 micras,100 micras,,Area sin absorbente: 1.217e6
# 1,2,3,4,5,6,7,,
366.64,1962.7580972824,0,454.7580972824,117.7580972824,15.6838376013,2.186668711,,
367.03,1964.5161945648,0,486.5161945648,93.5161945648,14.0483130158,0.9447659933,,
367.42,1962.5860324275,0,468.5860324275,109.5860324275,11.7883103318,1.3003181417,,
367.81,1966.1022269922,0,458.1022269922,115.1022269922,15.9960766505,-1.1834872935,,
368.2,1924.3441297098,0,474.3441297098,112.3441297098,18.0252231039,0.0584154241,,
368.59,1983.7580972824,0,484.7580972824,112.7580972824,12.1412407904,2.186668711,,
368.98,2043.7580972824,0,518.7580972824,121.7580972824,10.5667533188,2.186668711,,
369.37,1912.1720648549,0,416.1720648549,110.1720648549,14.5233177023,2.6006362835,,
369.76,1999.3441297098,0,452.3441297098,93.3441297098,14.8762481609,-1.6558702902,,
370.15,1927.5860324275,0,449.5860324275,104.5860324275,13.7564196712,-0.4139675725,,
370.54,2034.3441297098,0,477.3441297098,95.3441297098,13.6953825572,1.7727011384,,
370.93,1986.1022269922,0,466.1022269922,111.1022269922,10.8789923681,-2.8977730078,,
371.32,1893.5860324275,0,454.5860324275,120.5860324275,12.5755540676,3.014603856,,
371.71,1930.9301621373,0,459.9301621373,118.9301621373,14.0686587204,-2.0698378627,,
372.1,1939,0,456,104,11.4150341686,3.4285714286,,
372.49,1963.6882594197,0,496.6882594197,92.6882594197,14.7948653422,-3.3117405803,,
372.88,2006,0,443,107,16.1384965831,0,,
373.27,1883.1720648549,0,407.1720648549,110.1720648549,17.2786707775,2.6006362835,,
373.66,1977.5161945648,0,442.5161945648,112.5161945648,11.2929599406,0.9447659933,,
374.05,1931.9301621373,0,461.9301621373,108.9301621373,16.0367680599,-2.0698378627,,
374.44,1910.3441297098,0,458.3441297098,101.3441297098,14.8762481609,0.0584154241,,
374.83,1934.9301621373,0,453.9301621373,110.9301621373,13.2814149847,-0.3555521484,,
375.22,1919.1022269922,0,449.1022269922,105.1022269922,10.0917486323,0.5307984208,,
375.61,1915.9301621373,0,495.9301621373,99.9301621373,10.5260619095,-0.3555521484,,
376,1965.1720648549,0,448.1720648549,95.1720648549,15.3105614381,2.6006362835,,
376.39,1893.6882594197,0,482.6882594197,86.6882594197,6.9224279846,3.5454022768,,
376.78,1937.5860324275,0,407.5860324275,100.5860324275,19.2671258215,1.3003181417,,
377.17,1917.3441297098,0,473.3441297098,113.3441297098,10.1527857463,0.0584154241,,
377.56,1968.1720648549,0,435.1720648549,115.1720648549,17.6722926454,4.3149219978,,
377.95,1910.9301621373,0,388.9301621373,102.9301621373,10.1324400416,-0.3555521484,,
378.34,1849.7580972824,0,444.7580972824,107.7580972824,10.9603751867,-1.2419027176,,
378.73,1837.7580972824,0,423.7580972824,105.7580972824,17.2583250728,0.4723829967,,
379.12,1911.3441297098,0,444.3441297098,112.3441297098,11.7272732178,0.0584154241,,
379.51,1955.1720648549,0,420.1720648549,121.1720648549,10.1934771556,0.8863505692,,
379.9,1875.1720648549,0,420.1720648549,109.1720648549,15.3105614381,0.8863505692,,
380.29,1912.3441297098,0,442.3441297098,84.3441297098,17.2379793682,-1.6558702902,,
380.68,1847.6882594197,0,414.6882594197,92.6882594197,10.8586466634,-1.597454866,,
381.07,1884.9301621373,0,432.9301621373,114.9301621373,14.4622805883,-2.0698378627,,
381.46,1803.6882594197,0,436.6882594197,112.6882594197,14.7948653422,-1.597454866,,
381.85,1837.1720648549,0,413.1720648549,121.1720648549,16.8850489096,-0.8279351451,,
382.24,1811.9301621373,0,463.9301621373,119.9301621373,13.2814149847,1.3587335659,,
382.63,1809.1720648549,0,391.1720648549,108.1720648549,14.5233177023,2.6006362835,,
383.02,1846.9301621373,0,462.9301621373,87.9301621373,13.6750368526,-0.3555521484,,
383.41,1841.1022269922,0,449.1022269922,82.1022269922,10.4853705002,-2.8977730078,,
383.8,1853.2742918471,0,430.2742918471,93.2742918471,10.051057223,-3.7257081529,,
384.19,1826.9301621373,0,443.9301621373,92.9301621373,14.0686587204,-2.0698378627,,
384.58,1872.7580972824,0,452.7580972824,86.7580972824,19.6200562801,0.4723829967,,
384.97,1874.3441297098,0,441.3441297098,113.3441297098,15.2698700287,-1.6558702902,,
385.36,1854,0,437,115,11.0214123007,3.4285714286,,
385.75,1900.7580972824,0,451.7580972824,89.7580972824,12.1412407904,0.4723829967,,
386.14,1822.9301621373,0,444.9301621373,93.9301621373,15.2495243241,1.3587335659,,
386.53,1853.7580972824,0,417.7580972824,99.7580972824,12.9284845261,0.4723829967,,
386.92,1737.5161945648,0,406.5161945648,105.5161945648,8.9312287333,-0.769519721,,
387.31,1839.5860324275,0,444.5860324275,102.5860324275,11.001066596,-0.4139675725,,
387.7,1760.3441297098,0,451.3441297098,114.3441297098,14.8762481609,-1.6558702902,,
388.09,1784.3441297098,0,438.3441297098,116.3441297098,15.2698700287,0.0584154241,,
388.48,1872.3441297098,0,401.3441297098,85.3441297098,9.3655420105,1.7727011384,,
388.87,1892.5860324275,0,465.5860324275,110.5860324275,12.9691759354,-0.4139675725,,
389.26,1798.5860324275,0,409.5860324275,97.5860324275,17.2990164821,3.014603856,,
389.65,1795.5860324275,0,415.5860324275,110.5860324275,11.001066596,3.014603856,,
390.04,1805.9301621373,0,422.9301621373,107.9301621373,14.0686587204,-0.3555521484,,
390.43,1844.7580972824,0,414.7580972824,90.7580972824,14.1093501298,-1.2419027176,,
390.82,1778.7580972824,0,407.7580972824,95.7580972824,14.8965938655,-1.2419027176,,
391.21,1829.3441297098,0,427.3441297098,97.3441297098,16.0571137645,-1.6558702902,,
391.6,1763.5161945648,0,450.5161945648,85.5161945648,9.7184724691,-0.769519721,,
391.99,1761.1720648549,0,467.1720648549,107.1720648549,9.7998552877,2.6006362835,,
392.38,1780.5860324275,0,468.5860324275,100.5860324275,13.3627978033,1.3003181417,,
392.77,1810.3441297098,0,433.3441297098,108.3441297098,14.482626293,1.7727011384,,
393.16,1761.5161945648,0,444.5161945648,91.5161945648,11.6865818085,-0.769519721,,
393.55,1783.1022269922,0,412.1022269922,102.1022269922,16.7833203863,-2.8977730078,,
393.94,1773.5161945648,0,357.5161945648,92.5161945648,14.4419348837,-2.4838054352,,
394.33,1765.3441297098,0,398.3441297098,99.3441297098,15.2698700287,-1.6558702902,,
394.72,1732.7580972824,0,432.7580972824,109.7580972824,11.7476189225,5.6152401395,,
395.11,1678.1720648549,0,387.1720648549,83.1720648549,12.161586495,-0.8279351451,,
395.5,1712.1720648549,0,431.1720648549,94.1720648549,11.3743427592,0.8863505692,,
395.89,1782.7580972824,0,427.7580972824,93.7580972824,10.5667533188,-1.2419027176,,
396.28,1761.7580972824,0,403.7580972824,89.7580972824,12.5348626582,2.186668711,,
396.67,1748.5161945648,0,410.5161945648,114.5161945648,12.8674474121,-0.769519721,,
397.06,1769.9301621373,0,415.9301621373,101.9301621373,7.3770869665,1.3587335659,,
397.45,1743.5860324275,0,440.5860324275,104.5860324275,16.5117727464,1.3003181417,,
397.84,1788.7580972824,0,446.7580972824,105.7580972824,12.5348626582,0.4723829967,,
398.23,1785.1022269922,0,403.1022269922,88.1022269922,14.421589179,-1.1834872935,,
398.62,1729.1720648549,0,412.1720648549,100.1720648549,15.3105614381,-0.8279351451,,
399.01,1688.1022269922,0,427.1022269922,79.1022269922,8.9108830287,-1.1834872935,,
399.4,1812.9301621373,0,435.9301621373,92.9301621373,12.4941712489,-0.3555521484,,
399.79,1716.7580972824,0,350.7580972824,84.7580972824,9.3858877152,-1.2419027176,,
400.18,1685.2742918471,0,394.2742918471,80.2742918471,8.0829478836,-3.7257081529,,
400.57,1696.5860324275,0,409.5860324275,80.5860324275,16.9053946142,1.3003181417,,
400.96,1729.5161945648,0,411.5161945648,72.5161945648,11.6865818085,-2.4838054352,,
401.35,1751.1720648549,0,415.1720648549,93.1720648549,12.161586495,2.6006362835,,
401.74,1789.5161945648,0,435.5161945648,75.5161945648,14.4419348837,-0.769519721,,
402.13,1663.7580972824,0,390.7580972824,83.7580972824,10.1731314509,3.9009544252,,
402.52,1724.9301621373,0,414.9301621373,88.9301621373,10.1324400416,-2.0698378627,,
402.91,1683.9301621373,0,421.9301621373,87.9301621373,6.5898432307,1.3587335659,,
403.3,1727.7580972824,0,381.7580972824,87.7580972824,10.5667533188,-1.2419027176,,
403.69,1669.9301621373,0,369.9301621373,79.9301621373,17.2176336635,1.3587335659,,
404.08,1637.3441297098,0,377.3441297098,80.3441297098,10.1527857463,-1.6558702902,,
404.47,1761.3441297098,0,390.3441297098,101.3441297098,5.8229451996,-1.6558702902,,
404.86,1690.9301621373,0,387.9301621373,84.9301621373,9.3451963059,1.3587335659,,
405.25,1597.7580972824,0,379.7580972824,89.7580972824,10.9603751867,0.4723829967,,
405.64,1660.5860324275,0,384.5860324275,86.5860324275,14.1500415391,-0.4139675725,,
406.03,1686.1720648549,0,408.1720648549,69.1720648549,10.9807208914,2.6006362835,,
406.42,1651.3441297098,0,404.3441297098,95.3441297098,11.3336513499,1.7727011384,,
406.81,1717.7580972824,0,380.7580972824,90.7580972824,10.5667533188,0.4723829967,,
407.2,1706.1022269922,0,387.1022269922,86.1022269922,8.9108830287,-1.1834872935,,
407.59,1637.9301621373,0,362.9301621373,79.9301621373,12.8877931168,-2.0698378627,,
407.98,1587.7580972824,0,421.7580972824,104.7580972824,14.1093501298,-1.2419027176,,
408.37,1684.7580972824,0,409.7580972824,96.7580972824,11.7476189225,0.4723829967,,
408.76,1671.1720648549,0,417.1720648549,89.1720648549,10.5870990235,-0.8279351451,,
409.15,1639.5860324275,0,382.5860324275,78.5860324275,14.1500415391,1.3003181417,,
409.54,1547.1720648549,0,376.1720648549,89.1720648549,9.7998552877,-0.8279351451,,
409.93,1667.3441297098,0,393.3441297098,67.3441297098,11.7272732178,-1.6558702902,,
410.32,1691.3441297098,0,394.3441297098,85.3441297098,8.1846764069,0.0584154241,,
410.71,1578.1720648549,0,378.1720648549,91.1720648549,9.4062334198,0.8863505692,,
411.1,1656.7580972824,0,378.7580972824,88.7580972824,10.9603751867,0.4723829967,,
411.49,1613.7580972824,0,377.7580972824,84.7580972824,12.9284845261,-1.2419027176,,
411.88,1641.3441297098,0,406.3441297098,98.3441297098,8.9719201426,0.0584154241,,
412.27,1670.5161945648,0,405.5161945648,84.5161945648,8.9312287333,4.3733374219,,
412.66,1627.3441297098,0,384.3441297098,86.3441297098,8.9719201426,0.0584154241,,
413.05,1675.1720648549,0,342.1720648549,76.1720648549,9.7998552877,0.8863505692,,
413.44,1632.5161945648,0,371.5161945648,96.5161945648,14.4419348837,-2.4838054352,,
413.83,1556.2742918471,0,390.2742918471,76.2742918471,9.6574353551,1.41714899,,
414.22,1639.3441297098,0,367.3441297098,77.3441297098,7.0038108032,0.0584154241,,
414.61,1598.0323891295,0,420.0323891295,77.0323891295,8.8091545054,-4.9676108705,,
415,1595.9301621373,0,360.9301621373,88.9301621373,8.951574438,-0.3555521484,,
415.39,1643.9301621373,0,364.9301621373,73.9301621373,11.7069275132,-0.3555521484,,
415.78,1554.7580972824,0,367.7580972824,95.7580972824,7.0241565079,2.186668711,,
416.17,1576.1720648549,0,369.1720648549,101.1720648549,6.6508803447,0.8863505692,,
416.56,1531.3441297098,0,367.3441297098,63.3441297098,7.3974326711,-1.6558702902,,
416.95,1634.7580972824,0,372.7580972824,87.7580972824,12.1412407904,-1.2419027176,,
417.34,1524.1720648549,0,343.1720648549,69.1720648549,9.4062334198,0.8863505692,,
417.73,1620.9301621373,0,356.9301621373,78.9301621373,7.3770869665,-2.0698378627,,
418.12,1544.1720648549,0,387.1720648549,87.1720648549,12.5552083629,4.3149219978,,
418.51,1626.9301621373,0,384.9301621373,89.9301621373,9.7388181737,-2.0698378627,,
418.9,1585.1720648549,0,370.1720648549,84.1720648549,7.8317459483,-0.8279351451,,
419.29,1534.6882594197,0,346.6882594197,78.6882594197,4.9543186452,3.5454022768,,
419.68,1493.1720648549,0,368.1720648549,81.1720648549,6.6508803447,-0.8279351451,,
420.07,1588.5860324275,0,369.5860324275,88.5860324275,14.9372852748,1.3003181417,,
420.46,1557.5860324275,0,346.5860324275,84.5860324275,7.852091653,-0.4139675725,,
420.85,1578.2742918471,0,321.2742918471,78.2742918471,6.5084604121,-3.7257081529,,
421.24,1502.9301621373,0,364.9301621373,65.9301621373,10.5260619095,-2.0698378627,,
421.63,1523.9301621373,0,384.9301621373,84.9301621373,9.3451963059,-2.0698378627,,
422.02,1589.1720648549,0,393.1720648549,74.1720648549,11.7679646271,0.8863505692,,
422.41,1552.5860324275,0,361.5860324275,71.5860324275,8.6393353887,3.014603856,,
422.8,1596.3441297098,0,336.3441297098,83.3441297098,8.5782982748,1.7727011384,,
423.19,1515.9301621373,0,355.9301621373,74.9301621373,4.6217338913,-2.0698378627,,
423.58,1542.1720648549,0,315.1720648549,77.1720648549,7.8317459483,-0.8279351451,,
423.97,1570.9301621373,0,380.9301621373,78.9301621373,11.7069275132,-0.3555521484,,
424.36,1587.7580972824,0,365.7580972824,86.7580972824,6.2369127721,0.4723829967,,
424.75,1486.1720648549,0,370.1720648549,85.1720648549,7.4381240804,0.8863505692,,
425.14,1492.1720648549,0,380.1720648549,82.1720648549,10.1934771556,2.6006362835,,
425.53,1499.3441297098,0,375.3441297098,63.3441297098,8.1846764069,-1.6558702902,,
425.92,1493.5860324275,0,360.5860324275,85.5860324275,14.9372852748,1.3003181417,,
426.31,1473.7580972824,0,356.7580972824,74.7580972824,5.4496690364,0.4723829967,,
426.7,1521.1720648549,0,355.1720648549,77.1720648549,11.3743427592,2.6006362835,,
427.09,1493,0,377,81,9.4469248292,1.7142857143,,
427.48,1501.9301621373,0,333.9301621373,79.9301621373,7.3770869665,-2.0698378627,,
427.87,1465.7580972824,0,358.7580972824,69.7580972824,8.2050221115,2.186668711,,
428.26,1499.1022269922,0,344.1022269922,76.1022269922,6.9427736893,-1.1834872935,,
428.65,1497.1720648549,0,356.1720648549,82.1720648549,10.1934771556,-0.8279351451,,
429.04,1505.7580972824,0,366.7580972824,77.7580972824,8.2050221115,-1.2419027176,,
429.43,1554.1022269922,0,326.1022269922,91.1022269922,4.581042482,0.5307984208,,
429.82,1418.1720648549,0,326.1720648549,79.1720648549,9.4062334198,-0.8279351451,,
430.21,1495.9301621373,0,328.9301621373,54.9301621373,7.3770869665,-2.0698378627,,
430.6,1492.3441297098,0,347.3441297098,61.3441297098,11.7272732178,-1.6558702902,,
430.99,1421.7580972824,0,378.7580972824,59.7580972824,12.1412407904,-1.2419027176,,
431.38,1479.1720648549,0,340.1720648549,89.1720648549,11.7679646271,2.6006362835,,
431.77,1454.1720648549,0,348.1720648549,84.1720648549,5.8636366089,-0.8279351451,,
432.16,1472.1720648549,0,342.1720648549,64.1720648549,7.4381240804,0.8863505692,,
432.55,1408.7580972824,0,313.7580972824,58.7580972824,6.63053464,-1.2419027176,,
432.94,1523.1022269922,0,357.1022269922,68.1022269922,8.5172611608,-1.1834872935,,
433.33,1567.1022269922,0,351.1022269922,80.1022269922,8.1236392929,-1.1834872935,,
433.72,1463.6882594197,0,329.6882594197,83.6882594197,6.1351842488,-3.3117405803,,
434.11,1418.3441297098,0,324.3441297098,74.3441297098,8.9719201426,-1.6558702902,,
434.5,1468.3441297098,0,315.3441297098,75.3441297098,7.791054539,-1.6558702902,,
434.89,1424.3441297098,0,343.3441297098,56.3441297098,5.8229451996,0.0584154241,,
435.28,1451.7580972824,0,322.7580972824,68.7580972824,7.4177783758,-1.2419027176,,
435.67,1379.1022269922,0,363.1022269922,50.1022269922,8.1236392929,0.5307984208,,
436.06,1459.1022269922,0,331.1022269922,91.1022269922,4.9746643498,0.5307984208,,
436.45,1427.3441297098,0,360.3441297098,79.3441297098,8.5782982748,-1.6558702902,,
436.84,1443.1720648549,0,308.1720648549,63.1720648549,7.0445022126,0.8863505692,,
437.23,1444.3441297098,0,348.3441297098,56.3441297098,10.5464076142,-1.6558702902,,
437.62,1405.9301621373,0,331.9301621373,72.9301621373,8.5579525701,-2.0698378627,,
438.01,1404.5860324275,0,287.5860324275,89.5860324275,8.2457135209,1.3003181417,,
438.4,1361.1720648549,0,343.1720648549,61.1720648549,6.6508803447,-0.8279351451,,
438.79,1451.7580972824,0,356.7580972824,65.7580972824,7.4177783758,-1.2419027176,,
439.18,1438.9301621373,0,313.9301621373,68.9301621373,7.3770869665,1.3587335659,,
439.57,1395.9301621373,0,324.9301621373,67.9301621373,7.7707088343,1.3587335659,,
439.96,1394.5860324275,0,322.5860324275,79.5860324275,9.8202009924,1.3003181417,,
440.35,1448.9301621373,0,308.9301621373,68.9301621373,5.0153557592,-2.0698378627,,
440.74,1380.7580972824,0,329.7580972824,60.7580972824,4.6624253006,-1.2419027176,,
441.13,1328.9301621373,0,321.9301621373,66.9301621373,5.8025994949,-0.3555521484,,
441.52,1452.5860324275,0,330.5860324275,73.5860324275,6.2776041814,1.3003181417,,
441.91,1392.1022269922,0,322.1022269922,74.1022269922,10.4853705002,-2.8977730078,,
442.3,1389.3441297098,0,336.3441297098,65.3441297098,6.2165670675,1.7727011384,,
442.69,1358.1720648549,0,316.1720648549,64.1720648549,9.012611552,-0.8279351451,,
443.08,1371.3441297098,0,337.3441297098,74.3441297098,8.9719201426,-1.6558702902,,
443.47,1397.5860324275,0,298.5860324275,80.5860324275,5.8839823136,1.3003181417,,
443.86,1337.5860324275,0,309.5860324275,57.5860324275,8.2457135209,1.3003181417,,
444.25,1337.9301621373,0,292.9301621373,63.9301621373,6.5898432307,-0.3555521484,,
444.64,1394.9301621373,0,316.9301621373,78.9301621373,6.1962213628,-2.0698378627,,
445.03,1338.5860324275,0,298.5860324275,70.5860324275,5.0967385778,-0.4139675725,,
445.42,1367.3441297098,0,332.3441297098,71.3441297098,7.3974326711,1.7727011384,,
445.81,1352.5161945648,0,314.5161945648,66.5161945648,5.7822537903,-0.769519721,,
446.2,1383.5860324275,0,319.5860324275,57.5860324275,6.2776041814,-0.4139675725,,
446.59,1329.5860324275,0,313.5860324275,75.5860324275,9.8202009924,1.3003181417,,
446.98,1373.9301621373,0,319.9301621373,70.9301621373,6.5898432307,-2.0698378627,,
447.37,1371.5860324275,0,271.5860324275,45.5860324275,6.6712260493,-0.4139675725,,
447.76,1314.1720648549,0,314.1720648549,63.1720648549,6.6508803447,2.6006362835,,
448.15,1335.7580972824,0,318.7580972824,63.7580972824,9.3858877152,-1.2419027176,,
448.54,1280.5860324275,0,291.5860324275,62.5860324275,8.6393353887,3.014603856,,
448.93,1370.1720648549,0,315.1720648549,62.1720648549,3.1082835337,-0.8279351451,,
449.32,1307.7580972824,0,326.7580972824,52.7580972824,5.0560471685,0.4723829967,,
449.71,1422.7580972824,0,314.7580972824,57.7580972824,3.8751815648,-1.2419027176,,
450.1,1288.1720648549,0,323.1720648549,58.1720648549,9.012611552,-0.8279351451,,
450.49,1327.1022269922,0,296.1022269922,61.1022269922,5.3682862177,-1.1834872935,,
450.88,1336.1720648549,0,312.1720648549,50.1720648549,6.2572584768,0.8863505692,,
451.27,1269.3441297098,0,302.3441297098,61.3441297098,5.0357014638,0.0584154241,,
451.66,1321.1022269922,0,272.1022269922,49.1022269922,5.3682862177,-2.8977730078,,
452.05,1322.5860324275,0,308.5860324275,49.5860324275,9.0329572566,3.014603856,,
452.44,1311.5860324275,0,288.5860324275,73.5860324275,9.0329572566,-0.4139675725,,
452.83,1304.5161945648,0,293.5161945648,68.5161945648,3.0269007151,-0.769519721,,
453.22,1261.7580972824,0,299.7580972824,75.7580972824,4.2688034327,0.4723829967,,
453.61,1300,0,311,56,6.2979498861,0,,
454,1246.3441297098,0,308.3441297098,57.3441297098,10.1527857463,-1.6558702902,,
454.39,1282.1720648549,0,306.1720648549,59.1720648549,7.4381240804,0.8863505692,,
454.78,1243.3441297098,0,253.3441297098,57.3441297098,6.6101889354,-1.6558702902,,
455.17,1295.1720648549,0,310.1720648549,42.1720648549,9.012611552,0.8863505692,,
455.56,1319.7580972824,0,268.7580972824,66.7580972824,5.0560471685,-1.2419027176,,
455.95,1263.1720648549,0,283.1720648549,53.1720648549,3.1082835337,-0.8279351451,,
456.34,1276.9301621373,0,276.9301621373,67.9301621373,3.8344901555,-2.0698378627,,
456.73,1270.3441297098,0,290.3441297098,54.3441297098,5.8229451996,0.0584154241,,
457.12,1291.3441297098,0,303.3441297098,60.3441297098,8.1846764069,1.7727011384,,
457.51,1246.3441297098,0,297.3441297098,63.3441297098,2.6739702565,0.0584154241,,
457.9,1233.1022269922,0,260.1022269922,45.1022269922,3.4001768783,-2.8977730078,,
458.29,1239.3441297098,0,304.3441297098,64.3441297098,7.0038108032,0.0584154241,,
458.68,1203.5161945648,0,290.5161945648,47.5161945648,4.9950100545,2.6590517076,,
459.07,1221.5860324275,0,278.5860324275,67.5860324275,5.8839823136,1.3003181417,,
459.46,1217.1720648549,0,286.1720648549,64.1720648549,5.0763928731,-0.8279351451,,
459.85,1216,0,280,59,7.8724373576,0,,
460.24,1229.7580972824,0,285.7580972824,44.7580972824,7.0241565079,-1.2419027176,,
460.63,1169.3441297098,0,278.3441297098,55.3441297098,3.0675921244,-1.6558702902,,
461.02,1206.1720648549,0,269.1720648549,46.1720648549,5.8636366089,0.8863505692,,
461.41,1219.3441297098,0,291.3441297098,61.3441297098,3.8548358602,0.0584154241,,
461.8,1227.3441297098,0,260.3441297098,50.3441297098,5.0357014638,0.0584154241,,
462.19,1223.7580972824,0,266.7580972824,50.7580972824,2.3006940933,0.4723829967,,
462.58,1261.5860324275,0,275.5860324275,65.5860324275,7.0648479172,-0.4139675725,,
462.97,1198.5860324275,0,255.5860324275,51.5860324275,5.4903604457,-0.4139675725,,
463.36,1160.1720648549,0,261.1720648549,39.1720648549,3.5019054016,-0.8279351451,,
463.75,1199.7580972824,0,256.7580972824,48.7580972824,5.8432909042,2.186668711,,
464.14,1248,0,260,45,7.8724373576,0,,
464.53,1217.3441297098,0,260.3441297098,73.3441297098,5.8229451996,0.0584154241,,
464.92,1178.9301621373,0,267.9301621373,51.9301621373,4.6217338913,-2.0698378627,,
465.31,1227.7580972824,0,254.7580972824,49.7580972824,3.481559697,2.186668711,,
465.7,1209.3441297098,0,273.3441297098,45.3441297098,4.6420795959,3.4869868527,,
466.09,1259.7580972824,0,243.7580972824,49.7580972824,3.8751815648,2.186668711,,
466.48,1166.7580972824,0,279.7580972824,50.7580972824,5.4496690364,0.4723829967,,
466.87,1219,0,279,46,7.0851936219,1.7142857143,,
467.26,1186.1720648549,0,273.1720648549,58.1720648549,5.8636366089,-0.8279351451,,
467.65,1152.5860324275,0,294.5860324275,46.5860324275,7.4584697851,-0.4139675725,,
468.04,1198.7580972824,0,265.7580972824,32.7580972824,5.8432909042,0.4723829967,,
468.43,1159.7580972824,0,258.7580972824,55.7580972824,4.2688034327,-1.2419027176,,
468.82,1140.5161945648,0,225.5161945648,44.5161945648,4.6013881866,-2.4838054352,,
469.21,1177.3441297098,0,256.3441297098,44.3441297098,5.0357014638,3.4869868527,,
469.6,1164,0,244,53,3.5425968109,0,,
469.99,1145.9301621373,0,271.9301621373,44.9301621373,5.0153557592,1.3587335659,,
470.38,1126.1720648549,0,268.1720648549,46.1720648549,5.8636366089,0.8863505692,,
470.77,1136,0,238,35,6.2979498861,0,,
471.16,1171,0,251,40,5.1170842825,1.7142857143,,
471.55,1111.6882594197,0,272.6882594197,47.6882594197,1.8053437021,-1.597454866,,
471.94,1172.3441297098,0,266.3441297098,45.3441297098,1.8867265208,0.0584154241,,
472.33,1142.7580972824,0,248.7580972824,54.7580972824,7.0241565079,-1.2419027176,,
472.72,1164.7580972824,0,263.7580972824,56.7580972824,5.0560471685,0.4723829967,,
473.11,1083.1720648549,0,266.1720648549,43.1720648549,5.0763928731,0.8863505692,,
473.5,1120.1720648549,0,274.1720648549,38.1720648549,4.6827710053,-0.8279351451,,
473.89,1088.7580972824,0,262.7580972824,49.7580972824,5.4496690364,3.9009544252,,
474.28,1198.1720648549,0,251.1720648549,39.1720648549,7.4381240804,-0.8279351451,,
474.67,1095.1720648549,0,269.1720648549,37.1720648549,6.6508803447,0.8863505692,,
475.06,1093.5860324275,0,258.5860324275,46.5860324275,4.309494842,-0.4139675725,,
475.45,1082.3441297098,0,274.3441297098,38.3441297098,2.2803483887,3.4869868527,,
475.84,1083.9301621373,0,248.9301621373,54.9301621373,2.260002684,1.3587335659,,
476.23,1133.5860324275,0,241.5860324275,44.5860324275,4.7031167099,-0.4139675725,,
476.62,1158.5860324275,0,253.5860324275,38.5860324275,5.8839823136,1.3003181417,,
477.01,1095.3441297098,0,248.3441297098,47.3441297098,1.8867265208,-1.6558702902,,
477.4,1036.7580972824,0,236.7580972824,40.7580972824,4.2688034327,0.4723829967,,
477.79,1130.9301621373,0,231.9301621373,38.9301621373,4.2281120234,-2.0698378627,,
478.18,1134.3441297098,0,228.3441297098,42.3441297098,3.8548358602,-1.6558702902,,
478.57,1086.1720648549,0,263.1720648549,38.1720648549,4.2891491374,0.8863505692,,
478.96,1069.1720648549,0,255.1720648549,44.1720648549,3.1082835337,0.8863505692,,
479.35,1119.1720648549,0,236.1720648549,53.1720648549,3.5019054016,-0.8279351451,,
479.74,1041.1720648549,0,230.1720648549,41.1720648549,4.6827710053,-0.8279351451,,
480.13,1060.7580972824,0,240.7580972824,44.7580972824,4.6624253006,3.9009544252,,
480.52,1041.1720648549,0,226.1720648549,44.1720648549,8.2253678162,-0.8279351451,,
480.91,1090.7580972824,0,224.7580972824,41.7580972824,0.7262066218,-1.2419027176,,
481.3,1067.1720648549,0,255.1720648549,34.1720648549,3.1082835337,-0.8279351451,,
481.69,1145.7580972824,0,257.7580972824,39.7580972824,3.0879378291,0.4723829967,,
482.08,1173.1720648549,0,256.1720648549,43.1720648549,3.1082835337,-0.8279351451,,
482.47,1095.7580972824,0,255.7580972824,51.7580972824,5.0560471685,0.4723829967,,
482.86,1067.1720648549,0,206.1720648549,38.1720648549,3.8955272695,-0.8279351451,,
483.25,1091.1720648549,0,256.1720648549,34.1720648549,1.1401741943,0.8863505692,,
483.64,1108.1720648549,0,242.1720648549,45.1720648549,2.7146616659,2.6006362835,,
484.03,1088.1720648549,0,250.1720648549,45.1720648549,4.6827710053,0.8863505692,,
484.42,1109.3441297098,0,208.3441297098,40.3441297098,2.2803483887,-1.6558702902,,
484.81,1026.7580972824,0,236.7580972824,36.7580972824,2.6943159612,-1.2419027176,,
485.2,1059.1720648549,0,213.1720648549,41.1720648549,5.470014741,2.6006362835,,
485.59,1078.5860324275,0,246.5860324275,37.5860324275,2.3413855026,1.3003181417,,
485.98,1039.1720648549,0,245.1720648549,39.1720648549,1.5337960622,-0.8279351451,,
486.37,1009.3441297098,0,222.3441297098,29.3441297098,4.2484577281,0.0584154241,,
486.76,1096.1720648549,0,209.1720648549,28.1720648549,6.2572584768,-0.8279351451,,
487.15,997.7580972824,0,232.7580972824,44.7580972824,3.8751815648,2.186668711,,
487.54,1011.3441297098,0,225.3441297098,36.3441297098,1.099482785,0.0584154241,,
487.93,976.1720648549,0,235.1720648549,35.1720648549,3.1082835337,2.6006362835,,
488.32,969.5860324275,0,216.5860324275,48.5860324275,5.4903604457,-0.4139675725,,
488.71,1046.7580972824,0,203.7580972824,32.7580972824,1.9070722254,0.4723829967,,
489.1,1072.1720648549,0,229.1720648549,31.1720648549,4.2891491374,-0.8279351451,,
489.49,1033.3441297098,0,221.3441297098,38.3441297098,2.6739702565,0.0584154241,,
489.88,963.7580972824,0,214.7580972824,38.7580972824,4.2688034327,0.4723829967,,
490.27,987.5860324275,0,211.5860324275,42.5860324275,4.309494842,3.014603856,,
