         280 ,          33 , idxs
 ,.10000,.15000,.20000,.30000,.40000,.50000,.70000,1.0000,1.5000,2.0000,3.0000,4.0000,5.0000,7.0000,10.000,15.000,20.000,30.000,40.000,50.000,70.000,100.00,150.00,200.00,300.00,400.00,500.00,700.00,1000.0,2000.0,3000.0,5000.0,10000.
 .0000,38.700,40.800,42.500,39.800,40.800,40.400,37.100,36.900,39.400,43.400,56.200,73.100,91.100,129.00,189.00,304.00,407.00,551.00,665.00,760.00,912.00,1080.0,1270.0,1420.0,1640.0,1780.0,1910.0,2060.0,2210.0,2420.0,2490.0,2540.0,2560.0
 .100000001,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9099998,39.4000015,43.4000015,56.1900024,73.0800018,91.0699997,129.000000,188.800003,303.600006,406.299988,549.900024,663.299988,757.799988,908.599976,1075.00000,1263.00000,1410.00000,1624.00000,1759.00000,1883.00000,2025.00000,2164.00000,2344.00000,2391.00000,2407.00000,2377.50000
 .200000003,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9200020,39.4000015,43.4000015,56.1800003,73.0599976,91.0400009,129.000000,188.600006,303.200012,405.600006,548.799988,661.599976,755.599976,905.200012,1070.00000,1256.00000,1400.00000,1608.00000,1738.00000,1856.00000,1990.00000,2118.00000,2268.00000,2292.00000,2274.00000,2195.00000
 .300000012,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9300003,39.4000015,43.4000015,56.1699982,73.0400009,91.0100021,129.000000,188.399994,302.799988,404.899994,547.700012,659.900024,753.400024,901.799988,1065.00000,1249.00000,1390.00000,1592.00000,1717.00000,1829.00000,1955.00000,2072.00000,2192.00000,2193.00000,2141.00000,2012.50000
 .400000006,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9400024,39.4000015,43.4000015,56.1599998,73.0199966,90.9800034,129.000000,188.199997,302.399994,404.200012,546.599976,658.200012,751.200012,898.400024,1060.00000,1242.00000,1380.00000,1576.00000,1696.00000,1802.00000,1920.00000,2026.00000,2116.00000,2094.00000,2008.00000,1830.00000
 .500000000,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9500008,39.4000015,43.4000015,56.1500015,73.0000000,90.9499969,129.000000,188.000000,302.000000,403.500000,545.500000,656.500000,749.000000,895.000000,1055.00000,1235.00000,1370.00000,1560.00000,1675.00000,1775.00000,1885.00000,1980.00000,2040.00000,1995.00000,1875.00000,1647.50000
 .600000024,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9599991,39.4000015,43.4000015,56.1399994,72.9800034,90.9199982,129.000000,187.800003,301.600006,402.799988,544.400024,654.799988,746.799988,891.599976,1050.00000,1228.00000,1360.00000,1544.00000,1654.00000,1748.00000,1850.00000,1934.00000,1964.00000,1896.00000,1742.00000,1465.00000
 .699999988,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9700012,39.4000015,43.4000015,56.1299973,72.9599991,90.8899994,129.000000,187.600006,301.200012,402.100006,543.299988,653.099976,744.599976,888.200012,1045.00000,1221.00000,1350.00000,1528.00000,1633.00000,1721.00000,1815.00000,1888.00000,1888.00000,1797.00000,1609.00000,1282.50000
 .800000012,38.7000008,40.7999992,42.5000000,39.7999992,40.7999992,40.4000015,37.0999985,36.9799995,39.4000015,43.4000015,56.1199989,72.9400024,90.8600006,129.000000,187.399994,300.799988,401.399994,542.200012,651.400024,742.400024,884.799988,1040.00000,1214.00000,1340.00000,1512.00000,1612.00000,1694.00000,1780.00000,1842.00000,1812.00000,1698.00000,1476.00000,1100.00000
