105,2,mt
,10000,1000000000
0,74.9000015,74.9000015
0.0500000007,71.75,71.75
0.100000001,68.5999985,68.5999985
0.150000006,65.6999969,65.6999969
0.200000003,62.7999992,62.7999992
0.25,59.9000015,59.9000015
0.300000012,57,57
0.350000024,54.1000023,54.1000023
0.400000006,51.2000008,51.2000008
0.436631978,48.5499992,48.5499992
0.473263949,45.9000015,45.9000015
0.709877908,32.9500008,32.9500008
0.946491838,20,20
1.18306971,14.3750019,14.3750019
1.41964769,8.75,8.75
1.65617156,6.4749999,6.4749999
1.89269543,4.19999981,4.19999981
2.12914705,3.25000048,3.25000048
2.36559892,2.29999995,2.29999995
2.60196066,1.87,1.87
2.8383224,1.44000006,1.44000006
3.0745759,1.1960001,1.1960001
3.31082964,0.952000022,0.952000022
3.54695725,0.800999999,0.800999999
3.78308487,0.649999976,0.649999976
4.01906824,0.541999996,0.541999996
4.25505161,0.433999985,0.433999985
4.49087334,0.361999929,0.361999929
4.72669458,0.289999992,0.289999992
4.96233654,0.242999941,0.242999941
5.19797802,0.195999995,0.195999995
5.43342161,0.166999996,0.166999996
5.6688652,0.137999997,0.137999997
5.90409279,0.120999992,0.120999992
6.13932037,0.104000002,0.104000002
6.37431431,0.0924500152,0.0924500152
6.60930872,0.0808999985,0.0808999985
6.84405088,0.0730499998,0.0730499998
7.07879305,0.065200001,0.065200001
7.3132658,0.0586500019,0.0586500019
7.54773855,0.052099999,0.052099999
7.78192425,0.0472499952,0.0472499952
8.01610947,0.0423999988,0.0423999988
8.24998951,0.038350001,0.038350001
8.48386955,0.0342999995,0.0342999995
8.7174263,0.0312500075,0.0312500075
8.950984,0.0282000005,0.0282000005
9.18420029,0.0256500002,0.0256500002
9.41741657,0.0230999999,0.0230999999
9.65027428,0.0211500004,0.0211500004
9.88313198,0.0192000009,0.0192000009
10.1156139,0.0177499969,0.0177499969
10.3480945809885,0.0163,0.0163
10.8122692651607,0.014,0.014
11.275620549316,0.0121,0.0121
11.7381131472953,0.0102,0.0102
12.1997118383318,0.00856,0.00856
12.6603814697337,0.00722,0.00722
13.1200869595608,0.00624,0.00624
13.5787932992967,0.00548,0.00548
14.0364655565141,0.00477,0.00477
14.4930688775358,0.00413,0.00413
14.9485684900885,0.00353,0.00353
15.4029297059508,0.00308,0.00308
15.8561179235952,0.0027,0.0027
16.308098630823,0.0024,0.0024
16.7588374073924,0.00211,0.00211
17.2082999276399,0.00184,0.00184
17.6564519630943,0.00162,0.00162
18.1032593850835,0.00145,0.00145
18.5486881673333,0.00132,0.00132
18.9927043885587,0.00118,0.00118
19.4352742350471,0.00105,0.00105
19.8763640032338,0.000923,0.000923
20.3159401022681,0.000834,0.000834
20.7539690565714,0.000768,0.000768
21.1904175083871,0.000709,0.000709
21.6252522203203,0.000649,0.000649
22.0584400778693,0.000579,0.000579
22.4899480919474,0.000526,0.000526
22.9197434013948,0.000481,0.000481
23.3477932754818,0.000453,0.000453
23.7740651164006,0.000421,0.000421
24.1985264617483,0.000388,0.000388
24.6211449869991,0.000354,0.000354
25.0418885079654,0.000326,0.000326
25.4607249832493,0.00031,0.00031
25.8776225166825,0.000293,0.000293
26.2925493597551,0.000275,0.000275
26.7054739140339,0.000251,0.000251
27.1163647335682,0.000233,0.000233
27.5251905272851,0.00022,0.00022
27.9319201613718,0.000212,0.000212
28.3365226616472,0.000203,0.000203
28.7389672159203,0.000189,0.000189
29.1392231763368,0.000176,0.000176
29.537260061713,0.000164,0.000164
29.9330475598575,0.000159,0.000159
30.3265555298788,0.000153,0.000153
30.7177540044813,0.000146,0.000146
31.1066131922474,0.000137,0.000137
31.4931034799058,0.000128,0.000128
31.8771954345871,0.000123,0.000123
32.2588598060651,0.00012,0.00012
32.6380675289843,0.000117,0.000117
33.0147897250734,0.00011,0.00011
33.3889977053445,0.000103,0.000103
33.7606629722776,9.71E-05,9.71E-05
34.1297572219916,9.5E-05,9.5E-05
34.4962523463987,9.34E-05,9.34E-05
34.8601204353457,9.01E-05,9.01E-05
35.2213337787394,8.5E-05,8.5E-05
35.5798648686565,7.97E-05,7.97E-05
35.9356864014386,7.72E-05,7.72E-05
36.2887712797718,7.57E-05,7.57E-05
36.6390926147497,7.45E-05,7.45E-05
36.9866237279216,7.09E-05,7.09E-05
37.331338153324,6.67E-05,6.67E-05
37.6732096394959,6.36E-05,6.36E-05
38.0122121514783,6.25E-05,6.25E-05
38.3483198727966,6.23E-05,6.23E-05
38.681507207427,6.05E-05,6.05E-05
39.0117487817452,5.75E-05,5.75E-05
39.339019446459,5.4E-05,5.4E-05
39.6632942785239,5.25E-05,5.25E-05
39.9845485830403,5.21E-05,5.21E-05
40.3027578951347,5.16E-05,5.16E-05
40.6178979818227,4.97E-05,4.97E-05
40.9299448438543,4.67E-05,4.67E-05
41.2388747175418,4.47E-05,4.47E-05
41.5446640765691,4.41E-05,4.41E-05
41.8472896337836,4.43E-05,4.43E-05
42.1467283429699,4.35E-05,4.35E-05
42.4429574006042,4.15E-05,4.15E-05
42.7359542475914,3.91E-05,3.91E-05
43.0256965709828,3.8E-05,3.8E-05
43.3121623056755,3.81E-05,3.81E-05
43.5953296360928,3.8E-05,3.8E-05
43.8751769978452,3.69E-05,3.69E-05
44.1516830793729,3.49E-05,3.49E-05
44.4248268235689,3.34E-05,3.34E-05
44.6945874293823,3.3E-05,3.3E-05
44.9609443534023,3.34E-05,3.34E-05
45.2238773114232,3.31E-05,3.31E-05
45.4833662799885,3.17E-05,3.17E-05
45.7393914979162,3E-05,3E-05
45.9919334678036,2.92E-05,2.92E-05
46.2409729575119,2.94E-05,2.94E-05
46.4864910016311,2.97E-05,2.97E-05
46.7284689029241,2.9E-05,2.9E-05
46.9668882337508,2.75E-05,2.75E-05
47.201730837471,2.63E-05,2.63E-05
47.4329788298277,2.61E-05,2.61E-05
47.6606146003084,2.66E-05,2.66E-05
47.8846208134871,2.66E-05,2.66E-05
48.1049804103433,2.55E-05,2.55E-05
48.3216766095622,2.42E-05,2.42E-05
48.5346929088121,2.35E-05,2.35E-05
48.7440130860011,2.39E-05,2.39E-05
48.9496212005129,2.43E-05,2.43E-05
49.1515015944202,2.39E-05,2.39E-05
49.3496388936775,2.27E-05,2.27E-05
49.5440180092918,2.17E-05,2.17E-05
49.7346241384716,2.16E-05,2.16E-05
49.9214427657544,2.22E-05,2.22E-05
50,2.02061872930682E-05,2.02061872930682E-05
55,1.35543001125909E-05,1.35543001125909E-05
60,9.4138799728195E-06,9.4138799728195E-06
65,6.73192096222638E-06,6.73192096222638E-06
70,4.93522564353687E-06,4.93522564353687E-06
75,3.69642100953262E-06,3.69642100953262E-06
80,2.82072071647625E-06,2.82072071647625E-06
85,2.1880623441959E-06,2.1880623441959E-06
90,1.72212912847174E-06,1.72212912847174E-06
95,1.37308001674282E-06,1.37308001674282E-06
100,1.10757427846022E-06,1.10757427846022E-06
200,6.07101559791796E-08,6.07101559791796E-08
400,3.32774343960053E-09,3.32774343960053E-09
600,6.08761098076801E-10,6.08761098076801E-10
800,1.82405665431039E-10,1.82405665431039E-10
1000,7.16227672228466E-11,7.16227672228466E-11
1250,2.81231439414774E-11,2.81231439414774E-11
1500,1.31023184969792E-11,1.31023184969792E-11
1750,6.86888917457831E-12,6.86888917457831E-12
2000,3.92590316904479E-12,3.92590316904479E-12
