280,13,idxs,,,,,,,,,,,
99,1,1,0.436,0.321,0.161,0.108,0.0681,0.0365,0.0171,0.00415,0.00195,0.000752,0.000218
100,1,1,0.435,0.319,0.16,0.106,0.0674,0.0356,0.0168,0.00405,0.00192,0.000729,0.000211
101,1,1,0.434,0.317,0.159,0.104,0.0668,0.0346,0.0163,0.00394,0.00187,0.000701,0.000209
102,1,1,0.434,0.315,0.159,0.102,0.0664,0.0339,0.016,0.00389,0.00183,0.000684,0.000203
103,1,1,0.434,0.312,0.16,0.1,0.0659,0.033,0.0157,0.00381,0.00177,0.00067,0.000199
104,1,1,0.434,0.309,0.161,0.0983,0.0654,0.0323,0.0154,0.00375,0.00172,0.000663,0.00019
105,1,1,0.435,0.306,0.162,0.0965,0.0648,0.0315,0.0151,0.00369,0.00166,0.000654,0.000183
106,1,1,0.436,0.304,0.163,0.0948,0.064,0.0308,0.0148,0.00363,0.0016,0.00064,0.000181
107,1,1,0.438,0.302,0.164,0.0933,0.0631,0.0301,0.0146,0.00359,0.00158,0.000621,0.000177
108,1,1,0.441,0.3,0.164,0.0918,0.062,0.0295,0.0143,0.00354,0.00155,0.000596,0.000174
109,1,1,0.445,0.299,0.165,0.0907,0.0608,0.0291,0.0142,0.00352,0.00155,0.000581,0.000166
110,1,1,0.449,0.298,0.164,0.0897,0.0595,0.0288,0.014,0.00346,0.00152,0.000564,0.000163
111,1,1,0.454,0.297,0.164,0.0889,0.0584,0.0287,0.0139,0.00342,0.00152,0.000557,0.000159
112,1,1,0.459,0.297,0.163,0.0881,0.0574,0.0286,0.0137,0.00336,0.00149,0.000549,0.000159
113,1,1,0.465,0.297,0.162,0.0875,0.0566,0.0286,0.0135,0.0033,0.00146,0.000545,0.000156
114,1,1,0.471,0.298,0.161,0.087,0.056,0.0286,0.0133,0.00323,0.00143,0.000534,0.000151
115,1,1,0.477,0.298,0.16,0.0866,0.0557,0.0285,0.0131,0.00314,0.00138,0.000516,0.000146
116,1,1,0.484,0.299,0.159,0.0863,0.0555,0.0284,0.0129,0.00308,0.00135,0.000502,0.000141
