# kk.root_horiz_Nproc.csv , Rayl , Transportation , compt , conv , e-_LeptsAttachment , e-_LeptsElastic , e-_LeptsElectronicExcitation , e-_LeptsExcitRotat , e-_LeptsIonisationD , e-_LeptsIonisationK , e-_LeptsIonisationS , e-_LeptsThermalisation , phot , #1_NoPrimaries , #2_Edep(MeV) , #3_Volume(mm3) , #4_Mass(g) , #5_Dose(Gy) , #6_Charge(Coulomb) , #7_NoIonisations ,  ,  ,  ,  ,  , 
0 , 7 , 7694 , 278 , 3 , 174365 , 4.22663e+08 , 1.01654e+06 , 7.61154e+08 , 37882 , 16231 , 2.58231e+06 , 1.99488e+06 , 4 , 2.45766e+06 , 128.176 , 199.9 , 0.1999 , 1.02732e-07 , 4.31072e-13 , 2.69054e+06 , 0 , 0 , 0 , 0 , 0 , 
