#  1,2,3,4,5,6,7,8,9,10
# ,P=0mTorr,P=2mTorr,,P=0mTorr,P=0mTorr,P=2mTorr,P=2mTorr,P=2mTorr,P=2mTorr
# Energy (eV),Intensity (a.u.),Intensity (a.u.), E(MeV) ,        Eforward ,   EforwardInteg ,        Refl-Eforward ,   Refl-EforwardInteg ,        Eforward ,   EforwardInteg 
2.5944,977.284160379339,756.935505299107,2.915E-06,18307,681465,6195,186791,5810,180738
2.5896,953.744704283598,756.37729327455,2.925E-06,18952,663158,6169,180596,5817,174928
2.5848,1016.42842444866,724.000995850252,2.935E-06,19318,644206,6067,174427,5785,169111
2.58,987.070226396669,762.517625544675,2.945E-06,19210,624888,6175,168360,5838,163326
2.5752,959.034469698371,703.905362966205,2.955E-06,19195,605678,5893,162185,5676,157488
2.5704,950.570845034734,771.449017937585,2.965E-06,19309,586483,5847,156292,5557,151812
2.5656,997.914245496954,747.44590088164,2.975E-06,19449,567174,5908,150445,5616,146255
2.5608,977.0196721086,729.024904071264,2.985E-06,19366,547725,5665,144537,5618,140639
2.556,966.175653008315,775.91471413404,2.995E-06,19233,528359,5493,138872,5393,135021
2.5512,975.697230754906,758.05192934822,3.005E-06,19064,509126,5579,133379,5350,129628
2.5464,985.483296772237,805.499951435554,3.015E-06,18496,490062,5392,127800,5146,124278
2.5416,974.374789401213,784.84610652695,3.025E-06,18356,471566,5244,122408,5157,119132
2.5368,951.099821576212,784.84610652695,3.035E-06,18244,453210,5182,117164,4973,113975
2.532,982.044949252634,783.729682477836,3.045E-06,18124,434966,5117,111982,4832,109002
2.5272,965.911164737576,766.425109716573,3.055E-06,17517,416842,4919,106865,4744,104170
2.5224,974.374789401213,780.938622355052,3.065E-06,17263,399325,4644,101946,4629,99426
2.5176,969.08502398644,816.664191926691,3.075E-06,16953,382062,4567,97302,4534,94797
2.5128,967.762582632747,825.037372295044,3.085E-06,16545,365109,4466,92735,4326,90263
2.508,986.012273313714,804.38352738644,3.095E-06,16141,348564,4307,88269,4195,85937
2.5032,944.752103078484,763.634049593789,3.105E-06,15650,332423,4358,83962,4031,81742
2.4984,954.538169095814,757.493717323664,3.115E-06,15249,316773,4100,79604,4014,77711
2.4936,953.215727742121,784.84610652695,3.125E-06,14716,301524,3937,75504,3797,73697
2.4888,947.132497515132,844.574793154534,3.135E-06,14114,286808,3643,71567,3489,69900
2.484,956.654075261723,830.061280516056,3.145E-06,13652,272694,3546,67924,3466,66411
2.4792,952.157774659166,792.102862846189,3.155E-06,13202,259042,3463,64378,3423,62945
2.4744,930.998713000074,825.595584319601,3.165E-06,12763,245840,3234,60915,3153,59522
2.4696,984.95432023076,820.013464074032,3.175E-06,12184,233077,3084,57681,2939,56369
2.4648,969.349512257179,787.637166649734,3.185E-06,11738,220893,3021,54597,2860,53430
2.46,971.200930152349,792.661074870746,3.195E-06,11256,209155,2884,51576,2742,50570
2.4552,895.292796450355,814.989555853021,3.205E-06,10844,197899,2705,48692,2543,47828
2.4504,963.001793759451,831.17770456517,3.215E-06,10289,187055,2511,45987,2554,45285
2.4456,951.893286388427,802.150679288213,3.225E-06,9923,176766,2441,43476,2346,42731
2.4408,988.921644291839,826.153796344158,3.235E-06,9321,166843,2372,41035,2269,40385
2.436,938.933361122233,814.431343828464,3.245E-06,8928,157522,2217,38663,2155,38116
2.4312,975.168254213429,786.52074260062,3.255E-06,8394,148594,2084,36446,2049,35961
2.4264,960.885887593542,833.410552663397,3.265E-06,7945,140200,1982,34362,1886,33912
2.4216,992.888968352919,833.410552663397,3.275E-06,7426,132255,1874,32380,1867,32026
2.4168,955.067145637291,765.30868566746,3.285E-06,7149,124829,1749,30506,1733,30159
2.412,932.321154353767,794.893922968974,3.295E-06,6824,117680,1657,28757,1660,28426
2.4072,944.752103078484,847.924065301875,3.305E-06,6502,110856,1634,27100,1584,26766
2.4024,973.05234804752,859.088305793013,3.315E-06,6060,104354,1496,25466,1482,25182
2.3976,927.82485375121,782.613258428723,3.325E-06,5823,98294,1406,23970,1443,23700
2.3928,979.929043086725,868.019698185923,3.335E-06,5399,92471,1377,22564,1299,22257
2.388,979.135578274509,832.294128614283,3.345E-06,5109,87072,1269,21187,1252,20958
2.3832,1003.46849918247,852.38976149833,3.355E-06,4840,81963,1201,19918,1172,19706
2.3784,974.110301130475,880.300362726173,3.365E-06,4520,77123,1084,18717,1128,18534
2.3736,1003.46849918247,841.78373303175,3.375E-06,4219,72603,1092,17633,1119,17406
2.3688,985.483296772237,822.804524196817,3.385E-06,4076,68384,994,16541,948,16287
2.364,965.382188196099,909.32738800313,3.395E-06,3821,64308,991,15547,905,15339
2.3592,970.671953610872,809.965647632009,3.405E-06,3641,60487,803,14556,838,14434
2.3544,946.868009244393,794.893922968974,3.415E-06,3352,56846,782,13753,766,13596
2.3496,938.933361122233,868.577910210479,3.425E-06,3232,53494,784,12971,749,12830
2.3448,972.523371506043,890.906391192754,3.435E-06,3007,50262,758,12187,744,12081
2.34,1001.35259301656,833.410552663397,3.445E-06,2894,47255,701,11429,687,11337
2.3352,957.183051803201,873.601818431491,3.455E-06,2556,44361,617,10728,643,10650
2.3304,923.593041419391,878.067514627946,3.465E-06,2405,41805,523,10111,538,10007
2.3256,963.26628203019,856.297245670229,3.475E-06,2310,39400,563,9588,529,9469
2.3208,945.810056161438,889.78996714364,3.485E-06,2084,37090,483,9025,498,8940
2.316,996.327315872522,893.139239290981,3.495E-06,2094,35006,479,8542,476,8442
2.3112,946.074544432177,888.673543094527,3.505E-06,1922,32912,450,8063,478,7966
2.3064,949.248403681041,879.18393867706,3.515E-06,1774,30990,426,7613,433,7488
2.3016,1032.03323242224,891.464603217311,3.525E-06,1687,29216,414,7187,396,7055
2.2968,959.29895796911,837.876248859852,3.535E-06,1535,27529,368,6773,339,6659
2.292,1005.31991707764,864.670426038581,3.545E-06,1376,25994,370,6405,341,6320
2.2872,1008.4937763265,927.19017278895,3.555E-06,1329,24618,304,6035,303,5979
2.2824,1008.4937763265,900.395995610221,3.565E-06,1253,23289,286,5731,295,5676
2.2776,975.961719025645,884.766058922629,3.575E-06,1043,22036,259,5445,270,5381
2.2728,968.556047444963,884.766058922629,3.585E-06,1098,20993,281,5186,259,5111
2.268,997.649757226215,851.273337449217,3.595E-06,978,19895,241,4905,232,4852
2.2632,965.11769992536,850.156913400103,3.605E-06,924,18917,246,4664,223,4620
2.2584,996.856292413999,864.112214014025,3.615E-06,899,17993,266,4418,242,4397
2.2536,968.556047444963,852.38976149833,3.625E-06,893,17094,204,4152,227,4155
2.2488,989.186132562578,923.282688617052,3.635E-06,787,16201,200,3948,219,3928
2.244,994.475897977351,840.667308982636,3.645E-06,793,15414,212,3748,203,3709
2.2392,982.044949252634,935.563353157303,3.655E-06,732,14621,182,3536,193,3506
2.2344,1006.11338188985,918.816992420597,3.665E-06,652,13889,200,3354,181,3313
2.2296,976.226207296384,937.79620125553,3.675E-06,694,13237,174,3154,187,3132
2.2248,988.128179479624,929.423020887177,3.685E-06,656,12543,172,2980,162,2945
2.22,953.215727742121,861.879365915797,3.695E-06,632,11887,151,2808,153,2783
2.2152,962.737305488712,863.554001989468,3.705E-06,599,11255,173,2657,158,2630
2.2104,980.458019628202,966.26501450793,3.715E-06,550,10656,153,2484,159,2472
2.2056,966.969117820531,850.71512542466,3.725E-06,488,10106,150,2331,150,2313
2.2008,960.621399322803,918.816992420597,3.735E-06,512,9618,111,2181,114,2163
2.196,1015.37047136571,892.022815241868,3.745E-06,511,9106,127,2070,128,2049
2.1912,950.306356763996,907.094539904903,3.755E-06,463,8595,128,1943,119,1921
2.1864,1023.30511948786,945.05295757477,3.765E-06,424,8132,119,1815,101,1802
2.1816,941.57824382962,889.78996714364,3.775E-06,408,7708,91,1696,108,1701
2.1768,982.573925794112,903.187055733005,3.785E-06,409,7300,115,1605,112,1593
2.172,971.200930152349,968.497862606158,3.795E-06,397,6891,92,1490,87,1481
2.1672,984.160855418544,959.008258188691,3.805E-06,391,6494,88,1398,103,1394
2.1624,1001.35259301656,926.073748739836,3.815E-06,351,6103,100,1310,101,1291
2.1576,978.871090003771,940.587261378315,3.825E-06,346,5752,94,1210,88,1190
2.1528,992.888968352919,917.700568371483,3.835E-06,319,5406,99,1116,83,1102
2.148,1022.24716640491,894.813875364652,3.845E-06,368,5087,88,1017,73,1019
2.1432,993.946921435874,918.25878039604,3.855E-06,331,4719,86,929,85,946
2.1384,993.153456623658,881.416786775287,3.865E-06,308,4388,79,843,75,861
2.1336,1011.9321238461,930.539444936291,3.875E-06,283,4080,62,764,68,786
2.1288,969.878488798656,959.008258188691,3.885E-06,304,3797,63,702,72,718
2.124,967.498094362008,897.604935487436,3.895E-06,299,3493,72,639,70,646
2.1192,989.450620833317,888.11533106997,3.905E-06,326,3194,71,567,70,576
2.1144,985.483296772237,1020.9697929145,3.915E-06,276,2868,62,496,53,506
2.1096,945.281079619961,917.700568371483,3.925E-06,317,2592,81,434,71,453
2.1048,942.636196912574,985.802435367421,3.935E-06,333,2275,62,353,62,382
2.1,989.450620833317,943.378321501099,3.945E-06,338,1942,55,291,67,320
2.0952,1011.40314730463,956.217198065907,3.955E-06,351,1604,58,236,63,253
2.0904,978.342113462293,942.261897451985,3.965E-06,327,1253,59,178,62,190
2.0856,953.215727742121,972.963558802613,3.975E-06,331,926,46,119,49,128
2.0808,990.508573916271,944.494745550213,3.985E-06,359,595,52,73,57,79
2.076,979.400066545248,913.793084199585,3.995E-06,236,236,21,21,22,22
2.0712,983.367390606328,851.273337449217,4.005E-06,0,0,0,0,0,0
2.0664,954.802657366553,926.073748739836,4.015E-06,0,0,0,0,0,0
2.0616,964.324235113144,941.145473402872,4.025E-06,0,0,0,0,0,0
2.0568,945.5455678907,972.405346778056,4.035E-06,0,0,0,0,0,0
2.052,979.929043086725,938.912625304644,4.045E-06,0,0,0,0,0,0
2.0472,973.05234804752,1015.38767266893,4.055E-06,0,0,0,0,0,0
2.0424,975.697230754906,962.915742360589,4.065E-06,0,0,0,0,0,0
2.0376,1016.16393617792,981.336739170966,4.075E-06,0,0,0,0,0,0
2.0328,1010.87417076315,995.850251809444,4.085E-06,0,0,0,0,0,0
2.028,1011.66763557536,1000.3159480059,4.095E-06,0,0,0,0,0,0
2.0232,1010.08070595093,993.05919168666,4.105E-06,0,0,0,0,0,0
2.0184,944.752103078484,897.604935487436,4.115E-06,0,0,0,0,0,0
2.0136,975.168254213429,908.769175978574,4.125E-06,0,0,0,0,0,0
2.0088,940.784779017404,919.933416469711,4.135E-06,0,0,0,0,0,0
2.004,1001.35259301656,914.909508248699,4.145E-06,0,0,0,0,0,0
1.9992,977.813136920816,947.844017697554,4.155E-06,0,0,0,0,0,0
1.9944,985.483296772237,966.823226532487,4.165E-06,0,0,0,0,0,0
1.9896,1005.84889361911,953.98434996768,4.175E-06,0,0,0,0,0,0
1.9848,974.110301130475,940.587261378315,4.185E-06,0,0,0,0,0,0
1.98,988.128179479624,959.008258188691,4.195E-06,0,0,0,0,0,0
1.9752,987.070226396669,964.032166409703,4.205E-06,0,0,0,0,0,0
1.9704,999.501175121386,970.730710704385,4.215E-06,0,0,0,0,0,0
1.9656,1009.55172940945,961.241106286919,4.225E-06,0,0,0,0,0,0
1.9608,961.679352405758,972.405346778056,4.235E-06,0,0,0,0,0,0
1.956,1033.62016204667,933.330505059076,4.245E-06,0,0,0,0,0,0
1.9512,970.671953610872,925.51553671528,4.255E-06,0,0,0,0,0,0
1.9464,990.77306218701,1012.59661254615,4.265E-06,0,0,0,0,0,0
1.9416,965.382188196099,926.073748739836,4.275E-06,0,0,0,0,0,0
1.9368,1000.55912820434,918.816992420597,4.285E-06,0,0,0,0,0,0
1.932,974.903765942691,1007.57270432514,4.295E-06,0,0,0,0,0,0
1.9272,971.200930152349,943.378321501099,4.305E-06,0,0,0,0,0,0
1.9224,951.893286388427,991.384555612989,4.315E-06,0,0,0,0,0,0
1.9176,975.961719025645,936.679777206417,4.325E-06,0,0,0,0,0,0
1.9128,1015.10598309497,985.244223342864,4.335E-06,0,0,0,0,0,0
1.908,947.925962327347,1013.15482457071,4.345E-06,0,0,0,0,0,0
1.9032,990.244085645533,984.686011318307,4.355E-06,0,0,0,0,0,0
1.8984,996.327315872522,1017.06230874261,4.365E-06,0,0,0,0,0,0
1.8936,998.70771030917,1004.78164420235,4.375E-06,0,0,0,0,0,0
1.8888,993.946921435874,968.497862606158,4.385E-06,0,0,0,0,0,0
1.884,962.208328947235,1001.43237205501,4.395E-06,0,0,0,0,0,0
1.8792,990.508573916271,947.285805672997,4.405E-06,0,0,0,0,0,0
1.8744,962.472817217974,993.617403711217,4.415E-06,0,0,0,0,0,0
1.8696,1005.84889361911,946.72759364844,4.425E-06,0,0,0,0,0,0
1.8648,964.324235113144,943.936533525656,4.435E-06,0,0,0,0,0,0
1.86,1004.52645226542,983.569587269193,4.445E-06,0,0,0,0,0,0
1.8552,967.762582632747,975.754618925397,4.455E-06,0,0,0,0,0,0
1.8504,940.255802475926,979.103891072738,4.465E-06,0,0,0,0,0,0
1.8456,975.432742484168,955.100774016793,4.475E-06,0,0,0,0,0,0
1.8408,1018.27984234383,1025.99370113552,4.485E-06,0,0,0,0,0,0
1.836,998.178733767692,1028.7847612583,4.495E-06,0,0,0,0,0,0
1.8312,964.324235113144,971.847134753499,4.505E-06,0,0,0,0,0,0
1.8264,968.291559174224,993.617403711217,4.515E-06,0,0,0,0,0,0
1.8216,1033.0911855052,995.850251809444,4.525E-06,0,0,0,0,0,0
1.8168,976.490695567123,998.083099907672,4.535E-06,0,0,0,0,0,0
1.812,1012.19661211684,973.52177082717,4.545E-06,0,0,0,0,0,0
1.8072,1023.30511948786,985.802435367421,4.555E-06,0,0,0,0,0,0
1.8024,965.11769992536,1028.22654923374,4.565E-06,0,0,0,0,0,0
1.7976,979.400066545248,1007.01449230058,4.575E-06,0,0,0,0,0,0
1.7928,942.900685183313,1038.83257770032,4.585E-06,0,0,0,0,0,0
1.788,996.856292413999,1029.34297328286,4.595E-06,0,0,0,0,0,0
1.7832,987.863691208885,939.470837329201,4.605E-06,0,0,0,0,0,0
1.7784,979.929043086725,955.100774016793,4.615E-06,0,0,0,0,0,0
1.7736,963.001793759451,1008.1309163497,4.625E-06,0,0,0,0,0,0
1.7688,993.153456623658,967.381438557044,4.635E-06,0,0,0,0,0,0
1.764,997.914245496954,1037.15794162665,4.645E-06,0,0,0,0,0,0
1.7592,995.004874518829,1003.10700812868,4.655E-06,0,0,0,0,0,0
1.7544,974.110301130475,969.614286655272,4.665E-06,0,0,0,0,0,0
1.7496,923.328553148652,952.309713894009,4.675E-06,0,0,0,0,0,0
1.7448,968.027070903486,1014.27124861982,4.685E-06,0,0,0,0,0,0
1.74,977.284160379339,966.26501450793,4.695E-06,0,0,0,0,0,0
1.7352,979.135578274509,988.593495490205,4.705E-06,0,0,0,0,0,0
1.7304,949.248403681041,948.960441746668,4.715E-06,0,0,0,0,0,0
1.7256,988.392667750362,1007.57270432514,4.725E-06,0,0,0,0,0,0
1.7208,986.541249855192,1000.87416003046,4.735E-06,0,0,0,0,0,0
1.716,961.679352405758,960.124682237805,4.745E-06,0,0,0,0,0,0
1.7112,973.581324588997,994.733827760331,4.755E-06,0,0,0,0,0,0
1.7064,1016.16393617792,996.966675858558,4.765E-06,0,0,0,0,0,0
1.7016,987.599202938146,1019.29515684083,4.775E-06,0,0,0,0,0,0
1.6968,979.135578274509,998.083099907672,4.785E-06,0,0,0,0,0,0
1.692,976.226207296384,1028.7847612583,4.795E-06,0,0,0,0,0,0
1.6872,1009.02275286798,1013.71303659526,4.805E-06,0,0,0,0,0,0
1.6824,1002.93952264099,976.871042974511,4.815E-06,0,0,0,0,0,0
1.6776,998.70771030917,1003.66522015324,4.825E-06,0,0,0,0,0,0
1.6728,1001.88156955803,1006.45628027602,4.835E-06,0,0,0,0,0,0
1.668,992.359991811442,1025.43548911096,4.845E-06,0,0,0,0,0,0
1.6632,995.004874518829,1000.3159480059,4.855E-06,0,0,0,0,0,0
1.6584,985.218808501498,983.569587269193,4.865E-06,0,0,0,0,0,0
1.6536,990.508573916271,1010.92197647248,4.875E-06,0,0,0,0,0,0
1.6488,992.888968352919,996.966675858558,4.885E-06,0,0,0,0,0,0
1.644,1029.12386144412,1017.62052076716,4.895E-06,0,0,0,0,0,0
1.6392,1001.35259301656,964.032166409703,4.905E-06,0,0,0,0,0,0
1.6344,994.74038624809,999.757735981342,4.915E-06,0,0,0,0,0,0
1.6296,1026.47897873673,1019.29515684083,4.925E-06,0,0,0,0,0,0
1.6248,996.327315872522,999.757735981342,4.935E-06,0,0,0,0,0,0
1.62,984.689831960021,1023.76085303729,4.945E-06,0,0,0,0,0,0
1.6152,999.501175121386,967.939650581601,4.955E-06,0,0,0,0,0,0
1.6104,1014.31251828275,1037.71615365121,4.965E-06,0,0,0,0,0,0
1.6056,1014.04803001201,971.847134753499,4.975E-06,0,0,0,0,0,0
1.6008,1001.35259301656,1000.87416003046,4.985E-06,0,0,0,0,0,0
1.596,993.682433165135,1004.2234321778,4.995E-06,0,0,0,0,0,0
1.5912,996.856292413999,982.45316322008,5.005E-06,0,0,0,0,0,0
1.5864,1021.71818986343,1053.3460903388,,,,,,,
1.5816,1054.77922370577,1020.9697929145,,,,,,,
1.5768,993.946921435874,1051.11324224057,,,,,,,
1.572,957.976516615416,1014.27124861982,,,,,,,
1.5672,1008.75826459724,1039.94900174944,,,,,,,
1.5624,1003.7329874532,1000.3159480059,,,,,,,
1.5576,1010.34519422167,952.309713894009,,,,,,,
1.5528,992.888968352919,1018.73694481628,,,,,,,
1.548,1018.01535407309,1004.78164420235,,,,,,,
1.5432,989.186132562578,1003.10700812868,,,,,,,
1.5384,993.682433165135,970.730710704385,,,,,,,
1.5336,1003.99747572394,1012.03840052159,,,,,,,
1.5288,1006.37787016059,1004.2234321778,,,,,,,
1.524,919.096740816834,1018.73694481628,,,,,,,
1.5192,1008.75826459724,1004.2234321778,,,,,,,
1.5144,979.400066545248,1096.88662825424,,,,,,,
1.5096,997.649757226215,995.292039784887,,,,,,,
1.5048,999.501175121386,1079.58205549297,,,,,,,
1.5,999.236686850647,983.569587269193,,,,,,,
1.4952,989.979597374794,1001.99058407957,,,,,,,
1.4904,1011.40314730463,1004.2234321778,,,,,,,
1.4856,962.737305488712,1032.13403340564,,,,,,,
1.4808,1016.42842444866,989.709919539319,,,,,,,
1.476,1005.0554288069,1014.82946064438,,,,,,,
1.4712,959.563446239849,1003.66522015324,,,,,,,
1.4664,983.102902335589,1072.32529917373,,,,,,,
1.4616,977.0196721086,1008.1309163497,,,,,,,
1.4568,978.606601733032,1082.37311561576,,,,,,,
1.452,940.520290746665,1013.15482457071,,,,,,,
1.4472,989.979597374794,1050.55503021602,,,,,,,
1.4424,1003.99747572394,1033.25045745475,,,,,,,
1.4376,1018.80881888531,1010.36376444792,,,,,,,
1.4328,955.596122178769,1041.62363782311,,,,,,,
1.428,1041.55481016883,1057.2535745107,,,,,,,
1.4232,980.193531357464,1033.25045745475,,,,,,,
1.4184,1000.55912820434,1052.22966628969,,,,,,,
1.4136,995.004874518829,952.309713894009,,,,,,,
1.4088,982.573925794112,1043.29827389678,,,,,,,
1.404,1019.86677196826,1022.08621696362,,,,,,,
1.3992,961.679352405758,965.706802483374,,,,,,,
1.3944,1000.55912820434,960.682894262362,,,,,,,
1.3896,1007.96479978502,1062.27748273171,,,,,,,
1.3848,996.591804143261,1042.18184984766,,,,,,,
1.38,1062.97836009866,1044.41469794589,,,,,,,
1.3752,989.979597374794,1057.81178653526,,,,,,,
1.3704,998.443222038431,1000.87416003046,,,,,,,
1.3656,954.009192554337,952.867925918566,,,,,,,
1.3608,963.795258571667,1017.62052076716,,,,,,,
1.356,1017.48637753161,957.891834139578,,,,,,,
1.3512,967.498094362008,986.918859416534,,,,,,,
1.3464,1007.43582324355,1075.11635929652,,,,,,,
1.3416,984.160855418544,990.826343588432,,,,,,,
1.3368,1010.34519422167,1003.66522015324,,,,,,,
1.332,952.686751200643,1046.64754604412,,,,,,,
1.3272,1015.63495963644,1010.92197647248,,,,,,,
1.3224,993.946921435874,1016.50409671805,,,,,,,
1.3176,1000.2946399336,1004.78164420235,,,,,,,
1.3128,977.548648650077,1027.11012518463,,,,,,,
1.308,958.505493156894,983.011375244636,,,,,,,
1.3032,998.443222038431,1023.20264101273,,,,,,,
1.2984,1020.92472505122,1014.27124861982,,,,,,,
1.2936,1075.67379709412,1092.42093205778,,,,,,,
1.2888,1029.12386144412,1041.62363782311,,,,,,,
1.284,1019.86677196826,1013.15482457071,,,,,,,
1.2792,988.921644291839,1019.29515684083,,,,,,,
1.2744,1018.80881888531,988.593495490205,,,,,,,
1.2696,1011.13865903389,1042.74006187222,,,,,,,
1.2648,1005.0554288069,1047.76397009323,,,,,,,
1.26,1009.02275286798,1021.52800493906,,,,,,,
1.2552,990.508573916271,1023.76085303729,,,,,,,
1.2504,998.70771030917,985.802435367421,,,,,,,
1.2456,990.77306218701,985.244223342864,,,,,,,
1.2408,1031.50425588076,1038.83257770032,,,,,,,
1.236,969.349512257179,1039.39078972488,,,,,,,
1.2312,1042.34827498105,1070.65066310006,,,,,,,
1.2264,1005.84889361911,986.918859416534,,,,,,,
1.2216,1013.2545651998,1047.20575806868,,,,,,,
1.2168,969.878488798656,1009.24734039881,,,,,,,
1.212,982.044949252634,1065.0685428545,,,,,,,
1.2072,979.135578274509,1020.9697929145,,,,,,,
1.2024,1021.18921332196,998.083099907672,,,,,,,
1.1976,1048.1670169373,1002.54879610413,,,,,,,
1.1928,997.649757226215,1058.92821058437,,,,,,,
1.188,997.120780684738,1017.62052076716,,,,,,,
1.1832,1000.82361647508,1065.62675487905,,,,,,,
1.1784,1012.72558865832,1012.59661254615,,,,,,,
1.1736,1048.69599347878,1017.62052076716,,,,,,,
1.1688,979.929043086725,1012.03840052159,,,,,,,
1.164,1027.53693181968,994.175615735774,,,,,,,
1.1592,1004.79094053616,1047.20575806868,,,,,,,
1.1544,1019.60228369752,969.614286655272,,,,,,,
1.1496,983.367390606328,1017.06230874261,,,,,,,
1.1448,1002.41054609951,1036.5997296021,,,,,,,
1.14,1050.01843483247,1068.97602702639,,,,,,,
1.1352,1013.2545651998,1027.11012518463,,,,,,,
1.1304,996.591804143261,1024.8772770864,,,,,,,
1.1256,984.95432023076,1001.99058407957,,,,,,,
1.1208,1043.406228064,1062.27748273171,,,,,,,
1.116,996.327315872522,1023.20264101273,,,,,,,
1.1112,981.780460981896,1033.25045745475,,,,,,,
1.1064,1036.00055648332,1012.59661254615,,,,,,,
1.1016,1001.61708128729,1019.85336886539,,,,,,,
1.0968,1032.82669723446,1033.80866947931,,,,,,,
1.092,1015.10598309497,1054.46251438791,,,,,,,
1.0872,1000.82361647508,1056.13715046159,,,,,,,
1.0824,1020.39574850974,1069.53423905095,,,,,,,
1.0776,1005.84889361911,1058.36999855981,,,,,,,
1.0728,1043.93520460548,1072.88351119829,,,,,,,
1.068,1046.05111077139,1040.50721377399,,,,,,,
1.0632,1038.11646264923,1003.66522015324,,,,,,,
1.0584,1033.62016204667,965.148590458817,,,,,,,
1.0536,1031.23976761002,1055.57893843703,,,,,,,
1.0488,1019.33779542679,1036.04151757754,,,,,,,
1.044,997.385268955476,1038.83257770032,,,,,,,
1.0392,1005.58440534838,1019.29515684083,,,,,,,
1.0344,996.856292413999,988.593495490205,,,,,,,
1.0296,1023.5696077586,1070.65066310006,,,,,,,
1.0248,989.450620833317,975.19640690084,,,,,,,
1.02,1027.27244354894,993.05919168666,,,,,,,
1.0152,1016.6929127194,1048.32218211779,,,,,,,
1.0104,1035.73606821258,1020.9697929145,,,,,,,
1.0056,971.465418423088,1018.17873279172,,,,,,,
1.0008,1007.96479978502,1007.57270432514,,,,,,,
0.996,1031.7687441515,1039.94900174944,,,,,,,
0.9912,996.856292413999,1019.85336886539,,,,,,,
0.9864,1031.7687441515,1017.06230874261,,,,,,,
0.9816,1033.35567377593,1023.76085303729,,,,,,,
0.9768,1020.39574850974,1034.92509352842,,,,,,,
0.972,1005.31991707764,1051.11324224057,,,,,,,
0.9672,1025.42102565377,1091.30450800867,,,,,,,
0.9624,1047.10906385434,1013.15482457071,,,,,,,
0.9576,1003.20401091173,1097.44484027879,,,,,,,
0.9528,1058.21757122537,966.823226532487,,,,,,,
0.948,1036.79402129554,1123.68080543297,,,,,,,
0.9432,1026.21449046599,1024.8772770864,,,,,,,
0.9384,971.994394964565,1079.58205549297,,,,,,,
0.9336,1023.5696077586,1016.50409671805,,,,,,,
0.9288,1026.47897873673,1009.24734039881,,,,,,,
0.924,976.490695567123,1073.99993524741,,,,,,,
0.9192,1020.66023678048,1059.48642260893,,,,,,,
0.9144,978.342113462293,1051.11324224057,,,,,,,
0.9096,1049.75394656173,980.778527146409,,,,,,,
0.9048,993.417944894397,1023.20264101273,,,,,,,
0.9,1019.33779542679,1002.54879610413,,,,,,,
0.8952,980.193531357464,1025.43548911096,,,,,,,
0.8904,1002.93952264099,1024.31906506184,,,,,,,
0.8856,1016.16393617792,1053.90430236336,,,,,,,
0.8808,1017.22188926088,1090.74629598411,,,,,,,
0.876,1023.30511948786,1040.50721377399,,,,,,,
0.8712,979.135578274509,1001.43237205501,,,,,,,
0.8664,1038.11646264923,1044.41469794589,,,,,,,
0.8616,1009.81621768019,1036.04151757754,,,,,,,
0.8568,1036.26504475406,1084.60596371399,,,,,,,
0.852,1022.51165467565,1039.94900174944,,,,,,,
0.8472,999.501175121386,1008.1309163497,,,,,,,
0.8424,1030.18181452707,1028.22654923374,,,,,,,
0.8376,996.856292413999,1045.53112199501,,,,,,,
0.8328,1001.08810474582,1051.11324224057,,,,,,,
0.828,1018.80881888531,1017.06230874261,,,,,,,
0.8232,1000.55912820434,1040.50721377399,,,,,,,
0.8184,1009.02275286798,1009.80555242337,,,,,,,
0.8136,983.631878877066,1000.3159480059,,,,,,,
0.8088,1001.88156955803,1057.81178653526,,,,,,,
0.804,1018.27984234383,1097.44484027879,,,,,,,
0.7992,1007.70031151428,995.850251809444,,,,,,,
0.7944,1016.6929127194,1018.73694481628,,,,,,,
0.7896,1024.62756084156,994.175615735774,,,,,,,
0.7848,1020.92472505122,1034.36688150387,,,,,,,
0.78,1028.85937317338,1077.34920739475,,,,,,,
0.7752,1010.60968249241,1087.39702383677,,,,,,,
0.7704,1001.08810474582,1086.28059978766,,,,,,,
0.7656,993.946921435874,1049.4386061669,,,,,,,
0.7608,985.747785042975,1015.94588469349,,,,,,,
0.756,1014.04803001201,1086.83881181221,,,,,,,
0.7512,1031.50425588076,1070.65066310006,,,,,,,
0.7464,1026.47897873673,1111.95835291727,,,,,,,
0.7416,1044.99315768843,955.100774016793,,,,,,,
0.7368,1015.89944790718,1037.71615365121,,,,,,,
0.732,990.244085645533,1034.36688150387,,,,,,,
0.7272,1006.64235843133,1100.79411242613,,,,,,,
0.7224,1028.3303966319,1031.57582138108,,,,,,,
0.7176,992.359991811442,1115.30762506461,,,,,,,
0.7128,995.533851060306,1120.88974531018,,,,,,,
0.708,1034.94260340037,1025.99370113552,,,,,,,
0.7032,988.392667750362,1045.53112199501,,,,,,,
0.6984,1022.77614294639,1032.13403340564,,,,,,,
0.6936,1030.71079106855,1020.9697929145,,,,,,,
0.6888,1015.89944790718,1085.7223877631,,,,,,,
0.684,983.102902335589,1091.30450800867,,,,,,,
0.6792,1009.81621768019,1107.49265672082,,,,,,,
0.6744,993.682433165135,1053.3460903388,,,,,,,
0.6696,1013.78354174127,1090.74629598411,,,,,,,
0.6648,1042.87725152253,1055.57893843703,,,,,,,
0.66,995.798339331045,1048.88039414235,,,,,,,
0.6552,987.863691208885,1054.46251438791,,,,,,,
0.6504,1005.84889361911,1061.1610586826,,,,,,,
