# ,P=0mTorr,P=2mTorr,P=10mTorr
# Energy (eV),Intensity (a.u.),Intensity (a.u.),Intensity (a.u.)
3.2616,123.251534164214,108.293132764032,37.9166666666667
3.2568,141.501224845182,91.5467720273256,33.5833333333333
3.252,141.76571311592,99.9199523956785,43.3333333333333
3.2472,137.269412513363,103.827436567577,31.4166666666667
3.2424,148.377919884387,127.272341598965,42.25
3.2376,157.370521089501,112.758828960486,39
3.2328,158.692962443194,113.8752530096,32.5
3.228,174.826746958252,98.245316322008,28.1666666666667
3.2232,167.950051919047,114.433465034157,43.3333333333333
3.2184,180.645488914503,118.340949206055,49.8333333333333
3.2136,177.471629665639,123.364857427067,44.4166666666667
3.2088,202.069038844334,123.923069451624,44.4166666666667
3.204,196.779273429561,146.251550433898,52
3.1992,207.623292529846,144.576914360228,60.6666666666667
3.1944,203.655968468766,140.66943018833,32.5
3.1896,221.112194337517,112.20061693593,53.0833333333333
3.1848,229.311330730416,146.809762458455,57.4166666666667
3.18,227.988889376723,141.227642212886,59.5833333333333
3.1752,220.58321779604,137.320158040988,45.5
3.1704,219.525264713085,151.833670679467,61.75
3.1656,238.30393193553,130.063401721749,57.4166666666667
3.1608,266.339688633828,148.484398532126,42.25
3.156,251.263857201724,176.953211784526,75.8333333333333
3.1512,229.046842459677,180.860695956424,74.75
3.1464,257.082599157975,156.299366875922,85.5833333333333
3.1416,235.130072686666,172.487515588071,67.1666666666667
3.1368,269.513547882692,197.048844668573,66.0833333333333
3.132,276.125754651158,195.932420619459,55.25
3.1272,304.425999620194,196.490632644016,72.5833333333333
3.1224,306.806394056842,196.490632644016,89.9166666666667
3.1176,309.18678849349,185.326392152879,71.5
3.1128,274.274336755988,189.792088349334,85.5833333333333
3.108,273.480871943772,217.702689577177,58.5
3.1032,289.879144729568,188.67566430022,84.5
3.0984,298.342769393205,224.401233871859,71.5
3.0936,353.091841436107,199.2816927668,88.8333333333333
3.0888,342.512310606561,226.07586994553,47.6666666666667
3.084,352.298376623891,249.520774976918,100.75
3.0792,353.091841436107,223.843021847302,117
3.0744,381.392086405144,252.870047124259,94.25
3.0696,326.90750263298,272.965680008306,112.666666666667
3.0648,343.570263689516,263.476075590839,123.5
3.06,364.200348807131,257.893955345271,78
3.0552,394.880988212815,256.777531296157,96.4166666666667
3.0504,383.243504300314,261.801439517169,102.916666666667
3.0456,399.112800544634,272.965680008306,123.5
3.0408,432.173834386966,293.061312892353,114.833333333333
3.036,418.420444308556,300.318069211592,123.5
3.0312,407.840913479009,264.034287615396,120.25
3.0264,432.702810928443,310.365885653616,96.4166666666667
3.0216,455.184313941229,279.106012278432,87.75
3.0168,475.020934246628,333.810790685004,75.8333333333333
3.012,472.905028080719,344.975031176142,125.666666666667
3.0072,458.622661460832,317.622641972855,130
3.0024,498.031413800892,300.318069211592,127.833333333333
2.9976,477.665816954015,355.022847618165,141.916666666667
2.9928,500.676296508278,344.975031176142,127.833333333333
2.988,540.614025389815,366.187088109302,107.25
2.9832,550.135603136407,334.369002709561,136.5
2.9784,554.102927197487,317.622641972855,110.5
2.9736,581.345219083569,367.861724182973,158.166666666667
2.9688,548.813161782714,331.577942586777,162.5
2.964,555.689856821919,360.046755839177,126.75
2.9592,541.143001931293,370.0945722812,125.666666666667
2.9544,554.896392009703,398.005173509044,137.583333333333
2.9496,597.743491869365,372.885632403985,170.083333333333
2.9448,615.464206008855,400.238021607271,164.666666666667
2.94,595.098609161979,433.730743080683,170.083333333333
2.9352,608.323022698912,380.142388723224,200.416666666667
2.9304,638.474685563119,398.005173509044,153.833333333333
2.9256,647.467286768233,394.655901361702,199.333333333333
2.9208,674.445090383576,413.076898172079,149.5
2.916,700.629429186703,437.638227252581,171.166666666667
2.9112,674.974066925053,439.871075350808,177.666666666667
2.9064,690.314386627895,440.987499399922,159.25
2.9016,693.488245876759,467.223464554095,205.833333333333
2.8968,739.244716714547,432.614319031569,137.583333333333
2.892,715.969748889545,463.874192406754,184.166666666667
2.8872,710.679983474772,466.665252529538,204.75
2.8824,677.61894963244,468.339888603208,170.083333333333
2.8776,741.889599421934,505.740094248518,219.916666666667
2.8728,747.179364836707,522.486454985224,225.333333333333
2.868,764.106614163981,466.107040504981,196.083333333333
2.8632,742.154087692672,492.90121768371,239.416666666667
2.8584,748.5018061904,464.43240443131,214.5
2.8536,799.283554172222,478.945917069789,225.333333333333
2.8488,792.406859133017,483.969825290801,243.75
2.844,782.620793115687,503.507246150291,247
2.8392,812.772455979894,489.551945536369,216.666666666667
2.8344,827.31931087052,519.137182837883,243.75
2.8296,826.525846058304,522.486454985224,269.75
2.8248,864.347668773932,529.184999279907,255.666666666667
2.82,846.097978092964,585.56441376015,260
2.8152,796.638671464836,557.653812532307,254.583333333333
2.8104,860.909321254329,550.397056213067,288.166666666667
2.8056,852.97467313217,596.17044222673,232.916666666667
2.8008,808.540643648075,603.985410570526,265.416666666667
2.796,840.279236136714,557.653812532307,248.083333333333
2.7912,853.768137944386,545.931360016612,260
2.7864,845.569001551487,615.149651061664,273
2.7816,883.655312537854,633.012435847483,225.333333333333
2.7768,888.945077952627,588.913685907491,287.083333333333
2.772,818.855686206883,585.56441376015,286
2.7672,894.763819908878,604.543622595083,310.916666666667
2.7624,861.967274337284,596.17044222673,287.083333333333
2.7576,888.41610141115,622.96461940546,305.5
2.7528,871.488852083876,631.896011798369,330.416666666667
2.748,899.789097052912,642.50204026495,352.083333333333
2.7432,861.438297795807,682.135094008487,307.666666666667
2.7384,864.876645315409,678.785821861146,364
2.7336,891.325472389275,650.317008608746,319.583333333333
2.7288,935.495013602631,651.43343265786,318.5
2.724,911.162092694674,597.845078300401,290.333333333333
2.7192,956.389586990985,683.251518057601,359.666666666667
2.7144,919.625717358311,655.340916829758,355.333333333333
2.7096,911.691069236151,623.522831430016,354.25
2.7048,923.064064877914,651.991644682416,361.833333333333
2.7,949.777380222518,625.197467503687,368.333333333333
2.6952,935.230525331892,683.809730082158,313.083333333333
2.6904,973.581324588997,627.430315601915,312
2.6856,926.237924126778,694.973970573295,328.25
2.6808,918.567764275357,654.782704805201,277.333333333333
2.676,935.230525331892,660.364825050769,315.25
2.6712,1009.55172940945,684.926154131271,411.666666666667
2.6664,940.520290746665,740.189144562401,327.166666666667
2.6616,960.356911052065,708.37105916266,391.083333333333
2.6568,932.585642624506,694.973970573295,365.083333333333
2.652,926.502412397516,677.669397812032,377
2.6472,965.382188196099,669.296217443679,423.583333333333
2.6424,951.893286388427,746.329476832526,425.75
2.6376,942.636196912574,708.929271187217,393.25
2.6328,973.581324588997,688.833638303169,373.75
2.628,988.921644291839,702.788938917091,422.5
2.6232,971.465418423088,697.206818671522,400.833333333333
2.6184,961.679352405758,705.021787015318,409.5
2.6136,933.114619165983,730.141328120377,409.5
2.6088,942.371708641836,712.278543334558,456.083333333333
2.604,969.08502398644,715.627815481899,423.583333333333
2.5992,945.5455678907,739.072720513287,397.583333333333
2.5944,977.284160379339,756.935505299107,431.166666666667
2.5896,953.744704283598,756.37729327455,472.333333333333
2.5848,1016.42842444866,724.000995850252,440.916666666667
2.58,987.070226396669,762.517625544675,460.416666666667
2.5752,959.034469698371,703.905362966205,437.666666666667
2.5704,950.570845034734,771.449017937585,464.75
2.5656,997.914245496954,747.44590088164,434.416666666667
2.5608,977.0196721086,729.024904071264,417.083333333333
2.556,966.175653008315,775.91471413404,439.833333333333
2.5512,975.697230754906,758.05192934822,425.75
2.5464,985.483296772237,805.499951435554,483.166666666667
2.5416,974.374789401213,784.84610652695,456.083333333333
2.5368,951.099821576212,784.84610652695,465.833333333333
2.532,982.044949252634,783.729682477836,475.583333333333
2.5272,965.911164737576,766.425109716573,446.333333333333
2.5224,974.374789401213,780.938622355052,525.416666666667
2.5176,969.08502398644,816.664191926691,512.416666666667
2.5128,967.762582632747,825.037372295044,442
2.508,986.012273313714,804.38352738644,495.083333333333
2.5032,944.752103078484,763.634049593789,529.75
2.4984,954.538169095814,757.493717323664,448.5
2.4936,953.215727742121,784.84610652695,547.083333333333
2.4888,947.132497515132,844.574793154534,462.583333333333
2.484,956.654075261723,830.061280516056,535.166666666667
2.4792,952.157774659166,792.102862846189,463.666666666667
2.4744,930.998713000074,825.595584319601,458.25
2.4696,984.95432023076,820.013464074032,536.25
2.4648,969.349512257179,787.637166649734,501.583333333333
2.46,971.200930152349,792.661074870746,535.166666666667
2.4552,895.292796450355,814.989555853021,505.916666666667
2.4504,963.001793759451,831.17770456517,502.666666666667
2.4456,951.893286388427,802.150679288213,560.083333333333
2.4408,988.921644291839,826.153796344158,546
2.436,938.933361122233,814.431343828464,573.083333333333
2.4312,975.168254213429,786.52074260062,572
2.4264,960.885887593542,833.410552663397,576.333333333333
2.4216,992.888968352919,833.410552663397,520
2.4168,955.067145637291,765.30868566746,498.333333333333
2.412,932.321154353767,794.893922968974,626.166666666667
2.4072,944.752103078484,847.924065301875,578.5
2.4024,973.05234804752,859.088305793013,561.166666666667
2.3976,927.82485375121,782.613258428723,533
2.3928,979.929043086725,868.019698185923,608.833333333333
2.388,979.135578274509,832.294128614283,627.25
2.3832,1003.46849918247,852.38976149833,586.083333333333
2.3784,974.110301130475,880.300362726173,618.583333333333
2.3736,1003.46849918247,841.78373303175,534.083333333333
2.3688,985.483296772237,822.804524196817,600.166666666667
2.364,965.382188196099,909.32738800313,541.666666666667
2.3592,970.671953610872,809.965647632009,598
2.3544,946.868009244393,794.893922968974,632.666666666667
2.3496,938.933361122233,868.577910210479,604.5
2.3448,972.523371506043,890.906391192754,631.583333333333
2.34,1001.35259301656,833.410552663397,567.666666666667
2.3352,957.183051803201,873.601818431491,603.416666666667
2.3304,923.593041419391,878.067514627946,611
2.3256,963.26628203019,856.297245670229,596.916666666667
2.3208,945.810056161438,889.78996714364,647.833333333333
2.316,996.327315872522,893.139239290981,615.333333333333
2.3112,946.074544432177,888.673543094527,570.916666666667
2.3064,949.248403681041,879.18393867706,664.083333333333
2.3016,1032.03323242224,891.464603217311,598
2.2968,959.29895796911,837.876248859852,620.75
2.292,1005.31991707764,864.670426038581,655.416666666667
2.2872,1008.4937763265,927.19017278895,696.583333333333
2.2824,1008.4937763265,900.395995610221,603.416666666667
2.2776,975.961719025645,884.766058922629,599.083333333333
2.2728,968.556047444963,884.766058922629,684.666666666667
2.268,997.649757226215,851.273337449217,590.416666666667
2.2632,965.11769992536,850.156913400103,687.916666666667
2.2584,996.856292413999,864.112214014025,602.333333333333
2.2536,968.556047444963,852.38976149833,625.083333333333
2.2488,989.186132562578,923.282688617052,702
2.244,994.475897977351,840.667308982636,621.833333333333
2.2392,982.044949252634,935.563353157303,703.083333333333
2.2344,1006.11338188985,918.816992420597,706.333333333333
2.2296,976.226207296384,937.79620125553,653.25
2.2248,988.128179479624,929.423020887177,677.083333333333
2.22,953.215727742121,861.879365915797,738.833333333333
2.2152,962.737305488712,863.554001989468,710.666666666667
2.2104,980.458019628202,966.26501450793,700.916666666667
2.2056,966.969117820531,850.71512542466,668.416666666667
2.2008,960.621399322803,918.816992420597,763.75
2.196,1015.37047136571,892.022815241868,674.916666666667
2.1912,950.306356763996,907.094539904903,757.25
2.1864,1023.30511948786,945.05295757477,724.75
2.1816,941.57824382962,889.78996714364,774.583333333333
2.1768,982.573925794112,903.187055733005,708.5
2.172,971.200930152349,968.497862606158,750.75
2.1672,984.160855418544,959.008258188691,652.166666666667
2.1624,1001.35259301656,926.073748739836,702
2.1576,978.871090003771,940.587261378315,709.583333333333
2.1528,992.888968352919,917.700568371483,756.166666666667
2.148,1022.24716640491,894.813875364652,763.75
2.1432,993.946921435874,918.25878039604,795.166666666667
2.1384,993.153456623658,881.416786775287,719.333333333333
2.1336,1011.9321238461,930.539444936291,738.833333333333
2.1288,969.878488798656,959.008258188691,755.083333333333
2.124,967.498094362008,897.604935487436,712.833333333333
2.1192,989.450620833317,888.11533106997,739.916666666667
2.1144,985.483296772237,1020.9697929145,781.083333333333
2.1096,945.281079619961,917.700568371483,749.666666666667
2.1048,942.636196912574,985.802435367421,782.166666666667
2.1,989.450620833317,943.378321501099,695.5
2.0952,1011.40314730463,956.217198065907,783.25
2.0904,978.342113462293,942.261897451985,808.166666666667
2.0856,953.215727742121,972.963558802613,760.5
2.0808,990.508573916271,944.494745550213,804.916666666667
2.076,979.400066545248,913.793084199585,756.166666666667
2.0712,983.367390606328,851.273337449217,835.25
2.0664,954.802657366553,926.073748739836,746.416666666667
2.0616,964.324235113144,941.145473402872,744.25
2.0568,945.5455678907,972.405346778056,728
2.052,979.929043086725,938.912625304644,828.75
2.0472,973.05234804752,1015.38767266893,690.083333333333
2.0424,975.697230754906,962.915742360589,775.666666666667
2.0376,1016.16393617792,981.336739170966,842.833333333333
2.0328,1010.87417076315,995.850251809444,778.916666666667
2.028,1011.66763557536,1000.3159480059,729.083333333333
2.0232,1010.08070595093,993.05919168666,750.75
2.0184,944.752103078484,897.604935487436,775.666666666667
2.0136,975.168254213429,908.769175978574,756.166666666667
2.0088,940.784779017404,919.933416469711,814.666666666667
2.004,1001.35259301656,914.909508248699,735.583333333333
1.9992,977.813136920816,947.844017697554,833.083333333333
1.9944,985.483296772237,966.823226532487,735.583333333333
1.9896,1005.84889361911,953.98434996768,780
1.9848,974.110301130475,940.587261378315,741
1.98,988.128179479624,959.008258188691,827.666666666667
1.9752,987.070226396669,964.032166409703,842.833333333333
1.9704,999.501175121386,970.730710704385,794.083333333333
1.9656,1009.55172940945,961.241106286919,815.75
1.9608,961.679352405758,972.405346778056,767
1.956,1033.62016204667,933.330505059076,749.666666666667
1.9512,970.671953610872,925.51553671528,780
1.9464,990.77306218701,1012.59661254615,822.25
1.9416,965.382188196099,926.073748739836,822.25
1.9368,1000.55912820434,918.816992420597,871
1.932,974.903765942691,1007.57270432514,770.25
1.9272,971.200930152349,943.378321501099,843.916666666667
1.9224,951.893286388427,991.384555612989,858
1.9176,975.961719025645,936.679777206417,834.166666666667
1.9128,1015.10598309497,985.244223342864,905.666666666667
1.908,947.925962327347,1013.15482457071,806
1.9032,990.244085645533,984.686011318307,817.916666666667
1.8984,996.327315872522,1017.06230874261,736.666666666667
1.8936,998.70771030917,1004.78164420235,793
1.8888,993.946921435874,968.497862606158,847.166666666667
1.884,962.208328947235,1001.43237205501,780
1.8792,990.508573916271,947.285805672997,859.083333333333
1.8744,962.472817217974,993.617403711217,821.166666666667
1.8696,1005.84889361911,946.72759364844,861.25
1.8648,964.324235113144,943.936533525656,808.166666666667
1.86,1004.52645226542,983.569587269193,859.083333333333
1.8552,967.762582632747,975.754618925397,833.083333333333
1.8504,940.255802475926,979.103891072738,914.333333333333
1.8456,975.432742484168,955.100774016793,854.75
1.8408,1018.27984234383,1025.99370113552,845
1.836,998.178733767692,1028.7847612583,894.833333333333
1.8312,964.324235113144,971.847134753499,908.916666666667
1.8264,968.291559174224,993.617403711217,848.25
1.8216,1033.0911855052,995.850251809444,731.25
1.8168,976.490695567123,998.083099907672,900.25
1.812,1012.19661211684,973.52177082717,847.166666666667
1.8072,1023.30511948786,985.802435367421,854.75
1.8024,965.11769992536,1028.22654923374,830.916666666667
1.7976,979.400066545248,1007.01449230058,812.5
1.7928,942.900685183313,1038.83257770032,881.833333333333
1.788,996.856292413999,1029.34297328286,850.416666666667
1.7832,987.863691208885,939.470837329201,875.333333333333
1.7784,979.929043086725,955.100774016793,877.5
1.7736,963.001793759451,1008.1309163497,869.916666666667
1.7688,993.153456623658,967.381438557044,863.416666666667
1.764,997.914245496954,1037.15794162665,888.333333333333
1.7592,995.004874518829,1003.10700812868,917.583333333333
1.7544,974.110301130475,969.614286655272,900.25
1.7496,923.328553148652,952.309713894009,854.75
1.7448,968.027070903486,1014.27124861982,876.416666666667
1.74,977.284160379339,966.26501450793,827.666666666667
1.7352,979.135578274509,988.593495490205,880.75
1.7304,949.248403681041,948.960441746668,919.75
1.7256,988.392667750362,1007.57270432514,842.833333333333
1.7208,986.541249855192,1000.87416003046,910
1.716,961.679352405758,960.124682237805,933.833333333333
1.7112,973.581324588997,994.733827760331,874.25
1.7064,1016.16393617792,996.966675858558,862.333333333333
1.7016,987.599202938146,1019.29515684083,934.916666666667
1.6968,979.135578274509,998.083099907672,886.166666666667
1.692,976.226207296384,1028.7847612583,837.416666666667
1.6872,1009.02275286798,1013.71303659526,930.583333333333
1.6824,1002.93952264099,976.871042974511,962
1.6776,998.70771030917,1003.66522015324,928.416666666667
1.6728,1001.88156955803,1006.45628027602,926.25
1.668,992.359991811442,1025.43548911096,899.166666666667
1.6632,995.004874518829,1000.3159480059,929.5
1.6584,985.218808501498,983.569587269193,973.916666666667
1.6536,990.508573916271,1010.92197647248,893.75
1.6488,992.888968352919,996.966675858558,981.5
1.644,1029.12386144412,1017.62052076716,956.583333333333
1.6392,1001.35259301656,964.032166409703,926.25
1.6344,994.74038624809,999.757735981342,881.833333333333
1.6296,1026.47897873673,1019.29515684083,837.416666666667
1.6248,996.327315872522,999.757735981342,944.666666666667
1.62,984.689831960021,1023.76085303729,835.25
1.6152,999.501175121386,967.939650581601,967.416666666667
1.6104,1014.31251828275,1037.71615365121,926.25
1.6056,1014.04803001201,971.847134753499,940.333333333333
1.6008,1001.35259301656,1000.87416003046,964.166666666667
1.596,993.682433165135,1004.2234321778,895.916666666667
1.5912,996.856292413999,982.45316322008,888.333333333333
1.5864,1021.71818986343,1053.3460903388,918.666666666667
1.5816,1054.77922370577,1020.9697929145,910
1.5768,993.946921435874,1051.11324224057,868.833333333333
1.572,957.976516615416,1014.27124861982,945.75
1.5672,1008.75826459724,1039.94900174944,934.916666666667
1.5624,1003.7329874532,1000.3159480059,985.833333333333
1.5576,1010.34519422167,952.309713894009,972.833333333333
1.5528,992.888968352919,1018.73694481628,971.75
1.548,1018.01535407309,1004.78164420235,911.083333333333
1.5432,989.186132562578,1003.10700812868,902.416666666667
1.5384,993.682433165135,970.730710704385,930.583333333333
1.5336,1003.99747572394,1012.03840052159,949
1.5288,1006.37787016059,1004.2234321778,872.083333333333
1.524,919.096740816834,1018.73694481628,885.083333333333
1.5192,1008.75826459724,1004.2234321778,949
1.5144,979.400066545248,1096.88662825424,905.666666666667
1.5096,997.649757226215,995.292039784887,876.416666666667
1.5048,999.501175121386,1079.58205549297,976.083333333333
1.5,999.236686850647,983.569587269193,959.833333333333
1.4952,989.979597374794,1001.99058407957,970.666666666667
1.4904,1011.40314730463,1004.2234321778,1079
1.4856,962.737305488712,1032.13403340564,899.166666666667
1.4808,1016.42842444866,989.709919539319,986.916666666667
1.476,1005.0554288069,1014.82946064438,939.25
1.4712,959.563446239849,1003.66522015324,943.583333333333
1.4664,983.102902335589,1072.32529917373,953.333333333333
1.4616,977.0196721086,1008.1309163497,964.166666666667
1.4568,978.606601733032,1082.37311561576,1107.16666666667
1.452,940.520290746665,1013.15482457071,984.75
1.4472,989.979597374794,1050.55503021602,977.166666666667
1.4424,1003.99747572394,1033.25045745475,942.5
1.4376,1018.80881888531,1010.36376444792,991.25
1.4328,955.596122178769,1041.62363782311,926.25
1.428,1041.55481016883,1057.2535745107,1088.75
1.4232,980.193531357464,1033.25045745475,889.416666666667
1.4184,1000.55912820434,1052.22966628969,977.166666666667
