# ,P=0mTorr,P=2mTorr,P=10mTorr
# Energy (eV),Intensity (a.u.),Intensity (a.u.),Intensity (a.u.)
1.4136,995.004874518829,952.309713894009,995.583333333333
1.4088,982.573925794112,1043.29827389678,917.583333333333
1.404,1019.86677196826,1022.08621696362,837.416666666667
1.3992,961.679352405758,965.706802483374,992.333333333333
1.3944,1000.55912820434,960.682894262362,946.833333333333
1.3896,1007.96479978502,1062.27748273171,953.333333333333
1.3848,996.591804143261,1042.18184984766,976.083333333333
1.38,1062.97836009866,1044.41469794589,970.666666666667
1.3752,989.979597374794,1057.81178653526,994.5
1.3704,998.443222038431,1000.87416003046,932.75
1.3656,954.009192554337,952.867925918566,908.916666666667
1.3608,963.795258571667,1017.62052076716,874.25
1.356,1017.48637753161,957.891834139578,889.416666666667
1.3512,967.498094362008,986.918859416534,871
1.3464,1007.43582324355,1075.11635929652,992.333333333333
1.3416,984.160855418544,990.826343588432,982.583333333333
1.3368,1010.34519422167,1003.66522015324,835.25
1.332,952.686751200643,1046.64754604412,926.25
1.3272,1015.63495963644,1010.92197647248,837.416666666667
1.3224,993.946921435874,1016.50409671805,1049.75
1.3176,1000.2946399336,1004.78164420235,984.75
1.3128,977.548648650077,1027.11012518463,1053
1.308,958.505493156894,983.011375244636,906.75
1.3032,998.443222038431,1023.20264101273,956.583333333333
1.2984,1020.92472505122,1014.27124861982,944.666666666667
1.2936,1075.67379709412,1092.42093205778,959.833333333333
1.2888,1029.12386144412,1041.62363782311,931.666666666667
1.284,1019.86677196826,1013.15482457071,902.416666666667
1.2792,988.921644291839,1019.29515684083,939.25
1.2744,1018.80881888531,988.593495490205,964.166666666667
1.2696,1011.13865903389,1042.74006187222,945.75
1.2648,1005.0554288069,1047.76397009323,1010.75
1.26,1009.02275286798,1021.52800493906,1041.08333333333
1.2552,990.508573916271,1023.76085303729,986.916666666667
1.2504,998.70771030917,985.802435367421,937.083333333333
1.2456,990.77306218701,985.244223342864,995.583333333333
1.2408,1031.50425588076,1038.83257770032,940.333333333333
1.236,969.349512257179,1039.39078972488,938.166666666667
1.2312,1042.34827498105,1070.65066310006,955.5
1.2264,1005.84889361911,986.918859416534,1003.16666666667
1.2216,1013.2545651998,1047.20575806868,953.333333333333
1.2168,969.878488798656,1009.24734039881,962
1.212,982.044949252634,1065.0685428545,1031.33333333333
1.2072,979.135578274509,1020.9697929145,1060.58333333333
1.2024,1021.18921332196,998.083099907672,983.666666666667
1.1976,1048.1670169373,1002.54879610413,956.583333333333
1.1928,997.649757226215,1058.92821058437,907.833333333333
1.188,997.120780684738,1017.62052076716,957.666666666667
1.1832,1000.82361647508,1065.62675487905,933.833333333333
1.1784,1012.72558865832,1012.59661254615,1058.41666666667
1.1736,1048.69599347878,1017.62052076716,915.416666666667
1.1688,979.929043086725,1012.03840052159,981.5
1.164,1027.53693181968,994.175615735774,1010.75
1.1592,1004.79094053616,1047.20575806868,977.166666666667
1.1544,1019.60228369752,969.614286655272,1016.16666666667
1.1496,983.367390606328,1017.06230874261,956.583333333333
1.1448,1002.41054609951,1036.5997296021,956.583333333333
1.14,1050.01843483247,1068.97602702639,923
1.1352,1013.2545651998,1027.11012518463,1059.5
1.1304,996.591804143261,1024.8772770864,995.583333333333
1.1256,984.95432023076,1001.99058407957,1017.25
1.1208,1043.406228064,1062.27748273171,992.333333333333
1.116,996.327315872522,1023.20264101273,1018.33333333333
1.1112,981.780460981896,1033.25045745475,1001
1.1064,1036.00055648332,1012.59661254615,1021.58333333333
1.1016,1001.61708128729,1019.85336886539,983.666666666667
1.0968,1032.82669723446,1033.80866947931,990.166666666667
1.092,1015.10598309497,1054.46251438791,1049.75
1.0872,1000.82361647508,1056.13715046159,932.75
1.0824,1020.39574850974,1069.53423905095,985.833333333333
1.0776,1005.84889361911,1058.36999855981,927.333333333333
1.0728,1043.93520460548,1072.88351119829,1047.58333333333
1.068,1046.05111077139,1040.50721377399,979.333333333333
1.0632,1038.11646264923,1003.66522015324,1001
1.0584,1033.62016204667,965.148590458817,1073.58333333333
1.0536,1031.23976761002,1055.57893843703,1034.58333333333
1.0488,1019.33779542679,1036.04151757754,1037.83333333333
1.044,997.385268955476,1038.83257770032,1033.5
1.0392,1005.58440534838,1019.29515684083,920.833333333333
1.0344,996.856292413999,988.593495490205,1038.91666666667
1.0296,1023.5696077586,1070.65066310006,1028.08333333333
1.0248,989.450620833317,975.19640690084,953.333333333333
1.02,1027.27244354894,993.05919168666,942.5
1.0152,1016.6929127194,1048.32218211779,1036.75
1.0104,1035.73606821258,1020.9697929145,1027
1.0056,971.465418423088,1018.17873279172,1023.75
1.0008,1007.96479978502,1007.57270432514,1008.58333333333
0.996,1031.7687441515,1039.94900174944,943.583333333333
0.9912,996.856292413999,1019.85336886539,969.583333333333
0.9864,1031.7687441515,1017.06230874261,1016.16666666667
0.9816,1033.35567377593,1023.76085303729,936
0.9768,1020.39574850974,1034.92509352842,1051.91666666667
0.972,1005.31991707764,1051.11324224057,957.666666666667
0.9672,1025.42102565377,1091.30450800867,997.75
0.9624,1047.10906385434,1013.15482457071,966.333333333333
0.9576,1003.20401091173,1097.44484027879,1047.58333333333
0.9528,1058.21757122537,966.823226532487,1069.25
0.948,1036.79402129554,1123.68080543297,913.25
0.9432,1026.21449046599,1024.8772770864,1004.25
0.9384,971.994394964565,1079.58205549297,887.25
0.9336,1023.5696077586,1016.50409671805,1035.66666666667
0.9288,1026.47897873673,1009.24734039881,1006.41666666667
0.924,976.490695567123,1073.99993524741,952.25
0.9192,1020.66023678048,1059.48642260893,1020.5
0.9144,978.342113462293,1051.11324224057,915.416666666667
0.9096,1049.75394656173,980.778527146409,995.583333333333
0.9048,993.417944894397,1023.20264101273,891.583333333333
0.9,1019.33779542679,1002.54879610413,981.5
0.8952,980.193531357464,1025.43548911096,986.916666666667
0.8904,1002.93952264099,1024.31906506184,1099.58333333333
0.8856,1016.16393617792,1053.90430236336,1053
0.8808,1017.22188926088,1090.74629598411,1014
0.876,1023.30511948786,1040.50721377399,975
0.8712,979.135578274509,1001.43237205501,1027
0.8664,1038.11646264923,1044.41469794589,1030.25
0.8616,1009.81621768019,1036.04151757754,1043.25
0.8568,1036.26504475406,1084.60596371399,1045.41666666667
0.852,1022.51165467565,1039.94900174944,1025.91666666667
0.8472,999.501175121386,1008.1309163497,879.666666666667
0.8424,1030.18181452707,1028.22654923374,1004.25
0.8376,996.856292413999,1045.53112199501,937.083333333333
0.8328,1001.08810474582,1051.11324224057,968.5
0.828,1018.80881888531,1017.06230874261,1099.58333333333
0.8232,1000.55912820434,1040.50721377399,982.583333333333
0.8184,1009.02275286798,1009.80555242337,1098.5
0.8136,983.631878877066,1000.3159480059,1016.16666666667
0.8088,1001.88156955803,1057.81178653526,1032.41666666667
0.804,1018.27984234383,1097.44484027879,977.166666666667
0.7992,1007.70031151428,995.850251809444,901.333333333333
0.7944,1016.6929127194,1018.73694481628,972.833333333333
0.7896,1024.62756084156,994.175615735774,1040
0.7848,1020.92472505122,1034.36688150387,992.333333333333
0.78,1028.85937317338,1077.34920739475,968.5
0.7752,1010.60968249241,1087.39702383677,1032.41666666667
0.7704,1001.08810474582,1086.28059978766,997.75
0.7656,993.946921435874,1049.4386061669,1031.33333333333
0.7608,985.747785042975,1015.94588469349,1035.66666666667
0.756,1014.04803001201,1086.83881181221,985.833333333333
0.7512,1031.50425588076,1070.65066310006,947.916666666667
0.7464,1026.47897873673,1111.95835291727,1016.16666666667
0.7416,1044.99315768843,955.100774016793,1001
0.7368,1015.89944790718,1037.71615365121,1009.66666666667
0.732,990.244085645533,1034.36688150387,1015.08333333333
0.7272,1006.64235843133,1100.79411242613,1018.33333333333
0.7224,1028.3303966319,1031.57582138108,1042.16666666667
0.7176,992.359991811442,1115.30762506461,1028.08333333333
0.7128,995.533851060306,1120.88974531018,968.5
0.708,1034.94260340037,1025.99370113552,996.666666666667
0.7032,988.392667750362,1045.53112199501,887.25
0.6984,1022.77614294639,1032.13403340564,972.833333333333
0.6936,1030.71079106855,1020.9697929145,1093.08333333333
0.6888,1015.89944790718,1085.7223877631,989.083333333333
0.684,983.102902335589,1091.30450800867,950.083333333333
0.6792,1009.81621768019,1107.49265672082,957.666666666667
0.6744,993.682433165135,1053.3460903388,994.5
0.6696,1013.78354174127,1090.74629598411,1037.83333333333
0.6648,1042.87725152253,1055.57893843703,1080.08333333333
0.66,995.798339331045,1048.88039414235,1094.16666666667
0.6552,987.863691208885,1054.46251438791,982.583333333333
0.6504,1005.84889361911,1061.1610586826,1025.91666666667
0.6456,1004.79094053616,1019.29515684083,967.416666666667
0.6408,1014.57700655349,1054.46251438791,954.416666666667
0.636,979.664554815986,1034.36688150387,988
0.6312,1003.7329874532,1055.57893843703,1055.16666666667
0.6264,995.269362789567,1061.71927070715,1080.08333333333
0.6216,986.276761584453,1067.85960297728,928.416666666667
0.616800000000001,1010.08070595093,1047.76397009323,951.166666666667
0.612,1004.79094053616,1013.15482457071,1080.08333333333
0.6072,994.211409706612,1072.88351119829,1029.16666666667
0.6024,992.888968352919,1020.41158088995,1016.16666666667
0.5976,1034.14913858815,1038.83257770032,923
0.592800000000001,987.334714667407,1046.64754604412,1053
0.588,1028.85937317338,1007.01449230058,959.833333333333
0.5832,992.095503540703,1000.87416003046,1036.75
0.5784,1016.42842444866,1013.71303659526,1016.16666666667
0.5736,1015.10598309497,1091.86272003323,925.166666666667
0.5688,1065.62324280605,978.545679048182,942.5
0.564,1020.92472505122,1086.28059978766,947.916666666667
0.5592,1041.02583362736,1081.8149035912,1038.91666666667
0.5544,1005.31991707764,1052.78787831424,1003.16666666667
0.5496,1047.10906385434,983.569587269193,972.833333333333
0.5448,1033.62016204667,1028.22654923374,1016.16666666667
0.54,1060.06898912054,1064.51033082994,1020.5
0.5352,1030.18181452707,1036.5997296021,988
0.5304,980.458019628202,1081.8149035912,926.25
0.5256,1022.51165467565,1042.18184984766,924.083333333333
0.5208,1045.25764595917,1012.03840052159,1016.16666666667
0.516,1027.53693181968,1058.36999855981,1004.25
0.5112,1018.54433061457,1029.90118530741,999.916666666667
0.5064,1005.58440534838,1076.79099537019,923
0.5016,1003.20401091173,1047.76397009323,991.25
0.4968,1008.4937763265,1080.69847954209,1006.41666666667
0.492,1014.31251828275,1023.76085303729,1015.08333333333
0.4872,1034.67811512963,1039.39078972488,1112.58333333333
0.4824,984.689831960021,1068.97602702639,970.666666666667
0.4776,1000.2946399336,1033.25045745475,1033.5
0.4728,974.639277671952,1079.02384346842,1017.25
0.468,1034.94260340037,1070.65066310006,1012.91666666667
0.4632,1005.84889361911,1062.83569475627,1025.91666666667
0.4584,1046.58008731287,1013.15482457071,937.083333333333
0.4536,996.062827601783,1018.17873279172,1049.75
0.4488,1010.87417076315,1044.97290997045,995.583333333333
0.444,992.095503540703,1012.59661254615,970.666666666667
0.439200000000001,1003.46849918247,1091.30450800867,1027
0.4344,998.443222038431,1014.82946064438,1002.08333333333
0.4296,1000.2946399336,965.148590458817,980.416666666667
0.4248,1023.5696077586,1020.9697929145,959.833333333333
0.42,1033.0911855052,1058.36999855981,1024.83333333333
0.4152,1050.81189964469,1042.74006187222,936
0.4104,1032.29772069298,1048.32218211779,1015.08333333333
0.4056,982.309437523373,1010.36376444792,980.416666666667
0.4008,1000.55912820434,1017.06230874261,908.916666666667
0.396,990.508573916271,1000.87416003046,991.25
0.3912,1057.68859468389,1029.34297328286,1033.5
0.3864,1026.21449046599,1012.59661254615,980.416666666667
0.3816,1016.95740099014,1041.06542579855,1002.08333333333
0.3768,1039.17441573218,994.175615735774,981.5
0.372,1044.19969287622,1034.92509352842,1048.66666666667
0.3672,1043.406228064,962.915742360589,943.583333333333
0.3624,1029.91732625633,1025.43548911096,1030.25
0.3576,1032.82669723446,1007.57270432514,971.75
0.3528,1001.88156955803,1008.1309163497,1018.33333333333
0.348,1010.60968249241,1079.58205549297,981.5
0.3432,1051.34087618616,1028.7847612583,1031.33333333333
0.3384,995.533851060306,961.241106286919,998.833333333333
0.3336,1024.09858430008,1035.48330555298,965.25
0.3288,965.646676466838,1014.82946064438,979.333333333333
0.324,999.765663392124,1020.41158088995,1007.5
0.3192,1000.2946399336,994.733827760331,1178.66666666667
0.3144,1018.54433061457,1039.94900174944,1061.66666666667
0.3096,1043.67071633474,1019.29515684083,989.083333333333
0.3048,1008.4937763265,1019.85336886539,955.5
0.3,1011.13865903389,996.966675858558,989.083333333333
0.2952,1049.22497002025,1031.57582138108,1020.5
0.2904,1060.86245393275,1087.95523586133,1040
0.2856,1042.34827498105,1032.6922454302,1057.33333333333
0.2808,1045.52213422991,1048.88039414235,1036.75
0.276,1053.72127062281,999.757735981342,1063.83333333333
0.2712,1016.16393617792,961.799318311476,997.75
0.2664,1051.86985272764,996.408463834001,1023.75
0.2616,982.309437523373,1062.27748273171,1007.5
0.2568,1026.47897873673,1080.14026751753,1036.75
0.252,1028.3303966319,1049.99681819146,967.416666666667
0.2472,1033.0911855052,1082.37311561576,946.833333333333
0.2424,973.845812859736,1028.22654923374,1030.25
0.2376,986.541249855192,1061.71927070715,958.75
0.2328,1002.93952264099,1075.67457132108,1043.25
0.228,1043.93520460548,1031.57582138108,994.5
0.2232,996.062827601783,1070.09245107551,1126.66666666667
0.2184,1049.48945829099,1057.2535745107,1021.58333333333
0.2136,1019.86677196826,991.384555612989,1010.75
0.2088,1003.46849918247,1000.87416003046,1003.16666666667
0.204,1029.38834971485,1063.95211880538,1077.91666666667
0.1992,1027.00795527821,1025.43548911096,1015.08333333333
0.1944,1010.34519422167,1044.41469794589,1008.58333333333
0.1896,984.689831960021,983.011375244636,1101.75
0.1848,974.903765942691,1003.10700812868,1001
0.18,1033.0911855052,1045.53112199501,990.166666666667
0.1752,1021.71818986343,1019.29515684083,1058.41666666667
0.1704,1016.6929127194,1075.11635929652,902.416666666667
0.1656,1025.42102565377,1098.00305230335,1048.66666666667
0.1608,1019.60228369752,1028.22654923374,1081.16666666667
0.156,1000.03015166286,1001.99058407957,937.083333333333
0.1512,998.70771030917,979.103891072738,920.833333333333
0.1464,1044.46418114696,1043.29827389678,952.25
0.1416,1071.97096130378,1075.67457132108,1048.66666666667
0.1368,1048.43150520804,1007.01449230058,964.166666666667
0.132,1059.27552430832,1057.2535745107,972.833333333333
0.1272,1078.31867980151,1022.08621696362,955.5
0.1224,1064.30080145236,1017.06230874261,1067.08333333333
0.1176,1093.65899950435,1028.22654923374,1021.58333333333
0.1128,1020.131260239,1050.55503021602,939.25
0.108,1029.38834971485,1083.48953966487,1061.66666666667
0.1032,1054.25024716429,1097.44484027879,984.75
0.0984,1008.75826459724,1111.40014089272,989.083333333333
0.0936,1050.28292310321,976.312830949954,995.583333333333
0.0888,1040.49685708588,1031.57582138108,982.583333333333
0.084000000000001,1021.45370159269,1052.78787831424,876.416666666667
0.0792,1029.38834971485,1043.29827389678,1035.66666666667
0.0744,1019.07330715605,1043.29827389678,1056.25
0.0696,1060.86245393275,1065.0685428545,980.416666666667
0.0648,1065.88773107679,1072.88351119829,1071.41666666667
0.060000000000001,1044.7286694177,1062.27748273171,1049.75
0.0552,1048.43150520804,1072.32529917373,969.583333333333
0.0504,1010.08070595093,1132.61219782588,1109.33333333333
0.0456,1053.98575889355,1016.50409671805,938.166666666667
0.0408,1034.94260340037,986.360647391978,1050.83333333333
0.036000000000001,983.102902335589,1033.25045745475,1066
0.0312,1029.91732625633,1049.4386061669,929.5
0.0264,1029.65283798559,986.918859416534,980.416666666667
0.0216,1052.13434099838,1028.7847612583,991.25
0.0168,1005.31991707764,1018.73694481628,964.166666666667
0.012000000000001,1010.34519422167,1019.85336886539,973.916666666667
0.0072,1053.45678235207,1021.52800493906,1034.58333333333
0.0024,1046.05111077139,1068.41781500184,937.083333333333
