 # E,10 eV,1201
-0.005,10000300,
0.005,10000300,
0.015,8387030,
0.025,8225890,
0.035,8123410,
0.045,8047470,
0.055,7986440,
0.065,7935150,
0.075,7890460,
0.085,7851230,
0.095,7815740,
0.105,7783260,
0.115,7754080,
0.125,7727460,
0.135,7702870,
0.145,7680430,
0.155,7659640,
0.165,7640670,
0.175,7622240,
0.185,7604730,
0.195,7588210,
0.205,7572680,
0.215,7557590,
0.225,7543050,
0.235,7529060,
0.245,7515380,
0.255,7502100,
0.265,7488900,
0.275,7476230,
0.285,7463900,
0.295,7451720,
0.305,7439870,
0.315,7428040,
0.325,7416700,
0.335,7405210,
0.345,7394220,
0.355,7383610,
0.365,7373060,
0.375,7362760,
0.385,7352450,
0.395,7342600,
0.405,7332650,
0.415,7323030,
0.425,7313240,
0.435,7303770,
0.445,7294350,
0.455,7284940,
0.465,7275630,
0.475,7266700,
0.485,7257600,
0.495,7248680,
0.505,7239580,
0.515,7230830,
0.525,7222070,
0.535,7213320,
0.545,7204560,
0.555,7195840,
0.565,7187170,
0.575,7178620,
0.585,7170060,
0.595,7161380,
0.605,7152810,
0.615,7144380,
0.625,7135900,
0.635,7127550,
0.645,7119150,
0.655,7110760,
0.665,7102490,
0.675,7094030,
0.685,7085640,
0.695,7077240,
0.705,7068970,
0.715,7060780,
0.725,7052600,
0.735,7044350,
0.745,7036120,
0.755,7028020,
0.765,7019860,
0.775,7011800,
0.785,7003930,
0.795,6995880,
0.805,6987900,
0.815,6979920,
0.825,6972060,
0.835,6963950,
0.845,6956090,
0.855,6948290,
0.865,6940430,
0.875,6932580,
0.885,6924780,
0.895,6916820,
0.905,6908780,
0.915,6901000,
0.925,6893270,
0.935,6885570,
0.945,6877680,
0.955,6870020,
0.965,6862100,
0.975,6854380,
0.985,6846630,
0.995,6838900,
1.005,6831300,
1.015,6823620,
1.025,6815880,
1.035,6808360,
1.045,6800860,
1.055,6793360,
1.065,6785840,
1.075,6778530,
1.085,6771040,
1.095,6763490,
1.105,6755940,
1.115,6748500,
1.125,6740990,
1.135,6733560,
1.145,6726060,
1.155,6718680,
1.165,6711330,
1.175,6703860,
1.185,6696540,
1.195,6689080,
1.205,6681710,
1.215,6674340,
1.225,6667130,
1.235,6659850,
1.245,6652610,
1.255,6645290,
1.265,6637940,
1.275,6630560,
1.285,6623330,
1.295,6616120,
1.305,6608920,
1.315,6601560,
1.325,6594250,
1.335,6587070,
1.345,6579880,
1.355,6572720,
1.365,6565500,
1.375,6558200,
1.385,6550860,
1.395,6543550,
1.405,6536300,
1.415,6529120,
1.425,6521910,
1.435,6514640,
1.445,6507560,
1.455,6500380,
1.465,6493120,
1.475,6485900,
1.485,6478850,
1.495,6471640,
1.505,6464420,
1.515,6457290,
1.525,6450270,
1.535,6443220,
1.545,6436110,
1.555,6429090,
1.565,6422040,
1.575,6414980,
1.585,6407930,
1.595,6400940,
1.605,6393890,
1.615,6386910,
1.625,6379960,
1.635,6372830,
1.645,6366060,
1.655,6359040,
1.665,6352070,
1.675,6345170,
1.685,6338270,
1.695,6331460,
1.705,6324570,
1.715,6317680,
1.725,6310730,
1.735,6303880,
1.745,6296980,
1.755,6290150,
1.765,6283320,
1.775,6276480,
1.785,6269640,
1.795,6262840,
1.805,6256040,
1.815,6249200,
1.825,6242350,
1.835,6235510,
1.845,6228820,
1.855,6221810,
1.865,6215120,
1.875,6208410,
1.885,6201540,
1.895,6194700,
1.905,6187950,
1.915,6181190,
1.925,6174280,
1.935,6167530,
1.945,6160880,
1.955,6154210,
1.965,6147550,
1.975,6140810,
1.985,6134220,
1.995,6127520,
2.005,6120920,
2.015,6114170,
2.025,6107530,
2.035,6100820,
2.045,6094080,
2.055,6087490,
2.065,6080950,
2.075,6074280,
2.085,6067720,
2.095,6061110,
2.105,6054380,
2.115,6047780,
2.125,6041180,
2.135,6034580,
2.145,6028100,
2.155,6021530,
2.165,6014840,
2.175,6008290,
2.185,6001730,
2.195,5995120,
2.205,5988750,
2.215,5982290,
2.225,5975800,
2.235,5969390,
2.245,5962770,
2.255,5956240,
2.265,5949710,
2.275,5943300,
2.285,5936890,
2.295,5930450,
2.305,5924100,
2.315,5917670,
2.325,5911110,
2.335,5904700,
2.345,5898350,
2.355,5891700,
2.365,5885450,
2.375,5879120,
2.385,5872670,
2.395,5866360,
2.405,5859930,
2.415,5853710,
2.425,5847470,
2.435,5841270,
2.445,5834910,
2.455,5828620,
2.465,5822380,
2.475,5816020,
2.485,5809850,
2.495,5803510,
2.505,5797420,
2.515,5791260,
2.525,5785080,
2.535,5778790,
2.545,5772760,
2.555,5766460,
2.565,5760280,
2.575,5754100,
2.585,5747840,
2.595,5741580,
2.605,5735430,
2.615,5729180,
2.625,5723110,
2.635,5716780,
2.645,5710590,
2.655,5704440,
2.665,5698280,
2.675,5692080,
2.685,5686020,
2.695,5679920,
2.705,5673840,
2.715,5667620,
2.725,5661380,
2.735,5655240,
2.745,5649080,
2.755,5643050,
2.765,5636900,
2.775,5630800,
2.785,5624650,
2.795,5618630,
2.805,5612500,
2.815,5606480,
2.825,5600440,
2.835,5594300,
2.845,5588180,
2.855,5582200,
2.865,5576030,
2.875,5570050,
2.885,5563950,
2.895,5557970,
2.905,5551820,
2.915,5545810,
2.925,5539730,
2.935,5533630,
2.945,5527550,
2.955,5521430,
2.965,5515420,
2.975,5509260,
2.985,5503250,
2.995,5497200,
3.005,5491140,
3.015,5485190,
3.025,5479070,
3.035,5473030,
3.045,5466940,
3.055,5460930,
3.065,5454950,
3.075,5448840,
3.085,5442760,
3.095,5436830,
3.105,5430810,
3.115,5424810,
3.125,5418830,
3.135,5412840,
3.145,5406880,
3.155,5400920,
3.165,5394920,
3.175,5388990,
3.185,5382970,
3.195,5377010,
3.205,5371180,
3.215,5365260,
3.225,5359370,
3.235,5353490,
3.245,5347350,
3.255,5341450,
3.265,5335450,
3.275,5329550,
3.285,5323540,
3.295,5317520,
3.305,5311670,
3.315,5305740,
3.325,5299800,
3.335,5293770,
3.345,5287870,
3.355,5282050,
3.365,5276120,
3.375,5270230,
3.385,5264180,
3.395,5258400,
3.405,5252600,
3.415,5246780,
3.425,5240890,
3.435,5235020,
3.445,5228940,
3.455,5223020,
3.465,5217300,
3.475,5211410,
