20.94	0
20.93	0
20.93	0
20.92	0
20.92	0
20.91	0
20.91	0
20.9	0
20.9	0
20.89	0
20.89	0
20.88	0
20.88	0
20.87	5
20.87	3
20.86	2
20.86	0
20.86	1
20.85	3
20.85	1
20.84	1
20.84	2
20.83	0
20.83	0
20.82	2
20.82	0
20.81	2
20.81	0
20.8	2
20.8	3
20.79	1
20.79	1
20.78	2
20.78	1
20.77	3
20.77	1
20.76	2
20.76	3
20.75	3
20.75	1
20.74	1
20.74	2
20.74	2
20.73	4
20.73	2
20.72	3
20.72	3
20.71	1
20.71	4
20.7	3
20.7	1
20.69	3
20.69	2
20.68	3
20.68	2
20.67	5
20.67	3
20.66	2
20.66	3
20.65	4
20.65	3
20.64	3
20.64	6
20.63	3
20.63	5
20.62	3
20.62	1
20.62	5
20.61	3
20.61	3
20.6	7
20.6	6
20.59	5
20.59	7
20.58	6
20.58	7
20.57	8
20.57	8
20.56	11
20.56	9
20.55	10
20.55	8
20.54	10
20.54	10
20.53	9
20.53	8
20.52	13
20.52	15
20.51	11
20.51	12
20.5	10
20.5	13
20.5	16
20.49	13
20.49	13
20.48	15
20.48	22
20.47	14
20.47	24
20.46	15
20.46	22
20.45	21
20.45	25
20.44	24
20.44	25
20.43	30
20.43	22
20.42	30
20.42	25
20.41	26
20.41	32
20.4	38
20.4	32
20.39	36
20.39	35
20.38	42
20.38	44
20.38	51
20.37	49
20.37	45
20.36	42
20.36	49
20.35	64
20.35	51
20.34	64
20.34	49
20.33	65
20.33	73
20.32	73
20.32	81
20.31	97
20.31	82
20.3	79
20.3	80
20.29	102
20.29	101
20.28	108
20.28	99
20.27	103
20.27	103
20.26	113
20.26	120
20.26	144
20.25	135
20.25	136
20.24	159
20.24	152
20.23	184
20.23	188
20.22	187
20.22	180
20.21	190
20.21	188
20.2	202
20.2	235
20.19	247
20.19	236
20.18	226
20.18	238
20.17	286
20.17	286
20.16	305
20.16	360
20.15	307
20.15	321
20.14	346
20.14	379
20.14	413
20.13	448
20.13	443
20.12	435
20.12	418
20.11	428
20.11	465
20.1	571
20.1	531
20.09	537
20.09	564
20.08	581
20.08	673
20.07	685
20.07	731
20.06	761
20.06	730
20.05	747
20.05	818
20.04	846
20.04	855
20.03	915
20.03	896
20.02	953
20.02	998
20.02	1034
20.01	1111
20.01	1193
20	1156
20	1142
19.99	1215
19.99	1239
19.98	1316
19.98	1427
19.97	1413
19.97	1428
19.96	1421
19.96	1456
19.95	1574
19.95	1709
19.94	1771
19.94	1715
19.93	1716
19.93	1797
19.92	1932
19.92	1974
19.91	2002
19.91	2073
19.9	2090
19.9	2172
19.9	2158
19.89	2212
19.89	2358
19.88	2423
19.88	2420
19.87	2506
19.87	2540
19.86	2707
19.86	2752
19.85	2824
19.85	2843
19.84	2884
19.84	2847
19.83	2992
19.83	3040
19.82	3253
19.82	3200
19.81	3204
19.81	3233
19.8	3388
19.8	3396
19.79	3632
19.79	3517
19.78	3526
19.78	3620
19.78	3662
19.77	3789
19.77	3799
19.76	3924
19.76	3941
19.75	3933
19.75	3984
19.74	4056
19.74	4164
19.73	4243
19.73	4237
19.72	4269
19.72	4337
19.71	4430
19.71	4422
19.7	4503
19.7	4557
19.69	4561
19.69	4619
19.68	4513
19.68	4698
19.67	4771
19.67	4769
19.66	4794
19.66	4827
19.66	4880
19.65	4905
19.65	4985
19.64	5023
19.64	5048
19.63	5025
19.63	4987
19.62	5044
19.62	5210
19.61	5202
19.61	5260
19.6	5250
19.6	5279
19.59	5246
19.59	5295
19.58	5316
19.58	5310
19.57	5395
19.57	5382
19.56	5418
19.56	5512
19.55	5543
19.55	5547
19.54	5608
19.54	5578
19.54	5537
19.53	5623
19.53	5614
19.52	5675
19.52	5654
19.51	5713
19.51	5631
19.5	5670
19.5	5709
19.49	5720
19.49	5814
19.48	5794
19.48	5692
19.47	5769
19.47	5770
19.46	5874
19.46	5842
19.45	5769
19.45	5835
19.44	5935
19.44	5888
19.43	5895
19.43	5847
19.42	5928
19.42	5954
19.42	5912
19.41	5983
19.41	5948
19.4	5985
19.4	5942
19.39	5964
19.39	5972
19.38	6038
19.38	5968
19.37	5970
19.37	6015
19.36	5942
19.36	5935
19.35	6023
19.35	6008
19.34	5977
19.34	5992
19.33	6113
19.33	6074
19.32	5999
19.32	6067
19.31	6006
19.31	6062
19.3	6118
19.3	6041
19.3	6022
19.29	6149
19.29	6070
19.28	6046
19.28	6095
19.27	6126
19.27	6103
19.26	6135
19.26	6084
19.25	6088
19.25	6103
19.24	6150
19.24	6154
19.23	6170
19.23	6148
19.22	6168
19.22	6189
19.21	6154
19.21	6132
19.2	6120
19.2	6140
19.19	6179
19.19	6136
19.18	6167
19.18	6114
19.18	6198
19.17	6214
19.17	6195
19.16	6209
19.16	6162
19.15	6159
19.15	6150
19.14	6198
19.14	6208
19.13	6227
19.13	6256
19.12	6199
19.12	6186
19.11	6193
19.11	6246
19.1	6193
19.1	6112
19.09	6257
19.09	6165
19.08	6229
19.08	6180
19.07	6217
19.07	6191
19.06	6212
19.06	6202
19.06	6263
19.05	6238
19.05	6247
19.04	6236
19.04	6215
19.03	6223
19.03	6230
19.02	6251
19.02	6298
19.01	6255
19.01	6256
19	6247
19	6260
18.99	6234
18.99	6274
18.98	6225
18.98	6295
18.97	6248
18.97	6273
18.96	6280
18.96	6271
18.95	6233
18.95	6271
18.94	6268
18.94	6316
18.94	6267
18.93	6219
18.93	6207
18.92	6336
18.92	6287
18.91	6256
18.91	6290
18.9	6262
18.9	6305
18.89	6258
18.89	6272
18.88	6168
18.88	6267
18.87	6203
18.87	6332
18.86	6328
18.86	6248
18.85	6268
18.85	6262
18.84	6217
18.84	6182
18.83	6303
18.83	6274
18.82	6194
18.82	6208
18.82	6320
18.81	6238
18.81	6267
18.8	6245
18.8	6224
18.79	6198
18.79	6257
18.78	6215
18.78	6305
18.77	6200
18.77	6238
18.76	6306
18.76	6270
18.75	6349
18.75	6306
18.74	6195
18.74	6278
18.73	6203
18.73	6273
18.72	6223
18.72	6244
18.71	6297
18.71	6299
18.7	6243
18.7	6246
18.7	6262
18.69	6221
18.69	6304
18.68	6288
18.68	6244
18.67	6273
18.67	6190
18.66	6280
18.66	6256
18.65	6285
18.65	6238
18.64	6292
18.64	6277
18.63	6205
18.63	6265
18.62	6280
18.62	6317
18.61	6252
18.61	6301
18.6	6298
18.6	6249
18.59	6277
18.59	6303
18.58	6260
18.58	6302
18.58	6176
18.57	6210
18.57	6246
18.56	6268
18.56	6248
18.55	6277
18.55	6312
18.54	6273
18.54	6207
18.53	6279
18.53	6272
18.52	6268
18.52	6221
18.51	6265
18.51	6236
18.5	6300
18.5	6268
18.49	6282
18.49	6233
18.48	6307
18.48	6265
18.47	6300
18.47	6274
18.46	6298
18.46	6261
18.46	6246
18.45	6306
18.45	6274
18.44	6243
18.44	6251
18.43	6257
