1000,0.1596,0.698247234693039,0.002783165306961,0.0157696,54.5753
2000,0.1008,0.395194172232737,0.001873827767263,0.008932,55.7398
3000,0.0756,0.277876271194772,0.001440528805228,0.0062832,56.4866
5000,0.05124,0.175618374550634,0.001008425449366,0.0039732,57.351
10000,0.02884,0.093048428590445,0.000604851409555,0.00210672,58.1441
15000,0.020298664629635,0.065939665148077,0.000457916240642,0.001493606125309,58.0449
20000,0.01584601613055,0.051742659447529,0.000375640867488,0.00117239530361,57.9705
30000,0.01116887080651,0.036982195240619,0.000284930826933,0.000838319809291,57.7775
40000,0.008725699538204,0.029316273017774,0.00023512630665,0.000664755404026,57.5807
50000,0.007265009408979,0.024605703104889,0.000203376446149,0.000558077454113,57.4725
100000,0.004232533975164,0.014856340493199,0.000134115356036,0.000337208618285,57.0062
150000,0.003179889890038,0.011499557213992,0.000108944454024,0.000261131939362,56.6319
200000,0.002658841985212,0.009809721820964,9.60440348264418E-05,0.000222829088781,56.3867
300000,0.00214995688782,0.008139300299136,8.3327613787797E-05,0.000184967090066,56.078
400000,0.001910537174602,0.007331160613906,7.73809211279044E-05,0.000166654308559,55.9186
500000,0.001776161986021,0.006868325849883,7.41874670787059E-05,0.00015617105621,55.8277
1000000,0.001559737820866,0.006058708688893,7.00828617016342E-05,0.000137866476598,55.7679
1500000,0.001503590549885,0.005873486155327,7.05749671595828E-05,0.000133710986395,55.6996
2000000,0.001466494756035,0.005808374534976,7.16425735032026E-05,0.000132270323504,55.5416
3000000,0.001429998645485,0.005758780879711,7.36179638697404E-05,0.000131199155991,55.354
4000000,0.001408463864434,0.005724109169793,7.50006417416115E-05,0.000130450322959,55.2515
5000000,0.00139348715844,0.005718465028028,7.63423675349203E-05,0.000130353540595,55.1446
6000000,0.001382031669769,0.005714643259374,7.7447780342676E-05,0.000130292436476,55.0617
#E,Exc (e-20 m2),Ion-single (e-20 m2),K-shel_ion (e-20 m2),Ion-double (e-20 m2),(is+ik+exc)/idouble
