   deg    ;   DCS_1eV
 1.20E+02 ; 1.401084E-03
 1.21E+02 ; 1.367026E-03
 1.22E+02 ; 1.334066E-03
 1.23E+02 ; 1.302161E-03
 1.24E+02 ; 1.271267E-03
 1.25E+02 ; 1.241346E-03
 1.26E+02 ; 1.212359E-03
 1.27E+02 ; 1.184270E-03
 1.28E+02 ; 1.157045E-03
 1.29E+02 ; 1.130650E-03
 1.30E+02 ; 1.105055E-03
 1.31E+02 ; 1.080228E-03
 1.32E+02 ; 1.056141E-03
 1.33E+02 ; 1.032768E-03
 1.34E+02 ; 1.010080E-03
 1.35E+02 ; 9.880553E-04
 1.36E+02 ; 9.666673E-04
 1.37E+02 ; 9.458939E-04
 1.38E+02 ; 9.257132E-04
 1.39E+02 ; 9.061041E-04
 1.40E+02 ; 8.870465E-04
 1.41E+02 ; 8.685211E-04
 1.42E+02 ; 8.505095E-04
 1.43E+02 ; 8.329939E-04
 1.44E+02 ; 8.159573E-04
 1.45E+02 ; 7.993835E-04
 1.46E+02 ; 7.832568E-04
 1.47E+02 ; 7.675622E-04
 1.48E+02 ; 7.522853E-04
 1.49E+02 ; 7.374123E-04
 1.50E+02 ; 7.229299E-04
 1.51E+02 ; 7.088253E-04
 1.52E+02 ; 6.950864E-04
 1.53E+02 ; 6.817012E-04
 1.54E+02 ; 6.686584E-04
 1.55E+02 ; 6.559472E-04
 1.56E+02 ; 6.435571E-04
 1.57E+02 ; 6.314780E-04
 1.58E+02 ; 6.197001E-04
 1.59E+02 ; 6.082141E-04
 1.60E+02 ; 5.970111E-04
 1.61E+02 ; 5.860823E-04
 1.62E+02 ; 5.754193E-04
 1.63E+02 ; 5.650142E-04
 1.64E+02 ; 5.548592E-04
 1.65E+02 ; 5.449468E-04
 1.66E+02 ; 5.352698E-04
 1.67E+02 ; 5.258212E-04
 1.68E+02 ; 5.165943E-04
 1.69E+02 ; 5.075826E-04
 1.70E+02 ; 4.987799E-04
 1.71E+02 ; 4.901802E-04
 1.72E+02 ; 4.817776E-04
 1.73E+02 ; 4.735665E-04
 1.74E+02 ; 4.655415E-04
 1.75E+02 ; 4.576973E-04
 1.76E+02 ; 4.500288E-04
 1.77E+02 ; 4.425312E-04
 1.78E+02 ; 4.351997E-04
 1.79E+02 ; 4.280297E-04
 1.80E+02 ; 4.210168E-04
   deg    ;   DCS_10keV
 1.15E-01 ; 4.626836E+05
 1.20E-01 ; 4.004358E+05
 1.30E-01 ; 3.051515E+05
 1.40E-01 ; 2.372731E+05
 1.50E-01 ; 1.877255E+05
 2.00E-01 ; 7.068975E+04
 2.50E-01 ; 3.313957E+04
 3.00E-01 ; 1.784541E+04
 3.50E-01 ; 1.057407E+04
 4.00E-01 ; 6.719851E+03
 4.50E-01 ; 4.505021E+03
 5.00E-01 ; 3.150287E+03
 5.50E-01 ; 2.279407E+03
 6.00E-01 ; 1.696406E+03
 6.50E-01 ; 1.292743E+03
 7.00E-01 ; 1.005183E+03
 7.50E-01 ; 7.952804E+02
 8.00E-01 ; 6.387969E+02
 8.50E-01 ; 5.199673E+02
 9.00E-01 ; 4.282525E+02
 9.50E-01 ; 3.564360E+02
 1.00E+00 ; 2.994700E+02
 2.00E+00 ; 2.846796E+01
 3.00E+00 ; 7.186652E+00
 4.00E+00 ; 2.706198E+00
 5.00E+00 ; 1.268674E+00
 6.00E+00 ; 6.831716E-01
 7.00E+00 ; 4.048046E-01
 8.00E+00 ; 2.572544E-01
 9.00E+00 ; 1.724646E-01
 1.00E+01 ; 1.206016E-01
 1.10E+01 ; 8.726199E-02
 1.20E+01 ; 6.494309E-02
 1.30E+01 ; 4.948979E-02
 1.40E+01 ; 3.848120E-02
 1.50E+01 ; 3.044552E-02
 1.60E+01 ; 2.445490E-02
 1.70E+01 ; 1.990578E-02
 1.80E+01 ; 1.639468E-02
 1.90E+01 ; 1.364535E-02
 2.00E+01 ; 1.146453E-02
 2.10E+01 ; 9.714463E-03
 2.20E+01 ; 8.295227E-03
 2.30E+01 ; 7.133247E-03
 2.40E+01 ; 6.173566E-03
 2.50E+01 ; 5.374610E-03
 2.60E+01 ; 4.704557E-03
 2.70E+01 ; 4.138789E-03
 2.80E+01 ; 3.658068E-03
 2.90E+01 ; 3.247223E-03
 3.00E+01 ; 2.894187E-03
 3.10E+01 ; 2.589288E-03
 3.20E+01 ; 2.324711E-03
 3.30E+01 ; 2.094105E-03
 3.40E+01 ; 1.892266E-03
 3.50E+01 ; 1.714913E-03
 3.60E+01 ; 1.558498E-03
 3.70E+01 ; 1.420065E-03
 3.80E+01 ; 1.297143E-03
 3.90E+01 ; 1.187651E-03
 4.00E+01 ; 1.089832E-03
 4.10E+01 ; 1.002194E-03
 4.20E+01 ; 9.234682E-04
 4.30E+01 ; 8.525658E-04
 4.40E+01 ; 7.885540E-04
 4.50E+01 ; 7.306288E-04
 4.60E+01 ; 6.780949E-04
 4.70E+01 ; 6.303490E-04
 4.80E+01 ; 5.868665E-04
 4.90E+01 ; 5.471893E-04
 5.00E+01 ; 5.109167E-04
 5.10E+01 ; 4.776970E-04
 5.20E+01 ; 4.472207E-04
 5.30E+01 ; 4.192149E-04
 5.40E+01 ; 3.934381E-04
 5.50E+01 ; 3.696766E-04
 5.60E+01 ; 3.477402E-04
 5.70E+01 ; 3.274599E-04
 5.80E+01 ; 3.086848E-04
 5.90E+01 ; 2.912800E-04
 6.00E+01 ; 2.751248E-04
 6.10E+01 ; 2.601108E-04
 6.20E+01 ; 2.461407E-04
 6.30E+01 ; 2.331267E-04
 6.40E+01 ; 2.209898E-04
 6.50E+01 ; 2.096585E-04
 6.60E+01 ; 1.990680E-04
 6.70E+01 ; 1.891600E-04
 6.80E+01 ; 1.798811E-04
 6.90E+01 ; 1.711830E-04
 7.00E+01 ; 1.630217E-04
 7.10E+01 ; 1.553571E-04
 7.20E+01 ; 1.481526E-04
 7.30E+01 ; 1.413748E-04
 7.40E+01 ; 1.349931E-04
 7.50E+01 ; 1.289793E-04
 7.60E+01 ; 1.233079E-04
 7.70E+01 ; 1.179552E-04
 7.80E+01 ; 1.128995E-04
 7.90E+01 ; 1.081208E-04
 8.00E+01 ; 1.036007E-04
 8.10E+01 ; 9.932228E-05
 8.20E+01 ; 9.526980E-05
 8.30E+01 ; 9.142883E-05
 8.40E+01 ; 8.778597E-05
 8.50E+01 ; 8.432882E-05
 8.60E+01 ; 8.104590E-05
 8.70E+01 ; 7.792655E-05
 8.80E+01 ; 7.496087E-05
 8.90E+01 ; 7.213968E-05
 9.00E+01 ; 6.945443E-05
 9.10E+01 ; 6.689717E-05
 9.20E+01 ; 6.446049E-05
 9.30E+01 ; 6.213749E-05
 9.40E+01 ; 5.992171E-05
 9.50E+01 ; 5.780716E-05
 9.60E+01 ; 5.578821E-05
 9.70E+01 ; 5.385961E-05
 9.80E+01 ; 5.201646E-05
 9.90E+01 ; 5.025413E-05
 1.00E+02 ; 4.856834E-05
 1.01E+02 ; 4.695504E-05
 1.02E+02 ; 4.541044E-05
 1.03E+02 ; 4.393098E-05
 1.04E+02 ; 4.251333E-05
 1.05E+02 ; 4.115434E-05
 1.06E+02 ; 3.985106E-05
 1.07E+02 ; 3.860071E-05
 1.08E+02 ; 3.740069E-05
 1.09E+02 ; 3.624852E-05
 1.10E+02 ; 3.514189E-05
 1.11E+02 ; 3.407860E-05
 1.12E+02 ; 3.305659E-05
 1.13E+02 ; 3.207391E-05
 1.14E+02 ; 3.112872E-05
 1.15E+02 ; 3.021928E-05
 1.16E+02 ; 2.934394E-05
 1.17E+02 ; 2.850114E-05
 1.18E+02 ; 2.768942E-05
 1.19E+02 ; 2.690737E-05
 1.20E+02 ; 2.615369E-05
 1.21E+02 ; 2.542710E-05
 1.22E+02 ; 2.472644E-05
 1.23E+02 ; 2.405057E-05
 1.24E+02 ; 2.339842E-05
 1.25E+02 ; 2.276899E-05
 1.26E+02 ; 2.216130E-05
 1.27E+02 ; 2.157444E-05
 1.28E+02 ; 2.100755E-05
 1.29E+02 ; 2.045979E-05
 1.30E+02 ; 1.993038E-05
 1.31E+02 ; 1.941857E-05
 1.32E+02 ; 1.892364E-05
 1.33E+02 ; 1.844492E-05
 1.34E+02 ; 1.798177E-05
 1.35E+02 ; 1.753356E-05
 1.36E+02 ; 1.709970E-05
 1.37E+02 ; 1.667965E-05
 1.38E+02 ; 1.627285E-05
 1.39E+02 ; 1.587881E-05
 1.40E+02 ; 1.549703E-05
 1.41E+02 ; 1.512705E-05
 1.42E+02 ; 1.476843E-05
 1.43E+02 ; 1.442073E-05
 1.44E+02 ; 1.408356E-05
 1.45E+02 ; 1.375653E-05
 1.46E+02 ; 1.343926E-05
 1.47E+02 ; 1.313139E-05
 1.48E+02 ; 1.283260E-05
 1.49E+02 ; 1.254255E-05
 1.50E+02 ; 1.226093E-05
 1.51E+02 ; 1.198744E-05
 1.52E+02 ; 1.172180E-05
 1.53E+02 ; 1.146372E-05
 1.54E+02 ; 1.121296E-05
 1.55E+02 ; 1.096925E-05
 1.56E+02 ; 1.073236E-05
 1.57E+02 ; 1.050204E-05
 1.58E+02 ; 1.027809E-05
 1.59E+02 ; 1.006028E-05
 1.60E+02 ; 9.848406E-06
 1.61E+02 ; 9.642274E-06
 1.62E+02 ; 9.441692E-06
 1.63E+02 ; 9.246479E-06
 1.64E+02 ; 9.056459E-06
 1.65E+02 ; 8.871464E-06
 1.66E+02 ; 8.691332E-06
 1.67E+02 ; 8.515906E-06
 1.68E+02 ; 8.345037E-06
 1.69E+02 ; 8.178581E-06
 1.70E+02 ; 8.016397E-06
 1.71E+02 ; 7.858352E-06
 1.72E+02 ; 7.704318E-06
 1.73E+02 ; 7.554170E-06
 1.74E+02 ; 7.407789E-06
 1.75E+02 ; 7.265059E-06
 1.76E+02 ; 7.125868E-06
 1.77E+02 ; 6.990111E-06
 1.78E+02 ; 6.857683E-06
 1.79E+02 ; 6.728484E-06
 1.80E+02 ; 6.602420E-06
 	  ;
 	  ;
 	  ;
 	  ;
 	  ;
    deg   ;   DCS_100keV
 4.80E-02 ; 1.330140E+06
 5.00E-02 ; 1.139895E+06
 6.00E-02 ; 5.721114E+05
 7.00E-02 ; 3.194146E+05
 8.00E-02 ; 1.927912E+05
 9.00E-02 ; 1.235035E+05
 1.00E-01 ; 8.292214E+04
 1.50E-01 ; 1.790067E+04
 2.00E-01 ; 6.032205E+03
 2.50E-01 ; 2.594533E+03
 3.00E-01 ; 1.302192E+03
 3.50E-01 ; 7.270248E+02
 4.00E-01 ; 4.388152E+02
 4.50E-01 ; 2.811085E+02
 5.00E-01 ; 1.887404E+02
 5.50E-01 ; 1.316313E+02
 6.00E-01 ; 9.472849E+01
 6.50E-01 ; 6.999147E+01
 7.00E-01 ; 5.288772E+01
 7.50E-01 ; 4.074402E+01
 8.00E-01 ; 3.192179E+01
 8.50E-01 ; 2.538268E+01
 9.00E-01 ; 2.044935E+01
 9.50E-01 ; 1.666854E+01
 1.00E+00 ; 1.373000E+01
 2.00E+00 ; 9.987944E-01
 3.00E+00 ; 2.156130E-01
 4.00E+00 ; 7.265771E-02
 5.00E+00 ; 3.125107E-02
 6.00E+00 ; 1.568486E-02
 7.00E+00 ; 8.756989E-03
 8.00E+00 ; 5.285514E-03
 9.00E+00 ; 3.385942E-03
 1.00E+01 ; 2.273372E-03
 1.10E+01 ; 1.585494E-03
 1.20E+01 ; 1.141001E-03
 1.30E+01 ; 8.430449E-04
 1.40E+01 ; 6.370308E-04
 1.50E+01 ; 4.907603E-04
 1.60E+01 ; 3.844969E-04
 1.70E+01 ; 3.057335E-04
 1.80E+01 ; 2.463117E-04
 1.90E+01 ; 2.007720E-04
 2.00E+01 ; 1.653773E-04
 2.10E+01 ; 1.375179E-04
 2.20E+01 ; 1.153374E-04
 2.30E+01 ; 9.749393E-05
 2.40E+01 ; 8.300262E-05
 2.50E+01 ; 7.113107E-05
 2.60E+01 ; 6.132764E-05
 2.70E+01 ; 5.317214E-05
 2.80E+01 ; 4.634106E-05
 2.90E+01 ; 4.058295E-05
 3.00E+01 ; 3.570056E-05
 3.10E+01 ; 3.153784E-05
 3.20E+01 ; 2.797038E-05
 3.30E+01 ; 2.489827E-05
 3.40E+01 ; 2.224071E-05
 3.50E+01 ; 1.993192E-05
 3.60E+01 ; 1.791805E-05
 3.70E+01 ; 1.615473E-05
 3.80E+01 ; 1.460524E-05
 3.90E+01 ; 1.323900E-05
 4.00E+01 ; 1.203044E-05
 4.10E+01 ; 1.095808E-05
 4.20E+01 ; 1.000379E-05
 4.30E+01 ; 9.152216E-06
 4.40E+01 ; 8.390270E-06
 4.50E+01 ; 7.706798E-06
 4.60E+01 ; 7.092235E-06
 4.70E+01 ; 6.538355E-06
 4.80E+01 ; 6.038059E-06
 4.90E+01 ; 5.585205E-06
 5.00E+01 ; 5.174459E-06
 5.10E+01 ; 4.801176E-06
 5.20E+01 ; 4.461304E-06
 5.30E+01 ; 4.151293E-06
 5.40E+01 ; 3.868029E-06
 5.50E+01 ; 3.608770E-06
 5.60E+01 ; 3.371099E-06
 5.70E+01 ; 3.152881E-06
 5.80E+01 ; 2.952223E-06
 5.90E+01 ; 2.767445E-06
 6.00E+01 ; 2.597052E-06
 6.10E+01 ; 2.439711E-06
 6.20E+01 ; 2.294233E-06
 6.30E+01 ; 2.159553E-06
 6.40E+01 ; 2.034717E-06
 6.50E+01 ; 1.918868E-06
 6.60E+01 ; 1.811235E-06
 6.70E+01 ; 1.711124E-06
 6.80E+01 ; 1.617909E-06
 6.90E+01 ; 1.531024E-06
 7.00E+01 ; 1.449956E-06
 7.10E+01 ; 1.374240E-06
 7.20E+01 ; 1.303455E-06
 7.30E+01 ; 1.237219E-06
 7.40E+01 ; 1.175182E-06
 7.50E+01 ; 1.117027E-06
 7.60E+01 ; 1.062464E-06
 7.70E+01 ; 1.011228E-06
 7.80E+01 ; 9.630766E-07
 7.90E+01 ; 9.177882E-07
 8.00E+01 ; 8.751596E-07
 8.10E+01 ; 8.350042E-07
 8.20E+01 ; 7.971505E-07
 8.30E+01 ; 7.614410E-07
 8.40E+01 ; 7.277304E-07
 8.50E+01 ; 6.958851E-07
 8.60E+01 ; 6.657817E-07
 8.70E+01 ; 6.373063E-07
 8.80E+01 ; 6.103536E-07
 8.90E+01 ; 5.848263E-07
 9.00E+01 ; 5.606342E-07
 9.10E+01 ; 5.376938E-07
 9.20E+01 ; 5.159276E-07
 9.30E+01 ; 4.952637E-07
 9.40E+01 ; 4.756353E-07
 9.50E+01 ; 4.569804E-07
 9.60E+01 ; 4.392411E-07
 9.70E+01 ; 4.223637E-07
 9.80E+01 ; 4.062980E-07
 9.90E+01 ; 3.909973E-07
 1.00E+02 ; 3.764181E-07
 1.01E+02 ; 3.625195E-07
 1.02E+02 ; 3.492635E-07
 1.03E+02 ; 3.366146E-07
 1.04E+02 ; 3.245394E-07
 1.05E+02 ; 3.130068E-07
 1.06E+02 ; 3.019875E-07
 1.07E+02 ; 2.914543E-07
 1.08E+02 ; 2.813813E-07
 1.09E+02 ; 2.717446E-07
 1.10E+02 ; 2.625214E-07
 1.11E+02 ; 2.536905E-07
 1.12E+02 ; 2.452320E-07
 1.13E+02 ; 2.371269E-07
 1.14E+02 ; 2.293576E-07
 1.15E+02 ; 2.219075E-07
 1.16E+02 ; 2.147607E-07
 1.17E+02 ; 2.079025E-07
 1.18E+02 ; 2.013189E-07
 1.19E+02 ; 1.949967E-07
 1.20E+02 ; 1.889236E-07
 1.21E+02 ; 1.830876E-07
 1.22E+02 ; 1.774777E-07
 1.23E+02 ; 1.720835E-07
 1.24E+02 ; 1.668949E-07
 1.25E+02 ; 1.619025E-07
 1.26E+02 ; 1.570975E-07
 1.27E+02 ; 1.524714E-07
 1.28E+02 ; 1.480163E-07
 1.29E+02 ; 1.437245E-07
 1.30E+02 ; 1.395888E-07
 1.31E+02 ; 1.356025E-07
 1.32E+02 ; 1.317590E-07
 1.33E+02 ; 1.280523E-07
 1.34E+02 ; 1.244764E-07
 1.35E+02 ; 1.210259E-07
 1.36E+02 ; 1.176955E-07
 1.37E+02 ; 1.144801E-07
 1.38E+02 ; 1.113749E-07
 1.39E+02 ; 1.083756E-07
 1.40E+02 ; 1.054776E-07
 1.41E+02 ; 1.026769E-07
 1.42E+02 ; 9.996968E-08
 1.43E+02 ; 9.735202E-08
 1.44E+02 ; 9.482043E-08
 1.45E+02 ; 9.237152E-08
 1.46E+02 ; 9.000204E-08
 1.47E+02 ; 8.770890E-08
 1.48E+02 ; 8.548914E-08
 1.49E+02 ; 8.333995E-08
 1.50E+02 ; 8.125862E-08
 1.51E+02 ; 7.924259E-08
 1.52E+02 ; 7.728939E-08
 1.53E+02 ; 7.539668E-08
 1.54E+02 ; 7.356219E-08
 1.55E+02 ; 7.178379E-08
 1.56E+02 ; 7.005940E-08
 1.57E+02 ; 6.838706E-08
 1.58E+02 ; 6.676488E-08
 1.59E+02 ; 6.519105E-08
 1.60E+02 ; 6.366384E-08
 1.61E+02 ; 6.218160E-08
 1.62E+02 ; 6.074272E-08
 1.63E+02 ; 5.934569E-08
 1.64E+02 ; 5.798904E-08
 1.65E+02 ; 5.667137E-08
 1.66E+02 ; 5.539133E-08
 1.67E+02 ; 5.414764E-08
 1.68E+02 ; 5.293904E-08
 1.69E+02 ; 5.176436E-08
 1.70E+02 ; 5.062245E-08
 1.71E+02 ; 4.951220E-08
 1.72E+02 ; 4.843256E-08
 1.73E+02 ; 4.738252E-08
 1.74E+02 ; 4.636111E-08
 1.75E+02 ; 4.536737E-08
 1.76E+02 ; 4.440042E-08
 1.77E+02 ; 4.345938E-08
 1.78E+02 ; 4.254343E-08
 1.79E+02 ; 4.165174E-08
 1.80E+02 ; 4.078356E-08
 	  ;
 	  ;
    deg   ;    DCS_1MeV
 1.50E-02 ; 3.556805E+06
 2.00E-02 ; 1.143014E+06
 3.00E-02 ; 2.307787E+05
 4.00E-02 ; 7.416303E+04
 5.00E-02 ; 3.074543E+04
 1.00E-01 ; 1.994877E+03
 1.50E-01 ; 4.027727E+02
 2.00E-01 ; 1.294350E+02
 2.50E-01 ; 5.365929E+01
 3.00E-01 ; 2.613339E+01
 3.50E-01 ; 1.422406E+01
 4.00E-01 ; 8.398224E+00
 4.50E-01 ; 5.276423E+00
 5.00E-01 ; 3.481613E+00
 5.50E-01 ; 2.390259E+00
 6.00E-01 ; 1.695631E+00
 6.50E-01 ; 1.236403E+00
 7.00E-01 ; 9.229100E-01
 7.50E-01 ; 7.029500E-01
 8.00E-01 ; 5.449079E-01
 8.50E-01 ; 4.289722E-01
 9.00E-01 ; 3.423539E-01
 9.50E-01 ; 2.765787E-01
 1.00E+00 ; 2.259000E-01
 2.00E+00 ; 1.465722E-02
 3.00E+00 ; 2.959346E-03
 4.00E+00 ; 9.510153E-04
 5.00E+00 ; 3.942580E-04
 6.00E+00 ; 1.920133E-04
 7.00E+00 ; 1.045103E-04
 8.00E+00 ; 6.170539E-05
 9.00E+00 ; 3.876816E-05
 1.00E+01 ; 2.558092E-05
 1.10E+01 ; 1.756227E-05
 1.20E+01 ; 1.245853E-05
 1.30E+01 ; 9.084389E-06
 1.40E+01 ; 6.781019E-06
 1.50E+01 ; 5.164878E-06
 1.60E+01 ; 4.003674E-06
 1.70E+01 ; 3.151844E-06
 1.80E+01 ; 2.515422E-06
 1.90E+01 ; 2.032144E-06
 2.00E+01 ; 1.659785E-06
 2.10E+01 ; 1.369111E-06
 2.20E+01 ; 1.139505E-06
 2.30E+01 ; 9.561767E-07
 2.40E+01 ; 8.083560E-07
 2.50E+01 ; 6.880895E-07
 2.60E+01 ; 5.894288E-07
 2.70E+01 ; 5.078726E-07
 2.80E+01 ; 4.399776E-07
 2.90E+01 ; 3.830837E-07
 3.00E+01 ; 3.351164E-07
 3.10E+01 ; 2.944441E-07
 3.20E+01 ; 2.597732E-07
 3.30E+01 ; 2.300701E-07
 3.40E+01 ; 2.045033E-07
 3.50E+01 ; 1.823995E-07
 3.60E+01 ; 1.632099E-07
 3.70E+01 ; 1.464846E-07
 3.80E+01 ; 1.318530E-07
 3.90E+01 ; 1.190077E-07
 4.00E+01 ; 1.076930E-07
 4.10E+01 ; 9.769472E-08
 4.20E+01 ; 8.883304E-08
 4.30E+01 ; 8.095612E-08
 4.40E+01 ; 7.393532E-08
 4.50E+01 ; 6.766119E-08
 4.60E+01 ; 6.204029E-08
 4.70E+01 ; 5.699254E-08
 4.80E+01 ; 5.244913E-08
 4.90E+01 ; 4.835067E-08
 5.00E+01 ; 4.464579E-08
 5.10E+01 ; 4.128994E-08
 5.20E+01 ; 3.824432E-08
 5.30E+01 ; 3.547510E-08
 5.40E+01 ; 3.295265E-08
 5.50E+01 ; 3.065102E-08
 5.60E+01 ; 2.854738E-08
 5.70E+01 ; 2.662159E-08
 5.80E+01 ; 2.485589E-08
 5.90E+01 ; 2.323454E-08
 6.00E+01 ; 2.174359E-08
 6.10E+01 ; 2.037064E-08
 6.20E+01 ; 1.910462E-08
 6.30E+01 ; 1.793570E-08
 6.40E+01 ; 1.685505E-08
 6.50E+01 ; 1.585477E-08
 6.60E+01 ; 1.492780E-08
 6.70E+01 ; 1.406776E-08
 6.80E+01 ; 1.326893E-08
 6.90E+01 ; 1.252615E-08
 7.00E+01 ; 1.183475E-08
 7.10E+01 ; 1.119053E-08
 7.20E+01 ; 1.058966E-08
 7.30E+01 ; 1.002869E-08
 7.40E+01 ; 9.504469E-09
 7.50E+01 ; 9.014143E-09
 7.60E+01 ; 8.555113E-09
 7.70E+01 ; 8.125008E-09
 7.80E+01 ; 7.721664E-09
 7.90E+01 ; 7.343104E-09
 8.00E+01 ; 6.987521E-09
 8.10E+01 ; 6.653257E-09
 8.20E+01 ; 6.338795E-09
 8.30E+01 ; 6.042742E-09
 8.40E+01 ; 5.763816E-09
 8.50E+01 ; 5.500841E-09
 8.60E+01 ; 5.252733E-09
 8.70E+01 ; 5.018492E-09
 8.80E+01 ; 4.797197E-09
 8.90E+01 ; 4.587998E-09
 9.00E+01 ; 4.390108E-09
 9.10E+01 ; 4.202801E-09
 9.20E+01 ; 4.025403E-09
 9.30E+01 ; 3.857291E-09
 9.40E+01 ; 3.697887E-09
 9.50E+01 ; 3.546654E-09
 9.60E+01 ; 3.403094E-09
 9.70E+01 ; 3.266742E-09
 9.80E+01 ; 3.137170E-09
 9.90E+01 ; 3.013975E-09
 1.00E+02 ; 2.896784E-09
 1.01E+02 ; 2.785249E-09
 1.02E+02 ; 2.679044E-09
 1.03E+02 ; 2.577867E-09
 1.04E+02 ; 2.481433E-09
 1.05E+02 ; 2.389479E-09
 1.06E+02 ; 2.301756E-09
 1.07E+02 ; 2.218032E-09
 1.08E+02 ; 2.138090E-09
 1.09E+02 ; 2.061727E-09
 1.10E+02 ; 1.988752E-09
 1.11E+02 ; 1.918985E-09
 1.12E+02 ; 1.852259E-09
 1.13E+02 ; 1.788416E-09
 1.14E+02 ; 1.727307E-09
 1.15E+02 ; 1.668793E-09
 1.16E+02 ; 1.612742E-09
 1.17E+02 ; 1.559031E-09
 1.18E+02 ; 1.507543E-09
 1.19E+02 ; 1.458169E-09
 1.20E+02 ; 1.410805E-09
 1.21E+02 ; 1.365353E-09
 1.22E+02 ; 1.321722E-09
 1.23E+02 ; 1.279825E-09
 1.24E+02 ; 1.239579E-09
 1.25E+02 ; 1.200906E-09
 1.26E+02 ; 1.163734E-09
 1.27E+02 ; 1.127993E-09
 1.28E+02 ; 1.093618E-09
 1.29E+02 ; 1.060545E-09
 1.30E+02 ; 1.028716E-09
 1.31E+02 ; 9.980761E-10
 1.32E+02 ; 9.685710E-10
 1.33E+02 ; 9.401510E-10
 1.34E+02 ; 9.127686E-10
 1.35E+02 ; 8.863784E-10
 1.36E+02 ; 8.609376E-10
 1.37E+02 ; 8.364054E-10
 1.38E+02 ; 8.127432E-10
 1.39E+02 ; 7.899140E-10
 1.40E+02 ; 7.678829E-10
 1.41E+02 ; 7.466165E-10
 1.42E+02 ; 7.260832E-10
 1.43E+02 ; 7.062528E-10
 1.44E+02 ; 6.870966E-10
 1.45E+02 ; 6.685872E-10
 1.46E+02 ; 6.506985E-10
 1.47E+02 ; 6.334057E-10
 1.48E+02 ; 6.166851E-10
 1.49E+02 ; 6.005141E-10
 1.50E+02 ; 5.848710E-10
 1.51E+02 ; 5.697353E-10
 1.52E+02 ; 5.550874E-10
 1.53E+02 ; 5.409085E-10
 1.54E+02 ; 5.271806E-10
 1.55E+02 ; 5.138866E-10
 1.56E+02 ; 5.010101E-10
 1.57E+02 ; 4.885355E-10
 1.58E+02 ; 4.764478E-10
 1.59E+02 ; 4.647326E-10
 1.60E+02 ; 4.533762E-10
 1.61E+02 ; 4.423655E-10
 1.62E+02 ; 4.316880E-10
 1.63E+02 ; 4.213315E-10
 1.64E+02 ; 4.112845E-10
 1.65E+02 ; 4.015360E-10
 1.66E+02 ; 3.920755E-10
 1.67E+02 ; 3.828926E-10
 1.68E+02 ; 3.739777E-10
 1.69E+02 ; 3.653215E-10
 1.70E+02 ; 3.569149E-10
 1.71E+02 ; 3.487494E-10
 1.72E+02 ; 3.408167E-10
 1.73E+02 ; 3.331089E-10
 1.74E+02 ; 3.256183E-10
 1.75E+02 ; 3.183377E-10
 1.76E+02 ; 3.112599E-10
 1.77E+02 ; 3.043783E-10
 1.78E+02 ; 2.976863E-10
 1.79E+02 ; 2.911777E-10
 1.80E+02 ; 2.848465E-10
 	  ;
 	  ;
 	  ;
    deg   ;  elDCS_10MeV
 6.00E-03 ; 1.629521E+06
 7.00E-03 ; 8.829711E+05
 8.00E-03 ; 5.193122E+05
 9.00E-03 ; 3.251601E+05
 1.00E-02 ; 2.139002E+05
 2.00E-02 ; 1.360244E+04
 3.00E-02 ; 2.714277E+03
 4.00E-02 ; 8.650132E+02
 5.00E-02 ; 3.562915E+02
 1.00E-01 ; 2.265746E+01
 1.50E-01 ; 4.521145E+00
 2.00E-01 ; 1.440844E+00
 2.50E-01 ; 5.934712E-01
 3.00E-01 ; 2.875108E-01
 3.50E-01 ; 1.557904E-01
 4.00E-01 ; 9.162685E-02
 4.50E-01 ; 5.737087E-02
 5.00E-01 ; 3.774031E-02
 5.50E-01 ; 2.583863E-02
 6.00E-01 ; 1.828352E-02
 6.50E-01 ; 1.330088E-02
 7.00E-01 ; 9.907099E-03
 7.50E-01 ; 7.530827E-03
 8.00E-01 ; 5.826778E-03
 8.50E-01 ; 4.579003E-03
 9.00E-01 ; 3.648356E-03
 9.50E-01 ; 2.942794E-03
 1.00E+00 ; 2.400000E-03
 2.00E+00 ; 1.526219E-04
 3.00E+00 ; 3.045469E-05
 4.00E+00 ; 9.705608E-06
 5.00E+00 ; 3.997656E-06
 6.00E+00 ; 1.936689E-06
 7.00E+00 ; 1.049413E-06
 8.00E+00 ; 6.172037E-07
 9.00E+00 ; 3.864535E-07
 1.00E+01 ; 2.542208E-07
 1.10E+01 ; 1.740505E-07
 1.20E+01 ; 1.231588E-07
 1.30E+01 ; 8.959554E-08
 1.40E+01 ; 6.673479E-08
 1.50E+01 ; 5.072808E-08
 1.60E+01 ; 3.924951E-08
 1.70E+01 ; 3.084443E-08
 1.80E+01 ; 2.457553E-08
 1.90E+01 ; 1.982283E-08
 2.00E+01 ; 1.616653E-08
 2.10E+01 ; 1.331648E-08
 2.20E+01 ; 1.106830E-08
 2.30E+01 ; 9.275623E-09
 2.40E+01 ; 7.831979E-09
 2.50E+01 ; 6.658857E-09
 2.60E+01 ; 5.697602E-09
 2.70E+01 ; 4.903885E-09
 2.80E+01 ; 4.243830E-09
 2.90E+01 ; 3.691298E-09
 3.00E+01 ; 3.225924E-09
 3.10E+01 ; 2.831708E-09
 3.20E+01 ; 2.495974E-09
 3.30E+01 ; 2.208606E-09
