   deg    ;   DCS_1eV
 3.40E+01 ; 1.961473E-09
 3.50E+01 ; 1.747997E-09
 3.60E+01 ; 1.562819E-09
 3.70E+01 ; 1.401552E-09
 3.80E+01 ; 1.260582E-09
 3.90E+01 ; 1.136918E-09
 4.00E+01 ; 1.028070E-09
 4.10E+01 ; 9.319560E-10
 4.20E+01 ; 8.468282E-10
 4.30E+01 ; 7.712126E-10
 4.40E+01 ; 7.038609E-10
 4.50E+01 ; 6.437118E-10
 4.60E+01 ; 5.898598E-10
 4.70E+01 ; 5.415296E-10
 4.80E+01 ; 4.980550E-10
 4.90E+01 ; 4.588617E-10
 5.00E+01 ; 4.234532E-10
 5.10E+01 ; 3.913990E-10
 5.20E+01 ; 3.623247E-10
 5.30E+01 ; 3.359036E-10
 5.40E+01 ; 3.118502E-10
 5.50E+01 ; 2.899142E-10
 5.60E+01 ; 2.698757E-10
 5.70E+01 ; 2.515409E-10
 5.80E+01 ; 2.347388E-10
 5.90E+01 ; 2.193181E-10
 6.00E+01 ; 2.051445E-10
 6.10E+01 ; 1.920990E-10
 6.20E+01 ; 1.800753E-10
 6.30E+01 ; 1.689789E-10
 6.40E+01 ; 1.587251E-10
 6.50E+01 ; 1.492384E-10
 6.60E+01 ; 1.404507E-10
 6.70E+01 ; 1.323012E-10
 6.80E+01 ; 1.247349E-10
 6.90E+01 ; 1.177026E-10
 7.00E+01 ; 1.111594E-10
 7.10E+01 ; 1.050653E-10
 7.20E+01 ; 9.938356E-11
 7.30E+01 ; 9.408120E-11
 7.40E+01 ; 8.912820E-11
 7.50E+01 ; 8.449727E-11
 7.60E+01 ; 8.016360E-11
 7.70E+01 ; 7.610454E-11
 7.80E+01 ; 7.229948E-11
 7.90E+01 ; 6.872955E-11
 8.00E+01 ; 6.537753E-11
 8.10E+01 ; 6.222763E-11
 8.20E+01 ; 5.926539E-11
 8.30E+01 ; 5.647754E-11
 8.40E+01 ; 5.385190E-11
 8.50E+01 ; 5.137726E-11
 8.60E+01 ; 4.904332E-11
 8.70E+01 ; 4.684057E-11
 8.80E+01 ; 4.476026E-11
 8.90E+01 ; 4.279430E-11
 9.00E+01 ; 4.093523E-11
 9.10E+01 ; 3.917614E-11
 9.20E+01 ; 3.751065E-11
 9.30E+01 ; 3.593283E-11
 9.40E+01 ; 3.443721E-11
 9.50E+01 ; 3.301869E-11
 9.60E+01 ; 3.167255E-11
 9.70E+01 ; 3.039440E-11
 9.80E+01 ; 2.918015E-11
 9.90E+01 ; 2.802601E-11
 1.00E+02 ; 2.692844E-11
 1.01E+02 ; 2.588414E-11
 1.02E+02 ; 2.489003E-11
 1.03E+02 ; 2.394325E-11
 1.04E+02 ; 2.304112E-11
 1.05E+02 ; 2.218113E-11
 1.06E+02 ; 2.136094E-11
 1.07E+02 ; 2.057835E-11
 1.08E+02 ; 1.983132E-11
 1.09E+02 ; 1.911793E-11
 1.10E+02 ; 1.843636E-11
 1.11E+02 ; 1.778493E-11
 1.12E+02 ; 1.716206E-11
 1.13E+02 ; 1.656625E-11
 1.14E+02 ; 1.599611E-11
 1.15E+02 ; 1.545031E-11
 1.16E+02 ; 1.492762E-11
 1.17E+02 ; 1.442688E-11
 1.18E+02 ; 1.394698E-11
 1.19E+02 ; 1.348689E-11
 1.20E+02 ; 1.304565E-11
 1.21E+02 ; 1.262232E-11
 1.22E+02 ; 1.221605E-11
 1.23E+02 ; 1.182601E-11
 1.24E+02 ; 1.145143E-11
 1.25E+02 ; 1.109159E-11
 1.26E+02 ; 1.074578E-11
 1.27E+02 ; 1.041337E-11
 1.28E+02 ; 1.009372E-11
 1.29E+02 ; 9.786268E-12
 1.30E+02 ; 9.490441E-12
 1.31E+02 ; 9.205721E-12
 1.32E+02 ; 8.931612E-12
 1.33E+02 ; 8.667642E-12
 1.34E+02 ; 8.413363E-12
 1.35E+02 ; 8.168353E-12
 1.36E+02 ; 7.932207E-12
 1.37E+02 ; 7.704544E-12
 1.38E+02 ; 7.485001E-12
 1.39E+02 ; 7.273231E-12
 1.40E+02 ; 7.068907E-12
 1.41E+02 ; 6.871717E-12
 1.42E+02 ; 6.681363E-12
 1.43E+02 ; 6.497562E-12
 1.44E+02 ; 6.320047E-12
 1.45E+02 ; 6.148560E-12
 1.46E+02 ; 5.982857E-12
 1.47E+02 ; 5.822705E-12
 1.48E+02 ; 5.667883E-12
 1.49E+02 ; 5.518179E-12
 1.50E+02 ; 5.373391E-12
 1.51E+02 ; 5.233327E-12
 1.52E+02 ; 5.097802E-12
 1.53E+02 ; 4.966641E-12
 1.54E+02 ; 4.839676E-12
 1.55E+02 ; 4.716748E-12
 1.56E+02 ; 4.597703E-12
 1.57E+02 ; 4.482394E-12
 1.58E+02 ; 4.370683E-12
 1.59E+02 ; 4.262434E-12
 1.60E+02 ; 4.157519E-12
 1.61E+02 ; 4.055817E-12
 1.62E+02 ; 3.957209E-12
 1.63E+02 ; 3.861584E-12
 1.64E+02 ; 3.768833E-12
 1.65E+02 ; 3.678854E-12
 1.66E+02 ; 3.591547E-12
 1.67E+02 ; 3.506818E-12
 1.68E+02 ; 3.424576E-12
 1.69E+02 ; 3.344734E-12
 1.70E+02 ; 3.267207E-12
 1.71E+02 ; 3.191917E-12
 1.72E+02 ; 3.118786E-12
 1.73E+02 ; 3.047740E-12
 1.74E+02 ; 2.978708E-12
 1.75E+02 ; 2.911622E-12
 1.76E+02 ; 2.846416E-12
 1.77E+02 ; 2.783027E-12
 1.78E+02 ; 2.721395E-12
 1.79E+02 ; 2.661463E-12
 1.80E+02 ; 2.603173E-12
