        #x(mm) ,            E_e- ,            E_e+ ,       EdepTotal ,Ed_Transportation ,No_e-_LeptsElastic ,Ed_e-_LeptsElastic ,No_e+_LeptsElastic ,Ed_e+_LeptsElastic ,No_e-_LeptsExcitRotat ,Ed_e-_LeptsExcitRotat ,No_e+_LeptsExcitRotat ,Ed_e+_LeptsExcitRotat ,No_e+_LeptsExcitVibrat ,Ed_e+_LeptsExcitVibrat ,No_e-_LeptsElectronicExcitation ,Ed_e-_LeptsElectronicExcitation ,No_e+_LeptsElectronicExcitation ,Ed_e+_LeptsElectronicExcitation ,No_e+_LeptsDissocNeutr ,Ed_e+_LeptsDissocNeutr ,No_e-_LeptsIonisationS ,Ed_e-_LeptsIonisationS ,No_e+_LeptsIonisationS ,Ed_e+_LeptsIonisationS ,No_e-_LeptsIonisationD ,Ed_e-_LeptsIonisationD ,No_e+_LeptsIonisationD ,Ed_e+_LeptsIonisationD ,No_e+_LeptsIonisationK ,Ed_e+_LeptsIonisationK ,No_e-_LeptsThermalisation ,Ed_e-_LeptsThermalisation ,No_e-_LeptsAttachment ,Ed_e-_LeptsAttachment ,No_e+_LeptsAnnihilation ,Ed_e+_LeptsAnnihilation ,No_e+_LeptsPositronium ,Ed_e+_LeptsPositronium ,        EdepAxis ,Seco_E_e+_LeptsPositronium ,
        0.005175 ,          414.19 ,          290026 ,     3.55371e+07 ,               0 ,     1.87732e+08 ,         44529.7 ,          240158 ,         327.167 ,     3.39033e+08 ,      3.9554e+06 ,          364045 ,         4247.34 ,            2540 ,         705.153 ,          263421 ,     2.52989e+06 ,            4748 ,         48715.2 ,          131920 ,     7.55871e+06 ,          422558 ,     5.32846e+06 ,          551937 ,     6.95993e+06 ,             565 ,         82310.1 ,           12182 ,     8.13077e+06 ,            2688 ,           94080 ,          888784 ,         7972.27 ,           76796 ,          572501 ,            1040 ,         260.877 ,            3759 ,          218241 ,         13569.9 ,               0 ,
        0.005225 ,         414.341 ,          282928 ,     3.29262e+07 ,               0 ,     1.74562e+08 ,         41427.2 ,          228155 ,         301.974 ,      3.1524e+08 ,     3.67779e+06 ,          356379 ,         4156.41 ,            2489 ,         698.197 ,          245159 ,     2.35727e+06 ,            4458 ,         45760.3 ,          124148 ,     7.03897e+06 ,          391878 ,     4.94158e+06 ,          516022 ,     6.50704e+06 ,             462 ,         66442.4 ,           11243 ,     7.41233e+06 ,            2319 ,           81165 ,          826870 ,         7408.78 ,           72224 ,          538980 ,            1047 ,         249.682 ,            3550 ,          204602 ,         12232.8 ,               0 ,
        0.005275 ,         414.285 ,          277110 ,     3.09528e+07 ,               0 ,     1.64042e+08 ,         38923.8 ,          215474 ,         281.125 ,     2.96207e+08 ,     3.45571e+06 ,          346992 ,         4048.36 ,            2525 ,         710.081 ,          229651 ,     2.20771e+06 ,            4407 ,         45209.4 ,          117021 ,     6.63767e+06 ,          367428 ,     4.63327e+06 ,          484851 ,     6.11397e+06 ,             479 ,         69123.3 ,           10676 ,     6.95871e+06 ,            2248 ,           78680 ,          776123 ,         6958.69 ,           68130 ,          507872 ,            1019 ,         237.948 ,            3358 ,          193745 ,          8548.7 ,               0 ,
        0.005325 ,          414.52 ,          278649 ,      2.8784e+07 ,               0 ,     1.53045e+08 ,         36335.3 ,          200471 ,         264.591 ,     2.76358e+08 ,     3.22421e+06 ,          311929 ,         3638.08 ,            2277 ,         642.761 ,          215588 ,     2.07086e+06 ,            4022 ,           41302 ,          108795 ,     6.19343e+06 ,          343173 ,     4.32741e+06 ,          453534 ,     5.71906e+06 ,             453 ,         66846.7 ,            9807 ,     6.35647e+06 ,            2084 ,           72940 ,          725767 ,         6514.99 ,           63298 ,          472976 ,             929 ,          288.36 ,            3153 ,          190774 ,         10465.8 ,               0 ,
        0.005375 ,         414.048 ,          275043 ,     2.70993e+07 ,               0 ,     1.44272e+08 ,         34228.6 ,          189275 ,         245.883 ,     2.60545e+08 ,     3.03972e+06 ,          296263 ,            3457 ,            2136 ,         606.673 ,          202430 ,      1.9456e+06 ,            3895 ,         40081.5 ,          102993 ,     5.82968e+06 ,          322629 ,     4.06835e+06 ,          426397 ,     5.37687e+06 ,             353 ,         53486.3 ,            9329 ,     6.00806e+06 ,            1946 ,           68110 ,          682599 ,         6117.48 ,           59467 ,          443996 ,             874 ,         238.621 ,            3034 ,          180477 ,         10615.4 ,               0 ,
        0.005425 ,         414.322 ,          272631 ,     2.54017e+07 ,               0 ,     1.35516e+08 ,         32159.4 ,          176380 ,         232.801 ,     2.44727e+08 ,     2.85519e+06 ,          277251 ,         3235.23 ,            1942 ,         537.806 ,          190166 ,     1.82623e+06 ,            3669 ,         37488.3 ,           96925 ,     5.48338e+06 ,          304726 ,     3.84259e+06 ,          399161 ,     5.03342e+06 ,             383 ,         56962.1 ,            8693 ,     5.57999e+06 ,            1846 ,           64610 ,          641253 ,         5746.16 ,           55987 ,          417564 ,             824 ,         170.657 ,            2878 ,          162203 ,         5420.21 ,               0 ,
        0.005475 ,         414.312 ,          266102 ,     2.36651e+07 ,               0 ,     1.26158e+08 ,         29936.2 ,          165117 ,          213.63 ,     2.27764e+08 ,     2.65725e+06 ,          269006 ,         3140.09 ,            1945 ,         564.739 ,          176800 ,     1.69888e+06 ,            3523 ,         36097.9 ,           90741 ,     5.11611e+06 ,          283229 ,     3.57152e+06 ,          371965 ,     4.69048e+06 ,             353 ,         52286.6 ,            8153 ,     5.18555e+06 ,            1761 ,           61635 ,          597192 ,         5350.55 ,           51856 ,          386587 ,             780 ,         191.481 ,            2810 ,          169318 ,         5979.36 ,               0 ,
        0.005525 ,         414.612 ,          267994 ,      2.1746e+07 ,               0 ,      1.1601e+08 ,         27538.2 ,          151193 ,         198.571 ,     2.09488e+08 ,     2.44403e+06 ,          238144 ,         2777.69 ,            1698 ,         480.755 ,          163308 ,     1.56888e+06 ,            3146 ,           32316 ,           83429 ,     4.74098e+06 ,          260693 ,     3.28734e+06 ,          342795 ,     4.32264e+06 ,             306 ,         46004.2 ,            7416 ,     4.71704e+06 ,            1583 ,           55405 ,          549345 ,         4926.98 ,           47964 ,          357715 ,             715 ,         178.113 ,            2464 ,          137577 ,         11219.1 ,               0 ,
        0.005575 ,         414.354 ,          266398 ,     2.02677e+07 ,               0 ,     1.07832e+08 ,         25587.3 ,          140372 ,         177.878 ,     1.94778e+08 ,     2.27242e+06 ,          220912 ,         2576.92 ,            1518 ,         439.194 ,          150654 ,     1.44844e+06 ,            3027 ,           31051 ,           77120 ,     4.43318e+06 ,          242278 ,     3.05513e+06 ,          318689 ,     4.01867e+06 ,             292 ,         43642.8 ,            7000 ,     4.40821e+06 ,            1459 ,           51065 ,          510957 ,         4593.62 ,           44492 ,          331756 ,             670 ,         198.494 ,            2371 ,          140607 ,         7564.23 ,               0 ,
        0.005625 ,         414.084 ,          259928 ,     1.88305e+07 ,               0 ,     1.00331e+08 ,         23808.6 ,          131995 ,         169.134 ,     1.81165e+08 ,     2.11362e+06 ,          212218 ,         2477.42 ,            1519 ,         434.594 ,          140316 ,     1.34819e+06 ,            2798 ,           28862 ,           72914 ,      4.1136e+06 ,          224476 ,     2.83064e+06 ,          296776 ,     3.74235e+06 ,             281 ,         41140.6 ,            6575 ,     4.10372e+06 ,            1320 ,           46200 ,          475024 ,         4262.77 ,           41110 ,          306339 ,             621 ,         155.059 ,            2220 ,          124546 ,         3700.44 ,               0 ,
        0.005675 ,         414.018 ,          252099 ,      1.7555e+07 ,               0 ,     9.36314e+07 ,         22216.5 ,          124607 ,         156.921 ,     1.69125e+08 ,     1.97314e+06 ,          209312 ,         2442.52 ,            1628 ,         455.153 ,          130905 ,     1.25865e+06 ,            2744 ,         28155.1 ,           68215 ,     3.85934e+06 ,          209075 ,     2.63644e+06 ,          277929 ,     3.50468e+06 ,             265 ,         40503.7 ,            6094 ,     3.77367e+06 ,            1182 ,           41370 ,          443297 ,         3981.18 ,           38659 ,          288274 ,             668 ,         150.692 ,            2098 ,          121349 ,         2887.09 ,               0 ,
        0.005725 ,         413.732 ,          249931 ,     1.62484e+07 ,               0 ,     8.69166e+07 ,         20615.9 ,          115867 ,         140.597 ,     1.56988e+08 ,     1.83155e+06 ,          194486 ,         2269.65 ,            1429 ,         414.512 ,          121758 ,     1.16925e+06 ,            2507 ,         25833.7 ,           63664 ,     3.57469e+06 ,          193885 ,     2.44489e+06 ,          257674 ,     3.24927e+06 ,             197 ,         29433.7 ,            5607 ,     3.47585e+06 ,            1109 ,           38815 ,          411463 ,         3696.39 ,           35986 ,          268004 ,             589 ,         123.724 ,            1961 ,          113514 ,         3501.59 ,               0 ,
        0.005775 ,         413.708 ,          251654 ,     1.49585e+07 ,               0 ,     7.96319e+07 ,         18885.7 ,          104381 ,         131.169 ,     1.43808e+08 ,     1.67778e+06 ,          171582 ,         2001.87 ,            1229 ,         342.943 ,          111190 ,     1.06852e+06 ,            2285 ,         23552.3 ,           58018 ,     3.31474e+06 ,          178256 ,     2.24781e+06 ,          235688 ,     2.97203e+06 ,             223 ,         33288.8 ,            5184 ,       3.205e+06 ,            1056 ,           36960 ,          377123 ,         3386.39 ,           32880 ,          245136 ,             525 ,         147.147 ,            1831 ,          108840 ,         5175.18 ,               0 ,
        0.005825 ,          413.87 ,          251981 ,     1.38331e+07 ,               0 ,     7.44802e+07 ,         17666.2 ,           97705 ,         121.753 ,     1.34491e+08 ,     1.56906e+06 ,          155093 ,         1809.31 ,            1108 ,         311.578 ,          104850 ,     1.00785e+06 ,            2255 ,         23363.9 ,           54171 ,     3.05163e+06 ,          167000 ,     2.10587e+06 ,          220992 ,     2.78671e+06 ,             188 ,         28400.8 ,            4674 ,     2.87231e+06 ,             968 ,           33880 ,          352613 ,         3158.67 ,           30866 ,          230571 ,             483 ,         147.997 ,            1741 ,          100230 ,         1734.35 ,               0 ,
        0.005875 ,          413.95 ,          240280 ,     1.25802e+07 ,               0 ,     6.81659e+07 ,         16171.7 ,           91594 ,         112.638 ,     1.23024e+08 ,      1.4353e+06 ,          161140 ,         1878.41 ,            1221 ,         349.369 ,           95223 ,          914706 ,            2097 ,         21476.3 ,           49356 ,     2.75451e+06 ,          151647 ,     1.91227e+06 ,          201024 ,     2.53491e+06 ,             192 ,         28087.8 ,            4342 ,     2.63297e+06 ,             892 ,           31220 ,          321699 ,         2884.44 ,           27762 ,          207184 ,             520 ,          136.81 ,            1561 ,         86063.8 ,         4798.98 ,               0 ,
        0.005925 ,         414.021 ,          247292 ,     1.15517e+07 ,               0 ,     6.20491e+07 ,         14722.8 ,           82578 ,          100.97 ,     1.12066e+08 ,      1.3074e+06 ,          134405 ,         1567.14 ,             990 ,          280.27 ,           86482 ,          830913 ,            1909 ,         19643.8 ,           45458 ,     2.60356e+06 ,          138610 ,     1.74787e+06 ,          183891 ,     2.31887e+06 ,             176 ,         24860.9 ,            3881 ,     2.37294e+06 ,             792 ,           27720 ,          293251 ,         2627.53 ,           25817 ,          192564 ,             419 ,          104.95 ,            1447 ,         85994.6 ,         1306.98 ,               0 ,
        0.005975 ,         413.545 ,          242170 ,     1.04853e+07 ,               0 ,     5.68761e+07 ,         13476.4 ,           75690 ,         92.9799 ,     1.02752e+08 ,     1.19875e+06 ,          127059 ,         1482.53 ,             992 ,         274.583 ,           79185 ,          761610 ,            1714 ,         17525.7 ,           41265 ,     2.32018e+06 ,          127580 ,     1.60878e+06 ,          167919 ,     2.11746e+06 ,             161 ,         24321.9 ,            3538 ,     2.14151e+06 ,             766 ,           26810 ,          268921 ,         2416.51 ,           23282 ,          173376 ,             378 ,         120.342 ,            1378 ,         77079.2 ,         2542.95 ,               0 ,
        0.006025 ,         414.032 ,          242478 ,     9.76262e+06 ,               0 ,     5.22436e+07 ,         12393.8 ,           69396 ,         83.9017 ,     9.43702e+07 ,     1.10102e+06 ,          113612 ,         1326.15 ,             833 ,         230.968 ,           73007 ,          701300 ,            1568 ,         16110.1 ,           38182 ,      2.1526e+06 ,          117285 ,     1.47896e+06 ,          154826 ,     1.95236e+06 ,             138 ,         19992.7 ,            3430 ,      2.0674e+06 ,             677 ,           23695 ,          247834 ,         2222.28 ,           21560 ,          160779 ,             351 ,          106.23 ,            1237 ,         72035.6 ,         2233.61 ,               0 ,
        0.006075 ,         413.855 ,          237910 ,     8.78709e+06 ,               0 ,     4.74625e+07 ,         11261.8 ,           63921 ,         74.3417 ,     8.57076e+07 ,          999903 ,          107510 ,         1255.18 ,             806 ,         230.163 ,           66712 ,          641441 ,            1471 ,         15015.5 ,           34887 ,     1.96153e+06 ,          106060 ,     1.33742e+06 ,          141226 ,     1.78086e+06 ,             124 ,         18477.8 ,            3008 ,     1.77963e+06 ,             617 ,           21595 ,          224815 ,         2021.57 ,           19830 ,          147888 ,             352 ,         68.3246 ,            1153 ,         68418.7 ,         3163.36 ,               0 ,
        0.006125 ,           413.9 ,          233785 ,     8.05979e+06 ,               0 ,      4.3677e+07 ,         10358.7 ,           58389 ,         69.1351 ,     7.88784e+07 ,          920228 ,          100522 ,          1173.1 ,             769 ,         218.894 ,           61318 ,          589223 ,            1307 ,         13410.2 ,           32164 ,     1.81537e+06 ,           97253 ,     1.22636e+06 ,          129544 ,     1.63355e+06 ,             114 ,           15861 ,            2736 ,     1.61728e+06 ,             546 ,           19110 ,          206467 ,         1850.65 ,           17860 ,          133537 ,             331 ,         76.9026 ,            1024 ,         62111.2 ,         1943.47 ,               0 ,
        0.006175 ,         413.629 ,          240022 ,      7.3981e+06 ,               0 ,     3.96592e+07 ,         9400.15 ,           52065 ,         62.3078 ,      7.1656e+07 ,          835972 ,           82971 ,         968.482 ,             634 ,          183.71 ,           55281 ,          531535 ,            1175 ,         11964.4 ,           29382 ,     1.65886e+06 ,           88822 ,     1.12005e+06 ,          116894 ,     1.47403e+06 ,             123 ,         18706.6 ,            2572 ,     1.53301e+06 ,             543 ,           19005 ,          187857 ,         1685.12 ,           16285 ,          121767 ,             251 ,         106.223 ,            1018 ,         60785.8 ,         2593.34 ,               0 ,
        0.006225 ,         412.502 ,          233890 ,     6.82671e+06 ,               0 ,     3.64289e+07 ,         8624.78 ,           47920 ,          57.718 ,     6.58583e+07 ,          768318 ,           77545 ,         904.314 ,             551 ,         158.189 ,           51308 ,          492808 ,            1166 ,         11938.8 ,           27079 ,     1.51339e+06 ,           81360 ,     1.02595e+06 ,          108490 ,     1.36806e+06 ,             108 ,         16637.4 ,            2454 ,     1.43636e+06 ,             457 ,           15995 ,          173304 ,          1551.1 ,           14858 ,          110705 ,             240 ,           80.26 ,             962 ,         55172.7 ,          1820.9 ,               0 ,
        0.006275 ,         413.557 ,          228639 ,     6.10612e+06 ,               0 ,     3.27129e+07 ,         7762.17 ,           44577 ,         50.6661 ,     5.91229e+07 ,          689762 ,           76355 ,         889.969 ,             585 ,         159.379 ,           46119 ,          443331 ,            1021 ,           10556 ,           24121 ,      1.3827e+06 ,           73430 ,          925952 ,           97363 ,     1.22775e+06 ,              89 ,         13703.7 ,            2106 ,     1.23703e+06 ,             407 ,           14245 ,          155352 ,         1387.29 ,           13425 ,          100025 ,             248 ,         60.2942 ,             833 ,           50762 ,         1218.26 ,               0 ,
        0.006325 ,         414.056 ,          221348 ,     5.51679e+06 ,               0 ,     2.96057e+07 ,         7027.93 ,           40545 ,         47.2338 ,     5.34412e+07 ,          623467 ,           72902 ,         850.307 ,             584 ,         160.369 ,           41441 ,          398436 ,             939 ,         9703.99 ,           22216 ,      1.2868e+06 ,           65797 ,          829700 ,           88380 ,     1.11447e+06 ,              86 ,         12150.4 ,            1893 ,     1.08132e+06 ,             359 ,           12565 ,          140254 ,         1256.26 ,           12496 ,         93077.8 ,             225 ,         39.2056 ,             812 ,         45718.3 ,         225.892 ,               0 ,
        0.006375 ,         413.253 ,          227534 ,     4.90178e+06 ,               0 ,     2.66941e+07 ,         6327.32 ,           36073 ,          40.764 ,     4.82214e+07 ,          562584 ,           62246 ,          725.36 ,             510 ,         148.138 ,           37024 ,          356147 ,             830 ,         8514.78 ,           19690 ,     1.10627e+06 ,           59942 ,          755869 ,           79270 ,          999595 ,              62 ,         9122.16 ,            1621 ,          962539 ,             348 ,           12180 ,          126514 ,         1133.34 ,           11027 ,         82269.2 ,             194 ,         45.6951 ,             674 ,         38271.6 ,          1895.8 ,               0 ,
        0.006425 ,         413.856 ,          227391 ,     4.56227e+06 ,               0 ,     2.46776e+07 ,         5852.78 ,           32749 ,         35.9019 ,     4.45627e+07 ,          519907 ,           54501 ,         635.884 ,             404 ,         122.408 ,           34561 ,          332272 ,             759 ,         7778.82 ,           18110 ,          999035 ,           55321 ,          697598 ,           72868 ,          918865 ,              64 ,          9430.8 ,            1630 ,          944769 ,             317 ,           11095 ,          116751 ,         1041.81 ,           10298 ,         76761.7 ,             170 ,         52.8246 ,             623 ,         37013.7 ,         1104.89 ,               0 ,
        0.006475 ,         414.452 ,          224118 ,     4.03013e+06 ,               0 ,      2.1987e+07 ,         5220.75 ,           29770 ,         34.2523 ,     3.96558e+07 ,          462646 ,           50198 ,         585.283 ,             381 ,         105.524 ,           30530 ,          293378 ,             783 ,         8029.73 ,           16442 ,          906354 ,           48248 ,          608407 ,           65295 ,          823370 ,              58 ,         8461.24 ,            1419 ,          801952 ,             274 ,            9590 ,          103588 ,          924.71 ,            8939 ,         66751.9 ,             160 ,         38.2921 ,             591 ,         34277.1 ,         593.078 ,               0 ,
        0.006525 ,         414.713 ,          216660 ,      3.7031e+06 ,               0 ,     1.99219e+07 ,         4733.67 ,           26955 ,         31.0724 ,     3.59569e+07 ,          419496 ,           45947 ,         535.686 ,             362 ,         103.133 ,           28022 ,          268879 ,             656 ,         6740.45 ,           14953 ,          847773 ,           44653 ,          563074 ,           59096 ,          745201 ,              48 ,         7151.63 ,            1312 ,          735622 ,             247 ,            8645 ,           94193 ,         842.803 ,            8286 ,           61995 ,             145 ,         33.9224 ,             551 ,           32246 ,         549.842 ,               0 ,
        0.006575 ,         414.208 ,          222682 ,     3.21269e+06 ,               0 ,     1.74438e+07 ,         4139.76 ,           23433 ,         26.9373 ,     3.14692e+07 ,          367146 ,           40008 ,         466.441 ,             314 ,          89.678 ,           24822 ,          238930 ,             637 ,         6592.57 ,           12994 ,          721693 ,           38505 ,          485548 ,           51715 ,          652126 ,              49 ,         6606.05 ,            1119 ,          637097 ,             221 ,            7735 ,           82302 ,         741.128 ,            7207 ,         53860.2 ,             135 ,         43.2749 ,             475 ,         29845.5 ,         2325.01 ,               0 ,
        0.006625 ,         413.841 ,          213314 ,     2.87007e+06 ,               0 ,     1.55298e+07 ,         3684.55 ,           21982 ,         24.7086 ,     2.80283e+07 ,          326991 ,           40835 ,         476.681 ,             328 ,          92.209 ,           21532 ,          207006 ,             545 ,         5570.87 ,           11923 ,          667756 ,           34602 ,          436331 ,           46285 ,          583654 ,              43 ,         6101.27 ,             972 ,          548617 ,             187 ,            6545 ,           73300 ,         657.148 ,            6497 ,         48469.2 ,             138 ,         30.3436 ,             427 ,         28061.6 ,         713.203 ,               0 ,
        0.006675 ,         412.384 ,          218665 ,      2.5522e+06 ,               0 ,      1.3613e+07 ,          3223.7 ,           18656 ,         21.7889 ,     2.46279e+07 ,          287314 ,           32855 ,         382.933 ,             246 ,         67.6565 ,           19173 ,          184856 ,             440 ,         4478.65 ,           10419 ,          573101 ,           30424 ,          383647 ,           40749 ,          513845 ,              28 ,         4110.73 ,             928 ,          525835 ,             166 ,            5810 ,           64852 ,         580.378 ,            5750 ,         42711.4 ,             104 ,         28.5018 ,             377 ,         22189.6 ,         1901.14 ,               0 ,
        0.006725 ,         413.813 ,          209446 ,     2.27239e+06 ,               0 ,     1.24604e+07 ,         2958.22 ,           17096 ,         18.8417 ,     2.24998e+07 ,          262496 ,           32928 ,         384.153 ,             281 ,         80.8405 ,           17410 ,          167468 ,             457 ,         4692.53 ,            9193 ,          523759 ,           27786 ,          350381 ,           37147 ,          468424 ,              34 ,         4897.49 ,             759 ,          419324 ,             146 ,            5110 ,           58882 ,         529.997 ,            5266 ,         39301.3 ,             100 ,         22.6367 ,             346 ,         22544.9 ,         825.757 ,               0 ,
        0.006775 ,         413.715 ,          217175 ,     2.04462e+06 ,               0 ,     1.10756e+07 ,         2627.22 ,           15149 ,         16.0249 ,     1.99952e+07 ,          233272 ,           26538 ,          309.92 ,             212 ,         63.8777 ,           15253 ,          146524 ,             403 ,         4138.96 ,            8282 ,          475748 ,           24495 ,          308882 ,           32999 ,          416117 ,              33 ,         5166.56 ,             724 ,          394816 ,             146 ,            5110 ,           52448 ,         469.387 ,            4535 ,         33802.1 ,              91 ,         24.4665 ,             317 ,         17533.1 ,         374.734 ,               0 ,
        0.006825 ,         416.133 ,          215355 ,     1.79534e+06 ,               0 ,     9.91043e+06 ,         2357.87 ,           13217 ,         14.1296 ,     1.78495e+07 ,          208242 ,           23404 ,         273.129 ,             198 ,         53.5342 ,           13808 ,          132720 ,             337 ,         3467.31 ,            7405 ,          396201 ,           21872 ,          275806 ,           29215 ,          368401 ,              30 ,         4187.27 ,             653 ,          352436 ,             124 ,            4340 ,           46495 ,         415.456 ,            4076 ,         30457.4 ,              66 ,         11.5771 ,             296 ,         15957.5 ,         137.417 ,               0 ,
        0.006875 ,         412.757 ,          210316 ,     1.58989e+06 ,               0 ,     8.59214e+06 ,         2037.15 ,           12435 ,          12.945 ,     1.55113e+07 ,          180962 ,           23453 ,         273.968 ,             188 ,         51.1921 ,           12071 ,          115761 ,             284 ,         2910.17 ,            6573 ,          373241 ,           19019 ,          239830 ,           25645 ,          323383 ,              24 ,         3729.67 ,             569 ,          304447 ,             102 ,            3570 ,           40618 ,          364.85 ,            3537 ,         26197.3 ,              78 ,         22.4961 ,             227 ,         13094.1 ,         713.173 ,               0 ,
        0.006925 ,         413.911 ,          200678 ,     1.43597e+06 ,               0 ,     7.92871e+06 ,         1880.63 ,           10986 ,         11.5268 ,     1.43064e+07 ,          166904 ,           21286 ,          248.27 ,             194 ,         52.3879 ,           11084 ,          106590 ,             283 ,         2860.02 ,            6097 ,          328313 ,           17560 ,          221432 ,           23480 ,          296083 ,              23 ,         3792.28 ,             489 ,          267403 ,             108 ,            3780 ,           37361 ,         336.335 ,            3289 ,         24624.5 ,              72 ,         11.3097 ,             223 ,         11646.5 ,        0.320529 ,               0 ,
        0.006975 ,         414.924 ,          209933 ,     1.20736e+06 ,               0 ,     6.82758e+06 ,         1621.71 ,            9417 ,         10.0716 ,     1.23185e+07 ,          143726 ,           16368 ,         190.906 ,             135 ,         38.7641 ,            9501 ,         91182.3 ,             234 ,         2457.93 ,            5177 ,          275391 ,           14952 ,          188545 ,           20281 ,          255743 ,              14 ,         2040.57 ,             401 ,          213582 ,              76 ,            2660 ,           32033 ,         286.578 ,            2759 ,         20580.9 ,              53 ,         6.59895 ,             182 ,         9300.13 ,         6.07244 ,               0 ,
        0.007025 ,         414.008 ,          220019 ,     1.08714e+06 ,               0 ,     5.86195e+06 ,          1393.1 ,            7672 ,         8.65175 ,     1.05785e+07 ,          123412 ,           12922 ,         150.572 ,             101 ,         26.7706 ,            8255 ,         79071.5 ,             208 ,         2143.01 ,            4432 ,          257948 ,           13049 ,          164548 ,           17508 ,          220776 ,              16 ,         2231.37 ,             384 ,          203301 ,              77 ,            2695 ,           27796 ,         246.564 ,            2379 ,           17705 ,              38 ,         4.84128 ,             208 ,         11473.8 ,         1535.54 ,               0 ,
        0.007075 ,         413.936 ,          216928 ,          917597 ,               0 ,     4.99738e+06 ,          1185.7 ,            7200 ,         7.06424 ,     9.03185e+06 ,          105369 ,           14384 ,         168.047 ,             118 ,         33.0653 ,            7030 ,         67699.9 ,             185 ,         1885.14 ,            3721 ,          218080 ,           11253 ,          141900 ,           14977 ,          188860 ,              10 ,         1250.92 ,             315 ,          165367 ,              61 ,            2135 ,           23887 ,         211.319 ,            2100 ,         15550.8 ,              45 ,         13.5882 ,             160 ,         7880.28 ,         46.4807 ,               0 ,
        0.007125 ,         416.754 ,          216115 ,          785316 ,               0 ,     4.35831e+06 ,         1037.16 ,            5933 ,         6.70058 ,     7.85046e+06 ,         91589.6 ,           12114 ,         141.093 ,             105 ,          27.461 ,            6234 ,         59825.6 ,             147 ,         1479.95 ,            3272 ,          186773 ,            9821 ,          123843 ,           12708 ,          160248 ,              14 ,         2101.27 ,             253 ,          135988 ,              74 ,            2590 ,           20417 ,         182.502 ,            1806 ,         13575.6 ,              38 ,         10.7848 ,             121 ,         5895.54 ,         22.0045 ,               0 ,
        0.007175 ,         414.409 ,          223294 ,          709323 ,               0 ,     3.94776e+06 ,         938.347 ,            5128 ,         5.51644 ,     7.12063e+06 ,         83079.6 ,            7707 ,         89.8107 ,              52 ,         13.0785 ,            5478 ,         52555.5 ,             164 ,         1679.14 ,            3071 ,          165389 ,            8670 ,          109329 ,           11784 ,          148596 ,              10 ,          1436.4 ,             248 ,          123698 ,              50 ,            1750 ,           18595 ,         168.322 ,            1658 ,           12441 ,              22 ,         6.01745 ,             131 ,         8148.47 ,        0.226519 ,               0 ,
        0.007225 ,         414.225 ,          225974 ,          603225 ,               0 ,     3.28569e+06 ,         780.474 ,            4633 ,         4.66281 ,      5.9214e+06 ,         69079.8 ,            8432 ,         98.4606 ,              75 ,         21.9125 ,            4525 ,         43431.6 ,             121 ,         1256.77 ,            2493 ,          143305 ,            7176 ,         90489.4 ,            9912 ,          124990 ,               9 ,         903.993 ,             217 ,          112298 ,              34 ,            1190 ,           15471 ,         140.391 ,            1366 ,         10226.2 ,              29 ,         3.31481 ,             110 ,         5004.45 ,        0.162727 ,               0 ,
        0.007275 ,         415.435 ,          214507 ,          541715 ,               0 ,     2.94862e+06 ,         700.635 ,            4281 ,         4.43148 ,     5.32136e+06 ,         62082.1 ,            9077 ,         105.892 ,              67 ,         19.8937 ,            4170 ,         40165.3 ,             106 ,         1099.22 ,            2237 ,          124912 ,            6569 ,         82835.1 ,            8639 ,          108938 ,              12 ,         1898.63 ,             198 ,          104219 ,              40 ,            1400 ,           13906 ,         124.864 ,            1279 ,         9578.54 ,              36 ,         3.54554 ,              79 ,         3627.68 ,               0 ,               0 ,
        0.007325 ,         411.883 ,          245937 ,          456645 ,               0 ,     2.53518e+06 ,          598.26 ,            3161 ,         3.38776 ,      4.5921e+06 ,           53577 ,            4876 ,         56.6824 ,              44 ,         12.0982 ,            3592 ,         34623.7 ,              88 ,         891.263 ,            1826 ,         98159.2 ,            5731 ,         72267.9 ,            7424 ,         93616.6 ,               8 ,         1231.01 ,             169 ,         90250.3 ,              36 ,            1260 ,           11994 ,         107.363 ,             965 ,         7065.08 ,              16 ,          1.4646 ,              65 ,         2923.46 ,               0 ,               0 ,
        0.007375 ,         412.422 ,          236801 ,          390425 ,               0 ,      2.1896e+06 ,         519.414 ,            3017 ,         3.11904 ,     3.95861e+06 ,         46179.4 ,            5549 ,         64.5915 ,              47 ,         13.2113 ,            3172 ,         30505.7 ,              86 ,         896.812 ,            1761 ,           90904 ,            4765 ,         60086.7 ,            6662 ,         84007.8 ,               6 ,         964.477 ,             131 ,         65112.1 ,              27 ,             945 ,           10377 ,         92.9276 ,             925 ,          6863.7 ,              20 ,         5.28982 ,              68 ,         3259.41 ,               0 ,               0 ,
        0.007425 ,         417.104 ,          246353 ,          340071 ,               0 ,     1.84054e+06 ,         439.047 ,            2439 ,           2.708 ,     3.31083e+06 ,         38625.1 ,            4259 ,         49.7709 ,              35 ,         10.8109 ,            2542 ,         24293.2 ,              81 ,         814.289 ,            1361 ,         76562.3 ,            4025 ,         50755.3 ,            5406 ,         68169.7 ,               3 ,         474.624 ,             133 ,         68920.1 ,              19 ,             665 ,            8578 ,         76.2325 ,             756 ,         5639.67 ,              11 ,         1.27134 ,              67 ,         4571.51 ,         175.631 ,               0 ,
