        #x(mm) ,            E_e- ,            E_e+ ,       EdepTotal ,Ed_Transportation ,No_e-_LeptsElastic ,Ed_e-_LeptsElastic ,No_e+_LeptsElastic ,Ed_e+_LeptsElastic ,No_e-_LeptsExcitRotat ,Ed_e-_LeptsExcitRotat ,No_e+_LeptsExcitRotat ,Ed_e+_LeptsExcitRotat ,No_e+_LeptsExcitVibrat ,Ed_e+_LeptsExcitVibrat ,No_e-_LeptsElectronicExcitation ,Ed_e-_LeptsElectronicExcitation ,No_e+_LeptsElectronicExcitation ,Ed_e+_LeptsElectronicExcitation ,No_e+_LeptsDissocNeutr ,Ed_e+_LeptsDissocNeutr ,No_e-_LeptsIonisationS ,Ed_e-_LeptsIonisationS ,No_e+_LeptsIonisationS ,Ed_e+_LeptsIonisationS ,No_e-_LeptsIonisationD ,Ed_e-_LeptsIonisationD ,No_e+_LeptsIonisationD ,Ed_e+_LeptsIonisationD ,No_e+_LeptsIonisationK ,Ed_e+_LeptsIonisationK ,No_e-_LeptsThermalisation ,Ed_e-_LeptsThermalisation ,No_e-_LeptsAttachment ,Ed_e-_LeptsAttachment ,No_e+_LeptsAnnihilation ,Ed_e+_LeptsAnnihilation ,No_e+_LeptsPositronium ,Ed_e+_LeptsPositronium ,        EdepAxis ,Seco_E_e+_LeptsPositronium ,
        0.007475 ,         412.043 ,          241074 ,          305427 ,               0 ,     1.63037e+06 ,         386.641 ,            2559 ,         2.17176 ,     2.95901e+06 ,         34523.5 ,            6075 ,         70.9767 ,              47 ,         13.1781 ,            2306 ,         22117.6 ,              50 ,         529.458 ,            1371 ,         75800.5 ,            3638 ,         45875.2 ,            4993 ,         62961.7 ,               1 ,         127.369 ,             107 ,         54214.8 ,              14 ,             490 ,            7887 ,         70.3853 ,             702 ,         5257.72 ,              19 ,         3.48593 ,              50 ,         2979.91 ,               0 ,               0 ,
        0.007525 ,         408.328 ,          247574 ,          273048 ,               0 ,     1.46201e+06 ,         347.238 ,            2077 ,         1.80485 ,     2.63654e+06 ,         30761.7 ,            4062 ,         47.3288 ,              41 ,         12.6762 ,            2001 ,         19245.2 ,              52 ,         507.317 ,            1119 ,           63873 ,            3252 ,         41007.7 ,            4277 ,           53933 ,               5 ,         602.066 ,             106 ,         54959.6 ,              16 ,             560 ,            6858 ,         60.0165 ,             586 ,         4346.74 ,              12 ,         2.26275 ,              49 ,         2777.99 ,               0 ,               0 ,
        0.007575 ,         397.978 ,          242080 ,          214821 ,               0 ,     1.15051e+06 ,         272.353 ,            1592 ,         1.56733 ,     2.08118e+06 ,         24282.6 ,            2574 ,         30.0037 ,              19 ,         5.76554 ,            1640 ,           15702 ,              37 ,         390.646 ,             921 ,         47836.9 ,            2540 ,         32029.4 ,            3514 ,         44311.5 ,               3 ,         517.107 ,              90 ,         42653.6 ,              13 ,             455 ,            5508 ,         49.4238 ,             524 ,          3901.7 ,              10 ,          1.3738 ,              36 ,         2377.56 ,               0 ,               0 ,
        0.007625 ,         399.924 ,          260012 ,          187263 ,               0 ,     1.07931e+06 ,         254.911 ,            1454 ,         1.58431 ,     1.95086e+06 ,           22764 ,            2607 ,         30.4248 ,              24 ,         7.03238 ,            1572 ,         15092.6 ,              37 ,         381.763 ,             841 ,         43582.4 ,            2341 ,           29520 ,            3251 ,         40995.1 ,               2 ,          288.11 ,              60 ,         28199.7 ,              10 ,             350 ,            5087 ,         45.4687 ,             426 ,         3121.59 ,               5 ,        0.141725 ,              39 ,         2628.32 ,               0 ,               0 ,
        0.007675 ,         407.997 ,          248183 ,          168767 ,               0 ,          954161 ,         229.992 ,            1274 ,         1.21892 ,     1.70302e+06 ,         19868.3 ,            2342 ,         27.3508 ,              21 ,          7.0513 ,            1378 ,         13228.9 ,              22 ,         229.527 ,             753 ,         41153.3 ,            2111 ,         26619.7 ,            2750 ,         34677.5 ,               3 ,           390.7 ,              60 ,         27518.1 ,              18 ,             630 ,            4357 ,         38.2569 ,             399 ,         2961.06 ,              10 ,         1.39982 ,              24 ,         1184.21 ,               0 ,               0 ,
        0.007725 ,         363.896 ,          228469 ,          140812 ,               0 ,          736643 ,         173.525 ,            1111 ,         1.17334 ,     1.33617e+06 ,         15590.4 ,            1938 ,         22.6809 ,              20 ,         6.00444 ,            1030 ,         10016.1 ,              44 ,         431.271 ,             582 ,         34982.4 ,            1608 ,         20276.9 ,            2265 ,         28561.7 ,               6 ,         956.902 ,              54 ,         25578.2 ,               5 ,             175 ,            3541 ,         31.9678 ,             308 ,         2318.96 ,               7 ,         1.39671 ,              29 ,         1687.37 ,               0 ,               0 ,
        0.007775 ,         349.977 ,          211992 ,          129833 ,               0 ,          768103 ,         182.679 ,            1242 ,        0.998106 ,     1.38117e+06 ,         16110.9 ,            2576 ,          30.075 ,              28 ,         8.98609 ,            1027 ,         9814.92 ,              26 ,         268.526 ,             623 ,         32363.3 ,            1635 ,         20617.4 ,            2244 ,         28296.8 ,               2 ,         309.549 ,              39 ,         17764.8 ,               9 ,             315 ,            3528 ,         31.4455 ,             310 ,         2315.62 ,              11 ,        0.228166 ,              23 ,         1400.53 ,               0 ,               0 ,
        0.007825 ,         332.646 ,          197566 ,          116119 ,               0 ,          594522 ,          139.69 ,             897 ,        0.807334 ,      1.0813e+06 ,         12617.4 ,            2157 ,          25.143 ,              18 ,          4.9903 ,             816 ,         7740.57 ,              21 ,         229.284 ,             457 ,           30195 ,            1355 ,         17086.6 ,            1753 ,         22105.3 ,               2 ,         339.428 ,              48 ,         22833.3 ,               6 ,             210 ,            2853 ,         25.0637 ,             247 ,         1792.95 ,               7 ,       0.0808154 ,              20 ,          773.37 ,               0 ,               0 ,
        0.007875 ,         311.787 ,          194398 ,         92899.9 ,               0 ,          475887 ,         113.221 ,             711 ,        0.569823 ,          855603 ,         9980.04 ,            1554 ,         18.0768 ,              15 ,         4.26221 ,             676 ,         6478.02 ,              20 ,         222.551 ,             440 ,         26653.6 ,            1082 ,           13644 ,            1454 ,         18334.9 ,               0 ,               0 ,              29 ,         15275.7 ,               7 ,             245 ,            2289 ,         20.4653 ,             202 ,         1511.26 ,               4 ,       0.0582164 ,              18 ,         398.097 ,               0 ,               0 ,
        0.007925 ,           301.3 ,          186352 ,         70081.9 ,               0 ,          419786 ,         99.5699 ,             619 ,         0.50927 ,          759007 ,         8857.03 ,            1537 ,         18.0347 ,              10 ,         2.93843 ,             574 ,         5497.01 ,              17 ,         184.927 ,             323 ,         16519.5 ,            1001 ,         12622.6 ,            1205 ,         15195.1 ,               2 ,         318.971 ,              16 ,         8307.95 ,               8 ,             280 ,            2011 ,         18.5079 ,             165 ,         1253.83 ,               5 ,        0.120245 ,              16 ,          905.35 ,               0 ,               0 ,
        0.007975 ,         255.926 ,          173167 ,         56944.6 ,               0 ,          331569 ,         79.9737 ,             411 ,        0.387821 ,          595190 ,         6943.02 ,             556 ,         6.48789 ,               2 ,        0.355434 ,             473 ,         4571.78 ,              17 ,         185.901 ,             252 ,         14006.3 ,             692 ,         8726.12 ,             969 ,         12219.1 ,               1 ,         38.9716 ,              18 ,         8527.53 ,               4 ,             140 ,            1541 ,         13.9273 ,             130 ,         967.355 ,               1 ,       0.0189919 ,              10 ,         517.291 ,               0 ,               0 ,
        0.008025 ,          225.87 ,          159196 ,         53695.5 ,               0 ,          300836 ,         70.6523 ,             469 ,        0.762537 ,          547073 ,         6381.59 ,             900 ,          10.537 ,               6 ,         1.62878 ,             393 ,         3761.34 ,              15 ,         149.126 ,             222 ,         12710.5 ,             664 ,         8373.04 ,             930 ,         11727.3 ,               1 ,         108.895 ,              18 ,         8602.28 ,               2 ,              70 ,            1434 ,          13.422 ,             126 ,          914.07 ,               2 ,       0.0279588 ,              12 ,         800.354 ,               0 ,               0 ,
        0.008075 ,         213.215 ,          154912 ,         39495.4 ,               0 ,          224911 ,         53.5691 ,             297 ,        0.272373 ,          407165 ,          4750.7 ,             720 ,         8.40914 ,               3 ,        0.571764 ,             333 ,         3159.98 ,              11 ,         109.155 ,             190 ,         10193.2 ,             489 ,         6166.29 ,             694 ,         8751.34 ,               1 ,         168.441 ,              12 ,         5119.17 ,               2 ,              70 ,            1049 ,         9.81289 ,              99 ,         734.217 ,               3 ,        0.959089 ,               7 ,         199.299 ,               0 ,               0 ,
        0.008125 ,         181.869 ,          139267 ,         29887.8 ,               0 ,          154099 ,         36.6755 ,             183 ,        0.160968 ,          277765 ,         3240.47 ,             181 ,         2.09044 ,               0 ,               0 ,             233 ,         2268.99 ,               1 ,          12.589 ,             126 ,         8263.61 ,             315 ,         3972.15 ,             484 ,         6103.24 ,               0 ,               0 ,              11 ,         4693.74 ,               2 ,              70 ,             732 ,         6.47173 ,              64 ,         496.134 ,               0 ,               0 ,               6 ,         720.493 ,               0 ,               0 ,
        0.008175 ,         179.763 ,          116549 ,         31768.6 ,               0 ,          161777 ,         38.9464 ,             223 ,         0.10206 ,          290557 ,         3389.89 ,             410 ,         4.73113 ,               1 ,        0.517487 ,             221 ,          2141.2 ,               6 ,         64.8361 ,             130 ,         8467.02 ,             375 ,         4728.75 ,             465 ,         5863.65 ,               0 ,               0 ,              13 ,         5810.97 ,               2 ,              70 ,             762 ,         6.76272 ,              74 ,          546.21 ,               3 ,        0.166772 ,               7 ,         634.859 ,               0 ,               0 ,
        0.008225 ,         142.618 ,          105100 ,         19103.3 ,               0 ,           97067 ,         22.6065 ,             232 ,       0.0597235 ,          179719 ,         2096.13 ,             937 ,         10.9264 ,               8 ,         1.96599 ,             165 ,         1557.65 ,               5 ,         46.3339 ,              75 ,         4844.44 ,             237 ,         2988.57 ,             301 ,         3795.61 ,               1 ,         185.803 ,               5 ,         3219.32 ,               1 ,              35 ,             503 ,         4.80028 ,              36 ,         271.906 ,               4 ,         3.54498 ,               2 ,         16.6749 ,               0 ,               0 ,
        0.008275 ,         141.379 ,         94244.8 ,         20263.3 ,               0 ,          136132 ,         32.3696 ,             140 ,        0.111117 ,          243143 ,         2836.78 ,             127 ,         1.43927 ,               1 ,        0.414734 ,             194 ,          1854.8 ,               4 ,         44.2927 ,             101 ,         3668.42 ,             317 ,         3997.37 ,             352 ,         4438.72 ,               0 ,               0 ,               8 ,         2549.04 ,               4 ,             140 ,             605 ,         5.25981 ,              51 ,         373.975 ,               0 ,               0 ,               6 ,         320.291 ,               0 ,               0 ,
        0.008325 ,         111.184 ,         88246.4 ,         14895.5 ,               0 ,           88543 ,          21.041 ,              92 ,         0.15683 ,          158687 ,         1851.46 ,              70 ,        0.819017 ,               1 ,        0.492196 ,             104 ,         1000.46 ,               1 ,         10.6817 ,              59 ,         3468.68 ,             195 ,         2458.95 ,             234 ,         2950.74 ,               1 ,          153.94 ,               4 ,         2623.14 ,               1 ,              35 ,             395 ,         3.70786 ,              33 ,         262.154 ,               0 ,               0 ,               1 ,         53.1073 ,               0 ,               0 ,
        0.008375 ,         102.035 ,         69504.7 ,         15514.2 ,               0 ,           85586 ,         20.1788 ,              94 ,       0.0963774 ,          154876 ,         1805.83 ,              78 ,        0.912634 ,               0 ,               0 ,             128 ,         1234.01 ,               5 ,         49.9005 ,              58 ,         3744.02 ,             169 ,         2131.09 ,             262 ,         3303.82 ,               0 ,               0 ,               7 ,         2941.73 ,               0 ,               0 ,             396 ,          3.5152 ,              28 ,         206.931 ,               1 ,     5.41893e-14 ,               3 ,         72.1558 ,               0 ,               0 ,
        0.008425 ,         89.3516 ,         56436.3 ,         13304.8 ,               0 ,           86229 ,         20.4777 ,             117 ,       0.0673718 ,          156260 ,         1821.76 ,             275 ,         3.14268 ,               4 ,         1.40359 ,             123 ,         1205.12 ,               4 ,         44.2387 ,              65 ,         2679.99 ,             192 ,         2421.12 ,             251 ,         3165.11 ,               0 ,               0 ,               3 ,         1261.52 ,               2 ,              70 ,             402 ,         3.41563 ,              35 ,         252.622 ,               1 ,       0.0300791 ,               2 ,         354.825 ,               0 ,               0 ,
        0.008475 ,         74.5963 ,         45789.7 ,         9678.01 ,               0 ,           67098 ,          16.309 ,             118 ,       0.0668449 ,          120103 ,         1402.38 ,             458 ,         5.31607 ,               5 ,         1.78559 ,              97 ,          919.78 ,               5 ,         56.4726 ,              39 ,         2198.47 ,             149 ,         1878.89 ,             196 ,         2471.56 ,               0 ,               0 ,               1 ,         364.202 ,               0 ,               0 ,             311 ,         2.75676 ,              23 ,         174.026 ,               1 ,       0.0452147 ,               2 ,         184.944 ,               0 ,               0 ,
        0.008525 ,         60.6625 ,         37908.8 ,         9278.58 ,               0 ,           51629 ,         12.1887 ,              57 ,       0.0253029 ,           93820 ,         1095.09 ,              44 ,           0.507 ,               0 ,               0 ,              80 ,         758.036 ,               5 ,         51.9649 ,              30 ,         937.987 ,             128 ,         1614.08 ,             150 ,          1891.5 ,               0 ,               0 ,               7 ,         2592.95 ,               1 ,              35 ,             260 ,         2.04921 ,              28 ,         214.499 ,               0 ,               0 ,               2 ,         72.7011 ,               0 ,               0 ,
        0.008575 ,          49.861 ,         27538.9 ,         7939.28 ,               0 ,           44967 ,          10.168 ,              98 ,       0.0504901 ,           82713 ,         965.377 ,             296 ,         3.43058 ,               6 ,         1.32071 ,              56 ,         554.632 ,               0 ,               0 ,              41 ,         2502.74 ,             107 ,         1349.27 ,             125 ,         1576.25 ,               0 ,               0 ,               2 ,         516.372 ,               2 ,              70 ,             212 ,         1.76365 ,              17 ,         147.577 ,               2 ,       0.0212112 ,               2 ,          239.31 ,               0 ,               0 ,
        0.008625 ,         46.3624 ,         21871.5 ,         5412.44 ,               0 ,           30589 ,         7.42219 ,              31 ,        0.020523 ,           53764 ,         626.964 ,              22 ,        0.249676 ,               0 ,               0 ,              44 ,         390.193 ,               2 ,         18.5486 ,              21 ,         1406.36 ,              71 ,          895.31 ,              83 ,         1046.63 ,               0 ,               0 ,               2 ,         877.327 ,               0 ,               0 ,             144 ,         1.40007 ,              12 ,         88.1251 ,               0 ,               0 ,               2 ,         53.8932 ,               0 ,               0 ,
        0.008675 ,          25.037 ,           17418 ,         3953.26 ,               0 ,           21721 ,         5.03245 ,              37 ,       0.0139283 ,           39572 ,         462.181 ,              29 ,        0.348824 ,               0 ,               0 ,              31 ,         287.274 ,               2 ,         22.3011 ,              20 ,         1038.57 ,              51 ,          643.11 ,              68 ,          857.48 ,               0 ,               0 ,               1 ,         440.106 ,               0 ,               0 ,             102 ,        0.848355 ,              12 ,         84.1273 ,               0 ,               0 ,               2 ,         110.867 ,               0 ,               0 ,
        0.008725 ,         23.3953 ,         18385.6 ,         1059.26 ,               0 ,            9906 ,         2.35881 ,               9 ,       0.0192838 ,           17775 ,         207.472 ,               2 ,       0.0207772 ,               0 ,               0 ,              12 ,         109.569 ,               0 ,               0 ,               4 ,         114.435 ,              15 ,          189.15 ,              33 ,          416.13 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,              45 ,        0.622203 ,               3 ,         19.4822 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.008775 ,         23.3141 ,         16466.1 ,          2736.5 ,               0 ,           12565 ,         2.92437 ,              17 ,       0.0149401 ,           23168 ,         270.222 ,              10 ,        0.115508 ,               0 ,               0 ,              23 ,         225.682 ,               0 ,               0 ,              13 ,         1357.68 ,              24 ,          302.64 ,              43 ,          542.23 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,              62 ,         0.41157 ,               4 ,         34.5834 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.008825 ,         25.0359 ,         13086.3 ,         3754.04 ,               0 ,           22872 ,         5.27131 ,              30 ,       0.0295076 ,           41434 ,         483.361 ,              32 ,        0.367497 ,               0 ,               0 ,              40 ,          385.23 ,               1 ,          11.848 ,              14 ,         721.784 ,              52 ,          655.72 ,              70 ,           882.7 ,               0 ,               0 ,               2 ,         534.583 ,               0 ,               0 ,             113 ,        0.971496 ,               8 ,          59.095 ,               0 ,               0 ,               1 ,         13.0837 ,               0 ,               0 ,
        0.008875 ,         21.1061 ,         10197.6 ,         3325.89 ,               0 ,           13155 ,         3.18526 ,              26 ,       0.0138566 ,           23277 ,         271.441 ,              10 ,        0.125112 ,               0 ,               0 ,              27 ,         269.277 ,               1 ,         10.2669 ,              16 ,         1132.61 ,              29 ,          365.69 ,              40 ,           504.4 ,               0 ,               0 ,               1 ,         707.598 ,               0 ,               0 ,              65 ,        0.637327 ,               4 ,         32.9422 ,               0 ,               0 ,               1 ,         26.7114 ,               0 ,               0 ,
        0.008925 ,         14.7804 ,         4660.09 ,          4338.1 ,               0 ,           20541 ,         4.61056 ,              67 ,       0.0122992 ,           38274 ,         446.659 ,             297 ,         3.45956 ,               2 ,        0.408582 ,              29 ,         268.816 ,               2 ,         22.8749 ,              23 ,         881.287 ,              45 ,          567.45 ,              67 ,          844.87 ,               0 ,               0 ,               3 ,         1177.56 ,               0 ,               0 ,             103 ,        0.862802 ,               9 ,         71.1717 ,               1 ,      0.00800662 ,               1 ,         48.0571 ,               0 ,               0 ,
        0.008975 ,         9.32893 ,         3675.07 ,         1447.27 ,               0 ,            3175 ,        0.815557 ,               4 ,      0.00257911 ,            5702 ,         66.6385 ,               4 ,       0.0494752 ,               0 ,               0 ,               6 ,         52.7808 ,               0 ,               0 ,               4 ,         1052.24 ,               6 ,           75.66 ,              15 ,          189.15 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,              19 ,        0.139318 ,               1 ,         9.78857 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009025 ,         3.46248 ,         2245.27 ,         292.436 ,               0 ,            2909 ,        0.618895 ,               1 ,     4.02035e-05 ,            5507 ,         63.9822 ,               0 ,               0 ,               0 ,               0 ,               1 ,           12.26 ,               0 ,               0 ,               0 ,               0 ,               9 ,          113.49 ,               8 ,          100.88 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,              16 ,        0.204933 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009075 ,         5.42538 ,         1951.25 ,         210.847 ,               0 ,            2447 ,        0.713547 ,               2 ,     5.91448e-05 ,            3986 ,         46.3944 ,               2 ,       0.0212054 ,               0 ,               0 ,               1 ,         11.3844 ,               0 ,               0 ,               0 ,               0 ,               4 ,           50.44 ,               7 ,           88.27 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               9 ,       0.0603975 ,               2 ,         12.5628 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009125 ,         5.53937 ,         1320.42 ,         581.363 ,               0 ,             289 ,       0.0893034 ,               1 ,     0.000153975 ,             478 ,         5.54639 ,               0 ,               0 ,               0 ,               0 ,               2 ,         16.6732 ,               0 ,               0 ,               2 ,         545.434 ,               0 ,               0 ,               1 ,           12.61 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               1 ,       0.0099503 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009175 ,         3.83095 ,         932.135 ,         942.782 ,               0 ,            4349 ,          1.0379 ,               0 ,               0 ,            7879 ,         91.6711 ,               6 ,       0.0682793 ,               0 ,               0 ,               4 ,         43.8486 ,               1 ,         10.9383 ,               2 ,         231.417 ,               8 ,          100.88 ,              15 ,          189.15 ,               0 ,               0 ,               1 ,         247.404 ,               0 ,               0 ,              19 ,        0.219208 ,               4 ,         24.1467 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009225 ,         4.64009 ,         13.2824 ,         353.762 ,               0 ,            3144 ,        0.806586 ,              18 ,     0.000272645 ,            5272 ,         61.3103 ,             133 ,         1.54548 ,               2 ,        0.645284 ,               4 ,         36.6102 ,               1 ,         10.8053 ,               3 ,         65.2834 ,               7 ,           88.27 ,               7 ,           88.27 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,              12 ,        0.178002 ,               0 ,               0 ,               1 ,       0.0368814 ,               0 ,               0 ,               0 ,               0 ,
        0.009275 ,    -1.65436e-18 ,               0 ,               1 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009325 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009375 ,    -3.30872e-18 ,               0 ,               2 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009425 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009475 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009525 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009575 ,    -3.30872e-18 ,               0 ,               2 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009625 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009675 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009725 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009775 ,    -1.65436e-18 ,               0 ,               1 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009825 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009875 ,    -1.65436e-18 ,               0 ,               1 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009925 ,    -3.30872e-18 ,               0 ,               2 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.009975 ,    -1.69737e-15 ,               0 ,               3 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
        0.010025 ,    -4.05644e-15 ,    -3.20543e-12 ,           65988 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
