#            *********************    Double-differential cross section (in \AA^2/sr) ****************************
# Proton energy: 0.3 MeV
# Sc. Angle   Energy of ejected secondary electrons (in eV)
# (degrees)     W=9.6eV         25eV          50eV           100eV          200eV          400eV          750eV
  0.00E+00   1.488281E-02   7.013792E-03   2.231080E-03   9.703486E-04   4.585924E-04   9.671799E-05   9.505017E-06
  5.00E+00   1.518270E-02   6.463799E-03   1.907450E-03   7.885267E-04   4.059818E-04   9.345702E-05   1.054392E-05
  1.00E+01   1.529685E-02   6.282230E-03   1.658491E-03   6.395687E-04   3.533711E-04   9.337043E-05   9.711375E-06
  1.50E+01   1.486314E-02   6.087835E-03   1.530870E-03   5.817198E-04   3.007604E-04   9.328392E-05   7.244709E-06
  2.00E+01   1.439527E-02   5.912263E-03   1.466424E-03   5.683259E-04   2.520313E-04   9.223555E-05   5.300905E-06
  2.50E+01   1.394264E-02   5.734795E-03   1.424077E-03   5.534131E-04   2.367806E-04   9.025356E-05   3.706106E-06
  3.00E+01   1.344997E-02   5.542167E-03   1.391987E-03   5.381883E-04   2.296829E-04   8.751143E-05   2.340607E-06
  3.50E+01   1.290794E-02   5.367301E-03   1.323177E-03   5.161412E-04   2.364807E-04   8.265159E-05   1.472554E-06
  4.00E+01   1.244659E-02   5.202172E-03   1.278372E-03   4.829534E-04   2.290429E-04   6.319459E-05   7.426891E-07
  4.50E+01   1.200175E-02   5.016173E-03   1.234954E-03   4.445457E-04   2.275677E-04   3.767792E-05   
  5.00E+01   1.147603E-02   4.823565E-03   1.154758E-03   4.021610E-04   2.211617E-04   2.375577E-05   
  5.50E+01   1.077417E-02   4.536260E-03   1.082853E-03   3.594385E-04   1.905172E-04   1.198397E-05   
  6.00E+01   1.009934E-02   4.282142E-03   1.004568E-03   3.149518E-04   1.364572E-04   6.488091E-06   
  6.50E+01   9.418951E-03   3.946743E-03   9.438373E-04   2.754379E-04   9.106511E-05   3.829623E-06   
  7.00E+01   8.885958E-03   3.570059E-03   8.738659E-04   2.371630E-04   5.996319E-05   2.276854E-06   
  7.50E+01   8.602639E-03   3.229476E-03   7.776861E-04   1.976573E-04   3.741773E-05   1.294729E-06   
  8.00E+01   8.253240E-03   2.844439E-03   7.032700E-04   1.672685E-04   2.391344E-05   
  8.50E+01   7.736239E-03   2.446290E-03   6.202159E-04   1.365735E-04   1.537055E-05   
  9.00E+01   7.391464E-03   2.135593E-03   5.389060E-04   1.144900E-04   1.102522E-05   
  9.50E+01   6.852556E-03   1.796619E-03   4.785825E-04   9.741709E-05   7.893726E-06   
  1.00E+02   6.341318E-03   1.545106E-03   4.172100E-04   8.326204E-05   5.694534E-06   
  1.05E+02   5.901195E-03   1.377432E-03   3.654611E-04   7.284302E-05   4.483051E-06   
  1.10E+02   5.632036E-03   1.255049E-03   3.230848E-04   6.578068E-05   3.714719E-06   
  1.15E+02   5.465489E-03   1.194456E-03   2.875136E-04   5.987027E-05   3.105779E-06   
  1.20E+02   5.305110E-03   1.142947E-03   2.614534E-04   5.537257E-05   2.596401E-06   
  1.25E+02   5.235914E-03   1.091518E-03   2.401592E-04   5.123917E-05   2.323204E-06   
  1.30E+02   5.395969E-03   1.078973E-03   2.268307E-04   4.812661E-05   2.093714E-06   
  1.35E+02   5.513829E-03   1.077976E-03   2.106980E-04   4.606555E-05   1.965524E-06   
  1.40E+02   5.659452E-03   1.076977E-03   1.996626E-04   4.296864E-05   1.809001E-06   
  1.45E+02   5.707438E-03   1.075979E-03   1.938501E-04   4.019651E-05   1.690653E-06   
  1.50E+02   5.777354E-03   1.103857E-03   1.858159E-04   3.902302E-05   1.601760E-06   
  1.55E+02   5.890183E-03   1.110428E-03   1.844252E-04   3.853986E-05   1.532651E-06   
  1.60E+02   5.965107E-03   1.124507E-03   1.841801E-04   3.821505E-05   1.479833E-06   
  1.65E+02   6.121040E-03   1.145021E-03   1.824315E-04   3.818613E-05   1.425765E-06   
  1.70E+02   6.233381E-03   1.172543E-03   1.792001E-04   3.815722E-05   1.380237E-06   
  1.75E+02   6.273412E-03   1.182680E-03   1.769686E-04   3.812836E-05   1.334708E-06   
  1.80E+02   6.267598E-03   1.181586E-03   1.747372E-04   3.809950E-05   1.289179E-06   
