#P=2mTorr,,P=5mTorr,
#Energy(eV),Intensity(a.u.),Energy(eV),Intensity(a.u.)
2.0564,1756.89,2.1664,1463.82
2.0516,1720.845,2.1616,1543.8
2.0468,1756.6875,2.1568,1460.72
2.042,1792.53,2.152,1444.6
2.0372,1783.215,2.1472,1477.77
2.0324,1731.1725,2.1424,1449.87
2.0276,1748.385,2.1376,1412.98
2.0228,1735.02,2.1328,1479.63
2.018,1788.075,2.128,1448.32
2.0132,1766.61,2.1232,1452.35
2.0084,1715.175,2.1184,1490.79
2.0036,1755.4725,2.1136,1505.05
1.9988,1782.2025,2.1088,1490.79
1.994,1750.815,2.104,1485.83
1.9892,1746.5625,2.0992,1480.56
1.9844,1777.95,2.0944,1470.02
1.9796,1776.5325,2.0896,1514.66
1.9748,1772.0775,2.0848,1517.76
1.97,1742.31,2.08,1439.95
1.9652,1758.105,2.0752,1473.12
1.9604,1754.865,2.0704,1489.24
1.9556,1706.265,2.0656,1499.16
1.9508,1750.815,2.0608,1458.86
1.946,1776.1275,2.056,1500.71
1.9412,1766.0025,2.0512,1544.11
1.9364,1757.9025,2.0464,1524.58
1.9316,1748.1825,2.0416,1502.57
1.9268,1714.77,2.0368,1515.59
1.922,1718.415,2.032,1504.74
1.9172,1729.5525,2.0272,1496.37
1.9124,1770.8625,2.0224,1559.3
1.9076,1737.6525,2.0176,1469.4
1.9028,1773.9,2.0128,1498.85
1.898,1773.6975,2.008,1475.91
1.8932,1757.0925,2.0032,1513.73
1.8884,1713.15,1.9984,1464.44
1.8836,1705.86,1.9936,1503.19
1.8788,1744.5375,1.9888,1430.96
1.874,1715.7825,1.984,1520.55
1.8692,1765.395,1.9792,1527.99
1.8644,1747.7775,1.9744,1493.27
1.8596,1737.2475,1.9696,1488.62
1.8548,1724.49,1.9648,1543.18
1.85,1749.6,1.96,1536.05
1.8452,1743.525,1.9552,1497.61
1.8404,1794.3525,1.9504,1443.36
1.8356,1722.87,1.9456,1505.98
1.8308,1743.525,1.9408,1496.68
1.826,1805.49,1.936,1549.07
1.8212,1763.9775,1.9312,1543.8
1.8164,1712.745,1.9264,1506.29
1.8116,1726.7175,1.9216,1547.83
1.8068,1738.8675,1.9168,1548.45
1.802,1749.195,1.912,1529.85
1.7972,1699.5825,1.9072,1555.89
1.7924,1769.85,1.9024,1542.87
1.7876,1785.4425,1.8976,1516.83
1.7828,1731.1725,1.8928,1539.46
1.778,1741.2975,1.888,1542.56
1.7732,1694.115,1.8832,1558.06
1.7684,1743.3225,1.8784,1509.08
1.7636,1779.57,1.8736,1499.78
1.7588,1722.6675,1.8688,1536.05
1.754,1785.4425,1.864,1519.93
1.7492,1785.0375,1.8592,1541.94
1.7444,1775.7225,1.8544,1521.48
1.7396,1756.89,1.8496,1464.75
1.7348,1775.3175,1.8448,1497.61
1.73,1782.405,1.84,1549.69
1.7252,1764.585,1.8352,1574.8
1.7204,1730.7675,1.8304,1494.2
1.7156,1796.58,1.8256,1508.77
1.7108,1722.06,1.8208,1522.1
1.706,1758.7125,1.816,1590.92
1.7012,1741.7025,1.8112,1511.56
1.6964,1747.98,1.8064,1521.48
1.6916,1773.6975,1.8016,1547.52
1.6868,1763.9775,1.7968,1537.91
1.682,1714.1625,1.792,1508.15
1.6772,1800.63,1.7872,1542.25
1.6724,1761.345,1.7824,1521.79
1.6676,1736.0325,1.7776,1535.74
1.6628,1806.0975,1.7728,1567.05
1.658,1770.8625,1.768,1496.68
1.6532,1773.2925,1.7632,1506.91
1.6484,1774.5075,1.7584,1572.63
1.6436,1757.0925,1.7536,1572.01
1.6388,1724.085,1.7488,1481.49
1.634,1777.7475,1.744,1506.29
1.6292,1738.0575,1.7392,1564.57
1.6244,1752.84,1.7344,1504.12
1.6196,1809.54,1.7296,1572.01
1.6148,1800.0225,1.7248,1506.6
1.61,1793.34,1.72,1529.54
1.6052,1764.18,1.7152,1546.28
1.6004,1757.295,1.7104,1533.26
1.5956,1784.835,1.7056,1526.13
1.5908,1765.395,1.7008,1563.33
1.586,1798.2,1.696,1520.55
1.5812,1813.7925,1.6912,1605.18
1.5764,1792.3275,1.6864,1596.5
1.5716,1804.4775,1.6816,1550.62
1.5668,1858.7475,1.6768,1566.12
1.562,1750.815,1.672,1560.23
1.5572,1757.7,1.6672,1548.76
1.5524,1798.4025,1.6624,1589.99
1.5476,1768.8375,1.6576,1589.68
1.5428,1746.5625,1.6528,1580.07
1.538,1820.2725,1.648,1524.27
1.5332,1789.695,1.6432,1558.68
1.5284,1775.3175,1.6384,1551.55
1.5236,1727.325,1.6336,1606.73
1.5188,1753.245,1.6288,1501.64
1.514,1774.5075,1.624,1598.36
1.5092,1810.755,1.6192,1556.82
1.5044,1759.1175,1.6144,1567.67
1.4996,1662.12,1.6096,1606.42
1.4948,1741.095,1.6048,1532.02
1.49,1844.1675,1.6,1538.53
1.4852,1792.935,1.5952,1565.81
1.4804,1789.29,1.5904,1659.43
1.4756,1809.945,1.5856,1506.91
1.4708,1827.9675,1.5808,1594.33
1.466,1758.7125,1.576,1587.2
1.4612,1767.42,1.5712,1614.48
1.4564,1759.1175,1.5664,1603.63
1.4516,1751.8275,1.5616,1622.85
1.4468,1813.3875,1.5568,1656.33
1.442,1726.11,1.552,1579.76
1.4372,1801.6425,1.5472,1576.66
1.4324,1775.3175,1.5424,1669.04
1.4276,1774.9125,1.5376,1597.12
1.4228,1768.4325,1.5328,1621.92
1.418,1781.7975,1.528,1603.32
1.4132,1741.2975,1.5232,1602.08
1.4084,1790.3025,1.5184,1612.93
1.4036,1772.0775,1.5136,1610.14
1.3988,1808.5275,1.5088,1604.25
1.394,1827.1575,1.504,1577.28
1.3892,1771.6725,1.4992,1568.91
1.3844,1880.6175,1.4944,1607.35
1.3796,1782,1.4896,1674.62
1.3748,1769.04,1.4848,1584.1
1.37,1780.785,1.48,1560.54
1.3652,1859.5575,1.4752,1663.46
1.3604,1771.6725,1.4704,1611.07
1.3556,1787.4675,1.4656,1605.8
1.3508,1834.0425,1.4608,1661.29
1.346,1813.3875,1.456,1577.9
1.3412,1803.06,1.4512,1554.03
1.3364,1850.445,1.4464,1621.61
1.3316,1844.9775,1.4416,1585.65
1.3268,1848.42,1.4368,1627.19
1.322,1786.455,1.432,1640.52
1.3172,1853.0775,1.4272,1617.27
1.3124,1787.4675,1.4224,1623.78
1.3076,1817.8425,1.4176,1549.69
1.3028,1760.3325,1.4128,1631.22
1.298,1837.485,1.408,1616.65
1.2932,1853.685,1.4032,1640.52
1.2884,1822.2975,1.3984,1637.42
1.2836,1864.0125,1.3936,1662.84
1.2788,1787.4675,1.3888,1622.54
1.274,1829.79,1.384,1610.14
1.2692,1817.0325,1.3792,1609.21
1.2644,1826.145,1.3744,1653.23
1.2596,1835.46,1.3696,1643.31
1.2548,1847.205,1.3648,1663.46
1.25,1793.34,1.36,1651.06
1.2452,1869.6825,1.3552,1580.07
1.2404,1835.6625,1.3504,1662.53
1.2356,1808.73,1.3456,1598.05
1.2308,1752.84,1.3408,1645.48
1.226,1838.4975,1.336,1659.74
1.2212,1774.5075,1.3312,1681.13
1.2164,1848.6225,1.3264,1611.38
1.2116,1786.2525,1.3216,1602.7
1.2068,1843.56,1.3168,1594.02
1.202,1776.735,1.312,1640.83
1.1972,1802.4525,1.3072,1655.71
1.1924,1814.1975,1.3024,1609.21
1.1876,1840.725,1.2976,1643.31
1.1828,1840.725,1.2928,1654.47
1.178,1801.44,1.288,1670.9
1.1732,1859.355,1.2832,1598.98
1.1684,1821.4875,1.2784,1654.16
1.1636,1860.3675,1.2736,1603.01
1.1588,1782.6075,1.2688,1644.86
1.154,1836.27,1.264,1701.9
1.1492,1827.765,1.2592,1647.65
1.1444,1774.1025,1.2544,1647.03
1.1396,1838.9025,1.2496,1680.51
1.1348,1803.06,1.2448,1687.64
1.13,1861.9875,1.24,1639.59
1.1252,1833.03,1.2352,1642.38
1.1204,1847.0025,1.2304,1638.66
1.1156,1808.9325,1.2256,1611.69
1.1108,1806.5025,1.2208,1672.45
1.106,1829.385,1.216,1670.28
1.1012,1835.46,1.2112,1681.13
1.0964,1750.6125,1.2064,1665.94
1.0916,1812.5775,1.2016,1662.53
1.0868,1824.93,1.1968,1728.56
1.082,1829.1825,1.192,1699.73
1.0772,1790.7075,1.1872,1653.85
1.0724,1785.24,1.1824,1655.09
1.0676,1811.3625,1.1776,1655.09
1.0628,1863.6075,1.1728,1651.99
1.058,1803.465,1.168,1625.95
1.0532,1825.335,1.1632,1722.98
1.0484,1813.995,1.1584,1696.63
1.0436,1847.8125,1.1536,1659.12
1.0388,1813.3875,1.1488,1675.86
1.034,1820.6775,1.144,1668.42
1.0292,1855.5075,1.1392,1707.48
1.0244,1837.6875,1.1344,1664.39
1.0196,1801.44,1.1296,1657.57
1.0148,1845.585,1.1248,1683.61
1.01,1808.73,1.12,1693.22
1.0052,1899.045,1.1152,1705
1.0004,1788.885,1.1104,1672.76
0.995600000000001,1854.6975,1.1056,1703.14
0.990800000000002,1877.175,1.1008,1710.89
0.986000000000002,1813.3875,1.096,1688.26
0.981200000000001,1819.26,1.0912,1659.74
0.976400000000002,1823.1075,1.0864,1673.07
0.971600000000002,1844.1675,1.0816,1682.99
0.966800000000001,1854.6975,1.0768,1735.69
0.962000000000002,1789.695,1.072,1741.89
0.957200000000002,1891.1475,1.0672,1692.6
0.952400000000003,1836.27,1.0624,1721.12
0.947600000000001,1851.66,1.0576,1700.04
0.942800000000002,1865.2275,1.0528,1700.35
0.938000000000002,1854.495,1.048,1715.54
0.933200000000001,1850.85,1.0432,1703.45
0.928400000000002,1847.61,1.0384,1691.05
0.923600000000002,1908.36,1.0336,1710.58
0.918800000000001,1814.805,1.0288,1757.7
0.914000000000001,1843.56,1.024,1758.94
0.909200000000002,1876.1625,1.0192,1752.12
0.904400000000003,1869.48,1.0144,1671.21
0.899600000000001,1827.1575,1.0096,1694.46
0.894800000000002,1848.6225,1.0048,1709.96
0.890000000000002,1844.37,1,1716.16
0.885200000000001,1868.8725,0.995200000000001,1768.55
0.880400000000002,1848.42,0.990400000000001,1725.77
0.875600000000002,1850.04,0.985600000000002,1688.57
0.870800000000003,1868.0625,0.980800000000002,1721.43
0.866000000000001,1834.8525,0.976000000000001,1659.74
0.861200000000002,1860.165,0.971200000000001,1732.9
0.856400000000002,1848.6225,0.966400000000002,1742.2
0.851600000000001,1809.945,0.961600000000001,1769.17
0.846800000000002,1853.28,0.956800000000001,1784.05
0.842000000000002,1890.945,0.952000000000002,1709.03
0.837200000000001,1854.9,0.9472,1738.48
0.832400000000002,1835.46,0.942400000000001,1764.21
0.827600000000002,1822.7025,0.937600000000002,1740.34
0.822800000000003,1854.09,0.932800000000002,1732.59
0.818000000000001,1828.3725,0.928000000000001,1725.77
0.813200000000002,1880.6175,0.923200000000001,1709.96
0.808400000000002,1854.9,0.918400000000002,1778.47
0.803600000000001,1854.6975,0.913600000000001,1696.01
0.798800000000002,1845.585,0.908800000000001,1717.71
0.794000000000002,1861.785,0.904000000000002,1730.73
0.789200000000001,1903.5,0.8992,1698.8
0.784400000000002,1886.49,0.894400000000001,1724.53
0.779600000000002,1902.4875,0.889600000000002,1740.96
0.774800000000003,1869.2775,0.884800000000002,1740.03
0.770000000000001,1846.5975,0.880000000000001,1738.79
0.765200000000002,1856.3175,0.875200000000001,1777.85
0.760400000000002,1859.1525,0.870400000000002,1744.37
0.755600000000001,1878.1875,0.865600000000001,1693.22
0.750800000000002,1861.38,0.860800000000001,1750.57
0.746000000000002,1894.7925,0.856000000000002,1804.2
0.741200000000001,1812.1725,0.8512,1771.65
0.736400000000002,1871.91,0.846400000000001,1755.84
0.731600000000002,1867.86,0.841600000000001,1773.82
0.726800000000001,1862.3925,0.8368,1809.16
0.722000000000001,1850.2425,0.832000000000001,1774.44
0.717200000000002,1909.575,0.827200000000001,1703.45
0.712400000000002,1893.5775,0.822400000000002,1733.52
0.707600000000003,1826.55,0.817600000000002,1709.65
0.702800000000003,1862.19,0.812800000000003,1766.38
0.698,1846.8,0.808,1736.62
0.693200000000001,1838.295,0.8032,1738.17
0.688400000000001,1853.4825,0.798400000000001,1733.21
0.683600000000002,1871.1,0.793600000000001,1758.63
0.678800000000003,1909.98,0.788800000000002,1714.92
0.674000000000003,1890.945,0.784000000000002,1766.38
0.669200000000004,1884.6675,0.779200000000003,1718.95
0.664400000000001,1849.635,0.7744,1761.73
0.659600000000001,1899.2475,0.769600000000001,1778.47
0.654800000000002,1897.425,0.764800000000001,1697.56
0.650000000000002,1921.1175,0.760000000000002,1766.69
0.645200000000003,1915.8525,0.755200000000002,1709.65
0.640400000000003,1848.015,0.750400000000003,1719.57
0.6356,1865.2275,0.7456,1787.46
0.630800000000001,1963.44,0.7408,1767
0.626000000000001,1898.8425,0.736000000000001,1723.29
0.621200000000002,1919.0925,0.731200000000001,1731.97
0.616400000000002,1876.77,0.726400000000002,1752.43
0.611600000000003,1838.0925,0.721600000000002,1762.66
0.606800000000003,1875.96,0.716800000000003,1825.59
0.602,1852.2675,0.712,1755.84
0.597200000000001,1812.78,0.7072,1785.6
0.592400000000001,1872.315,0.702400000000001,1775.06
0.587600000000002,1915.65,0.697600000000001,1743.75
0.582800000000002,1873.7325,0.692800000000002,1791.18
0.578000000000003,1881.0225,0.688000000000002,1764.21
0.573200000000003,1909.17,0.683200000000003,1820.01
0.5684,1906.9425,0.6784,1794.59
0.563600000000001,1851.255,0.6736,1787.15
0.558800000000002,1831.2075,0.668800000000001,1763.28
0.554000000000002,1902.0825,0.664000000000001,1821.25
0.549200000000003,1902.69,0.659200000000002,1860.62
0.544400000000003,1826.55,0.654400000000003,1829.62
0.5396,1827.9675,0.6496,1768.86
0.534800000000001,1903.905,0.6448,1799.55
0.530000000000001,1853.4825,0.640000000000001,1771.34
0.525200000000002,1919.0925,0.635200000000001,1806.68
0.520400000000002,1914.2325,0.630400000000002,1815.36
0.515600000000003,1881.0225,0.625600000000002,1760.49
0.510800000000003,1827.9675,0.620800000000003,1797.07
0.506,1802.655,0.616,1782.81
0.501200000000001,1879.605,0.6112,1807.61
0.496400000000001,1889.1225,0.606400000000001,1752.43
0.491600000000002,1923.75,0.601600000000001,1755.22
0.486800000000002,1901.6775,0.596800000000002,1818.77
0.482000000000003,1934.0775,0.592000000000002,1863.72
0.477200000000003,1911.3975,0.587200000000003,1842.64
0.4724,1879.605,0.5824,1802.03
0.467600000000001,1902.285,0.5776,1818.46
0.462800000000001,1951.4925,0.572800000000001,1833.34
0.458000000000002,1863.2025,0.568000000000001,1800.48
0.453200000000002,1870.695,0.563200000000002,1835.82
0.448400000000003,1869.075,0.558400000000002,1804.82
0.443600000000004,1935.495,0.553600000000003,1868.37
0.438800000000001,1927.1925,0.5488,1817.22
0.434000000000001,1938.1275,0.544,1761.73
0.429200000000002,1851.8625,0.539200000000001,1860
0.424400000000002,1870.4925,0.534400000000002,1884.18
0.419600000000003,1869.885,0.529600000000002,1882.32
0.414800000000003,1891.1475,0.524800000000003,1809.47
0.41,1901.6775,0.52,1793.04
0.405200000000001,1897.02,0.5152,1807.92
0.400400000000001,1939.545,0.510400000000001,1739.1
0.395600000000002,1904.31,0.505600000000001,1815.36
0.390800000000002,1832.0175,0.500800000000002,1807.3
0.386000000000003,1870.8975,0.496000000000002,1795.52
0.381200000000003,1916.865,0.491200000000003,1774.44
0.3764,1882.6425,0.4864,1852.56
0.371600000000001,1822.5,0.4816,1797.69
0.366800000000001,1928.205,0.476800000000001,1835.2
0.362000000000002,1903.2975,0.472000000000001,1825.59
0.357200000000002,1881.225,0.467200000000002,1894.1
0.352400000000003,1919.0925,0.462400000000002,1833.03
0.347600000000003,1920.51,0.457600000000003,1848.84
0.3428,1930.0275,0.4528,1772.89
0.338000000000001,1846.395,0.448,1830.86
0.333200000000001,1902.4875,0.443200000000001,1822.49
0.328400000000002,1902.69,0.438400000000001,1859.38
0.323600000000003,1951.695,0.433600000000002,1810.09
0.318800000000003,1950.885,0.428800000000003,1886.35
0.314000000000004,1877.58,0.424000000000003,1931.92
0.309200000000001,1912.815,0.4192,1848.53
0.304400000000001,1863,0.414400000000001,1838.92
0.299600000000002,1878.9975,0.409600000000001,1859.38
0.294800000000002,1955.5425,0.404800000000002,1885.73
0.290000000000003,1928.61,0.400000000000002,1904.64
0.285200000000003,1876.9725,0.395200000000003,1857.52
0.2804,1927.395,0.3904,1873.95
0.275600000000001,1888.3125,0.3856,1866.2
0.270800000000001,1908.765,0.380800000000001,1862.17
0.266000000000002,1926.7875,0.376000000000001,1780.64
0.261200000000002,1939.3425,0.371200000000002,1867.13
0.256400000000003,1902.285,0.366400000000002,1885.42
0.251600000000003,1891.1475,0.361600000000003,1864.65
0.2468,1877.985,0.3568,1867.13
0.242000000000001,1913.8275,0.352,1851.32
0.237200000000001,1955.5425,0.347200000000001,1857.21
0.232400000000002,1794.15,0.342400000000001,1886.04
0.227600000000002,1870.0875,0.337600000000002,1878.29
0.222800000000003,1962.225,0.332800000000002,1894.1
0.218000000000004,1935.2925,0.328000000000003,1857.52
0.213200000000001,1943.3925,0.3232,1877.98
0.208400000000001,1884.06,0.3184,1856.59
0.203600000000002,1952.505,0.313600000000001,1898.75
0.198800000000002,1949.8725,0.308800000000002,1833.03
0.194000000000003,1909.3725,0.304000000000002,1866.82
0.189200000000003,1945.8225,0.299200000000003,1863.1
0.1844,1903.095,0.2944,1875.19
0.179600000000001,1960.605,0.2896,1873.02
0.174800000000001,1912.815,0.284800000000001,1845.12
0.170000000000002,1933.47,0.280000000000001,1876.43
0.165200000000002,1890.3375,0.275200000000002,1873.33
0.160400000000003,1921.1175,0.270400000000002,1889.76
0.155600000000003,1890.7425,0.265600000000003,1829.93
0.1508,1896.615,0.2608,1885.42
0.146000000000001,1945.8225,0.256,1917.04
0.141200000000001,1912.005,0.251200000000001,1834.58
0.136400000000002,1904.715,0.246400000000001,1927.27
0.131600000000002,1981.0575,0.241600000000002,1813.19
0.126800000000003,1953.9225,0.236800000000002,1934.09
0.122000000000003,1897.83,0.232000000000003,1909.29
0.1172,1910.1825,0.2272,1931.61
0.112400000000001,1941.3675,0.2224,1858.14
0.107600000000001,1966.8825,0.217600000000001,1939.98
0.102800000000002,1978.425,0.212800000000001,1868.37
0.098000000000003,1948.455,0.208000000000002,1926.34
0.093200000000003,1888.92,0.203200000000002,1932.85
0.088400000000004,1979.4375,0.198400000000003,1922.93
0.083600000000001,1979.64,0.1936,1879.84
0.078800000000001,1972.1475,0.188800000000001,1765.76
0.074000000000002,1878.39,0.184000000000001,1802.96
0.069200000000002,1906.9425,0.179200000000002,1913.32
0.064400000000003,1934.0775,0.174400000000002,1924.48
0.059600000000003,1973.7675,0.169600000000003,1971.6
0.0548,1991.385,0.1648,1933.47
0.050000000000001,1948.05,0.16,1906.19
0.045200000000001,1909.575,0.155200000000001,1853.8
0.040400000000002,1956.3525,0.150400000000001,1842.64
0.035600000000002,1936.5075,0.145600000000002,1907.43
0.030800000000003,1936.71,0.140800000000002,1931.61
0.026000000000003,1936.1025,0.136000000000003,1973.15
0.0212,1947.8475,0.1312,1925.1
0.016400000000001,1948.86,0.1264,1898.75
0.011600000000001,1914.435,0.121600000000001,1925.41
0.006800000000002,1873.7325,0.116800000000001,1918.28
0.002000000000002,1936.1025,0.112000000000002,1872.4
,,0.107200000000002,1918.28
,,0.102400000000003,1872.4
,,0.0976,1939.36
,,0.0928,1960.75
,,0.088000000000001,1904.33
,,0.083200000000002,1869.3
,,0.078400000000002,1978.11
,,0.073600000000003,1939.05
,,0.068800000000003,1935.64
,,0.064,1911.77
,,0.059200000000001,1899.06
,,0.054400000000001,1910.53
,,0.049600000000002,1921.07
,,0.044800000000002,1960.75
,,0.040000000000003,1868.99
,,0.0352,1921.69
,,0.0304,1942.46
,,0.025600000000001,1890.38
,,0.020800000000001,1933.47
,,0.016000000000002,1970.36
,,0.011200000000002,1907.12
,,0.006400000000003,1926.65
,,0.0016,1912.7
