# 1
# 1e9
# 1
# 360.
# 132
1.501	0.002
1.582	0.002
1.663	0.002
1.906	0.082
2.028	0.1033
2.271	0.1707
2.961	0.3195
3.042	0.3383
3.123	0.3227
3.204	0.3054
3.244	0.2882
3.407	0.2709
3.65	0.2756
3.853	0.2662
4.137	0.2536
4.38	0.2489
4.583	0.2552
4.664	0.2426
5.232	0.252
5.597	0.2693
5.8	0.2786
6.124	0.2802
6.53	0.2739
6.976	0.2708
7.26	0.2629
7.665	0.2472
7.908	0.2347
8.111	0.2284
8.355	0.219
8.395	0.208
8.679	0.2237
8.841	0.2346
9.085	0.2346
9.125	0.2236
9.206	0.2158
9.531	0.233
10.02	0.2455
10.38	0.2581
10.71	0.269
10.95	0.2816
11.27	0.2941
11.4	0.3035
11.96	0.3176
12.17	0.3379
12.57	0.352
12.82	0.3567
13.18	0.3661
13.42	0.3786
13.79	0.4068
14.07	0.4287
14.52	0.4334
14.84	0.4444
15.09	0.4553
15.33	0.4569
15.45	0.4741
15.45	0.4867
15.82	0.4788
15.98	0.4725
16.3	0.471
16.38	0.4835
16.47	0.4992
16.87	0.5086
17.28	0.5211
17.6	0.5352
18.05	0.5461
18.57	0.5665
19.06	0.5837
19.47	0.5962
19.95	0.6103
20.24	0.6291
20.44	0.6228
20.6	0.6134
21.41	0.6243
22.22	0.6368
22.67	0.6368
23.08	0.6305
23.08	0.6258
23.68	0.6289
24.21	0.6242
24.78	0.6226
25.06	0.6336
25.55	0.6304
25.96	0.632
26.36	0.6398
26.81	0.6492
26.85	0.6398
26.97	0.6257
27.29	0.6429
27.82	0.6554
28.43	0.6569
29.16	0.6428
29.44	0.6271
29.81	0.6177
30.25	0.6067
31.19	0.5973
31.8	0.5878
32.36	0.5768
32.73	0.5768
33.01	0.5862
33.09	0.5705
33.38	0.5564
33.95	0.5642
34.43	0.5595
34.8	0.5548
35	0.561
35.5	0.536547598734333
36	0.514067859431947
36.5	0.492529953958088
37	0.471894422292842
37.5	0.452123457673083
38	0.433180837325961
38.5	0.415031856104449
39	0.397643262903358
39.5	0.380983199739337
40	0.365021143383234
41	0.335075298758893
42	0.307586171030328
43	0.282352214441134
44	0.259188417778222
45	0.237924947900077
46	0.218405904548142
47	0.200488177311803
48	0.184040396366431
49	0.168941969291468
50	0.155082196906664
55	0.101084346175828
60	0.0658879306948712
65	0.0429465053243848
70	0.0279930223961485
80	0.0118930628812762
90	0.0050528643422745
100	0.00214675044740782
