6.5,1,1,1,1,13.415,7.365
6.6,1,1,1,1,12.718,7.12
6.7,1,1,1,1,12.021,6.875
6.8,1,1,1,1,11.324,6.63
6.9,1,1,1,1,10.627,6.385
7,1,1,1,1,9.93,6.14
7.1,1,1,1,1,9.714,5.814
7.2,1,1,1,1,9.498,5.488
7.3,1,1,1,1,9.282,5.162
7.4,1,1,1,1,9.066,4.836
7.5,1,1,1,1,8.85,4.51
7.6,1,1,1,1,8.634,4.184
7.7,1,1,1,1,8.418,3.858
7.8,1,1,1,1,8.202,3.532
7.9,1,1,1,1,7.986,3.206
8,1,1,1,1,7.77,2.88
8.1,1,1,1,1,7.718,2.744
8.2,1,1,1,1,7.666,2.608
8.3,1,1,1,1,7.614,2.472
8.4,1,1,1,1,7.562,2.336
8.5,1,1,1,1,7.51,2.2
8.6,1,1,1,1,7.458,2.064
8.7,1,1,1,1,7.406,1.928
8.8,1,1,1,1,7.354,1.792
8.9,1,1,1,1,7.302,1.656
9,1,1,1,1,7.25,1.52
9.1,1,1,1,1,7.042,1.502
9.2,1,1,1,1,6.834,1.484
9.3,1,1,1,1,6.626,1.466
9.4,1,1,1,1,6.418,1.448
9.5,1,1,1,1,6.21,1.43
9.6,1,1,1,1,6.002,1.412
9.7,1,1,1,1,5.794,1.394
9.8,1,1,1,1,5.586,1.376
9.9,1,1,1,1,5.378,1.358
10,1,1,1,1,5.17,1.34
10.1,1,1,1,1,4.948,1.308
10.2,1,1,1,1,4.726,1.276
10.3,1,1,1,1,4.504,1.244
10.4,1,1,1,1,4.282,1.212
10.5,1,1,1,1,4.06,1.18
10.6,1,1,1,1,3.838,1.148
10.7,1,1,1,1,3.616,1.116
10.8,1,1,1,1,3.394,1.084
10.9,1,1,1,1,3.172,1.052
11,1,1,1,1,2.95,1.02
12,1,1,1,1,1.81,0.727
13,1,1,1,1,1.26,0.561
14,1,1,1,1,1.18,0.401
15,1,1,1,1,1.05,0.298
16,1,1,1,1,0.799,0.272
17,1,1,1,1,0.651,0.227
18,1,1,1,1,0.542,0.171
19,1,1,1,1,0.43,0.131
20,1,1,1,1,0.344,0.117
21,1,1,1,1,0.275,0.0961
22,1,1,1,1,0.247,0.0804
23,1,1,1,1,0.235,0.0692
24,1,1,1,1,0.203,0.0555
25,1,1,1,1,0.167,0.0438
26,1,1,1,1,0.135,0.0415
27,1,1,1,1,0.111,0.035
28,1,1,1,1,0.101,0.0285
29,1,1,1,1,0.0924,0.0248
30,1,1,1,1,0.078,0.0212
31,1,1,1,1,0.0674,0.0182
32,1,1,1,1,0.0624,0.016
33,1,1,1,1,0.0537,0.0145
34,1,1,1,1,0.0451,0.0119
35,1,1,1,1,0.0376,0.0104
36,1,1,1,1,0.0332,0.00951
37,1,1,1,1,0.032,0.0084
38,1,1,1,1,0.0291,0.00743
39,1,1,1,1,0.025,0.00657
40,1,1,1,1,0.0216,0.00585
41,1,1,1,1,0.0192,0.0052
42,1,1,1,1,0.0172,0.00477
43,1,1,1,1,0.0153,0.00436
44,1,1,1,1,0.0138,0.00394
45,1,1,1,1,0.0124,0.00349
46,1,1,1,1,0.0117,0.00317
47,1,1,1,1,0.0109,0.00299
48,1,1,1,1,0.00956,0.00267
49,1,1,1,1,0.00838,0.00252
50,1,1,1,1,0.00755,0.0023
51,1,1,1,1,0.00704,0.00214
52,1,1,1,1,0.00668,0.00192
53,1,1,1,1,0.00623,0.00181
54,1,1,1,1,0.00572,0.00171
55,1,1,1,1,0.00531,0.00156
56,1,1,1,1,0.00491,0.00148
57,1,1,1,1,0.00445,0.00139
58,1,1,1,1,0.0041,0.0013
59,1,1,1,1,0.00385,0.00117
60,1,1,1,1,0.00364,0.00113
61,1,1,1,1,0.00347,0.00107
62,1,1,1,1,0.00333,0.00101
63,1,1,1,1,0.00315,0.000961
64,1,1,1,1,0.00292,0.000895
65,1,1,1,1,0.00268,0.000847
66,1,1,1,1,0.00252,0.000787
67,1,1,1,1,0.0024,0.000766
68,1,1,1,1,0.00232,0.00073
69,1,1,1,1,0.00224,0.000705
70,1,1,1,1,0.00211,0.000655
71,1,1,1,1,0.002,0.000615
72,1,1,1,1,0.00193,0.000594
73,1,1,1,1,0.00185,0.000572
74,1,1,1,1,0.00176,0.000552
75,1,1,1,1,0.00168,0.000521
76,1,1,1,1,0.00159,0.0005
77,1,1,1,1,0.00152,0.000474
78,1,1,1,1,0.00146,0.000457
79,1,1,1,1,0.00142,0.00044
80,1,1,1,1,0.00138,0.000425
81,1,1,1,1,0.00133,0.000412
82,1,1,1,1,0.00127,0.000384
83,1,1,1,1,0.00124,0.000373
84,1,1,1,1,0.00121,0.000359
85,1,1,1,1,0.00115,0.000356
86,1,1,1,1,0.0011,0.000336
87,1,1,1,1,0.00105,0.000319
88,1,1,1,1,0.00101,0.00031
89,1,1,1,1,0.000989,0.000303
90,1,1,1,1,0.00098,0.000297
91,1,1,1,1,0.000966,0.000282
92,1,1,1,1,0.000929,0.000274
93,1,1,1,1,0.000891,0.00026
94,1,1,1,1,0.000853,0.000256
95,1,1,1,1,0.00083,0.000248
96,1,1,1,1,0.000812,0.000243
97,1,1,1,1,0.000795,0.000236
98,1,1,1,1,0.000776,0.000225
99,1,1,1,1,0.000752,0.000218
100,1,1,1,1,0.000729,0.000211
101,1,1,1,1,0.000701,0.000209
102,1,1,1,1,0.000684,0.000203
103,1,1,1,1,0.00067,0.000199
104,1,1,1,1,0.000663,0.00019
105,1,1,1,1,0.000654,0.000183
106,1,1,1,1,0.00064,0.000181
107,1,1,1,1,0.000621,0.000177
108,1,1,1,1,0.000596,0.000174
109,1,1,1,1,0.000581,0.000166
110,1,1,1,1,0.000564,0.000163
111,1,1,1,1,0.000557,0.000159
112,1,1,1,1,0.000549,0.000159
113,1,1,1,1,0.000545,0.000156
114,1,1,1,1,0.000534,0.000151
115,1,1,1,1,0.000516,0.000146
116,1,1,1,1,0.000502,0.000141
117,1,1,1,1,0.000488,0.000141
118,1,1,1,1,0.000487,0.000138
119,1,1,1,1,0.00048,0.000136
120,1,1,1,1,0.000477,0.000132
121,1,1,1,1,0.000466,0.00013
122,1,1,1,1,0.000456,0.000128
123,1,1,1,1,0.000445,0.000126
124,1,1,1,1,0.000434,0.000125
125,1,1,1,1,0.000429,0.000121
126,1,1,1,1,0.000421,0.000118
127,1,1,1,1,0.00042,0.000114
128,1,1,1,1,0.00041,0.000115
129,1,1,1,1,0.000404,0.000113
130,1,1,1,1,0.000394,0.000112
131,1,1,1,1,0.000388,0.000108
132,1,1,1,1,0.000386,0.000106
133,1,1,1,1,0.000384,0.000106
134,1,1,1,1,0.000385,0.000106
135,1,1,1,1,0.000377,0.000106
136,1,1,1,1,0.000372,0.000103
137,1,1,1,1,0.00036,0.0000996
138,1,1,1,1,0.000354,0.0000967
139,1,1,1,1,0.000348,0.0000969
140,1,1,1,1,0.000347,0.0000972
141,1,1,1,1,0.000348,0.0000955
142,1,1,1,1,0.000344,0.0000932
143,1,1,1,1,0.000344,0.0000901
144,1,1,1,1,0.000334,0.0000906
145,1,1,1,1,0.000332,0.000091
146,1,1,1,1,0.000325,0.000092
147,1,1,1,1,0.000325,0.0000898
148,1,1,1,1,0.000324,0.0000871
149,1,1,1,1,0.000323,0.0000857
150,1,1,1,1,0.000321,0.000086
151,1,1,1,1,0.000312,0.0000882
152,1,1,1,1,0.000308,0.0000872
153,1,1,1,1,0.000299,0.0000858
154,1,1,1,1,0.000301,0.0000827
155,1,1,1,1,0.000301,0.0000827
156,1,1,1,1,0.000305,0.0000835
157,1,1,1,1,0.000306,0.000084
158,1,1,1,1,0.000302,0.0000826
159,1,1,1,1,0.000299,0.0000791
160,1,1,1,1,0.00029,0.000078
161,1,1,1,1,0.000293,0.000078
162,1,1,1,1,0.00029,0.0000804
163,1,1,1,1,0.000297,0.0000797
164,1,1,1,1,0.000296,0.0000777
165,1,1,1,1,0.000295,0.0000749
166,1,1,1,1,0.000291,0.0000745
167,1,1,1,1,0.000282,0.000077
168,1,1,1,1,0.000283,0.0000782
169,1,1,1,1,0.000278,0.0000782
170,1,1,1,1,0.000288,0.0000744
171,1,1,1,1,0.000287,0.0000736
172,1,1,1,1,0.000293,0.0000744
173,1,1,1,1,0.000286,0.0000784
174,1,1,1,1,0.000277,0.0000797
175,1,1,1,1,0.000274,0.0000763
176,1,1,1,1,0.000267,0.0000739
177,1,1,1,1,0.000283,0.0000717
178,1,1,1,1,0.000282,0.0000802
179,1,1,1,1,0.000311,0.000085
180,1,1,1,1,0.000291,0.000112
