181 33 KTC
     0.1      0.15      0.2       0.3	    0.4	      0.5	0.7	  1         1.5       2         3         4         5         7	        10	  15        20	      30        40        50        70	      100       150       200       300       400       500	  700       1000      2000      5000      10000		   10e6		   
 98 16.2      7.06      14.4      15.4      16.8      13.9      9.51      6.5       4.34      3.11      1.66      0.979     9.44      4.56      2.24      1.39      0.768     0.516     0.548     0.57      0.482     0.25      0.0229    0.0153    0.146     0.155     0.102     0.0206    0.000764  0.0198    0.00517   0.00207   	   0.00207   	   
 99 16.2      7.05      15.4      16.7      17.9      14.6      9.67      6.27      3.98      2.77      1.43      0.825     9.21      4.41      2.11      1.36      0.764     0.536     0.575     0.593     0.49      0.243     0.02      0.0164    0.14      0.144     0.0907    0.0159    0.00189   0.0205    0.005     0.00204   	   0.00204   	   
100 16.2      7.03      16.5      18        19.2      15.5      9.91      6.11      3.67      2.47      1.22      0.685     8.94      4.24      1.97      1.33      0.756     0.554     0.599     0.613     0.495     0.236     0.0173    0.0173    0.134     0.131     0.0797    0.012     0.00359   0.0211    0.00481   0.00204   	   0.00204   	   
101 16.2      7.02      17.6      19.4      20.5      16.5      10.2      6.02      3.41      2.2       1.03      0.558     8.65      4.07      1.84      1.29      0.745     0.569     0.621     0.632     0.499     0.229     0.0149    0.018     0.126     0.119     0.069     0.00902   0.00594   0.0217    0.00467   0.00203   	   0.00203   	   
102 16.2      7         18.8      20.9      21.9      17.5      10.7      5.99      3.19      1.97      0.853     0.445     8.31      3.88      1.7       1.24      0.73      0.582     0.641     0.648     0.501     0.22      0.0126    0.0186    0.117     0.106     0.0591    0.00713   0.0088    0.0222    0.00448   0.00203   	   0.00203   	   
103 16.2      6.99      20        22.4      23.4      18.7      11.2      6.02      3.02      1.77      0.701     0.344     7.96      3.68      1.56      1.19      0.712     0.592     0.658     0.662     0.501     0.211     0.0107    0.019     0.108     0.0934    0.0498    0.0063    0.0123    0.0227    0.00436   0.00203   	   0.00203   	   
104 16.2      6.98      21.2      24.1      25        19.9      11.8      6.13      2.88      1.59      0.569     0.257     7.58      3.47      1.43      1.13      0.691     0.599     0.672     0.673     0.499     0.202     0.00906   0.0193    0.0983    0.0813    0.0415    0.00659   0.0162    0.023     0.00421   0.00204   	   0.00204   	   
105 16.2      6.97      22.5      25.8      26.7      21.3      12.4      6.29      2.79      1.46      0.458     0.183     7.17      3.26      1.29      1.07      0.666     0.604     0.683     0.681     0.496     0.193     0.00767   0.0195    0.0885    0.0695    0.0342    0.00802   0.0207    0.0232    0.00409   0.00204   	   0.00204   	   
106 16.2      6.96      23.8      27.6      28.4      22.7      13.2      6.52      2.75      1.35      0.366     0.122     6.74      3.04      1.17      1         0.638     0.605     0.691     0.687     0.49      0.183     0.00656   0.0197    0.0785    0.0586    0.0282    0.0106    0.0256    0.0234    0.00398   0.00205   	   0.00205   	   
107 16.3      6.96      25.2      29.5      30.3      24.2      14        6.8       2.74      1.28      0.293     0.0737    6.31      2.82      1.04      0.935     0.608     0.604     0.696     0.689     0.483     0.173     0.00573   0.02      0.0688    0.0486    0.0235    0.0142    0.0308    0.0234    0.00386   0.00206   	   0.00206   	   
108 16.3      6.95      26.6      31.4      32.2      25.8      14.9      7.15      2.78      1.24      0.24      0.038     5.85      2.6       0.922     0.863     0.574     0.6       0.698     0.689     0.474     0.163     0.00522   0.0202    0.0593    0.0396    0.0201    0.0189    0.0363    0.0234    0.00381   0.00209   	   0.00209   	   
109 16.3      6.94      28.1      33.5      34.2      27.5      15.9      7.56      2.86      1.23      0.205     0.0147    5.4       2.37      0.81      0.79      0.54      0.593     0.697     0.686     0.464     0.152     0.00499   0.0205    0.0502    0.0318    0.0181    0.0245    0.0419    0.0231    0.00369   0.00209   	   0.00209   	   
110 16.3      6.94      29.6      35.5      36.3      29.3      17        8.03      2.98      1.24      0.19      0.00383   4.93      2.15      0.706     0.716     0.503     0.584     0.693     0.68      0.452     0.142     0.0051    0.021     0.0417    0.0251    0.0176    0.0311    0.0477    0.0229    0.00368   0.00213   	   0.00213   	   
111 16.3      6.93      31.1      37.7      38.4      31.1      18.1      8.55      3.13      1.29      0.192     0.00506   4.46      1.92      0.609     0.64      0.465     0.572     0.686     0.672     0.439     0.132     0.0055    0.0215    0.0338    0.0199    0.0185    0.0384    0.0535    0.0223    0.0036    0.00214   	   0.00214   	   
112 16.3      6.93      32.6      39.9      40.7      33.1      19.3      9.13      3.33      1.37      0.213     0.0183    4         1.71      0.521     0.566     0.426     0.558     0.676     0.661     0.424     0.122     0.00624   0.0222    0.0267    0.0159    0.0208    0.0465    0.0593    0.0218    0.00361   0.00218   	   0.00218   	   
113 16.3      6.93      34.2      42.2      43        35.1      20.6      9.76      3.56      1.47      0.251     0.0433    3.55      1.5       0.443     0.493     0.387     0.542     0.664     0.648     0.409     0.112     0.00729   0.0231    0.0204    0.0133    0.0244    0.0551    0.065     0.0211    0.00358   0.0022    	   0.0022    	   
114 16.3      6.93      35.9      44.6      45.3      37.2      22        10.4      3.82      1.6       0.305     0.0799    3.11      1.3       0.375     0.421     0.347     0.524     0.649     0.632     0.393     0.102     0.00865   0.0241    0.015     0.0119    0.0292    0.0642    0.0705    0.0203    0.00359   0.00223   	   0.00223   	   
115 16.3      6.92      37.5      47        47.7      39.3      23.4      11.2      4.13      1.76      0.377     0.128     2.69      1.11      0.318     0.352     0.309     0.504     0.632     0.614     0.376     0.0928    0.0103    0.0253    0.0104    0.0119    0.0351    0.0736    0.0757    0.0194    0.00364   0.00228   	   0.00228   	   
116 16.3      6.92      39.2      49.5      50.2      41.5      24.8      12        4.47      1.95      0.466     0.187     2.29      0.927     0.272     0.287     0.272     0.484     0.613     0.594     0.358     0.0836    0.0123    0.0266    0.00676   0.013     0.0419    0.0831    0.0804    0.0184    0.00365   0.00229   	   0.00229   	   
117 16.3      6.93      40.9      52.1      52.8      43.8      26.4      12.8      4.84      2.16      0.57      0.257     1.92      0.762     0.237     0.226     0.236     0.462     0.592     0.573     0.34      0.0748    0.0145    0.0281    0.00392   0.0153    0.0495    0.0927    0.085     0.0173    0.00377   0.00236   	   0.00236   	   
118 16.3      6.93      42.7      54.7      55.3      46.1      28        13.7      5.25      2.39      0.69      0.338     1.58      0.613     0.216     0.171     0.204     0.44      0.569     0.551     0.321     0.0665    0.0169    0.0297    0.00192   0.0185    0.0577    0.102     0.0887    0.016     0.0038    0.00236   	   0.00236   	   
119 16.4      6.93      44.4      57.3      58        48.5      29.6      14.6      5.68      2.65      0.824     0.429     1.27      0.482     0.206     0.122     0.174     0.418     0.546     0.527     0.302     0.0585    0.0196    0.0314    0.000659  0.0226    0.0664    0.111     0.0921    0.0148    0.00396   0.00244   	   0.00244   	   
120 16.4      6.93      46.2      60        60.7      51        31.3      15.6      6.15      2.93      0.973     0.53      1         0.371     0.21      0.0801    0.147     0.396     0.522     0.502     0.283     0.051     0.0224    0.0331    0.000111  0.0275    0.0754    0.12      0.0945    0.0134    0.00404   0.00244   	   0.00244   	   
121 16.4      6.94      48        62.8      63.4      53.5      33.1      16.6      6.65      3.24      1.14      0.641     0.775     0.282     0.227     0.0464    0.125     0.374     0.497     0.476     0.264     0.0439    0.0253    0.0349    0.000184  0.0329    0.0844    0.127     0.0964    0.0121    0.00422   0.00252   	   0.00252   	   
122 16.4      6.94      49.9      65.6      66.2      56.1      34.9      17.6      7.17      3.56      1.31      0.762     0.596     0.216     0.257     0.0216    0.108     0.354     0.472     0.45      0.244     0.0375    0.0284    0.0367    0.000794  0.0387    0.0934    0.134     0.0975    0.0107    0.00437   0.00255   	   0.00255   	   
123 16.4      6.95      51.7      68.4      69        58.7      36.7      18.7      7.73      3.91      1.5       0.892     0.468     0.174     0.301     0.00651   0.096     0.335     0.446     0.424     0.225     0.0316    0.0315    0.0384    0.00185   0.0448    0.102     0.141     0.0978    0.00927   0.00455   0.00258   	   0.00258   	   
124 16.4      6.96      53.6      71.3      71.8      61.3      38.6      19.8      8.31      4.27      1.7       1.03      0.394     0.159     0.359     0.00189   0.0901    0.318     0.422     0.398     0.206     0.0262    0.0345    0.04      0.00327   0.051     0.11      0.146     0.0975    0.00794   0.00479   0.00266   	   0.00266   	   
125 16.4      6.96      55.5      74.2      74.7      64        40.5      20.9      8.91      4.66      1.92      1.18      0.377     0.172     0.43      0.00848   0.0908    0.303     0.398     0.372     0.188     0.0214    0.0375    0.0415    0.00491   0.057     0.118     0.15      0.0962    0.00659   0.00499   0.00266   	   0.00266   	   
126 16.4      6.97      57.5      77.1      77.6      66.7      42.5      22.1      9.53      5.06      2.15      1.33      0.421     0.214     0.514     0.027     0.0985    0.291     0.375     0.346     0.17      0.0173    0.0404    0.0428    0.00674   0.0627    0.125     0.153     0.0944    0.00539   0.00529   0.00277   	   0.00277   	   
127 16.5      6.98      59.4      80.1      80.6      69.5      44.5      23.3      10.2      5.48      2.38      1.5       0.528     0.287     0.612     0.0582    0.114     0.281     0.353     0.322     0.153     0.0137    0.0432    0.0439    0.00857   0.0681    0.131     0.154     0.0916    0.00419   0.00553   0.00276   	   0.00276   	   
128 16.5      6.99      61.3      83.1      83.5      72.2      46.5      24.6      10.8      5.91      2.63      1.67      0.701     0.391     0.723     0.102     0.137     0.275     0.333     0.298     0.136     0.0106    0.0458    0.0448    0.0104    0.0729    0.136     0.155     0.0884    0.00317   0.00586   0.00288   	   0.00288   	   
129 16.5      7         63.3      86.1      86.5      75        48.5      25.8      11.5      6.36      2.89      1.85      0.942     0.527     0.847     0.16      0.169     0.273     0.314     0.275     0.12      0.0082    0.0482    0.0453    0.0121    0.0769    0.139     0.154     0.0844    0.00225   0.00615   0.00288   	   0.00288   	   
130 16.5      7.01      65.2      89.2      89.5      77.9      50.6      27.1      12.2      6.82      3.15      2.04      1.25      0.697     0.984     0.233     0.21      0.275     0.298     0.254     0.105     0.00628   0.0503    0.0456    0.0135    0.0803    0.142     0.152     0.0799    0.00152   0.0065    0.00296   	   0.00296   	   
131 16.5      7.03      67.2      92.2      92.5      80.7      52.7      28.4      13        7.29      3.43      2.23      1.63      0.901     1.13      0.319     0.26      0.281     0.284     0.233     0.0915    0.0049    0.0522    0.0454    0.0147    0.0828    0.143     0.149     0.0749    0.000987  0.00685   0.00301   	   0.00301   	   
132 16.5      7.04      69.1      95.3      95.5      83.6      54.8      29.8      13.7      7.78      3.71      2.43      2.09      1.14      1.29      0.421     0.319     0.292     0.272     0.215     0.0785    0.00398   0.0538    0.045     0.0156    0.0843    0.142     0.144     0.0694    0.000675  0.00723   0.00304   	   0.00304   	   
133 16.5      7.05      71.1      98.4      98.5      86.5      57        31.1      14.5      8.27      4         2.63      2.61      1.41      1.47      0.538     0.388     0.308     0.264     0.199     0.0666    0.00353   0.055     0.0442    0.0161    0.085     0.141     0.139     0.0637    0.000611  0.00765   0.00314   	   0.00314   	   
134 16.5      7.07      73.1      101       102       89.3      59.1      32.5      15.2      8.78      4.29      2.84      3.22      1.72      1.65      0.67      0.468     0.329     0.258     0.184     0.0559    0.00349   0.0559    0.0431    0.0162    0.0846    0.138     0.132     0.0576    0.000829  0.00805   0.00313   	   0.00313   	   
135 16.5      7.08      75        105       105       92.2      61.3      33.8      16        9.3       4.6       3.06      3.89      2.06      1.84      0.817     0.557     0.355     0.255     0.171     0.0463    0.00385   0.0565    0.0416    0.016     0.0835    0.134     0.125     0.0516    0.00132   0.00851   0.00326   	   0.00326   	   
136 16.5      7.09      77        108       108       95.1      63.5      35.2      16.8      9.82      4.9       3.28      4.64      2.45      2.05      0.98      0.656     0.387     0.256     0.161     0.038     0.00455   0.0567    0.0399    0.0153    0.0813    0.128     0.116     0.0453    0.00216   0.00893   0.00324   	   0.00324   	   
137 16.5      7.11      79        111       111       98        65.6      36.6      17.6      10.3      5.22      3.5       5.46      2.86      2.26      1.16      0.766     0.425     0.26      0.153     0.0309    0.00557   0.0566    0.0378    0.0145    0.0784    0.122     0.107     0.0394    0.0033    0.00942   0.00336   	   0.00336   	   
138 16.6      7.12      80.9      114       114       101       67.8      38        18.4      10.9      5.53      3.73      6.36      3.31      2.48      1.35      0.886     0.468     0.268     0.147     0.0251    0.00687   0.0562    0.0356    0.0133    0.0746    0.115     0.0978    0.0337    0.00484   0.00989   0.00337   	   0.00337   	   
139 16.6      7.14      82.9      117       117       104       70        39.4      19.2      11.4      5.85      3.96      7.32      3.79      2.71      1.56      1.02      0.517     0.28      0.144     0.0205    0.00841   0.0554    0.0331    0.012     0.0701    0.106     0.0881    0.0283    0.00673   0.0104    0.00345   	   0.00345   	   
140 16.6      7.15      84.8      120       120       107       72.1      40.8      20        12        6.17      4.19      8.35      4.3       2.95      1.79      1.16      0.571     0.295     0.144     0.0171    0.0102    0.0543    0.0306    0.0105    0.0651    0.0976    0.0782    0.0236    0.00903   0.0109    0.00352   	   0.00352   	   
141 16.6      7.17      86.7      123       123       109       74.3      42.2      20.8      12.5      6.5       4.43      9.46      4.84      3.19      2.02      1.31      0.631     0.314     0.146     0.0149    0.0121    0.0529    0.0281    0.00906   0.0596    0.0883    0.0683    0.0194    0.0117    0.0115    0.00354   	   0.00354   	   
142 16.6      7.19      88.6      126       125       112       76.5      43.6      21.6      13.1      6.83      4.66      10.6      5.42      3.44      2.27      1.46      0.697     0.337     0.15      0.014     0.0142    0.0512    0.0255    0.00773   0.0538    0.0786    0.0587    0.0161    0.0148    0.012     0.00365   	   0.00365   	   
143 16.6      7.2       90.5      129       128       115       78.6      45        22.4      13.6      7.15      4.91      11.8      6.03      3.69      2.54      1.63      0.768     0.364     0.157     0.0142    0.0164    0.0493    0.0231    0.00656   0.0478    0.0688    0.0494    0.0135    0.0184    0.0126    0.00362   	   0.00362   	   
144 16.6      7.22      92.3      132       131       118       80.7      46.4      23.2      14.1      7.48      5.15      13.1      6.66      3.95      2.82      1.81      0.845     0.394     0.167     0.0155    0.0188    0.0472    0.0209    0.00575   0.0418    0.059     0.0409    0.0121    0.0222    0.0131    0.00376   	   0.00376   	   
145 16.6      7.23      94.2      135       134       121       82.8      47.7      24        14.7      7.81      5.39      14.5      7.32      4.21      3.1       2         0.927     0.428     0.179     0.0178    0.0212    0.045     0.019     0.00535   0.0359    0.0494    0.0329    0.0116    0.0267    0.0137    0.00374   	   0.00374   	   
146 16.6      7.26      96        138       137       123       84.9      49.1      24.8      15.2      8.14      5.63      15.9      8         4.48      3.4       2.19      1.01      0.466     0.194     0.0212    0.0236    0.0426    0.0174    0.00551   0.0304    0.0402    0.0259    0.0123    0.0313    0.0143    0.00386   	   0.00386   	   
147 16.6      7.27      97.8      141       140       126       86.9      50.4      25.6      15.8      8.46      5.87      17.3      8.71      4.75      3.71      2.39      1.11      0.506     0.212     0.0255    0.0261    0.0401    0.0163    0.00633   0.0254    0.0316    0.02      0.0143    0.0366    0.0149    0.00387   	   0.00387   	   
148 16.6      7.29      99.5      143       142       129       89        51.8      26.3      16.3      8.78      6.11      18.8      9.43      5.02      4.04      2.6       1.2       0.551     0.231     0.0307    0.0286    0.0376    0.0157    0.00794   0.021     0.0237    0.0152    0.0175    0.0421    0.0155    0.00394   	   0.00394   	   
149 16.6      7.31      101       146       145       131       91        53.1      27.1      16.8      9.11      6.35      20.3      10.2      5.28      4.36      2.81      1.3       0.598     0.253     0.0368    0.031     0.035     0.0157    0.0104    0.0176    0.0168    0.0118    0.0222    0.0481    0.0161    0.00402   	   0.00402   	   
150 16.6      7.32      103       149       148       134       92.9      54.4      27.9      17.4      9.42      6.58      21.8      10.9      5.55      4.7       3.03      1.41      0.648     0.276     0.0437    0.0334    0.0326    0.0164    0.0139    0.015     0.011     0.00972   0.0282    0.0545    0.0167    0.00402   	   0.00402   	   
151 16.6      7.34      105       152       150       136       94.9      55.6      28.6      17.9      9.73      6.82      23.4      11.7      5.82      5.04      3.26      1.52      0.7       0.301     0.0513    0.0357    0.0302    0.0177    0.0185    0.0136    0.00643   0.00924   0.0357    0.0611    0.0173    0.00416   	   0.00416   	   
152 16.6      7.36      106       154       153       139       96.8      56.9      29.4      18.4      10        7.05      25        12.5      6.09      5.39      3.49      1.62      0.755     0.329     0.0596    0.038     0.028     0.0198    0.0242    0.0133    0.0032    0.0103    0.0445    0.0683    0.0179    0.00411   	   0.00411   	   
153 16.6      7.37      108       157       155       141       98.6      58.1      30.1      18.9      10.3      7.28      26.6      13.3      6.35      5.74      3.72      1.74      0.812     0.357     0.0685    0.0401    0.0259    0.0227    0.0311    0.0144    0.00141   0.013     0.0547    0.0754    0.0185    0.00425   	   0.00425   	   
154 16.5      7.4       109       159       158       143       100       59.3      30.8      19.4      10.6      7.51      28.2      14.1      6.61      6.09      3.95      1.86      0.871     0.387     0.0781    0.0422    0.0241    0.0264    0.0394    0.0168    0.00114   0.0174    0.0662    0.0831    0.0192    0.0042    	   0.0042    	   
155 16.5      7.41      111       162       160       146       102       60.4      31.5      19.8      10.9      7.73      29.9      14.9      6.87      6.45      4.19      1.97      0.931     0.418     0.088     0.0441    0.0225    0.0309    0.0488    0.0205    0.00239   0.0234    0.079     0.0908    0.0197    0.00431   	   0.00431   	   
156 16.5      7.43      112       164       162       148       104       61.6      32.2      20.3      11.2      7.94      31.5      15.6      7.12      6.8       4.42      2.09      0.992     0.451     0.0984    0.0458    0.0211    0.0362    0.0595    0.0256    0.00522   0.031     0.0931    0.0988    0.0203    0.00432   	   0.00432   	   
157 16.5      7.44      114       166       164       150       106       62.7      32.8      20.8      11.5      8.15      33.1      16.4      7.37      7.16      4.66      2.21      1.05      0.483     0.109     0.0475    0.0201    0.0423    0.0714    0.0322    0.00957   0.0402    0.108     0.107     0.0209    0.00436   	   0.00436   	   
158 16.5      7.46      115       169       166       152       107       63.7      33.5      21.2      11.8      8.35      34.7      17.2      7.61      7.51      4.89      2.33      1.12      0.517     0.12      0.049     0.0193    0.049     0.0844    0.04      0.0154    0.0508    0.124     0.115     0.0215    0.00445   	   0.00445   	   
159 16.5      7.47      116       171       169       154       109       64.7      34.1      21.6      12        8.56      36.3      18        7.85      7.85      5.12      2.45      1.18      0.551     0.131     0.0504    0.0188    0.0566    0.0987    0.0493    0.0228    0.0628    0.142     0.124     0.0221    0.00441   	   0.00441   	   
160 16.5      7.49      118       173       170       156       110       65.7      34.7      22        12.3      8.75      37.8      18.8      8.07      8.19      5.35      2.57      1.24      0.585     0.142     0.0516    0.0186    0.0647    0.114     0.0596    0.0314    0.076     0.16      0.132     0.0226    0.00456   	   0.00456   	   
161 16.5      7.51      119       175       172       158       112       66.7      35.2      22.4      12.5      8.94      39.4      19.5      8.3       8.53      5.58      2.68      1.31      0.619     0.153     0.0528    0.0187    0.0735    0.13      0.0714    0.0414    0.0904    0.178     0.141     0.0232    0.00448   	   0.00448   	   
162 16.5      7.52      120       177       174       159       113       67.6      35.8      22.8      12.8      9.11      40.9      20.2      8.51      8.86      5.8       2.8       1.37      0.653     0.165     0.0538    0.019     0.0826    0.146     0.0839    0.0524    0.106     0.197     0.149     0.0236    0.00464   	   0.00464   	   
163 16.5      7.53      121       179       176       161       114       68.5      36.3      23.2      13        9.29      42.3      20.9      8.72      9.17      6.01      2.91      1.43      0.686     0.175     0.0548    0.0196    0.0924    0.164     0.0975    0.0646    0.122     0.217     0.157     0.0242    0.00458   	   0.00458   	   
164 16.5      7.55      122       180       177       162       115       69.3      36.8      23.5      13.2      9.45      43.7      21.6      8.92      9.49      6.22      3.02      1.49      0.72      0.186     0.0556    0.0204    0.102     0.181     0.112     0.0775    0.139     0.236     0.165     0.0247    0.00467   	   0.00467   	   
165 16.5      7.56      123       182       179       164       117       70.1      37.3      23.8      13.4      9.61      45.1      22.3      9.1       9.78      6.42      3.12      1.55      0.752     0.196     0.0564    0.0214    0.112     0.199     0.127     0.0912    0.156     0.256     0.173     0.0251    0.00467   	   0.00467   	   
166 16.5      7.57      124       183       180       165       118       70.8      37.7      24.2      13.6      9.75      46.3      22.9      9.28      10.1      6.61      3.22      1.6       0.783     0.206     0.0571    0.0226    0.123     0.217     0.142     0.105     0.173     0.276     0.18      0.0256    0.00468   	   0.00468   	   
167 16.5      7.58      125       185       182       167       119       71.5      38.1      24.4      13.8      9.89      47.6      23.5      9.44      10.3      6.79      3.32      1.66      0.814     0.215     0.0577    0.0238    0.133     0.235     0.157     0.12      0.191     0.295     0.187     0.0259    0.00478   	   0.00478   	   
168 16.5      7.59      126       186       183       168       120       72.1      38.5      24.7      13.9      10        48.7      24.1      9.6       10.6      6.96      3.41      1.71      0.842     0.224     0.0583    0.0252    0.143     0.253     0.172     0.134     0.208     0.313     0.195     0.0264    0.00469   	   0.00469   	   
169 16.5      7.6       126       187       184       169       121       72.7      38.9      25        14.1      10.1      49.8      24.6      9.75      10.8      7.12      3.49      1.76      0.87      0.232     0.0589    0.0265    0.153     0.27      0.187     0.148     0.225     0.33      0.201     0.0267    0.00486   	   0.00486   	   
170 16.4      7.61      127       189       185       170       121       73.2      39.2      25.2      14.2      10.2      50.8      25.1      9.88      11        7.27      3.57      1.8       0.895     0.24      0.0594    0.028     0.163     0.287     0.202     0.162     0.241     0.347     0.207     0.0272    0.00472   	   0.00472   	   
171 16.4      7.62      128       190       186       171       122       73.7      39.5      25.4      14.4      10.3      51.7      25.5      10        11.2      7.41      3.65      1.84      0.92      0.247     0.0599    0.0293    0.172     0.302     0.215     0.175     0.256     0.363     0.213     0.0273    0.00489   	   0.00489   	   
172 16.4      7.63      128       191       187       172       123       74.2      39.8      25.6      14.5      10.4      52.5      25.9      10.1      11.4      7.53      3.71      1.88      0.941     0.253     0.0603    0.0307    0.181     0.317     0.228     0.188     0.271     0.378     0.218     0.0277    0.00479   	   0.00479   	   
173 16.4      7.63      129       191       188       172       123       74.6      40        25.8      14.6      10.5      53.3      26.3      10.2      11.6      7.64      3.77      1.92      0.962     0.259     0.0607    0.0319    0.189     0.331     0.24      0.199     0.284     0.391     0.223     0.0279    0.00489   	   0.00489   	   
174 16.4      7.64      129       192       189       173       124       74.9      40.2      25.9      14.7      10.6      53.9      26.6      10.3      11.7      7.74      3.82      1.95      0.978     0.264     0.0611    0.033     0.196     0.343     0.25      0.209     0.295     0.403     0.227     0.0281    0.0049    	   0.0049    	   
175 16.4      7.64      130       193       189       174       124       75.2      40.4      26        14.8      10.7      54.4      26.9      10.4      11.9      7.82      3.87      1.97      0.994     0.268     0.0614    0.0341    0.202     0.354     0.26      0.218     0.305     0.413     0.231     0.0283    0.00483   	   0.00483   	   
176 16.4      7.65      130       193       190       174       125       75.4      40.6      26.1      14.8      10.7      54.9      27.1      10.4      12        7.89      3.9       1.99      1.01      0.271     0.0616    0.0348    0.207     0.362     0.267     0.225     0.313     0.422     0.233     0.0284    0.00498   	   0.00498   	   
177 16.4      7.65      130       194       190       175       125       75.6      40.7      26.2      14.9      10.7      55.3      27.3      10.5      12        7.94      3.93      2.01      1.02      0.274     0.0619    0.0356    0.211     0.37      0.273     0.231     0.32      0.429     0.236     0.0287    0.00472   	   0.00472   	   
178 16.4      7.65      130       194       190       175       125       75.8      40.8      26.3      14.9      10.8      55.5      27.4      10.5      12.1      7.98      3.95      2.02      1.02      0.276     0.062     0.036     0.214     0.375     0.277     0.235     0.324     0.434     0.236     0.0285    0.00504   	   0.00504   	   
179 16.4      7.65      130       194       190       175       125       75.8      40.8      26.3      14.9      10.8      55.7      27.5      10.5      12.1      8         3.96      2.03      1.03      0.276     0.0621    0.0365    0.216     0.379     0.28      0.238     0.328     0.437     0.238     0.0289    0.00463   	   0.00463   	   
180 16.4      7.65      130       194       191       175       125       75.9      40.8      26.3      14.9      10.8      55.7      27.5      10.5      12.1      8.02      3.97      2.03      1.03      0.278     0.062     0.0361    0.216     0.378     0.279     0.238     0.328     0.437     0.236     0.0282    0.0055    	   0.0055    	   
