289,17,idxs
,0.5,1,1.5,2,3,4,6,8.5,10,15,20,30,40,50,70,90,100
0,3.882245,2.605859,2.961839,3.51834,6.29826,9.96577,25.83567,39.91655,57.2004,90.72,116.48,150.08,178.64,202.44,240.8,271.32,282.8
0.1,3.88235,2.606248,2.962118,3.518594,6.298097,9.964628,25.827886,39.900166,57.172967,90.58,116.312,149.772,178.192,201.852,239.876,270.088,281.512
0.2,3.882456,2.606636,2.962398,3.518848,6.297934,9.963487,25.820103,39.883783,57.145534,90.44,116.144,149.464,177.744,201.264,238.952,268.856,280.224
0.3,3.882561,2.607025,2.962677,3.519102,6.297772,9.962345,25.812319,39.867399,57.1181,90.3,115.976,149.156,177.296,200.676,238.028,267.624,278.936
0.4,3.882666,2.607413,2.962956,3.519356,6.297609,9.961204,25.804536,39.851016,57.090667,90.16,115.808,148.848,176.848,200.088,237.104,266.392,277.648
0.5,3.882772,2.607802,2.963235,3.51961,6.297446,9.960062,25.796752,39.834632,57.063234,90.02,115.64,148.54,176.4,199.5,236.18,265.16,276.36
0.6,3.882877,2.60819,2.963515,3.519864,6.297283,9.95892,25.788968,39.818248,57.035801,89.88,115.472,148.232,175.952,198.912,235.256,263.928,275.072
0.7,3.882982,2.608579,2.963794,3.520118,6.29712,9.957779,25.781185,39.801865,57.008368,89.74,115.304,147.924,175.504,198.324,234.332,262.696,273.784
0.8,3.883088,2.608967,2.964073,3.520372,6.296958,9.956637,25.773401,39.785481,56.980934,89.6,115.136,147.616,175.056,197.736,233.408,261.464,272.496
0.9,3.883193,2.609356,2.964353,3.520626,6.296795,9.955496,25.765618,39.769098,56.953501,89.46,114.968,147.308,174.608,197.148,232.484,260.232,271.208
1,3.883298,2.609745,2.964632,3.52088,6.296632,9.954354,25.757834,39.752714,56.926068,89.32,114.8,147,174.16,196.56,231.56,259,269.92
1.1,3.883404,2.610133,2.964911,3.521134,6.296469,9.953212,25.75005,39.73633,56.898635,89.012,114.296,146.216,173.068,195.16,229.572,256.424,267.092
1.2,3.883509,2.610522,2.96519,3.521388,6.296306,9.952071,25.742267,39.719947,56.871202,88.704,113.792,145.432,171.976,193.76,227.584,253.848,264.264
1.3,3.883614,2.61091,2.96547,3.521642,6.296144,9.950929,25.734483,39.703563,56.843768,88.396,113.288,144.648,170.884,192.36,225.596,251.272,261.436
1.4,3.883719,2.611299,2.965749,3.521896,6.295981,9.949788,25.7267,39.68718,56.816335,88.088,112.784,143.864,169.792,190.96,223.608,248.696,258.608
1.5,3.883825,2.611687,2.966028,3.52215,6.295818,9.948646,25.718916,39.670796,56.788902,87.78,112.28,143.08,168.7,189.56,221.62,246.12,255.78
1.6,3.88393,2.612076,2.966307,3.522404,6.295655,9.947504,25.711132,39.654412,56.761469,87.472,111.776,142.296,167.608,188.16,219.632,243.544,252.952
1.7,3.884035,2.612465,2.966587,3.522658,6.295492,9.946363,25.703349,39.638029,56.734036,87.164,111.272,141.512,166.516,186.76,217.644,240.968,250.124
1.8,3.884141,2.612853,2.966866,3.522912,6.29533,9.945221,25.695565,39.621645,56.706602,86.856,110.768,140.728,165.424,185.36,215.656,238.392,247.296
1.9,3.884246,2.613242,2.967145,3.523166,6.295167,9.94408,25.687782,39.605262,56.679169,86.548,110.264,139.944,164.332,183.96,213.668,235.816,244.468
2,3.884351,2.61363,2.967425,3.52342,6.295004,9.942938,25.679998,39.588878,56.651736,86.24,109.76,139.16,163.24,182.56,211.68,233.24,241.64
2.1,3.884457,2.614019,2.967704,3.523674,6.294841,9.941796,25.672214,39.572494,56.624303,85.792,109.144,138.236,161.98,181.02,209.58,230.608,238.756
2.2,3.884562,2.614407,2.967983,3.523928,6.294678,9.940655,25.664431,39.556111,56.59687,85.344,108.528,137.312,160.72,179.48,207.48,227.976,235.872
2.3,3.884667,2.614796,2.968262,3.524182,6.294516,9.939513,25.656647,39.539727,56.569436,84.896,107.912,136.388,159.46,177.94,205.38,225.344,232.988
2.4,3.884773,2.615184,2.968542,3.524436,6.294353,9.938372,25.648864,39.523344,56.542003,84.448,107.296,135.464,158.2,176.4,203.28,222.712,230.104
2.5,3.884878,2.615573,2.968821,3.52469,6.29419,9.93723,25.64108,39.50696,56.51457,84,106.68,134.54,156.94,174.86,201.18,220.08,227.22
2.6,3.885192,2.616729,2.969649,3.525443,6.293706,9.93385,25.618129,39.458909,56.434183,83.552,106.064,133.616,155.68,173.32,199.08,217.448,224.336
2.7,3.885506,2.617884,2.970477,3.526196,6.293221,9.930469,25.595178,39.410858,56.353796,83.104,105.448,132.692,154.42,171.78,196.98,214.816,221.452
2.8,3.885819,2.61904,2.971305,3.526948,6.292737,9.927089,25.572228,39.362806,56.273408,82.656,104.832,131.768,153.16,170.24,194.88,212.184,218.568
2.9,3.886133,2.620195,2.972132,3.527701,6.292252,9.923708,25.549277,39.314755,56.193021,82.208,104.216,130.844,151.9,168.7,192.78,209.552,215.684
3,3.886447,2.621351,2.97296,3.528454,6.291768,9.920328,25.526326,39.266704,56.112634,81.76,103.6,129.92,150.64,167.16,190.68,206.92,212.8
3.1,3.886761,2.622506,2.973788,3.529207,6.291284,9.916948,25.503375,39.218653,56.032247,81.34,102.984,129.024,149.436,165.648,188.636,204.344,210
3.2,3.887074,2.623662,2.974616,3.52996,6.290799,9.913567,25.480424,39.170602,55.95186,80.92,102.368,128.128,148.232,164.136,186.592,201.768,207.2
3.3,3.887388,2.624817,2.975444,3.530712,6.290315,9.910187,25.457474,39.12255,55.871472,80.5,101.752,127.232,147.028,162.624,184.548,199.192,204.4
3.4,3.887702,2.625973,2.976272,3.531465,6.28983,9.906806,25.434523,39.074499,55.791085,80.08,101.136,126.336,145.824,161.112,182.504,196.616,201.6
3.5,3.888016,2.627128,2.977099,3.532218,6.289346,9.903426,25.411572,39.026448,55.710698,79.66,100.52,125.44,144.62,159.6,180.46,194.04,198.8
3.6,3.888329,2.628284,2.977927,3.532971,6.288862,9.900046,25.388621,38.978397,55.630311,79.24,99.904,124.544,143.416,158.088,178.416,191.464,196
3.7,3.888643,2.629439,2.978755,3.533724,6.288377,9.896665,25.36567,38.930346,55.549924,78.82,99.288,123.648,142.212,156.576,176.372,188.888,193.2
3.8,3.888957,2.630595,2.979583,3.534476,6.287893,9.893285,25.34272,38.882294,55.469536,78.4,98.672,122.752,141.008,155.064,174.328,186.312,190.4
3.9,3.889271,2.63175,2.980411,3.535229,6.287408,9.889904,25.319769,38.834243,55.389149,77.98,98.056,121.856,139.804,153.552,172.284,183.736,187.6
4,3.889584,2.632906,2.981239,3.535982,6.286924,9.886524,25.296818,38.786192,55.308762,77.56,97.44,120.96,138.6,152.04,170.24,181.16,184.8
4.1,3.889898,2.634061,2.982066,3.536735,6.28644,9.883144,25.273867,38.738141,55.228375,77.14,96.852,120.064,137.396,150.556,168.196,178.612,182.056
4.2,3.890212,2.635217,2.982894,3.537488,6.285955,9.879763,25.250916,38.69009,55.147988,76.72,96.264,119.168,136.192,149.072,166.152,176.064,179.312
4.3,3.890526,2.636372,2.983722,3.53824,6.285471,9.876383,25.227966,38.642038,55.0676,76.3,95.676,118.272,134.988,147.588,164.108,173.516,176.568
4.4,3.890839,2.637528,2.98455,3.538993,6.284986,9.873002,25.205015,38.593987,54.987213,75.88,95.088,117.376,133.784,146.104,162.064,170.968,173.824
4.5,3.891153,2.638683,2.985378,3.539746,6.284502,9.869622,25.182064,38.545936,54.906826,75.46,94.5,116.48,132.58,144.62,160.02,168.42,171.08
4.6,3.891467,2.639839,2.986206,3.540499,6.284018,9.866242,25.159113,38.497885,54.826439,75.04,93.912,115.584,131.376,143.136,157.976,165.872,168.336
4.7,3.891781,2.640994,2.987033,3.541252,6.283533,9.862861,25.136162,38.449834,54.746052,74.62,93.324,114.688,130.172,141.652,155.932,163.324,165.592
4.8,3.892094,2.64215,2.987861,3.542004,6.283049,9.859481,25.113212,38.401782,54.665664,74.2,92.736,113.792,128.968,140.168,153.888,160.776,162.848
4.9,3.892408,2.643305,2.988689,3.542757,6.282564,9.8561,25.090261,38.353731,54.585277,73.78,92.148,112.896,127.764,138.684,151.844,158.228,160.104
5,3.892722,2.644461,2.989517,3.54351,6.28208,9.85272,25.06731,38.30568,54.50489,73.36,91.56,112,126.56,137.2,149.8,155.68,157.36
5.1,3.893238,2.646353,2.990864,3.544734,6.281282,9.847228,25.030361,38.229143,54.377086,72.94,90.972,111.104,125.384,135.744,147.84,153.3,154.812
5.2,3.893753,2.648246,2.992211,3.545959,6.280485,9.841735,24.993412,38.152606,54.249281,72.52,90.384,110.208,124.208,134.288,145.88,150.92,152.264
5.3,3.894269,2.650138,2.993558,3.547183,6.279687,9.836243,24.956464,38.076068,54.121477,72.1,89.796,109.312,123.032,132.832,143.92,148.54,149.716
5.4,3.894785,2.65203,2.994904,3.548408,6.27889,9.83075,24.919515,37.999531,53.993672,71.68,89.208,108.416,121.856,131.376,141.96,146.16,147.168
5.5,3.895301,2.653923,2.996251,3.549632,6.278092,9.825258,24.882566,37.922994,53.865868,71.26,88.62,107.52,120.68,129.92,140,143.78,144.62
5.6,3.895816,2.655815,2.997598,3.550856,6.277294,9.819766,24.845617,37.846457,53.738064,70.84,88.032,106.624,119.504,128.464,138.04,141.4,142.072
5.7,3.896332,2.657707,2.998945,3.552081,6.276497,9.814273,24.808668,37.76992,53.610259,70.42,87.444,105.728,118.328,127.008,136.08,139.02,139.524
5.8,3.896848,2.6596,3.000292,3.553305,6.275699,9.808781,24.77172,37.693382,53.482455,70,86.856,104.832,117.152,125.552,134.12,136.64,136.976
5.9,3.897363,2.661492,3.001639,3.55453,6.274902,9.803288,24.734771,37.616845,53.35465,69.58,86.268,103.936,115.976,124.096,132.16,134.26,134.428
