         x(mm) ,           EdepX ,   EdepX UnkNown ,        EdepX e- ,        EdepX e+ ,  Transportation ,         Elastic ,      ExcitRotat ,     ExcitVibrat ,      Excitation ,     DissocNeutr ,            Ioni ,      Attachment ,    Annihilation ,     Positronium ,
          -5e-06 ,               0 ,               0 ,               0 ,               0 ,     1.81161e+07 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,               0 ,
           5e-06 ,     1.35427e+08 ,               0 ,     6.73013e+07 ,     6.81256e+07 ,      9.3738e+06 ,     5.29713e+08 ,     9.22069e+08 ,     1.75618e+07 ,          600205 ,     2.48274e+06 ,     5.37916e+06 ,          217245 ,              48 ,            2652 ,
         1.5e-05 ,     1.57666e+08 ,               0 ,     8.84866e+07 ,     6.91794e+07 ,               0 ,     8.87145e+08 ,     1.58885e+09 ,     2.91183e+07 ,          739634 ,     2.74541e+06 ,     5.70964e+06 ,          350023 ,              70 ,            3172 ,
         2.5e-05 ,     1.62782e+08 ,               0 ,     9.27571e+07 ,     7.00248e+07 ,               0 ,     9.60057e+08 ,      1.7338e+09 ,     3.13639e+07 ,          758392 ,     2.80134e+06 ,     5.80741e+06 ,          370747 ,              82 ,            3343 ,
         3.5e-05 ,     1.64585e+08 ,               0 ,     9.38957e+07 ,     7.06895e+07 ,               0 ,     9.77566e+08 ,     1.76854e+09 ,     3.19005e+07 ,          766695 ,     2.82892e+06 ,     5.85348e+06 ,          377394 ,              76 ,            3607 ,
         4.5e-05 ,     1.66163e+08 ,               0 ,     9.47846e+07 ,     7.13785e+07 ,               0 ,     9.87313e+08 ,     1.78699e+09 ,     3.22124e+07 ,          773987 ,     2.85402e+06 ,     5.90843e+06 ,          380916 ,              88 ,            3729 ,
         5.5e-05 ,     1.67852e+08 ,               0 ,      9.5769e+07 ,     7.20833e+07 ,               0 ,     9.96096e+08 ,     1.80285e+09 ,      3.2507e+07 ,          781534 ,     2.88672e+06 ,     5.96412e+06 ,          384192 ,              93 ,            3879 ,
         6.5e-05 ,     1.69288e+08 ,               0 ,     9.65236e+07 ,     7.27647e+07 ,               0 ,      1.0043e+09 ,     1.81738e+09 ,     3.27822e+07 ,          787551 ,     2.91282e+06 ,     6.00737e+06 ,          388040 ,             114 ,            3997 ,
         7.5e-05 ,      1.7091e+08 ,               0 ,     9.73954e+07 ,     7.35148e+07 ,               0 ,     1.01287e+09 ,     1.83319e+09 ,     3.30622e+07 ,          795582 ,     2.93984e+06 ,     6.06577e+06 ,          390915 ,             106 ,            4191 ,
         8.5e-05 ,     1.72207e+08 ,               0 ,     9.80658e+07 ,     7.41412e+07 ,               0 ,     1.02051e+09 ,     1.84697e+09 ,     3.33005e+07 ,          799686 ,     2.96527e+06 ,     6.11148e+06 ,          391818 ,             123 ,            4242 ,
         9.5e-05 ,     1.73305e+08 ,               0 ,     9.86035e+07 ,     7.47015e+07 ,               0 ,      1.0272e+09 ,     1.85947e+09 ,     3.35192e+07 ,          805496 ,     2.98538e+06 ,     6.14153e+06 ,          395719 ,              97 ,            4388 ,
        0.000105 ,     1.74836e+08 ,               0 ,     9.94836e+07 ,      7.5352e+07 ,               0 ,     1.03556e+09 ,     1.87423e+09 ,     3.37984e+07 ,          814589 ,     3.01238e+06 ,     6.19647e+06 ,          398244 ,             121 ,            4570 ,
        0.000115 ,     1.76299e+08 ,               0 ,     1.00145e+08 ,     7.61534e+07 ,               0 ,     1.04313e+09 ,     1.88792e+09 ,     3.40375e+07 ,          817756 ,     3.03722e+06 ,     6.24302e+06 ,          402752 ,             123 ,            4461 ,
        0.000125 ,     1.77754e+08 ,               0 ,     1.01037e+08 ,     7.67169e+07 ,               0 ,     1.05148e+09 ,     1.90305e+09 ,     3.43164e+07 ,          825246 ,     3.06607e+06 ,     6.29356e+06 ,          405611 ,             129 ,            4690 ,
        0.000135 ,     1.79018e+08 ,               0 ,     1.01652e+08 ,     7.73663e+07 ,               0 ,     1.05864e+09 ,     1.91604e+09 ,     3.45487e+07 ,          831889 ,       3.087e+06 ,     6.33548e+06 ,          408298 ,             119 ,            4721 ,
        0.000145 ,     1.80556e+08 ,               0 ,     1.02533e+08 ,     7.80236e+07 ,               0 ,     1.06742e+09 ,     1.93219e+09 ,     3.48298e+07 ,          837185 ,     3.11413e+06 ,      6.3945e+06 ,          410332 ,             113 ,            4992 ,
        0.000155 ,     1.82142e+08 ,               0 ,     1.03415e+08 ,     7.87266e+07 ,               0 ,     1.07689e+09 ,      1.9493e+09 ,     3.51371e+07 ,          844608 ,     3.14398e+06 ,     6.44059e+06 ,          414142 ,             137 ,            5087 ,
        0.000165 ,     1.83843e+08 ,               0 ,      1.0432e+08 ,     7.95231e+07 ,               0 ,     1.08572e+09 ,     1.96512e+09 ,      3.5432e+07 ,          851803 ,     3.17465e+06 ,     6.49697e+06 ,          417896 ,             135 ,            5250 ,
        0.000175 ,     1.85256e+08 ,               0 ,     1.05042e+08 ,     8.02141e+07 ,               0 ,     1.09374e+09 ,     1.97965e+09 ,     3.57043e+07 ,          859158 ,     3.19846e+06 ,     6.54356e+06 ,          422357 ,             140 ,            5244 ,
        0.000185 ,     1.86502e+08 ,               0 ,     1.05768e+08 ,     8.07336e+07 ,               0 ,     1.10114e+09 ,     1.99307e+09 ,      3.5927e+07 ,          865256 ,     3.22288e+06 ,     6.59057e+06 ,          423366 ,             131 ,            5244 ,
        0.000195 ,     1.88152e+08 ,               0 ,     1.06612e+08 ,     8.15403e+07 ,               0 ,     1.11008e+09 ,      2.0093e+09 ,     3.62309e+07 ,          870670 ,     3.25047e+06 ,     6.64253e+06 ,          427261 ,             131 ,            5358 ,
        0.000205 ,     1.89844e+08 ,               0 ,      1.0755e+08 ,     8.22941e+07 ,               0 ,     1.11962e+09 ,     2.02656e+09 ,     3.65333e+07 ,          879007 ,     3.28196e+06 ,     6.69827e+06 ,          431483 ,             146 ,            5523 ,
        0.000215 ,     1.91437e+08 ,               0 ,     1.08392e+08 ,     8.30453e+07 ,               0 ,      1.1274e+09 ,     2.04061e+09 ,     3.67952e+07 ,          887185 ,      3.3102e+06 ,     6.74983e+06 ,          433296 ,             122 ,            5585 ,
        0.000225 ,     1.93082e+08 ,               0 ,     1.09288e+08 ,     8.37936e+07 ,               0 ,     1.13682e+09 ,     2.05759e+09 ,     3.71037e+07 ,          893749 ,     3.34109e+06 ,      6.8052e+06 ,          437853 ,             132 ,            5745 ,
        0.000235 ,     1.94264e+08 ,               0 ,     1.09881e+08 ,     8.43827e+07 ,               0 ,     1.14447e+09 ,     2.07146e+09 ,     3.73529e+07 ,          898916 ,      3.3612e+06 ,     6.84441e+06 ,          440917 ,             170 ,            5832 ,
        0.000245 ,     1.95878e+08 ,               0 ,      1.1067e+08 ,     8.52085e+07 ,               0 ,     1.15251e+09 ,     2.08658e+09 ,     3.76094e+07 ,          904035 ,     3.39166e+06 ,      6.8974e+06 ,          443836 ,             160 ,            5907 ,
        0.000255 ,     1.97623e+08 ,               0 ,     1.11633e+08 ,     8.59901e+07 ,               0 ,      1.1621e+09 ,     2.10356e+09 ,     3.79176e+07 ,          913365 ,     3.42223e+06 ,     6.95844e+06 ,          447605 ,             152 ,            5976 ,
        0.000265 ,     1.99311e+08 ,               0 ,     1.12579e+08 ,     8.67327e+07 ,               0 ,     1.17204e+09 ,     2.12172e+09 ,     3.82557e+07 ,          920959 ,     3.45351e+06 ,     7.01375e+06 ,          451429 ,             169 ,            6072 ,
        0.000275 ,     2.01156e+08 ,               0 ,     1.13557e+08 ,     8.75984e+07 ,               0 ,     1.18238e+09 ,     2.14012e+09 ,     3.85906e+07 ,          929366 ,     3.48342e+06 ,     7.07697e+06 ,          454616 ,             176 ,            5987 ,
        0.000285 ,     2.02745e+08 ,               0 ,     1.14414e+08 ,     8.83312e+07 ,               0 ,     1.19134e+09 ,     2.15655e+09 ,     3.88836e+07 ,          936864 ,     3.51522e+06 ,     7.12948e+06 ,          459263 ,             147 ,            6228 ,
        0.000295 ,     2.04518e+08 ,               0 ,     1.15385e+08 ,     8.91323e+07 ,               0 ,     1.20124e+09 ,     2.17433e+09 ,     3.92065e+07 ,          944036 ,     3.54611e+06 ,     7.18798e+06 ,          463289 ,             157 ,            6398 ,
        0.000305 ,     2.06443e+08 ,               0 ,     1.16457e+08 ,     8.99855e+07 ,               0 ,       1.212e+09 ,     2.19375e+09 ,     3.95575e+07 ,          953676 ,     3.57823e+06 ,     7.25466e+06 ,          467141 ,             160 ,            6479 ,
        0.000315 ,     2.08194e+08 ,               0 ,     1.17289e+08 ,     9.09047e+07 ,               0 ,      1.2216e+09 ,     2.21127e+09 ,     3.98683e+07 ,          959537 ,     3.61135e+06 ,     7.31033e+06 ,          471300 ,             185 ,            6547 ,
        0.000325 ,     2.09835e+08 ,               0 ,     1.18302e+08 ,      9.1533e+07 ,               0 ,     1.23167e+09 ,     2.22931e+09 ,     4.02029e+07 ,          968491 ,     3.64258e+06 ,     7.36948e+06 ,          474826 ,             190 ,            6617 ,
        0.000335 ,     2.11832e+08 ,               0 ,     1.19355e+08 ,     9.24773e+07 ,               0 ,     1.24191e+09 ,     2.24817e+09 ,     4.05316e+07 ,          978243 ,     3.67824e+06 ,      7.4354e+06 ,          477847 ,             166 ,            6715 ,
        0.000345 ,     2.13572e+08 ,               0 ,     1.20302e+08 ,     9.32701e+07 ,               0 ,     1.25237e+09 ,     2.26682e+09 ,     4.08659e+07 ,          985648 ,     3.70771e+06 ,     7.49822e+06 ,          483071 ,             191 ,            6812 ,
        0.000355 ,     2.15329e+08 ,               0 ,     1.21224e+08 ,      9.4105e+07 ,               0 ,      1.2626e+09 ,     2.28573e+09 ,     4.12092e+07 ,          992106 ,      3.7396e+06 ,      7.5556e+06 ,          487407 ,             165 ,            6905 ,
        0.000365 ,     2.17268e+08 ,               0 ,      1.2227e+08 ,     9.49984e+07 ,               0 ,     1.27388e+09 ,     2.30595e+09 ,     4.15732e+07 ,     1.00096e+06 ,     3.77171e+06 ,     7.62094e+06 ,          490595 ,             205 ,            7002 ,
        0.000375 ,     2.19194e+08 ,               0 ,     1.23309e+08 ,     9.58851e+07 ,               0 ,     1.28463e+09 ,      2.3252e+09 ,     4.19253e+07 ,     1.01047e+06 ,     3.80902e+06 ,      7.6846e+06 ,          494846 ,             193 ,            7056 ,
        0.000385 ,     2.21141e+08 ,               0 ,     1.24455e+08 ,     9.66861e+07 ,               0 ,     1.29494e+09 ,     2.34392e+09 ,     4.22626e+07 ,     1.02099e+06 ,     3.84375e+06 ,     7.75208e+06 ,          498579 ,             190 ,            7212 ,
        0.000395 ,     2.23169e+08 ,               0 ,     1.25402e+08 ,     9.77667e+07 ,               0 ,     1.30631e+09 ,     2.36474e+09 ,     4.26419e+07 ,     1.02698e+06 ,     3.87551e+06 ,     7.81739e+06 ,          502706 ,             173 ,            7398 ,
        0.000405 ,     2.24984e+08 ,               0 ,     1.26346e+08 ,      9.8638e+07 ,               0 ,     1.31694e+09 ,     2.38368e+09 ,     4.29812e+07 ,     1.03366e+06 ,      3.9107e+06 ,     7.87758e+06 ,          507016 ,             183 ,            7215 ,
        0.000415 ,     2.27147e+08 ,               0 ,     1.27709e+08 ,     9.94384e+07 ,               0 ,     1.32852e+09 ,     2.40488e+09 ,     4.33577e+07 ,     1.04649e+06 ,     3.95039e+06 ,     7.95464e+06 ,          512155 ,             187 ,            7461 ,
        0.000425 ,     2.29212e+08 ,               0 ,     1.28835e+08 ,     1.00377e+08 ,               0 ,     1.34086e+09 ,     2.42737e+09 ,     4.37624e+07 ,     1.05562e+06 ,     3.98641e+06 ,     8.02609e+06 ,          516976 ,             192 ,            7682 ,
        0.000435 ,     2.31137e+08 ,               0 ,     1.29813e+08 ,     1.01324e+08 ,               0 ,     1.35195e+09 ,     2.44711e+09 ,     4.41338e+07 ,     1.06392e+06 ,     4.01913e+06 ,     8.09023e+06 ,          521915 ,             185 ,            7700 ,
        0.000445 ,      2.3319e+08 ,               0 ,     1.30963e+08 ,     1.02227e+08 ,               0 ,     1.36334e+09 ,     2.46771e+09 ,     4.44902e+07 ,     1.07339e+06 ,     4.06026e+06 ,     8.16038e+06 ,          526295 ,             190 ,            7836 ,
        0.000455 ,     2.35344e+08 ,               0 ,     1.32113e+08 ,      1.0323e+08 ,               0 ,     1.37543e+09 ,     2.48988e+09 ,      4.4894e+07 ,     1.08364e+06 ,     4.09579e+06 ,     8.23056e+06 ,          529540 ,             212 ,            7900 ,
        0.000465 ,     2.37436e+08 ,               0 ,     1.33242e+08 ,     1.04194e+08 ,               0 ,     1.38691e+09 ,     2.51083e+09 ,     4.52621e+07 ,     1.09232e+06 ,     4.13199e+06 ,      8.3081e+06 ,          535766 ,             218 ,            7936 ,
        0.000475 ,     2.39326e+08 ,               0 ,     1.34216e+08 ,      1.0511e+08 ,               0 ,     1.39896e+09 ,     2.53251e+09 ,     4.56476e+07 ,     1.09955e+06 ,     4.16646e+06 ,     8.37042e+06 ,          537998 ,             227 ,            8006 ,
        0.000485 ,     2.41565e+08 ,               0 ,     1.35547e+08 ,     1.06018e+08 ,               0 ,     1.41089e+09 ,     2.55386e+09 ,       4.606e+07 ,     1.11034e+06 ,     4.20687e+06 ,     8.45114e+06 ,          544579 ,             214 ,            8150 ,
        0.000495 ,     2.43497e+08 ,               0 ,     1.36558e+08 ,     1.06939e+08 ,               0 ,     1.42269e+09 ,     2.57558e+09 ,     4.64265e+07 ,     1.11696e+06 ,     4.24276e+06 ,     8.51099e+06 ,          549066 ,             201 ,            8161 ,
        0.000505 ,     2.45759e+08 ,               0 ,     1.37785e+08 ,     1.07974e+08 ,               0 ,      1.4351e+09 ,     2.59803e+09 ,     4.68436e+07 ,     1.12905e+06 ,     4.27765e+06 ,     8.59233e+06 ,          554001 ,             223 ,            8363 ,
        0.000515 ,     2.47951e+08 ,               0 ,      1.3908e+08 ,     1.08872e+08 ,               0 ,     1.44803e+09 ,     2.62139e+09 ,     4.72645e+07 ,     1.13906e+06 ,     4.31847e+06 ,     8.66624e+06 ,          558899 ,             229 ,            8454 ,
        0.000525 ,     2.50267e+08 ,               0 ,     1.40379e+08 ,     1.09888e+08 ,               0 ,     1.46088e+09 ,     2.64461e+09 ,     4.76749e+07 ,     1.14854e+06 ,      4.3645e+06 ,     8.74121e+06 ,          561638 ,             207 ,            8621 ,
        0.000535 ,     2.52567e+08 ,               0 ,     1.41591e+08 ,     1.10976e+08 ,               0 ,       1.474e+09 ,     2.66843e+09 ,     4.81021e+07 ,     1.15945e+06 ,     4.40218e+06 ,     8.82426e+06 ,          568635 ,             232 ,            8655 ,
        0.000545 ,     2.54712e+08 ,               0 ,     1.42776e+08 ,     1.11936e+08 ,               0 ,     1.48608e+09 ,     2.68995e+09 ,     4.85083e+07 ,     1.17001e+06 ,     4.43985e+06 ,      8.8989e+06 ,          573319 ,             228 ,            8760 ,
        0.000555 ,     2.56722e+08 ,               0 ,     1.43876e+08 ,     1.12846e+08 ,               0 ,     1.49876e+09 ,     2.71319e+09 ,     4.89118e+07 ,     1.17916e+06 ,     4.47369e+06 ,     8.96514e+06 ,          576008 ,             260 ,            9012 ,
        0.000565 ,     2.59038e+08 ,               0 ,     1.45177e+08 ,     1.13862e+08 ,               0 ,     1.51059e+09 ,     2.73442e+09 ,     4.93057e+07 ,     1.19005e+06 ,     4.51655e+06 ,     9.04385e+06 ,          583096 ,             227 ,            9043 ,
        0.000575 ,     2.61072e+08 ,               0 ,     1.46194e+08 ,     1.14878e+08 ,               0 ,      1.5227e+09 ,     2.75621e+09 ,     4.96986e+07 ,      1.1977e+06 ,     4.54944e+06 ,     9.11285e+06 ,          586374 ,             214 ,            9041 ,
        0.000585 ,     2.63083e+08 ,               0 ,     1.47398e+08 ,     1.15685e+08 ,               0 ,     1.53435e+09 ,      2.7777e+09 ,     5.00737e+07 ,     1.20918e+06 ,     4.58781e+06 ,     9.18039e+06 ,          590937 ,             270 ,            9343 ,
        0.000595 ,     2.64988e+08 ,               0 ,     1.48399e+08 ,     1.16589e+08 ,               0 ,     1.54623e+09 ,     2.79906e+09 ,     5.04639e+07 ,     1.21631e+06 ,      4.6207e+06 ,     9.25112e+06 ,          594101 ,             226 ,            9212 ,
        0.000605 ,     2.67533e+08 ,               0 ,     1.49744e+08 ,     1.17789e+08 ,               0 ,     1.55977e+09 ,     2.82339e+09 ,     5.08843e+07 ,      1.2251e+06 ,     4.66523e+06 ,     9.33856e+06 ,          602239 ,             215 ,            9440 ,
        0.000615 ,     2.69701e+08 ,               0 ,     1.50952e+08 ,     1.18749e+08 ,               0 ,     1.57228e+09 ,     2.84639e+09 ,     5.13186e+07 ,     1.23896e+06 ,      4.7034e+06 ,     9.41232e+06 ,          605249 ,             249 ,            9511 ,
        0.000625 ,      2.7182e+08 ,               0 ,     1.52137e+08 ,     1.19683e+08 ,               0 ,     1.58426e+09 ,     2.86816e+09 ,     5.17107e+07 ,     1.24873e+06 ,     4.73861e+06 ,     9.48519e+06 ,          609271 ,             252 ,            9619 ,
        0.000635 ,     2.73626e+08 ,               0 ,     1.53111e+08 ,     1.20515e+08 ,               0 ,     1.59541e+09 ,     2.88819e+09 ,     5.20709e+07 ,     1.25394e+06 ,     4.77476e+06 ,      9.5436e+06 ,          615285 ,             283 ,            9664 ,
        0.000645 ,     2.76236e+08 ,               0 ,     1.54587e+08 ,     1.21649e+08 ,               0 ,     1.60964e+09 ,     2.91379e+09 ,     5.25272e+07 ,     1.26872e+06 ,     4.82051e+06 ,     9.63488e+06 ,          620809 ,             249 ,            9789 ,
        0.000655 ,      2.7871e+08 ,               0 ,     1.55946e+08 ,     1.22763e+08 ,               0 ,     1.62338e+09 ,     2.93852e+09 ,     5.29867e+07 ,     1.28134e+06 ,     4.86176e+06 ,      9.7201e+06 ,          625422 ,             281 ,            9818 ,
        0.000665 ,     2.80703e+08 ,               0 ,     1.57011e+08 ,     1.23692e+08 ,               0 ,     1.63563e+09 ,     2.96085e+09 ,     5.33906e+07 ,     1.28763e+06 ,     4.90013e+06 ,     9.78745e+06 ,          630834 ,             306 ,            9958 ,
        0.000675 ,     2.83141e+08 ,               0 ,     1.58264e+08 ,     1.24877e+08 ,               0 ,     1.64782e+09 ,     2.98298e+09 ,     5.37797e+07 ,     1.29715e+06 ,     4.94186e+06 ,     9.86385e+06 ,          636049 ,             273 ,           10300 ,
        0.000685 ,     2.85027e+08 ,               0 ,     1.59378e+08 ,     1.25649e+08 ,               0 ,      1.6596e+09 ,     3.00409e+09 ,     5.41672e+07 ,     1.30716e+06 ,     4.97714e+06 ,     9.93322e+06 ,          639642 ,             267 ,           10091 ,
        0.000695 ,     2.87281e+08 ,               0 ,     1.60649e+08 ,     1.26632e+08 ,               0 ,     1.67193e+09 ,     3.02679e+09 ,     5.45741e+07 ,     1.31906e+06 ,     5.01748e+06 ,     1.00107e+07 ,          642823 ,             277 ,           10280 ,
        0.000705 ,     2.89294e+08 ,               0 ,     1.61682e+08 ,     1.27612e+08 ,               0 ,     1.68463e+09 ,      3.0495e+09 ,     5.49793e+07 ,     1.32603e+06 ,     5.05188e+06 ,     1.00794e+07 ,          648921 ,             245 ,           10645 ,
        0.000715 ,     2.91675e+08 ,               0 ,     1.63054e+08 ,     1.28622e+08 ,               0 ,     1.69686e+09 ,     3.07161e+09 ,     5.53773e+07 ,     1.33849e+06 ,     5.09224e+06 ,      1.0159e+07 ,          654929 ,             285 ,           10498 ,
        0.000725 ,     2.93593e+08 ,               0 ,     1.64044e+08 ,     1.29549e+08 ,               0 ,     1.70879e+09 ,     3.09291e+09 ,     5.57856e+07 ,     1.34668e+06 ,     5.12579e+06 ,     1.02257e+07 ,          658402 ,             281 ,           10801 ,
        0.000735 ,     2.95657e+08 ,               0 ,     1.65171e+08 ,     1.30485e+08 ,               0 ,     1.72141e+09 ,     3.11597e+09 ,     5.61724e+07 ,      1.3551e+06 ,     5.16256e+06 ,      1.0298e+07 ,          663110 ,             302 ,           10890 ,
        0.000745 ,     2.97974e+08 ,               0 ,     1.66397e+08 ,     1.31577e+08 ,               0 ,      1.7336e+09 ,     3.13846e+09 ,     5.65856e+07 ,     1.36589e+06 ,      5.2029e+06 ,     1.03795e+07 ,          667839 ,             300 ,           11100 ,
        0.000755 ,     3.00062e+08 ,               0 ,     1.67636e+08 ,     1.32426e+08 ,               0 ,     1.74606e+09 ,     3.16061e+09 ,     5.69791e+07 ,     1.37545e+06 ,     5.24365e+06 ,     1.04493e+07 ,          671558 ,             297 ,           10948 ,
        0.000765 ,     3.02401e+08 ,               0 ,     1.68954e+08 ,     1.33448e+08 ,               0 ,     1.75826e+09 ,     3.18274e+09 ,     5.73896e+07 ,     1.38572e+06 ,      5.2851e+06 ,     1.05278e+07 ,          677816 ,             299 ,           11112 ,
        0.000775 ,     3.04359e+08 ,               0 ,      1.7001e+08 ,     1.34349e+08 ,               0 ,     1.77024e+09 ,     3.20468e+09 ,     5.77843e+07 ,     1.39599e+06 ,     5.31492e+06 ,     1.05999e+07 ,          682625 ,             313 ,           11363 ,
        0.000785 ,      3.0633e+08 ,               0 ,     1.71125e+08 ,     1.35204e+08 ,               0 ,     1.78219e+09 ,     3.22641e+09 ,     5.81712e+07 ,     1.40507e+06 ,     5.35288e+06 ,      1.0665e+07 ,          687020 ,             280 ,           11336 ,
        0.000795 ,     3.08376e+08 ,               0 ,     1.72148e+08 ,     1.36228e+08 ,               0 ,     1.79383e+09 ,     3.24724e+09 ,     5.85315e+07 ,     1.41395e+06 ,     5.38882e+06 ,     1.07307e+07 ,          691890 ,             305 ,           11585 ,
        0.000805 ,     3.10576e+08 ,               0 ,     1.73363e+08 ,     1.37213e+08 ,               0 ,     1.80652e+09 ,     3.26991e+09 ,     5.89592e+07 ,     1.42382e+06 ,     5.42631e+06 ,     1.08119e+07 ,          695708 ,             306 ,           11768 ,
        0.000815 ,     3.13007e+08 ,               0 ,     1.74783e+08 ,     1.38225e+08 ,               0 ,     1.81999e+09 ,     3.29441e+09 ,     5.94044e+07 ,     1.43368e+06 ,     5.46984e+06 ,     1.08883e+07 ,          700388 ,             301 ,           11822 ,
        0.000825 ,     3.14884e+08 ,               0 ,     1.75777e+08 ,     1.39107e+08 ,               0 ,     1.83141e+09 ,     3.31514e+09 ,     5.97838e+07 ,      1.4405e+06 ,     5.50183e+06 ,      1.0957e+07 ,          705623 ,             344 ,           11843 ,
        0.000835 ,     3.16961e+08 ,               0 ,     1.76869e+08 ,     1.40092e+08 ,               0 ,     1.84193e+09 ,     3.33394e+09 ,     6.01106e+07 ,     1.45394e+06 ,     5.54123e+06 ,     1.10246e+07 ,          708945 ,             309 ,           11971 ,
        0.000845 ,     3.18927e+08 ,               0 ,     1.78057e+08 ,     1.40869e+08 ,               0 ,     1.85417e+09 ,     3.35682e+09 ,     6.05254e+07 ,     1.46008e+06 ,     5.57814e+06 ,     1.10939e+07 ,          714633 ,             313 ,           12298 ,
        0.000855 ,     3.21008e+08 ,               0 ,     1.79125e+08 ,     1.41883e+08 ,               0 ,     1.86473e+09 ,     3.37559e+09 ,      6.0853e+07 ,     1.47048e+06 ,     5.61353e+06 ,     1.11695e+07 ,          718699 ,             351 ,           12264 ,
        0.000865 ,     3.22948e+08 ,               0 ,      1.8011e+08 ,     1.42838e+08 ,               0 ,     1.87594e+09 ,     3.39597e+09 ,     6.12192e+07 ,     1.47992e+06 ,     5.64704e+06 ,     1.12272e+07 ,          723079 ,             320 ,           12357 ,
        0.000875 ,     3.25045e+08 ,               0 ,       1.813e+08 ,     1.43745e+08 ,               0 ,     1.88788e+09 ,     3.41771e+09 ,     6.16191e+07 ,     1.48784e+06 ,     5.68237e+06 ,     1.12997e+07 ,          727420 ,             316 ,           12471 ,
        0.000885 ,     3.27063e+08 ,               0 ,     1.82463e+08 ,     1.44599e+08 ,               0 ,     1.90036e+09 ,     3.43994e+09 ,     6.20261e+07 ,     1.49658e+06 ,     5.71928e+06 ,     1.13732e+07 ,          732319 ,             339 ,           12664 ,
        0.000895 ,     3.29226e+08 ,               0 ,     1.83693e+08 ,     1.45533e+08 ,               0 ,     1.91244e+09 ,     3.46209e+09 ,      6.2398e+07 ,     1.50714e+06 ,     5.75836e+06 ,     1.14518e+07 ,          737121 ,             337 ,           12860 ,
        0.000905 ,     3.31069e+08 ,               0 ,     1.84662e+08 ,     1.46407e+08 ,               0 ,     1.92299e+09 ,     3.48098e+09 ,     6.27628e+07 ,     1.51873e+06 ,     5.79134e+06 ,     1.15125e+07 ,          740424 ,             338 ,           12906 ,
        0.000915 ,      3.3296e+08 ,               0 ,     1.85676e+08 ,     1.47284e+08 ,               0 ,     1.93436e+09 ,     3.50171e+09 ,     6.31262e+07 ,     1.52358e+06 ,     5.82483e+06 ,     1.15704e+07 ,          744768 ,             372 ,           12969 ,
        0.000925 ,     3.34849e+08 ,               0 ,     1.86622e+08 ,     1.48228e+08 ,               0 ,     1.94457e+09 ,     3.52009e+09 ,     6.34663e+07 ,     1.53352e+06 ,     5.85793e+06 ,     1.16369e+07 ,          748588 ,             392 ,           13278 ,
        0.000935 ,     3.36603e+08 ,               0 ,     1.87595e+08 ,     1.49008e+08 ,               0 ,     1.95394e+09 ,     3.53719e+09 ,     6.37686e+07 ,     1.54368e+06 ,     5.88772e+06 ,     1.16981e+07 ,          755217 ,             321 ,           13442 ,
        0.000945 ,     3.38594e+08 ,               0 ,     1.88759e+08 ,     1.49835e+08 ,               0 ,     1.96516e+09 ,      3.5576e+09 ,     6.41434e+07 ,     1.55282e+06 ,     5.92574e+06 ,     1.17661e+07 ,          756940 ,             365 ,           13429 ,
        0.000955 ,     3.40209e+08 ,               0 ,     1.89665e+08 ,     1.50544e+08 ,               0 ,     1.97438e+09 ,     3.57471e+09 ,     6.44334e+07 ,     1.55898e+06 ,     5.95487e+06 ,     1.18209e+07 ,          760099 ,             348 ,           13425 ,
        0.000965 ,     3.41831e+08 ,               0 ,      1.9035e+08 ,     1.51482e+08 ,               0 ,     1.98372e+09 ,     3.59113e+09 ,     6.47353e+07 ,     1.56568e+06 ,     5.97787e+06 ,     1.18762e+07 ,          764452 ,             356 ,           13779 ,
        0.000975 ,     3.43468e+08 ,               0 ,     1.91242e+08 ,     1.52226e+08 ,               0 ,     1.99425e+09 ,     3.60984e+09 ,     6.50881e+07 ,     1.57171e+06 ,     6.00887e+06 ,     1.19344e+07 ,          767967 ,             347 ,           13783 ,
        0.000985 ,      3.4535e+08 ,               0 ,     1.92359e+08 ,     1.52992e+08 ,               0 ,     2.00507e+09 ,     3.62951e+09 ,     6.54395e+07 ,      1.5813e+06 ,     6.04264e+06 ,     1.19971e+07 ,          772546 ,             346 ,           13769 ,
        0.000995 ,     3.47271e+08 ,               0 ,     1.93397e+08 ,     1.53874e+08 ,               0 ,     2.01459e+09 ,     3.64726e+09 ,      6.5748e+07 ,     1.59054e+06 ,     6.07571e+06 ,     1.20565e+07 ,          774820 ,             379 ,           13978 ,
        0.001005 ,     3.49001e+08 ,               0 ,     1.94376e+08 ,     1.54625e+08 ,               0 ,     2.02466e+09 ,     3.66533e+09 ,     6.60606e+07 ,     1.59675e+06 ,     6.10984e+06 ,      1.2116e+07 ,          781004 ,             399 ,           14408 ,
        0.001015 ,     3.51129e+08 ,               0 ,     1.95592e+08 ,     1.55537e+08 ,               0 ,     2.03618e+09 ,      3.6856e+09 ,     6.64624e+07 ,     1.60663e+06 ,     6.14552e+06 ,     1.21928e+07 ,          785270 ,             341 ,           14685 ,
        0.001025 ,     3.52499e+08 ,               0 ,     1.96406e+08 ,     1.56093e+08 ,               0 ,     2.04543e+09 ,     3.70259e+09 ,     6.67794e+07 ,     1.61242e+06 ,     6.17012e+06 ,     1.22418e+07 ,          786823 ,             367 ,           14578 ,
