         x(mm) ,           EdepX ,   EdepX UnkNown ,        EdepX e- ,        EdepX e+ ,  Transportation ,         Elastic ,      ExcitRotat ,     ExcitVibrat ,      Excitation ,     DissocNeutr ,            Ioni ,      Attachment ,    Annihilation ,     Positronium ,
        0.001035 ,     3.54022e+08 ,               0 ,     1.97228e+08 ,     1.56793e+08 ,               0 ,     2.05416e+09 ,     3.71827e+09 ,     6.70316e+07 ,     1.62037e+06 ,     6.19609e+06 ,     1.22916e+07 ,          791268 ,             392 ,           14360 ,
        0.001045 ,     3.55462e+08 ,               0 ,     1.97984e+08 ,     1.57478e+08 ,               0 ,     2.06177e+09 ,     3.73207e+09 ,     6.72914e+07 ,     1.62869e+06 ,     6.22447e+06 ,     1.23401e+07 ,          795082 ,             377 ,           14825 ,
        0.001055 ,      3.5701e+08 ,               0 ,     1.98845e+08 ,     1.58165e+08 ,               0 ,     2.07061e+09 ,     3.74823e+09 ,     6.75765e+07 ,     1.63751e+06 ,     6.24877e+06 ,      1.2395e+07 ,          796415 ,             387 ,           15025 ,
        0.001065 ,     3.58315e+08 ,               0 ,     1.99594e+08 ,     1.58721e+08 ,               0 ,     2.07931e+09 ,     3.76412e+09 ,     6.78745e+07 ,     1.64064e+06 ,     6.27184e+06 ,     1.24376e+07 ,          801293 ,             426 ,           15048 ,
        0.001075 ,     3.60063e+08 ,               0 ,     2.00525e+08 ,     1.59538e+08 ,               0 ,     2.08864e+09 ,     3.78058e+09 ,     6.81635e+07 ,     1.64893e+06 ,     6.30096e+06 ,     1.25012e+07 ,          805748 ,             428 ,           15245 ,
        0.001085 ,     3.61566e+08 ,               0 ,     2.01356e+08 ,      1.6021e+08 ,               0 ,     2.09757e+09 ,     3.79726e+09 ,     6.84552e+07 ,     1.65689e+06 ,     6.33014e+06 ,     1.25522e+07 ,          810093 ,             442 ,           15103 ,
        0.001095 ,     3.63777e+08 ,               0 ,      2.0255e+08 ,     1.61227e+08 ,               0 ,     2.10796e+09 ,     3.81607e+09 ,     6.87978e+07 ,     1.66405e+06 ,     6.36913e+06 ,     1.26282e+07 ,          812951 ,             422 ,           15772 ,
        0.001105 ,      3.6473e+08 ,               0 ,     2.03092e+08 ,     1.61638e+08 ,               0 ,     2.11614e+09 ,     3.83067e+09 ,     6.90667e+07 ,     1.67003e+06 ,     6.38431e+06 ,     1.26597e+07 ,          816199 ,             449 ,           15704 ,
        0.001115 ,     3.66304e+08 ,               0 ,     2.03905e+08 ,     1.62399e+08 ,               0 ,     2.12444e+09 ,      3.8457e+09 ,     6.93354e+07 ,     1.67764e+06 ,     6.41241e+06 ,     1.27142e+07 ,          819598 ,             389 ,           16072 ,
        0.001125 ,     3.67818e+08 ,               0 ,     2.04795e+08 ,     1.63023e+08 ,               0 ,     2.13271e+09 ,     3.86068e+09 ,      6.9603e+07 ,      1.6846e+06 ,      6.4404e+06 ,     1.27651e+07 ,          822408 ,             422 ,           15949 ,
        0.001135 ,     3.69485e+08 ,               0 ,     2.05796e+08 ,     1.63689e+08 ,               0 ,     2.14206e+09 ,     3.87768e+09 ,     6.99143e+07 ,     1.69347e+06 ,     6.47356e+06 ,     1.28215e+07 ,          825177 ,             420 ,           16258 ,
        0.001145 ,     3.70619e+08 ,               0 ,     2.06411e+08 ,     1.64208e+08 ,               0 ,     2.14937e+09 ,      3.8906e+09 ,     7.01463e+07 ,     1.70062e+06 ,     6.48829e+06 ,     1.28633e+07 ,          829818 ,             396 ,           16544 ,
        0.001155 ,     3.71935e+08 ,               0 ,     2.07009e+08 ,     1.64926e+08 ,               0 ,     2.15619e+09 ,     3.90339e+09 ,     7.03507e+07 ,     1.70444e+06 ,      6.5113e+06 ,     1.29102e+07 ,          831345 ,             458 ,           16569 ,
        0.001165 ,     3.72808e+08 ,               0 ,     2.07502e+08 ,     1.65306e+08 ,               0 ,     2.16344e+09 ,     3.91661e+09 ,     7.05999e+07 ,     1.70729e+06 ,     6.52334e+06 ,     1.29424e+07 ,          832814 ,             433 ,           16777 ,
        0.001175 ,     3.74366e+08 ,               0 ,     2.08427e+08 ,      1.6594e+08 ,               0 ,     2.17059e+09 ,     3.92935e+09 ,     7.08498e+07 ,     1.71615e+06 ,     6.55312e+06 ,     1.29915e+07 ,          836221 ,             457 ,           16757 ,
        0.001185 ,     3.75779e+08 ,               0 ,     2.09138e+08 ,     1.66641e+08 ,               0 ,     2.17861e+09 ,     3.94388e+09 ,     7.11062e+07 ,     1.72338e+06 ,     6.57653e+06 ,     1.30401e+07 ,          839066 ,             427 ,           17067 ,
        0.001195 ,     3.76935e+08 ,               0 ,     2.09848e+08 ,     1.67087e+08 ,               0 ,     2.18546e+09 ,      3.9565e+09 ,     7.13297e+07 ,     1.72703e+06 ,     6.59685e+06 ,     1.30823e+07 ,          841526 ,             475 ,           16928 ,
        0.001205 ,     3.77984e+08 ,               0 ,     2.10398e+08 ,     1.67587e+08 ,               0 ,     2.19231e+09 ,     3.96866e+09 ,     7.15713e+07 ,     1.73219e+06 ,     6.61479e+06 ,     1.31162e+07 ,          844008 ,             429 ,           16938 ,
        0.001215 ,     3.78984e+08 ,               0 ,     2.10951e+08 ,     1.68033e+08 ,               0 ,     2.19794e+09 ,     3.97872e+09 ,      7.1723e+07 ,     1.73613e+06 ,     6.63489e+06 ,     1.31565e+07 ,          846992 ,             476 ,           17192 ,
        0.001225 ,     3.80381e+08 ,               0 ,     2.11587e+08 ,     1.68794e+08 ,               0 ,     2.20406e+09 ,     3.98986e+09 ,     7.19323e+07 ,     1.74357e+06 ,     6.65633e+06 ,     1.31986e+07 ,          850355 ,             446 ,           17669 ,
        0.001235 ,     3.81479e+08 ,               0 ,      2.1225e+08 ,     1.69228e+08 ,               0 ,     2.21115e+09 ,     4.00299e+09 ,     7.21841e+07 ,     1.74966e+06 ,     6.67431e+06 ,     1.32376e+07 ,          850858 ,             442 ,           18112 ,
        0.001245 ,     3.82245e+08 ,               0 ,     2.12865e+08 ,     1.69379e+08 ,               0 ,     2.21733e+09 ,     4.01395e+09 ,      7.2379e+07 ,     1.75163e+06 ,     6.69073e+06 ,     1.32686e+07 ,          853558 ,             484 ,           17901 ,
        0.001255 ,     3.83522e+08 ,               0 ,     2.13453e+08 ,     1.70069e+08 ,               0 ,     2.22254e+09 ,     4.02389e+09 ,     7.25341e+07 ,     1.75962e+06 ,     6.70973e+06 ,      1.3311e+07 ,          857723 ,             420 ,           18050 ,
        0.001265 ,     3.84427e+08 ,               0 ,     2.14015e+08 ,     1.70412e+08 ,               0 ,     2.22846e+09 ,     4.03443e+09 ,      7.2741e+07 ,     1.76373e+06 ,     6.72965e+06 ,     1.33435e+07 ,          859113 ,             454 ,           18171 ,
        0.001275 ,     3.85226e+08 ,               0 ,     2.14497e+08 ,      1.7073e+08 ,               0 ,     2.23438e+09 ,      4.0445e+09 ,     7.29299e+07 ,     1.76657e+06 ,     6.74205e+06 ,     1.33756e+07 ,          863289 ,             476 ,           18226 ,
        0.001285 ,      3.8666e+08 ,               0 ,     2.15106e+08 ,     1.71553e+08 ,               0 ,     2.24128e+09 ,     4.05699e+09 ,     7.31486e+07 ,     1.77217e+06 ,     6.76652e+06 ,     1.34116e+07 ,          864819 ,             487 ,           18570 ,
        0.001295 ,     3.87288e+08 ,               0 ,     2.15713e+08 ,     1.71575e+08 ,               0 ,     2.24646e+09 ,     4.06678e+09 ,     7.33118e+07 ,     1.78019e+06 ,     6.77713e+06 ,     1.34436e+07 ,          865028 ,             477 ,           18577 ,
        0.001305 ,     3.88231e+08 ,               0 ,     2.16033e+08 ,     1.72198e+08 ,               0 ,     2.25132e+09 ,     4.07531e+09 ,     7.34879e+07 ,     1.78039e+06 ,     6.79023e+06 ,     1.34739e+07 ,          866075 ,             493 ,           18872 ,
        0.001315 ,      3.8881e+08 ,               0 ,     2.16305e+08 ,     1.72505e+08 ,               0 ,     2.25595e+09 ,     4.08367e+09 ,     7.36324e+07 ,     1.78299e+06 ,     6.80192e+06 ,     1.34961e+07 ,          869668 ,             478 ,           18857 ,
        0.001325 ,     3.90105e+08 ,               0 ,     2.17179e+08 ,     1.72925e+08 ,               0 ,     2.26183e+09 ,     4.09436e+09 ,     7.38181e+07 ,     1.78894e+06 ,     6.82602e+06 ,     1.35451e+07 ,          870694 ,             503 ,           18807 ,
        0.001335 ,     3.91024e+08 ,               0 ,     2.17613e+08 ,      1.7341e+08 ,               0 ,      2.2675e+09 ,     4.10508e+09 ,     7.40069e+07 ,     1.79291e+06 ,     6.84086e+06 ,      1.3564e+07 ,          871931 ,             509 ,           19451 ,
        0.001345 ,     3.91688e+08 ,               0 ,     2.18017e+08 ,     1.73671e+08 ,               0 ,     2.27094e+09 ,      4.1108e+09 ,     7.41187e+07 ,     1.79786e+06 ,     6.85164e+06 ,     1.35935e+07 ,          876772 ,             492 ,           19427 ,
        0.001355 ,     3.92309e+08 ,               0 ,     2.18298e+08 ,     1.74011e+08 ,               0 ,     2.27424e+09 ,     4.11719e+09 ,     7.42185e+07 ,     1.80106e+06 ,     6.86304e+06 ,     1.36188e+07 ,          876533 ,             503 ,           19445 ,
        0.001365 ,     3.92862e+08 ,               0 ,     2.18675e+08 ,     1.74187e+08 ,               0 ,     2.27835e+09 ,     4.12439e+09 ,     7.43677e+07 ,     1.80436e+06 ,     6.87172e+06 ,     1.36357e+07 ,          877942 ,             539 ,           19714 ,
        0.001375 ,      3.9372e+08 ,               0 ,     2.18944e+08 ,     1.74777e+08 ,               0 ,      2.2829e+09 ,     4.13262e+09 ,     7.44966e+07 ,     1.80446e+06 ,     6.88632e+06 ,     1.36627e+07 ,          877539 ,             525 ,           19904 ,
        0.001385 ,     3.94283e+08 ,               0 ,     2.19465e+08 ,     1.74818e+08 ,               0 ,     2.28694e+09 ,     4.13989e+09 ,     7.46354e+07 ,     1.80978e+06 ,     6.89549e+06 ,     1.36875e+07 ,          881915 ,             563 ,           20064 ,
        0.001395 ,      3.9483e+08 ,               0 ,     2.19794e+08 ,     1.75036e+08 ,               0 ,     2.29082e+09 ,     4.14691e+09 ,     7.47655e+07 ,      1.8126e+06 ,     6.90656e+06 ,     1.37075e+07 ,          881566 ,             512 ,           20312 ,
        0.001405 ,     3.95354e+08 ,               0 ,     2.20059e+08 ,     1.75295e+08 ,               0 ,     2.29444e+09 ,     4.15359e+09 ,     7.48892e+07 ,     1.81536e+06 ,     6.90898e+06 ,     1.37301e+07 ,          883798 ,             508 ,           20450 ,
        0.001415 ,     3.96555e+08 ,               0 ,     2.20691e+08 ,     1.75864e+08 ,               0 ,     2.29832e+09 ,     4.16138e+09 ,     7.50239e+07 ,     1.82247e+06 ,     6.93545e+06 ,     1.37612e+07 ,          884728 ,             583 ,           20915 ,
        0.001425 ,     3.97106e+08 ,               0 ,     2.21166e+08 ,      1.7594e+08 ,               0 ,     2.30289e+09 ,     4.16871e+09 ,     7.51633e+07 ,     1.82277e+06 ,     6.94347e+06 ,     1.37861e+07 ,          887477 ,             533 ,           20942 ,
        0.001435 ,     3.97474e+08 ,               0 ,     2.21343e+08 ,     1.76131e+08 ,               0 ,      2.3064e+09 ,     4.17511e+09 ,      7.5284e+07 ,     1.82612e+06 ,     6.94828e+06 ,     1.38003e+07 ,          889133 ,             517 ,           20809 ,
        0.001445 ,     3.97897e+08 ,               0 ,     2.21573e+08 ,     1.76323e+08 ,               0 ,     2.30905e+09 ,     4.17953e+09 ,     7.53671e+07 ,     1.82882e+06 ,     6.95294e+06 ,     1.38223e+07 ,          888985 ,             564 ,           21408 ,
        0.001455 ,     3.98311e+08 ,               0 ,     2.21704e+08 ,     1.76607e+08 ,               0 ,     2.31078e+09 ,     4.18318e+09 ,     7.54196e+07 ,     1.83058e+06 ,     6.96099e+06 ,      1.3828e+07 ,          891468 ,             545 ,           21353 ,
        0.001465 ,     3.98332e+08 ,               0 ,     2.21767e+08 ,     1.76565e+08 ,               0 ,     2.31235e+09 ,     4.18621e+09 ,     7.54769e+07 ,      1.8333e+06 ,     6.96248e+06 ,     1.38361e+07 ,          891325 ,             556 ,           21368 ,
        0.001475 ,     3.98704e+08 ,               0 ,     2.22039e+08 ,     1.76665e+08 ,               0 ,     2.31446e+09 ,     4.18957e+09 ,     7.55331e+07 ,      1.8367e+06 ,       6.969e+06 ,     1.38541e+07 ,          893276 ,             566 ,           21597 ,
        0.001485 ,     3.99142e+08 ,               0 ,      2.2212e+08 ,     1.77023e+08 ,               0 ,     2.31632e+09 ,     4.19343e+09 ,     7.55983e+07 ,     1.83544e+06 ,       6.973e+06 ,     1.38643e+07 ,          892141 ,             550 ,           21793 ,
        0.001495 ,     3.99413e+08 ,               0 ,     2.22307e+08 ,     1.77105e+08 ,               0 ,     2.31774e+09 ,     4.19617e+09 ,     7.56642e+07 ,     1.83664e+06 ,     6.97817e+06 ,     1.38704e+07 ,          893175 ,             588 ,           21620 ,
        0.001505 ,     4.00261e+08 ,               0 ,     2.22735e+08 ,     1.77525e+08 ,               0 ,     2.32069e+09 ,     4.20132e+09 ,     7.57338e+07 ,     1.84078e+06 ,     6.99387e+06 ,     1.39028e+07 ,          894155 ,             592 ,           22315 ,
        0.001515 ,     4.00284e+08 ,               0 ,     2.22845e+08 ,     1.77439e+08 ,               0 ,     2.32347e+09 ,      4.2064e+09 ,     7.58282e+07 ,     1.83977e+06 ,     6.99338e+06 ,     1.39021e+07 ,          895704 ,             636 ,           22110 ,
        0.001525 ,     4.01247e+08 ,               0 ,     2.23449e+08 ,     1.77798e+08 ,               0 ,     2.32749e+09 ,     4.21374e+09 ,     7.59451e+07 ,     1.84663e+06 ,     7.01011e+06 ,     1.39379e+07 ,          897213 ,             573 ,           22601 ,
        0.001535 ,     4.01177e+08 ,               0 ,      2.2347e+08 ,     1.77707e+08 ,               0 ,     2.32841e+09 ,     4.21545e+09 ,     7.59963e+07 ,     1.84968e+06 ,     7.00292e+06 ,     1.39367e+07 ,          898097 ,             640 ,           22790 ,
        0.001545 ,     4.01211e+08 ,               0 ,     2.23614e+08 ,     1.77596e+08 ,               0 ,     2.32938e+09 ,     4.21707e+09 ,     7.60278e+07 ,     1.84826e+06 ,     7.01106e+06 ,     1.39439e+07 ,          895789 ,             606 ,           22689 ,
        0.001555 ,     4.01463e+08 ,               0 ,     2.23598e+08 ,     1.77865e+08 ,               0 ,     2.32973e+09 ,     4.21769e+09 ,     7.60262e+07 ,     1.84859e+06 ,      7.0109e+06 ,     1.39462e+07 ,          898993 ,             603 ,           22990 ,
        0.001565 ,      4.0172e+08 ,               0 ,     2.23723e+08 ,     1.77998e+08 ,               0 ,     2.33136e+09 ,     4.22072e+09 ,     7.60843e+07 ,      1.8499e+06 ,     7.01088e+06 ,     1.39612e+07 ,          898464 ,             618 ,           23347 ,
        0.001575 ,     4.01612e+08 ,               0 ,     2.23748e+08 ,     1.77864e+08 ,               0 ,     2.33159e+09 ,     4.22125e+09 ,     7.61024e+07 ,     1.85186e+06 ,     7.01551e+06 ,     1.39526e+07 ,          898745 ,             587 ,           23085 ,
        0.001585 ,     4.02139e+08 ,               0 ,     2.24008e+08 ,     1.78131e+08 ,               0 ,     2.33335e+09 ,     4.22421e+09 ,     7.61413e+07 ,     1.85508e+06 ,     7.01857e+06 ,     1.39789e+07 ,          898585 ,             632 ,           23546 ,
        0.001595 ,     4.02011e+08 ,               0 ,      2.2388e+08 ,     1.78131e+08 ,               0 ,     2.33378e+09 ,     4.22478e+09 ,      7.6178e+07 ,     1.85264e+06 ,     7.02262e+06 ,     1.39634e+07 ,          897369 ,             649 ,           24044 ,
        0.001605 ,       4.022e+08 ,               0 ,     2.23892e+08 ,     1.78308e+08 ,               0 ,     2.33412e+09 ,     4.22562e+09 ,      7.6193e+07 ,     1.85274e+06 ,     7.01901e+06 ,     1.39751e+07 ,          899509 ,             653 ,           24354 ,
        0.001615 ,     4.02427e+08 ,               0 ,     2.24149e+08 ,     1.78278e+08 ,               0 ,     2.33583e+09 ,     4.22883e+09 ,     7.62516e+07 ,     1.85398e+06 ,     7.02851e+06 ,     1.39818e+07 ,          898621 ,             646 ,           24291 ,
        0.001625 ,     4.02154e+08 ,               0 ,     2.24182e+08 ,     1.77971e+08 ,               0 ,     2.33566e+09 ,     4.22843e+09 ,     7.62404e+07 ,     1.85505e+06 ,     7.02181e+06 ,     1.39768e+07 ,          899887 ,             581 ,           24161 ,
        0.001635 ,     4.02342e+08 ,               0 ,     2.24057e+08 ,     1.78285e+08 ,               0 ,     2.33602e+09 ,     4.22893e+09 ,     7.62648e+07 ,     1.85358e+06 ,     7.02052e+06 ,     1.39774e+07 ,          899717 ,             625 ,           24672 ,
        0.001645 ,     4.02119e+08 ,               0 ,     2.23996e+08 ,     1.78123e+08 ,               0 ,     2.33638e+09 ,     4.22948e+09 ,     7.62544e+07 ,     1.85465e+06 ,     7.01607e+06 ,     1.39737e+07 ,          899018 ,             677 ,           24600 ,
        0.001655 ,     4.02484e+08 ,               0 ,     2.24301e+08 ,     1.78183e+08 ,               0 ,     2.33728e+09 ,     4.23125e+09 ,     7.62982e+07 ,     1.85487e+06 ,     7.02269e+06 ,     1.39991e+07 ,          899450 ,             666 ,           24686 ,
        0.001665 ,     4.02391e+08 ,               0 ,     2.24142e+08 ,     1.78249e+08 ,               0 ,     2.33672e+09 ,     4.23074e+09 ,      7.6274e+07 ,     1.85627e+06 ,     7.02001e+06 ,     1.39914e+07 ,          899413 ,             675 ,           25017 ,
        0.001675 ,     4.02097e+08 ,               0 ,     2.23966e+08 ,      1.7813e+08 ,               0 ,     2.33564e+09 ,     4.22871e+09 ,     7.62309e+07 ,     1.85653e+06 ,     7.01424e+06 ,     1.39806e+07 ,          900384 ,             668 ,           25455 ,
        0.001685 ,     4.02075e+08 ,               0 ,     2.24063e+08 ,     1.78013e+08 ,               0 ,     2.33612e+09 ,     4.22948e+09 ,     7.62478e+07 ,     1.85542e+06 ,     7.01538e+06 ,     1.39883e+07 ,          899681 ,             688 ,           25548 ,
        0.001695 ,     4.01967e+08 ,               0 ,     2.23939e+08 ,     1.78028e+08 ,               0 ,     2.33486e+09 ,     4.22711e+09 ,     7.61984e+07 ,     1.85612e+06 ,     7.00931e+06 ,      1.3976e+07 ,          900558 ,             624 ,           25771 ,
        0.001705 ,     4.01804e+08 ,               0 ,     2.23798e+08 ,     1.78006e+08 ,               0 ,     2.33348e+09 ,     4.22455e+09 ,     7.61647e+07 ,     1.85556e+06 ,     7.00661e+06 ,     1.39661e+07 ,          899116 ,             689 ,           26109 ,
        0.001715 ,     4.01528e+08 ,               0 ,     2.23793e+08 ,     1.77734e+08 ,               0 ,     2.33265e+09 ,     4.22333e+09 ,     7.61251e+07 ,      1.8529e+06 ,     7.00658e+06 ,     1.39608e+07 ,          897463 ,             672 ,           25832 ,
        0.001725 ,     4.01275e+08 ,               0 ,     2.23437e+08 ,     1.77838e+08 ,               0 ,     2.33055e+09 ,     4.21928e+09 ,     7.60704e+07 ,     1.85082e+06 ,     6.99846e+06 ,     1.39446e+07 ,          899362 ,             714 ,           26417 ,
        0.001735 ,     4.01334e+08 ,               0 ,     2.23578e+08 ,     1.77756e+08 ,               0 ,     2.33076e+09 ,      4.2197e+09 ,      7.6079e+07 ,     1.85165e+06 ,     7.00044e+06 ,     1.39543e+07 ,          896573 ,             695 ,           26378 ,
        0.001745 ,     4.01258e+08 ,               0 ,     2.23576e+08 ,     1.77682e+08 ,               0 ,     2.32999e+09 ,     4.21821e+09 ,     7.60452e+07 ,     1.85354e+06 ,     6.99751e+06 ,     1.39504e+07 ,          897409 ,             750 ,           26795 ,
        0.001755 ,     4.01056e+08 ,               0 ,     2.23502e+08 ,     1.77554e+08 ,               0 ,     2.32809e+09 ,     4.21463e+09 ,     7.59846e+07 ,     1.85396e+06 ,     6.99564e+06 ,     1.39433e+07 ,          898621 ,             727 ,           26917 ,
        0.001765 ,      4.0027e+08 ,               0 ,     2.22933e+08 ,     1.77337e+08 ,               0 ,     2.32553e+09 ,     4.21043e+09 ,     7.59068e+07 ,     1.84894e+06 ,     6.97766e+06 ,     1.39168e+07 ,          896569 ,             684 ,           26995 ,
        0.001775 ,     3.99995e+08 ,               0 ,     2.22931e+08 ,     1.77064e+08 ,               0 ,     2.32349e+09 ,     4.20669e+09 ,     7.58401e+07 ,     1.84887e+06 ,     6.97454e+06 ,     1.39067e+07 ,          894440 ,             729 ,           27072 ,
        0.001785 ,     3.99646e+08 ,               0 ,      2.2266e+08 ,     1.76986e+08 ,               0 ,      2.3219e+09 ,     4.20365e+09 ,     7.57768e+07 ,     1.84875e+06 ,     6.96657e+06 ,     1.38946e+07 ,          893610 ,             700 ,           27405 ,
        0.001795 ,      3.9932e+08 ,               0 ,     2.22421e+08 ,     1.76899e+08 ,               0 ,     2.31878e+09 ,     4.19789e+09 ,     7.56883e+07 ,     1.84593e+06 ,     6.95852e+06 ,     1.38902e+07 ,          894971 ,             664 ,           27764 ,
        0.001805 ,     3.98236e+08 ,               0 ,     2.21816e+08 ,      1.7642e+08 ,               0 ,      2.3148e+09 ,     4.19071e+09 ,     7.55597e+07 ,     1.84274e+06 ,      6.9379e+06 ,     1.38502e+07 ,          890836 ,             739 ,           27791 ,
        0.001815 ,     3.98027e+08 ,               0 ,     2.21685e+08 ,     1.76342e+08 ,               0 ,     2.31255e+09 ,     4.18729e+09 ,     7.54657e+07 ,     1.84181e+06 ,     6.93757e+06 ,     1.38382e+07 ,          890718 ,             759 ,           27948 ,
        0.001825 ,     3.97654e+08 ,               0 ,     2.21489e+08 ,     1.76165e+08 ,               0 ,     2.31021e+09 ,     4.18296e+09 ,     7.53947e+07 ,     1.83979e+06 ,     6.93094e+06 ,     1.38297e+07 ,          888918 ,             722 ,           28123 ,
        0.001835 ,     3.97503e+08 ,               0 ,     2.21361e+08 ,     1.76142e+08 ,               0 ,      2.3082e+09 ,     4.17879e+09 ,     7.53605e+07 ,     1.83885e+06 ,     6.92881e+06 ,     1.38189e+07 ,          890717 ,             729 ,           28479 ,
        0.001845 ,     3.96822e+08 ,               0 ,     2.21029e+08 ,     1.75793e+08 ,               0 ,     2.30455e+09 ,     4.17235e+09 ,      7.5229e+07 ,     1.83464e+06 ,     6.91454e+06 ,     1.38019e+07 ,          887468 ,             738 ,           28514 ,
        0.001855 ,     3.96435e+08 ,               0 ,     2.20701e+08 ,     1.75734e+08 ,               0 ,     2.30212e+09 ,     4.16788e+09 ,     7.51314e+07 ,     1.83398e+06 ,     6.90812e+06 ,     1.37803e+07 ,          888306 ,             790 ,           29012 ,
        0.001865 ,     3.95821e+08 ,               0 ,     2.20411e+08 ,      1.7541e+08 ,               0 ,     2.29902e+09 ,     4.16234e+09 ,     7.50364e+07 ,     1.83447e+06 ,     6.89789e+06 ,     1.37553e+07 ,          886064 ,             770 ,           28937 ,
        0.001875 ,     3.95108e+08 ,               0 ,     2.20058e+08 ,     1.75049e+08 ,               0 ,     2.29429e+09 ,     4.15375e+09 ,     7.48957e+07 ,     1.83021e+06 ,     6.88985e+06 ,     1.37399e+07 ,          884497 ,             772 ,           29240 ,
        0.001885 ,     3.94329e+08 ,               0 ,     2.19466e+08 ,     1.74862e+08 ,               0 ,     2.29037e+09 ,     4.14631e+09 ,     7.47638e+07 ,     1.82468e+06 ,     6.87142e+06 ,     1.37035e+07 ,          883158 ,             825 ,           29458 ,
        0.001895 ,     3.94052e+08 ,               0 ,     2.19314e+08 ,     1.74738e+08 ,               0 ,      2.2871e+09 ,     4.14084e+09 ,     7.46277e+07 ,     1.82664e+06 ,     6.86634e+06 ,     1.36971e+07 ,          882180 ,             831 ,           29752 ,
        0.001905 ,     3.92951e+08 ,               0 ,     2.18718e+08 ,     1.74232e+08 ,               0 ,     2.28222e+09 ,     4.13188e+09 ,      7.4503e+07 ,     1.81972e+06 ,     6.84899e+06 ,     1.36613e+07 ,          879662 ,             743 ,           29856 ,
        0.001915 ,     3.92532e+08 ,               0 ,     2.18404e+08 ,     1.74128e+08 ,               0 ,     2.27846e+09 ,     4.12487e+09 ,     7.43602e+07 ,     1.81638e+06 ,     6.83892e+06 ,      1.3642e+07 ,          879900 ,             776 ,           29923 ,
        0.001925 ,     3.91389e+08 ,               0 ,      2.1787e+08 ,      1.7352e+08 ,               0 ,     2.27399e+09 ,     4.11738e+09 ,     7.42214e+07 ,     1.81214e+06 ,     6.82276e+06 ,     1.36018e+07 ,          874251 ,             800 ,           29795 ,
        0.001935 ,     3.91108e+08 ,               0 ,     2.17693e+08 ,     1.73416e+08 ,               0 ,     2.27136e+09 ,     4.11216e+09 ,     7.41361e+07 ,     1.81149e+06 ,     6.81827e+06 ,      1.3591e+07 ,          874255 ,             715 ,           30353 ,
        0.001945 ,     3.90928e+08 ,               0 ,     2.17453e+08 ,     1.73475e+08 ,               0 ,     2.26899e+09 ,     4.10824e+09 ,     7.40577e+07 ,     1.80886e+06 ,     6.80919e+06 ,     1.35826e+07 ,          874554 ,             796 ,           30680 ,
        0.001955 ,     3.90045e+08 ,               0 ,     2.17052e+08 ,     1.72993e+08 ,               0 ,     2.26465e+09 ,     4.10041e+09 ,     7.39197e+07 ,     1.80661e+06 ,     6.79617e+06 ,     1.35602e+07 ,          871000 ,             803 ,           30676 ,
        0.001965 ,     3.89271e+08 ,               0 ,     2.16589e+08 ,     1.72682e+08 ,               0 ,     2.25894e+09 ,        4.09e+09 ,     7.37245e+07 ,     1.80423e+06 ,     6.78575e+06 ,     1.35305e+07 ,          869896 ,             807 ,           30966 ,
        0.001975 ,     3.88108e+08 ,               0 ,     2.15838e+08 ,      1.7227e+08 ,               0 ,     2.25245e+09 ,     4.07825e+09 ,     7.35202e+07 ,     1.79793e+06 ,     6.76421e+06 ,     1.34803e+07 ,          866093 ,             791 ,           31319 ,
        0.001985 ,      3.8742e+08 ,               0 ,     2.15396e+08 ,     1.72024e+08 ,               0 ,     2.24695e+09 ,     4.06824e+09 ,     7.33532e+07 ,     1.79483e+06 ,     6.75089e+06 ,     1.34531e+07 ,          866359 ,             799 ,           31580 ,
        0.001995 ,      3.8621e+08 ,               0 ,     2.14929e+08 ,     1.71281e+08 ,               0 ,     2.24185e+09 ,     4.05941e+09 ,     7.31669e+07 ,     1.79179e+06 ,      6.7314e+06 ,     1.34195e+07 ,          864164 ,             782 ,           31362 ,
        0.002005 ,      3.8548e+08 ,               0 ,     2.14527e+08 ,     1.70953e+08 ,               0 ,     2.23758e+09 ,     4.05104e+09 ,     7.30363e+07 ,     1.78742e+06 ,     6.71582e+06 ,     1.33934e+07 ,          861673 ,             864 ,           31744 ,
        0.002015 ,      3.8457e+08 ,               0 ,     2.13849e+08 ,     1.70721e+08 ,               0 ,     2.23063e+09 ,     4.03871e+09 ,     7.28268e+07 ,      1.7842e+06 ,     6.70052e+06 ,     1.33613e+07 ,          859423 ,             853 ,           31969 ,
        0.002025 ,     3.83032e+08 ,               0 ,     2.12992e+08 ,     1.70041e+08 ,               0 ,      2.2234e+09 ,     4.02603e+09 ,     7.25621e+07 ,     1.77707e+06 ,     6.67255e+06 ,     1.33047e+07 ,          854841 ,             872 ,           31830 ,
        0.002035 ,     3.82598e+08 ,               0 ,     2.12652e+08 ,     1.69946e+08 ,               0 ,     2.21822e+09 ,     4.01646e+09 ,     7.23993e+07 ,      1.7719e+06 ,     6.66708e+06 ,     1.32837e+07 ,          854249 ,             833 ,           32061 ,
        0.002045 ,      3.8073e+08 ,               0 ,     2.11619e+08 ,     1.69111e+08 ,               0 ,     2.20944e+09 ,     4.00069e+09 ,      7.2117e+07 ,     1.76639e+06 ,     6.63359e+06 ,     1.32201e+07 ,          850225 ,             866 ,           32394 ,
