#Energy(eV),Intensity(a.u.)0mTorr,Intensity(a.u.)2mTorr,Intensity(a.u.)9.5mTorr, #E(MeV) ,0mTorr,2mTorr,9.5mTorr
14.9944,1485,794.666666666667,85.6,3.955E-06,100000,87813,32067
14.9896,1470.125,814.666666666667,94,3.965E-06,100000,87794,32047
14.9848,1549.375,810.5,84.6,3.975E-06,100000,87772,32019
14.98,1545.75,823,89.2,3.985E-06,100000,87754,31999
14.9752,1597.625,821.666666666667,96.2,3.995E-06,100000,87733,31958
14.9704,1607.75,822.166666666667,90.4,4.005E-06,100000,87709,31933
14.9656,1614.75,859.333333333333,94.2,4.015E-06,100000,87686,31896
14.9608,1630.375,847.666666666667,97.4,4.025E-06,100000,87672,31870
14.956,1669.25,837.666666666667,105.4,4.035E-06,100000,87655,31849
14.9512,1648.625,857.833333333333,100.8,4.045E-06,100000,87648,31806
14.9464,1649.375,875.5,106.2,4.055E-06,100000,87628,31767
14.9416,1732.125,876.166666666667,97,4.065E-06,100000,87605,31730
14.9368,1749.875,877.833333333333,103.6,4.075E-06,100000,87583,31703
14.932,1716.125,905.666666666667,107,4.085E-06,100000,87559,31671
14.9272,1746,885.333333333333,110.2,4.095E-06,100000,87541,31635
14.9224,1771.75,903.333333333333,104.2,4.105E-06,100000,87520,31612
14.9176,1784.75,918.833333333333,110.2,4.115E-06,100000,87508,31573
14.9128,1786.25,887.166666666667,108,4.125E-06,100000,87481,31549
14.908,1832.125,937.166666666667,97.2,4.135E-06,100000,87457,31518
14.9032,1841.125,951.333333333333,106.8,4.145E-06,100000,87443,31489
14.8984,1865.5,964.5,106.2,4.155E-06,100000,87425,31459
14.8936,1864.25,978.833333333333,114.4,4.165E-06,100000,87404,31427
14.8888,1855.75,946.833333333333,113.6,4.175E-06,100000,87370,31399
14.884,1879,960.5,115.4,4.185E-06,100000,87344,31369
14.8792,1917.375,996.5,116.8,4.195E-06,100000,87315,31348
14.8744,1889,979.5,113.8,4.205E-06,100000,87297,31323
14.8696,1969.875,998.833333333333,112.4,4.215E-06,100000,87275,31287
14.8648,1949.125,1028.16666666667,114.8,4.225E-06,100000,87263,31247
14.86,1967,1042.5,114,4.235E-06,100000,87240,31219
14.8552,2038,1054.66666666667,121.2,4.245E-06,100000,87227,31194
14.8504,2017,1067.66666666667,116.8,4.255E-06,100000,87213,31162
14.8456,2054.25,1045,125.2,4.265E-06,100000,87192,31131
14.8408,2032.875,1049.83333333333,124,4.275E-06,100000,87174,31101
14.836,2089.5,1067.16666666667,122.8,4.285E-06,100000,87155,31071
14.8312,2095.75,1068,132.6,4.295E-06,100000,87136,31045
14.8264,2111.125,1097,124.4,4.305E-06,100000,87120,31018
14.8216,2128.5,1091.16666666667,122,4.315E-06,100000,87101,30983
14.8168,2142.375,1115.33333333333,124.8,4.325E-06,100000,87083,30945
14.812,2132.25,1129,129.8,4.335E-06,100000,87068,30917
14.8072,2183.75,1107.5,137.6,4.345E-06,100000,87040,30892
14.8024,2137.625,1117.5,134.6,4.355E-06,100000,87019,30862
14.7976,2174,1152.16666666667,144,4.365E-06,100000,86997,30825
14.7928,2221.5,1116.83333333333,125.6,4.375E-06,100000,86978,30783
14.788,2201.375,1130.16666666667,137,4.385E-06,100000,86959,30751
14.7832,2233.5,1169.33333333333,131.6,4.395E-06,100000,86936,30722
14.7784,2248.625,1179.16666666667,131,4.405E-06,100000,86914,30690
14.7736,2296.75,1164.16666666667,141.4,4.415E-06,100000,86888,30667
14.7688,2261.125,1172,143.6,4.425E-06,100000,86870,30636
14.764,2281.125,1185.33333333333,154.6,4.435E-06,100000,86848,30613
14.7592,2300.625,1229.83333333333,145.8,4.445E-06,100000,86831,30581
14.7544,2279,1254,153,4.455E-06,100000,86800,30557
14.7496,2333.375,1269.5,143.6,4.465E-06,100000,86782,30530
14.7448,2363.125,1247.66666666667,153,4.475E-06,100000,86767,30501
14.74,2370.125,1282.66666666667,142.2,4.485E-06,100000,86752,30468
14.7352,2415.75,1263.66666666667,137,4.495E-06,100000,86733,30441
14.7304,2399.25,1261.83333333333,152,4.505E-06,100000,86712,30416
14.7256,2384.125,1240.66666666667,152,4.515E-06,100000,86693,30393
14.7208,2401.125,1254.33333333333,156,4.525E-06,100000,86680,30360
14.716,2381.125,1259,151.4,4.535E-06,100000,86655,30334
14.7112,2489,1291.66666666667,152,4.545E-06,100000,86636,30308
14.7064,2452.375,1338.66666666667,150.2,4.555E-06,100000,86601,30286
14.7016,2476.75,1329.33333333333,148,4.565E-06,100000,86580,30254
14.6968,2454.625,1347.5,164.2,4.575E-06,100000,86558,30223
14.692,2462.875,1315.33333333333,165.6,4.585E-06,100000,86537,30200
14.6872,2494.625,1297.83333333333,167.6,4.595E-06,100000,86527,30176
14.6824,2513.25,1346.5,156,4.605E-06,100000,86499,30151
14.6776,2519.75,1328.66666666667,158.4,4.615E-06,100000,86481,30120
14.6728,2591.25,1359.5,162.2,4.625E-06,100000,86457,30086
14.668,2559.25,1311,161.4,4.635E-06,100000,86432,30059
14.6632,2539.25,1360.5,166.6,4.645E-06,100000,86407,30027
14.6584,2543.375,1352.5,156.4,4.655E-06,100000,86386,30003
14.6536,2542.625,1347.66666666667,158,4.665E-06,100000,86372,29969
14.6488,2557.875,1373.16666666667,148.8,4.675E-06,100000,86348,29938
14.644,2606.375,1366.83333333333,160.2,4.685E-06,100000,86325,29917
14.6392,2640.125,1377.66666666667,160.2,4.695E-06,100000,86303,29885
14.6344,2570.875,1387.83333333333,157.6,4.705E-06,100000,86280,29854
14.6296,2674.375,1384.83333333333,155.2,4.715E-06,100000,86263,29827
14.6248,2658,1404.33333333333,177,4.725E-06,100000,86246,29800
14.62,2626.625,1377.66666666667,181.8,4.735E-06,100000,86227,29775
14.6152,2643.875,1401.33333333333,170,4.745E-06,100000,86209,29747
14.6104,2651.625,1398.16666666667,169.8,4.755E-06,100000,86176,29707
14.6056,2664,1420.33333333333,175.6,4.765E-06,100000,86158,29688
14.6008,2675.875,1423.83333333333,163,4.775E-06,100000,86142,29654
14.596,2697.625,1455.5,160,4.785E-06,100000,86114,29622
14.5912,2679.375,1424.83333333333,189.6,4.795E-06,100000,86090,29598
14.5864,2751.375,1420.16666666667,180.4,4.805E-06,100000,86073,29568
14.5816,2706.75,1393.5,186.4,4.815E-06,100000,86054,29536
14.5768,2734.75,1415.33333333333,168.8,4.825E-06,100000,86031,29509
14.572,2726.375,1447.5,185.4,4.835E-06,100000,86009,29478
14.5672,2752.5,1423.5,187.4,4.845E-06,100000,85981,29442
14.5624,2749.75,1467.33333333333,184.2,4.855E-06,100000,85964,29414
14.5576,2750.5,1457.83333333333,185.6,4.865E-06,100000,85946,29382
14.5528,2765.375,1475.16666666667,182,4.875E-06,100000,85931,29350
14.548,2759.75,1463.66666666667,197.4,4.885E-06,100000,85909,29328
14.5432,2787.25,1479.83333333333,187.6,4.895E-06,100000,85891,29301
14.5384,2793.25,1454.83333333333,191.2,4.905E-06,100000,85871,29276
14.5336,2782.875,1475.33333333333,174.6,4.915E-06,100000,85846,29253
14.5288,2815,1454.83333333333,184,4.925E-06,100000,85824,29234
14.524,2843.625,1491.16666666667,181.8,4.935E-06,100000,85798,29205
14.5192,2853.625,1505,186.4,4.945E-06,100000,85783,29179
14.5144,2827.5,1515.66666666667,177,4.955E-06,100000,85769,29154
14.5096,2811.625,1481,191,4.965E-06,100000,85738,29130
14.5048,2819.125,1488.33333333333,203.8,4.975E-06,100000,85717,29086
14.5,2858.125,1538.33333333333,194.8,4.985E-06,100000,85700,29053
14.4952,2854.125,1544.66666666667,183.8,4.995E-06,100000,85672,29022
14.4904,2875.75,1548.33333333333,184.6,5.005E-06,100000,85644,28989
14.4856,2857.5,1508.16666666667,202.2,5.015E-06,100000,85612,28957
14.4808,2874.875,1527.5,191.6,5.025E-06,100000,85593,28937
14.476,2878.375,1535.33333333333,201.2,5.035E-06,100000,85569,28918
14.4712,2883,1525.66666666667,196,5.045E-06,100000,85542,28890
14.4664,2865,1527.83333333333,197,5.055E-06,100000,85531,28872
14.4616,2858.375,1514.66666666667,200.2,5.065E-06,100000,85504,28846
14.4568,2875.75,1533.66666666667,193.8,5.075E-06,100000,85474,28827
14.452,2884.375,1587.66666666667,193.2,5.085E-06,100000,85446,28797
14.4472,2921.125,1559.5,206,5.095E-06,100000,85430,28763
14.4424,2946.625,1561.16666666667,214.6,5.105E-06,100000,85409,28736
14.4376,2881,1573.33333333333,211,5.115E-06,100000,85391,28703
14.4328,2913.375,1566.83333333333,199.6,5.125E-06,100000,85369,28675
14.428,2933.625,1567.5,201.8,5.135E-06,100000,85345,28646
14.4232,2886.875,1572,204.2,5.145E-06,100000,85320,28618
14.4184,2880,1557.5,197,5.155E-06,100000,85299,28604
14.4136,2869.75,1582.33333333333,211.6,5.165E-06,100000,85277,28577
14.4088,2939.375,1573.66666666667,197.4,5.175E-06,100000,85257,28549
14.404,2970,1604.66666666667,216,5.185E-06,100000,85237,28519
14.3992,2946,1539.33333333333,202.6,5.195E-06,100000,85208,28485
14.3944,2975.25,1573.66666666667,207.6,5.205E-06,100000,85185,28456
14.3896,2984.875,1588.83333333333,209.8,5.215E-06,100000,85162,28422
14.3848,2959.875,1573.33333333333,201.8,5.225E-06,100000,85141,28396
14.38,2973,1592.33333333333,217,5.235E-06,100000,85121,28380
14.3752,2965.875,1575.5,209.6,5.245E-06,100000,85094,28360
14.3704,2976,1605,212.2,5.255E-06,100000,85074,28332
14.3656,2954,1572,212.8,5.265E-06,100000,85053,28307
14.3608,2946.625,1645.5,220.2,5.275E-06,100000,85029,28276
14.356,3028.25,1584.33333333333,217.6,5.285E-06,100000,85008,28254
14.3512,2987.125,1591.33333333333,213.2,5.295E-06,100000,84988,28222
14.3464,2967.625,1592,201.6,5.305E-06,100000,84969,28198
14.3416,3002.125,1595.5,204,5.315E-06,100000,84939,28170
14.3368,3013.125,1620,243,5.325E-06,100000,84912,28156
14.332,2984,1608.16666666667,215.4,5.335E-06,100000,84881,28131
14.3272,3015,1651.16666666667,220.4,5.345E-06,100000,84863,28110
14.3224,3038.75,1624,222,5.355E-06,100000,84839,28081
14.3176,3005,1590.66666666667,227.2,5.365E-06,100000,84812,28057
14.3128,3019.25,1624.33333333333,225.6,5.375E-06,100000,84791,28032
14.308,2946,1620,229.4,5.385E-06,100000,84779,28001
14.3032,2993,1631.5,206,5.395E-06,100000,84754,27975
14.2984,2984.125,1642.33333333333,222.6,5.405E-06,100000,84733,27946
14.2936,2961.25,1676.16666666667,223.8,5.415E-06,100000,84699,27916
14.2888,2989,1656.16666666667,203,5.425E-06,100000,84676,27899
14.284,3016.125,1620.5,240.8,5.435E-06,100000,84649,27878
14.2792,2996,1628.66666666667,227.8,5.445E-06,100000,84618,27852
14.2744,2978.875,1649.66666666667,220.6,5.455E-06,100000,84594,27826
14.2696,2986.375,1651,234,5.465E-06,100000,84571,27799
14.2648,2982.5,1672.16666666667,226.4,5.475E-06,100000,84552,27781
14.26,3067.5,1660.83333333333,225.6,5.485E-06,100000,84532,27756
14.2552,2999.5,1643,229.4,5.495E-06,100000,84512,27737
14.2504,3015,1599.83333333333,235.6,5.505E-06,100000,84489,27712
14.2456,3047,1658.16666666667,215.4,5.515E-06,100000,84464,27694
14.2408,2988.5,1693.66666666667,227,5.525E-06,100000,84439,27673
14.236,3002,1680.16666666667,231.6,5.535E-06,100000,84413,27645
14.2312,3002.375,1616.5,230,5.545E-06,100000,84385,27619
14.2264,2999.25,1664,217,5.555E-06,100000,84357,27599
14.2216,3041.25,1680.33333333333,242.8,5.565E-06,100000,84335,27583
14.2168,3004,1647.5,227.8,5.575E-06,100000,84315,27560
14.212,3010.5,1679.5,239,5.585E-06,100000,84290,27538
14.2072,3011.375,1656.33333333333,239,5.595E-06,100000,84271,27509
14.2024,2994.5,1664.16666666667,230,5.605E-06,100000,84249,27486
14.1976,2987.625,1670.5,240.6,5.615E-06,100000,84224,27458
14.1928,3059.25,1701,231.4,5.625E-06,100000,84202,27433
14.188,2988.25,1645.33333333333,241.8,5.635E-06,100000,84180,27419
14.1832,3020.875,1649.33333333333,247,5.645E-06,100000,84159,27400
14.1784,3002.75,1659.5,236.4,5.655E-06,100000,84132,27373
14.1736,3026.75,1657,237,5.665E-06,100000,84111,27352
14.1688,3030.75,1689.16666666667,246.4,5.675E-06,100000,84090,27331
14.164,3042.375,1666.5,252.4,5.685E-06,100000,84064,27315
14.1592,3039.75,1658.66666666667,247.8,5.695E-06,100000,84042,27295
14.1544,3064.75,1633.66666666667,238.8,5.705E-06,100000,84020,27267
14.1496,3002.375,1667.33333333333,231.8,5.715E-06,100000,83993,27240
14.1448,2997,1622.33333333333,241.4,5.725E-06,100000,83962,27215
14.14,2990.375,1655.5,246.4,5.735E-06,100000,83932,27188
14.1352,3026.375,1658.33333333333,232.4,5.745E-06,100000,83905,27163
14.1304,3005.75,1663,245.2,5.755E-06,100000,83889,27133
14.1256,3047.125,1673.66666666667,242,5.765E-06,100000,83872,27111
14.1208,3039.375,1682,232.6,5.775E-06,100000,83848,27083
14.116,3000.25,1678,246,5.785E-06,100000,83821,27059
14.1112,3069.375,1678.83333333333,254.2,5.795E-06,100000,83796,27039
14.1064,3035.875,1664.83333333333,265,5.805E-06,100000,83769,27013
14.1016,3048.75,1653.16666666667,255.8,5.815E-06,100000,83752,26994
14.0968,3016.375,1682.33333333333,257.4,5.825E-06,100000,83729,26967
14.092,3029.875,1697.83333333333,264.4,5.835E-06,100000,83709,26937
14.0872,3021.625,1702.66666666667,245.2,5.845E-06,100000,83686,26908
14.0824,3053.375,1669.33333333333,254,5.855E-06,100000,83661,26881
14.0776,3064.75,1684.33333333333,260,5.865E-06,100000,83635,26858
14.0728,2989.375,1714.5,266.6,5.875E-06,100000,83603,26836
14.068,3019.75,1694.5,245.4,5.885E-06,100000,83576,26805
14.0632,3020.5,1669.16666666667,262.2,5.895E-06,100000,83555,26776
14.0584,3057.5,1697,254.6,5.905E-06,100000,83529,26748
14.0536,3040.125,1700,262.6,5.915E-06,100000,83507,26721
14.0488,3054.5,1679.16666666667,253,5.925E-06,100000,83475,26697
14.044,3047.875,1681.66666666667,256,5.935E-06,100000,83445,26678
14.0392,3015.125,1683.66666666667,262.6,5.945E-06,100000,83410,26650
14.0344,3018.125,1692.16666666667,263.4,5.955E-06,100000,83387,26610
14.0296,2964.875,1655.66666666667,261.2,5.965E-06,100000,83364,26581
14.0248,3037.875,1663,263,5.975E-06,100000,83320,26562
14.02,3037,1689,250.8,5.985E-06,100000,83287,26542
14.0152,3072.375,1689.33333333333,262.6,5.995E-06,100000,83263,26522
14.0104,2969,1697.66666666667,269.4,6.005E-06,100000,83245,26497
14.0056,3050.5,1654.66666666667,276.8,6.015E-06,100000,83214,26470
14.0008,3006,1681.66666666667,259.8,6.025E-06,100000,83196,26448
13.996,3015.125,1714.83333333333,266,6.035E-06,100000,83167,26419
13.9912,3012,1697.83333333333,243.6,6.045E-06,100000,83152,26394
13.9864,3047.125,1670.16666666667,274.4,6.055E-06,100000,83127,26362
13.9816,3014.25,1725.16666666667,255.6,6.065E-06,100000,83090,26339
13.9768,3008.875,1691.66666666667,265.8,6.075E-06,100000,83062,26311
13.972,3007.75,1673.66666666667,278.2,6.085E-06,100000,83029,26284
13.9672,3050.875,1680.66666666667,267,6.095E-06,100000,83005,26257
13.9624,2992.75,1700,271.8,6.105E-06,100000,82980,26235
13.9576,3045.375,1713.66666666667,273,6.115E-06,100000,82953,26203
13.9528,3005.75,1709.5,260.8,6.125E-06,100000,82921,26178
13.948,3036.5,1691.16666666667,261.4,6.135E-06,100000,82899,26149
13.9432,3005.625,1774,259.6,6.145E-06,100000,82876,26117
13.9384,2997.5,1718.5,256.4,6.155E-06,100000,82835,26087
13.9336,3030.75,1723,257.6,6.165E-06,100000,82810,26063
13.9288,2993.625,1708.66666666667,273.4,6.175E-06,100000,82788,26034
13.924,3013.25,1712.5,281.8,6.185E-06,100000,82758,26008
13.9192,3052.75,1687.83333333333,261,6.195E-06,100000,82735,25976
13.9144,2986.5,1731.33333333333,269.4,6.205E-06,100000,82712,25951
13.9096,3043,1686.66666666667,273.2,6.215E-06,100000,82689,25927
13.9048,3015.375,1692.5,275.2,6.225E-06,100000,82660,25902
13.9,3050.875,1684.16666666667,261,6.235E-06,100000,82629,25873
13.8952,3046.375,1712.83333333333,275.6,6.245E-06,100000,82600,25847
13.8904,2996.25,1721.66666666667,282.6,6.255E-06,100000,82580,25822
13.8856,2934.875,1694.83333333333,277,6.265E-06,100000,82560,25800
13.8808,2999.75,1731.16666666667,281.4,6.275E-06,100000,82532,25783
13.876,3047.875,1721.66666666667,275.6,6.285E-06,100000,82506,25758
13.8712,3016.125,1702,286.6,6.295E-06,100000,82479,25736
13.8664,3045.125,1708.5,275,6.305E-06,100000,82459,25715
13.8616,3009.5,1688.83333333333,279.6,6.315E-06,100000,82434,25688
13.8568,3012.5,1676.66666666667,270.6,6.325E-06,100000,82410,25663
13.852,2999.375,1710.83333333333,273.8,6.335E-06,100000,82379,25640
13.8472,3017.5,1721.33333333333,267.8,6.345E-06,100000,82346,25608
13.8424,3001.25,1706.66666666667,285,6.355E-06,100000,82313,25590
13.8376,3035,1684.16666666667,280.8,6.365E-06,100000,82279,25573
13.8328,2998.375,1735.83333333333,300,6.375E-06,100000,82255,25550
13.828,3037.75,1729,306.6,6.385E-06,100000,82229,25533
13.8232,2977.125,1708.83333333333,286.4,6.395E-06,100000,82213,25517
13.8184,3034.5,1744.83333333333,266,6.405E-06,100000,82195,25486
13.8136,3030.375,1743.33333333333,279,6.415E-06,100000,82168,25464
13.8088,3004.5,1768.16666666667,269,6.425E-06,100000,82147,25439
13.804,2993.625,1733.33333333333,280.2,6.435E-06,100000,82124,25411
13.7992,3005.625,1750.83333333333,286,6.445E-06,100000,82100,25391
13.7944,3020.75,1741,283,6.455E-06,100000,82075,25365
13.7896,3043.5,1727.5,282,6.465E-06,100000,82039,25345
13.7848,2991.875,1728.33333333333,276,6.475E-06,100000,82009,25322
13.78,3042,1745.16666666667,284.4,6.485E-06,100000,81976,25293
13.7752,3009,1734,306.8,6.495E-06,100000,81956,25266
13.7704,3004.625,1738.33333333333,300,6.505E-06,100000,81926,25241
13.7656,3002.5,1707,290,6.515E-06,100000,81905,25213
13.7608,3009.625,1767,293.6,6.525E-06,100000,81872,25185
13.756,2997.375,1756.83333333333,273.8,6.535E-06,100000,81841,25165
13.7512,3037.75,1732,286.4,6.545E-06,100000,81811,25138
13.7464,2998.75,1699.83333333333,283.4,6.555E-06,100000,81788,25113
13.7416,3003,1735.83333333333,277.6,6.565E-06,100000,81755,25095
13.7368,3032.875,1741.5,282.6,6.575E-06,100000,81719,25073
13.732,3054.5,1744.16666666667,284.8,6.585E-06,100000,81695,25055
13.7272,3021.25,1724.66666666667,289.6,6.595E-06,100000,81668,25041
13.7224,3044.5,1730.66666666667,280.8,6.605E-06,100000,81644,25028
13.7176,3027,1775.5,283.4,6.615E-06,100000,81621,25003
13.7128,3012.25,1757.16666666667,293,6.625E-06,100000,81600,24979
13.708,3021.875,1735.66666666667,307,6.635E-06,100000,81580,24959
13.7032,3042.25,1743.5,304,6.645E-06,100000,81553,24932
13.6984,3027.375,1740.83333333333,295.2,6.655E-06,100000,81525,24907
13.6936,3059.625,1726.5,296.8,6.665E-06,100000,81498,24881
13.6888,3073.75,1736.5,291.8,6.675E-06,100000,81477,24861
13.684,2985.75,1744,289,6.685E-06,100000,81445,24835
13.6792,3016.5,1743.83333333333,294,6.695E-06,100000,81426,24821
13.6744,2976.5,1761.16666666667,294.8,6.705E-06,100000,81394,24804
13.6696,3053,1722.5,294,6.715E-06,100000,81369,24787
13.6648,3027.125,1776.66666666667,305,6.725E-06,100000,81350,24772
13.66,3021.125,1756.5,298,6.735E-06,100000,81320,24735
13.6552,3040.875,1766.16666666667,307.2,6.745E-06,100000,81301,24710
13.6504,3032.5,1775.33333333333,287.8,6.755E-06,100000,81275,24690
13.6456,3017.125,1733.33333333333,305.2,6.765E-06,100000,81241,24670
13.6408,3045.625,1782.83333333333,296,6.775E-06,100000,81220,24653
13.636,3025.75,1768.33333333333,305.4,6.785E-06,100000,81195,24634
13.6312,3034,1749.16666666667,308.6,6.795E-06,100000,81176,24613
13.6264,3029.125,1746.5,294.2,6.805E-06,100000,81153,24588
13.6216,3027.25,1740.33333333333,307.6,6.815E-06,100000,81122,24566
13.6168,3022.125,1750.66666666667,313.4,6.825E-06,100000,81088,24548
13.612,3014.625,1739,310.2,6.835E-06,100000,81067,24523
13.6072,3043.875,1734.33333333333,305.4,6.845E-06,100000,81043,24494
13.6024,3042.875,1743.5,286.2,6.855E-06,100000,81008,24475
13.5976,3061.375,1728.83333333333,311.6,6.865E-06,100000,80987,24458
13.5928,3031.125,1711,304.2,6.875E-06,100000,80968,24440
13.588,3065.5,1718.16666666667,311.4,6.885E-06,100000,80940,24413
13.5832,3053.75,1748,314.2,6.895E-06,100000,80923,24392
13.5784,3034.375,1745.5,300.6,6.905E-06,100000,80903,24372
13.5736,3041.25,1735,311.6,6.915E-06,100000,80882,24350
13.5688,3016.75,1760.5,299.4,6.925E-06,100000,80861,24331
13.564,2974.5,1750.16666666667,286.2,6.935E-06,100000,80841,24304
13.5592,3028.25,1768.66666666667,297.8,6.945E-06,100000,80815,24282
13.5544,3030.625,1724,284.6,6.955E-06,100000,80783,24252
13.5496,3011.125,1765.16666666667,316.8,6.965E-06,100000,80756,24234
13.5448,3019.75,1757.5,302.2,6.975E-06,100000,80731,24204
13.54,3057.375,1741.16666666667,296.8,6.985E-06,100000,80708,24189
13.5352,3066.75,1802.33333333333,330,6.995E-06,100000,80686,24175
13.5304,3064.5,1744.33333333333,308,7.005E-06,100000,80665,24158
13.5256,3016,1774.83333333333,296.2,7.015E-06,100000,80635,24127
13.5208,3051.875,1772.33333333333,321.8,7.025E-06,100000,80617,24111
13.516,3024.5,1738.66666666667,301.2,7.035E-06,100000,80587,24091
13.5112,3023.75,1765.33333333333,320.4,7.045E-06,100000,80557,24073
13.5064,3014.75,1728.5,323.2,7.055E-06,100000,80532,24051
13.5016,3034.875,1758.33333333333,318.4,7.065E-06,100000,80508,24034
13.4968,3008.875,1731.66666666667,329.6,7.075E-06,100000,80479,24016
13.492,3028.25,1787.5,308.8,7.085E-06,100000,80450,23994
13.4872,3071.5,1769.5,326.8,7.095E-06,100000,80417,23964
13.4824,3037.25,1770.83333333333,319.6,7.105E-06,100000,80395,23947
13.4776,3020.375,1764.5,318.8,7.115E-06,100000,80372,23929
13.4728,3023.625,1758.33333333333,304.8,7.125E-06,100000,80348,23909
13.468,3067,1766.5,295.8,7.135E-06,100000,80321,23892
13.4632,3019.5,1739.5,316.6,7.145E-06,100000,80304,23861
13.4584,3014.375,1736.5,330.2,7.155E-06,100000,80283,23847
13.4536,3031.375,1740.5,314.8,7.165E-06,100000,80267,23827
13.4488,3026,1783,318.6,7.175E-06,100000,80242,23802
13.444,3034.75,1790.5,321.6,7.185E-06,100000,80212,23779
13.4392,3044.625,1771.16666666667,317.8,7.195E-06,100000,80186,23764
13.4344,2998.125,1774.66666666667,312.8,7.205E-06,100000,80159,23746
13.4296,3039.375,1753.5,335.6,7.215E-06,100000,80134,23730
13.4248,3006.625,1784.66666666667,320.4,7.225E-06,100000,80113,23710
13.42,3007,1800.66666666667,330.4,7.235E-06,100000,80092,23687
13.4152,3008.25,1790,317.6,7.245E-06,100000,80070,23670
13.4104,3020.625,1832.16666666667,326.4,7.255E-06,100000,80050,23646
13.4056,3009.125,1807.83333333333,325.6,7.265E-06,100000,80020,23628
13.4008,2998.875,1744.5,335.2,7.275E-06,100000,79997,23605
13.396,3039.75,1787.33333333333,302.8,7.285E-06,100000,79972,23581
13.3912,3016.875,1769,326.8,7.295E-06,100000,79950,23563
13.3864,3037,1784.16666666667,318.2,7.305E-06,100000,79926,23546
13.3816,3003.625,1782.33333333333,332.6,7.315E-06,100000,79892,23529
13.3768,2968.5,1734.66666666667,324.4,7.325E-06,100000,79865,23510
13.372,3058.75,1768.83333333333,331.4,7.335E-06,100000,79846,23487
13.3672,3054.125,1811.5,319.8,7.345E-06,100000,79818,23467
13.3624,3021.375,1749.33333333333,341,7.355E-06,100000,79795,23449
13.3576,2980.125,1800,340.8,7.365E-06,100000,79771,23433
13.3528,3005.75,1791.83333333333,339.2,7.375E-06,100000,79749,23412
13.348,3021.375,1794,325,7.385E-06,100000,79722,23392
13.3432,3024.25,1784.16666666667,323.8,7.395E-06,100000,79702,23374
13.3384,3006.375,1750.66666666667,347.8,7.405E-06,100000,79681,23352
13.3336,3025.125,1749.83333333333,336.6,7.415E-06,100000,79663,23331
13.3288,3035.125,1773.83333333333,335.6,7.425E-06,100000,79645,23313
13.324,3017.5,1830.83333333333,348.8,7.435E-06,100000,79617,23295
13.3192,3039.125,1775,321,7.445E-06,100000,79601,23270
13.3144,3020.75,1773.66666666667,357.2,7.455E-06,100000,79575,23255
13.3096,3035.25,1799.83333333333,348.8,7.465E-06,100000,79543,23231
13.3048,3024.5,1801.5,322.2,7.475E-06,100000,79518,23214
13.3,3019.25,1776.66666666667,330.6,7.485E-06,100000,79487,23186
13.2952,3058.5,1819,325.4,7.495E-06,100000,79465,23164
13.2904,3013,1762.16666666667,327.8,7.505E-06,100000,79444,23144
13.2856,3032.875,1803.66666666667,318.2,7.515E-06,100000,79417,23128
13.2808,3023.125,1784.5,349.2,7.525E-06,100000,79397,23106
13.276,3075.375,1778.66666666667,324.6,7.535E-06,100000,79377,23078
13.2712,3046.875,1779.66666666667,342.4,7.545E-06,100000,79355,23062
13.2664,3033.75,1760.83333333333,337.4,7.555E-06,100000,79331,23049
13.2616,3040,1798,331.4,7.565E-06,100000,79314,23032
13.2568,3029.75,1788.5,337.4,7.575E-06,100000,79288,23011
13.252,3058.25,1838.16666666667,348.8,7.585E-06,100000,79266,22991
13.2472,3008.125,1799.33333333333,327.2,7.595E-06,100000,79248,22968
13.2424,2962.25,1796.83333333333,324.2,7.605E-06,100000,79227,22951
13.2376,3017.5,1800,339,7.615E-06,100000,79212,22935
13.2328,3003.625,1772.5,337.2,7.625E-06,100000,79186,22913
13.228,3021.75,1796,322.4,7.635E-06,100000,79167,22893
13.2232,3099.5,1770,343.8,7.645E-06,100000,79144,22879
13.2184,3019.75,1811.16666666667,338.8,7.655E-06,100000,79116,22862
13.2136,3086.375,1786.66666666667,346.6,7.665E-06,100000,79097,22831
13.2088,3065,1755.33333333333,322.6,7.675E-06,100000,79077,22817
13.204,3063,1795.16666666667,339.8,7.685E-06,100000,79056,22789
13.1992,3067,1801.5,337,7.695E-06,100000,79034,22770
13.1944,2987.125,1764.83333333333,372.2,7.705E-06,100000,79013,22748
13.1896,3019.625,1768.16666666667,351.4,7.715E-06,100000,79000,22732
13.1848,2978.625,1785.16666666667,363.2,7.725E-06,100000,78977,22709
13.18,3013.5,1783.83333333333,349.2,7.735E-06,100000,78959,22691
13.1752,2992.5,1788,351.4,7.745E-06,100000,78946,22668
13.1704,3010.875,1772.83333333333,354.8,7.755E-06,100000,78920,22658
13.1656,3035.625,1784.16666666667,363.8,7.765E-06,100000,78902,22645
13.1608,2997,1799.66666666667,353.4,7.775E-06,100000,78889,22625
13.156,3013,1810.83333333333,348.8,7.785E-06,100000,78864,22599
13.1512,2956.5,1792.83333333333,358,7.795E-06,100000,78843,22573
13.1464,3005.625,1772,356,7.805E-06,100000,78824,22538
13.1416,3036,1782.66666666667,334.6,7.815E-06,100000,78806,22522
13.1368,3008.875,1771.33333333333,353.2,7.825E-06,100000,78784,22506
13.132,3083.375,1805.5,348.8,7.835E-06,100000,78771,22488
13.1272,3034.875,1768.66666666667,355.2,7.845E-06,100000,78757,22472
