#Energy(eV),Intensity(a.u.)0mTorr,Intensity(a.u.)2mTorr,Intensity(a.u.)9.5mTorr, #E(MeV) ,0mTorr,2mTorr,9.5mTorr
13.1224,3100.375,1820.5,358.8,7.855E-06,100000,78744,22460
13.1176,3012.125,1797,350,7.865E-06,100000,78729,22433
13.1128,3050,1831,353.8,7.875E-06,100000,78718,22414
13.108,3041.5,1832.66666666667,363,7.885E-06,100000,78695,22388
13.1032,3070.125,1797,333,7.895E-06,100000,78675,22364
13.0984,3047.875,1780,349.8,7.905E-06,100000,78658,22349
13.0936,3005.5,1807.33333333333,339.2,7.915E-06,100000,78640,22333
13.0888,3023.875,1827.66666666667,336.8,7.925E-06,100000,78615,22314
13.084,3032.875,1802.5,368.2,7.935E-06,100000,78601,22295
13.0792,3003.375,1774.33333333333,358,7.945E-06,100000,78582,22275
13.0744,3054,1814,348.4,7.955E-06,100000,78571,22257
13.0696,3026.125,1807,348.4,7.965E-06,100000,78556,22238
13.0648,3071,1778.83333333333,355.2,7.975E-06,100000,78536,22223
13.06,3010.875,1831.16666666667,373.8,7.985E-06,100000,78513,22203
13.0552,3019.5,1803,364,7.995E-06,100000,78500,22184
13.0504,3067.75,1831.83333333333,367.8,8.005E-06,100000,78479,22165
13.0456,3007.5,1842.16666666667,340.4,8.015E-06,100000,78455,22142
13.0408,3006.625,1841.33333333333,360.8,8.025E-06,100000,78439,22122
13.036,3037.125,1788.66666666667,358.8,8.035E-06,100000,78419,22100
13.0312,3040.5,1769.16666666667,351.4,8.045E-06,100000,78399,22081
13.0264,3051,1805.83333333333,367.2,8.055E-06,100000,78379,22069
13.0216,3045.75,1816,352.4,8.065E-06,100000,78354,22050
13.0168,3009.125,1830,345.6,8.075E-06,100000,78338,22027
13.012,3014.375,1830.5,349.6,8.085E-06,100000,78317,22002
13.0072,3063.875,1838.33333333333,362.2,8.095E-06,100000,78293,21988
13.0024,3027.375,1776,351.2,8.105E-06,100000,78278,21969
12.9976,2991.875,1791.66666666667,360,8.115E-06,100000,78257,21958
12.9928,3001,1801.5,391.8,8.125E-06,100000,78244,21937
12.988,3005.625,1828,374.6,8.135E-06,100000,78223,21927
12.9832,3038.5,1843.16666666667,392,8.145E-06,100000,78211,21899
12.9784,3024.875,1790.83333333333,354.2,8.155E-06,100000,78192,21883
12.9736,3021.875,1799.33333333333,360.4,8.165E-06,100000,78174,21859
12.9688,3004.5,1836.16666666667,358.8,8.175E-06,100000,78159,21842
12.964,3040.25,1787.83333333333,377.6,8.185E-06,100000,78141,21829
12.9592,3055.25,1826,357.2,8.195E-06,100000,78122,21805
12.9544,3034.5,1773.33333333333,350.4,8.205E-06,100000,78105,21787
12.9496,3040.875,1770.66666666667,352.6,8.215E-06,100000,78087,21771
12.9448,3021.625,1790.16666666667,368.6,8.225E-06,100000,78066,21747
12.94,3014.125,1842.33333333333,359.4,8.235E-06,100000,78054,21726
12.9352,3041.5,1839.5,389.2,8.245E-06,100000,78028,21703
12.9304,3076,1803.66666666667,377.2,8.255E-06,100000,78005,21677
12.9256,3022.625,1817.33333333333,364.2,8.265E-06,100000,77985,21660
12.9208,2999.25,1832.5,378.2,8.275E-06,100000,77965,21637
12.916,3004.625,1828.16666666667,363.6,8.285E-06,100000,77944,21617
12.9112,3063,1828,355.4,8.295E-06,100000,77927,21600
12.9064,3063.625,1839.16666666667,358.6,8.305E-06,100000,77911,21580
12.9016,3080.25,1808.83333333333,383.6,8.315E-06,100000,77895,21554
12.8968,3034.125,1825.66666666667,382.4,8.325E-06,100000,77877,21535
12.892,3070.75,1820.16666666667,369.6,8.335E-06,100000,77858,21514
12.8872,3023.25,1813.5,368.8,8.345E-06,100000,77838,21483
12.8824,3029.625,1791.33333333333,350.2,8.355E-06,100000,77820,21472
12.8776,3054.25,1839.5,370,8.365E-06,100000,77808,21456
12.8728,3060.875,1816.5,373.4,8.375E-06,100000,77793,21443
12.868,3017,1831.16666666667,391.8,8.385E-06,100000,77777,21428
12.8632,3010.5,1810.83333333333,357.6,8.395E-06,100000,77763,21416
12.8584,3031.75,1822.66666666667,365.8,8.405E-06,100000,77747,21396
12.8536,3027.75,1785.83333333333,374.6,8.415E-06,100000,77728,21379
12.8488,3053.75,1839.5,366.4,8.425E-06,100000,77709,21359
12.844,3010.125,1810.83333333333,371.2,8.435E-06,100000,77690,21342
12.8392,3050,1810.66666666667,363.2,8.445E-06,100000,77674,21319
12.8344,3089.875,1838.16666666667,373,8.455E-06,100000,77659,21294
12.8296,3051.625,1839.16666666667,384.2,8.465E-06,100000,77638,21275
12.8248,3023.5,1835,362.4,8.475E-06,100000,77622,21258
12.82,3049.75,1850.5,366.6,8.485E-06,100000,77598,21233
12.8152,3047,1847.83333333333,378.8,8.495E-06,100000,77582,21217
12.8104,3053.875,1805.33333333333,382.4,8.505E-06,100000,77568,21193
12.8056,3066.625,1806.33333333333,376,8.515E-06,100000,77549,21172
12.8008,3080.625,1846.83333333333,369,8.525E-06,100000,77538,21154
12.796,3077,1785.83333333333,376.2,8.535E-06,100000,77526,21136
12.7912,3053,1807,359.4,8.545E-06,100000,77514,21119
12.7864,3055.875,1807.16666666667,385.6,8.555E-06,100000,77503,21109
12.7816,3063.25,1852.33333333333,384.8,8.565E-06,100000,77492,21087
12.7768,3047.5,1815.33333333333,362.8,8.575E-06,100000,77467,21063
12.772,3019.125,1805.33333333333,371,8.585E-06,100000,77451,21027
12.7672,3050.375,1802.5,384.2,8.595E-06,100000,77427,21014
12.7624,3052.625,1824.66666666667,379.4,8.605E-06,100000,77413,20993
12.7576,3015.125,1843.5,378.8,8.615E-06,100000,77403,20974
12.7528,3070,1812.16666666667,393.6,8.625E-06,100000,77384,20950
12.748,3052.25,1808.16666666667,373.4,8.635E-06,100000,77366,20934
12.7432,3021.375,1838.33333333333,410.2,8.645E-06,100000,77344,20914
12.7384,3006.625,1803.33333333333,384.6,8.655E-06,100000,77329,20891
12.7336,3046.125,1825.33333333333,372,8.665E-06,100000,77314,20872
12.7288,3007.875,1809.16666666667,368.6,8.675E-06,100000,77299,20847
12.724,3052.375,1810.16666666667,376,8.685E-06,100000,77277,20825
12.7192,3055,1830.5,378.2,8.695E-06,100000,77266,20808
12.7144,3015,1814.33333333333,379,8.705E-06,100000,77247,20796
12.7096,3085.375,1837.66666666667,381.6,8.715E-06,100000,77225,20779
12.7048,3008,1825.66666666667,380.4,8.725E-06,100000,77206,20754
12.7,3048.125,1871.5,382.2,8.735E-06,100000,77184,20738
12.6952,3058.125,1850,390.2,8.745E-06,100000,77171,20721
12.6904,3066.625,1886.16666666667,394.2,8.755E-06,100000,77156,20707
12.6856,3041.75,1816.16666666667,376.6,8.765E-06,100000,77148,20686
12.6808,2991.75,1856.66666666667,374.2,8.775E-06,100000,77128,20670
12.676,3023.5,1860,396.2,8.785E-06,100000,77109,20652
12.6712,3049.5,1846.16666666667,392,8.795E-06,100000,77093,20636
12.6664,3043.375,1845.33333333333,381.4,8.805E-06,100000,77075,20613
12.6616,3044.5,1842,396.6,8.815E-06,100000,77060,20591
12.6568,3028.125,1810.66666666667,400.6,8.825E-06,100000,77047,20578
12.652,3003.875,1803.5,376.4,8.835E-06,100000,77033,20556
12.6472,3035.75,1874.83333333333,378.2,8.845E-06,100000,77020,20539
12.6424,3045.125,1793,393.2,8.855E-06,100000,77011,20527
12.6376,2983.625,1836.83333333333,389.4,8.865E-06,100000,76998,20508
12.6328,3069.125,1842,388.6,8.875E-06,100000,76987,20486
12.628,2997,1869.5,383,8.885E-06,100000,76974,20461
12.6232,2995.625,1809.5,396.4,8.895E-06,100000,76956,20442
12.6184,3065.625,1853.16666666667,382.8,8.905E-06,100000,76937,20416
12.6136,3042.125,1825.66666666667,393.4,8.915E-06,100000,76917,20390
12.6088,3070.125,1795.66666666667,379,8.925E-06,100000,76899,20370
12.604,3037.125,1854.83333333333,389,8.935E-06,100000,76890,20353
12.5992,3060.75,1806.33333333333,408.8,8.945E-06,100000,76874,20337
12.5944,3064.25,1847.16666666667,396.4,8.955E-06,100000,76866,20311
12.5896,3058,1834.66666666667,391.4,8.965E-06,100000,76855,20289
12.5848,2974.625,1832.33333333333,399.4,8.975E-06,100000,76831,20269
12.58,3095.25,1842.83333333333,387,8.985E-06,100000,76813,20254
12.5752,3062,1814.33333333333,388.6,8.995E-06,100000,76799,20231
12.5704,3055.375,1859.33333333333,415.2,9.005E-06,100000,76778,20213
12.5656,3061.125,1864,375.2,9.015E-06,100000,76761,20190
12.5608,3020.875,1851.5,393,9.025E-06,100000,76743,20173
12.556,3003.125,1829.5,400.2,9.035E-06,100000,76729,20157
12.5512,3032.5,1857.5,392.6,9.045E-06,100000,76711,20137
12.5464,3005.75,1843,379.2,9.055E-06,100000,76694,20122
12.5416,3040.875,1844,400,9.065E-06,100000,76674,20101
12.5368,3025.5,1848.83333333333,385.2,9.075E-06,100000,76659,20084
12.532,3050.5,1867.66666666667,404.2,9.085E-06,100000,76647,20061
12.5272,3023.625,1863.16666666667,384.2,9.095E-06,100000,76636,20039
12.5224,3025.75,1811.5,389.4,9.105E-06,100000,76619,20022
12.5176,3018,1830,399.8,9.115E-06,100000,76601,20006
12.5128,3004.75,1852.83333333333,391,9.125E-06,100000,76588,19991
12.508,3080.5,1838.16666666667,387.4,9.135E-06,100000,76563,19972
12.5032,3039.75,1838.66666666667,409.4,9.145E-06,100000,76545,19951
12.4984,3011,1835,399,9.155E-06,100000,76527,19925
12.4936,3025.5,1843.5,420.4,9.165E-06,100000,76511,19914
12.4888,3018.75,1867.66666666667,386.6,9.175E-06,100000,76495,19891
12.484,3036,1862.33333333333,404.8,9.185E-06,100000,76486,19880
12.4792,3010.875,1789.5,410.6,9.195E-06,100000,76469,19854
12.4744,3058,1883.33333333333,392.4,9.205E-06,100000,76455,19839
12.4696,2992.5,1826.16666666667,393.6,9.215E-06,100000,76440,19823
12.4648,3045.5,1829.16666666667,378,9.225E-06,100000,76418,19802
12.46,3037.5,1875.5,395.6,9.235E-06,100000,76406,19784
12.4552,3075,1853.5,404,9.245E-06,100000,76393,19766
12.4504,3088.5,1857,394.4,9.255E-06,100000,76376,19751
12.4456,3015.5,1853.33333333333,402.4,9.265E-06,100000,76356,19739
12.4408,3054.25,1852.66666666667,406.8,9.275E-06,100000,76341,19721
12.436,3044.25,1882.33333333333,400.2,9.285E-06,100000,76323,19706
12.4312,3045.25,1863.33333333333,410.2,9.295E-06,100000,76316,19688
12.4264,3069.125,1829.5,416.6,9.305E-06,100000,76298,19666
12.4216,3028.125,1868.5,402.8,9.315E-06,100000,76284,19650
12.4168,3010,1869,385.8,9.325E-06,100000,76270,19632
12.412,3069.25,1867.5,396,9.335E-06,100000,76247,19614
12.4072,3069.125,1855.5,402.6,9.345E-06,100000,76233,19594
12.4024,3038.375,1884.33333333333,401.4,9.355E-06,100000,76220,19578
12.3976,2985.5,1841.5,433,9.365E-06,100000,76205,19561
12.3928,3004.625,1892.66666666667,407.2,9.375E-06,100000,76194,19538
12.388,3042.25,1848.16666666667,417,9.385E-06,100000,76163,19518
12.3832,3029.875,1851.33333333333,392,9.395E-06,100000,76152,19504
12.3784,2975.875,1882,408,9.405E-06,100000,76128,19487
12.3736,3019.625,1839.33333333333,406.2,9.415E-06,100000,76116,19463
12.3688,3039.875,1888.33333333333,422.4,9.425E-06,100000,76096,19444
12.364,3062.625,1835.83333333333,404,9.435E-06,100000,76080,19422
12.3592,3038.25,1865.83333333333,412.8,9.445E-06,100000,76064,19394
12.3544,3084.625,1881,405,9.455E-06,100000,76045,19380
12.3496,3064,1824.33333333333,394.4,9.465E-06,100000,76029,19360
12.3448,3049.125,1896.66666666667,420.6,9.475E-06,100000,76016,19350
12.34,3059.875,1865.16666666667,397.4,9.485E-06,100000,75996,19326
12.3352,3028.875,1870,419,9.495E-06,100000,75975,19304
12.3304,3051.25,1869,405.4,9.505E-06,100000,75958,19287
12.3256,3027,1876.16666666667,404.2,9.515E-06,100000,75935,19273
12.3208,3046.75,1846.83333333333,395.2,9.525E-06,100000,75917,19258
12.316,3082.625,1898.16666666667,400,9.535E-06,100000,75899,19242
12.3112,3016.5,1848.33333333333,411.2,9.545E-06,100000,75890,19225
12.3064,3084.125,1878.83333333333,403.6,9.555E-06,100000,75864,19201
12.3016,3062.875,1884.16666666667,405.4,9.565E-06,100000,75846,19185
12.2968,2993.5,1907.16666666667,393.2,9.575E-06,100000,75828,19169
12.292,3027,1837.5,423.8,9.585E-06,100000,75819,19148
12.2872,3017.875,1857,414.2,9.595E-06,100000,75806,19135
12.2824,3014.875,1909.83333333333,416.4,9.605E-06,100000,75787,19110
12.2776,3052.625,1860.16666666667,396.2,9.615E-06,100000,75773,19086
12.2728,3039.25,1875.66666666667,423.4,9.625E-06,100000,75759,19066
12.268,3075.125,1867,407,9.635E-06,100000,75733,19046
12.2632,3059.125,1863.16666666667,411,9.645E-06,100000,75712,19020
12.2584,3017.75,1845.33333333333,417.4,9.655E-06,100000,75690,18998
12.2536,2984.25,1868.16666666667,422,9.665E-06,100000,75677,18979
12.2488,3063,1897.83333333333,427,9.675E-06,100000,75664,18962
12.244,3038,1828,398.4,9.685E-06,100000,75649,18942
12.2392,3028.875,1897,407.2,9.695E-06,100000,75625,18932
12.2344,3032.875,1868.66666666667,425.8,9.705E-06,100000,75609,18913
12.2296,3089,1903.16666666667,416.2,9.715E-06,100000,75592,18889
12.2248,3052.25,1877,414.2,9.725E-06,100000,75572,18869
12.22,3025.625,1872.16666666667,428.8,9.735E-06,100000,75553,18852
12.2152,3032.375,1880.83333333333,430.8,9.745E-06,100000,75535,18831
12.2104,2911.375,1872.83333333333,411.8,9.755E-06,100000,75521,18811
12.2056,3033.5,1875.66666666667,427,9.765E-06,100000,75505,18788
12.2008,3059,1892.33333333333,418.6,9.775E-06,100000,75487,18775
12.196,3057.75,1864.16666666667,413.6,9.785E-06,100000,75471,18750
12.1912,3037.875,1929.16666666667,412.4,9.795E-06,100000,75451,18733
12.1864,3057,1910.83333333333,405.4,9.805E-06,100000,75432,18718
12.1816,3005.625,1914.33333333333,424,9.815E-06,100000,75416,18702
12.1768,3036.625,1912.83333333333,415.8,9.825E-06,100000,75402,18677
12.172,3026.75,1851,421,9.835E-06,100000,75384,18658
12.1672,3026,1902.83333333333,389.8,9.845E-06,100000,75366,18629
12.1624,3027.375,1888.33333333333,412.4,9.855E-06,100000,75348,18607
12.1576,3030.375,1898.16666666667,418.4,9.865E-06,100000,75323,18582
12.1528,3018.5,1884.33333333333,436,9.875E-06,100000,75300,18561
12.148,3048.375,1844,413.6,9.885E-06,100000,75290,18533
12.1432,3039.5,1905.33333333333,426.4,9.895E-06,100000,75274,18511
12.1384,3036.875,1895.16666666667,415.2,9.905E-06,100000,75248,18491
12.1336,3012.875,1940.5,421.8,9.915E-06,100000,75229,18474
12.1288,2997,1876.16666666667,422.6,9.925E-06,100000,75205,18453
12.124,3055.75,1889.33333333333,413.4,9.935E-06,100000,75193,18424
12.1192,3034.875,1904.33333333333,438.6,9.945E-06,100000,75181,18405
12.1144,3049.875,1888.33333333333,424.2,9.955E-06,100000,75168,18380
12.1096,3031.625,1887,430,9.965E-06,100000,75152,18359
12.1048,3006.625,1864.83333333333,418.6,9.975E-06,100000,75133,18326
12.1,3038.625,1900.5,429.6,9.985E-06,100000,75110,18301
12.0952,3005.375,1885.66666666667,441.4,9.995E-06,100000,75096,18279
12.0904,2997.75,1890,425.4,1.0005E-05,100000,75077,18257
12.0856,3037.75,1846,426.2,1.0015E-05,100000,75060,18240
12.0808,3051.75,1898.66666666667,440.2,1.0025E-05,100000,75044,18219
12.076,3043.25,1875.16666666667,426.2,1.0035E-05,100000,75020,18201
12.0712,2986.125,1925.66666666667,421.6,1.0045E-05,100000,74996,18178
12.0664,3033,1894.66666666667,420.6,1.0055E-05,100000,74968,18155
12.0616,3042,1909.33333333333,409.2,1.0065E-05,100000,74941,18139
12.0568,3021,1921.5,420.8,1.0075E-05,100000,74918,18116
12.052,2996,1914.66666666667,431.2,1.0085E-05,100000,74907,18094
12.0472,2997.125,1861.83333333333,434.4,1.0095E-05,100000,74893,18077
12.0424,3086.375,1908.83333333333,419.8,1.0105E-05,100000,74879,18052
12.0376,3076.5,1920.33333333333,433.6,1.0115E-05,100000,74858,18027
12.0328,2979.375,1888.83333333333,442.2,1.0125E-05,100000,74840,18004
12.028,3013.375,1861.16666666667,438,1.0135E-05,100000,74821,17975
12.0232,2998.375,1891,430.4,1.0145E-05,100000,74798,17950
12.0184,3004,1855.66666666667,439.8,1.0155E-05,100000,74775,17922
12.0136,3015.125,1889.33333333333,420,1.0165E-05,100000,74751,17897
12.0088,3059,1921.83333333333,422.2,1.0175E-05,100000,74733,17876
12.004,2989.75,1895.16666666667,428,1.0185E-05,100000,74717,17848
11.9992,3000.5,1895.16666666667,422.4,1.0195E-05,100000,74698,17823
11.9944,3016.75,1844,433.8,1.0205E-05,100000,74683,17806
11.9896,3033.25,1842.83333333333,434.8,1.0215E-05,100000,74663,17787
11.9848,3061.5,1913.33333333333,431.4,1.0225E-05,100000,74649,17771
11.98,2987.5,1868.5,424.2,1.0235E-05,100000,74629,17749
11.9752,3031.75,1877.33333333333,422.6,1.0245E-05,100000,74620,17734
11.9704,3067,1868,427.4,1.0255E-05,100000,74606,17702
11.9656,3008.75,1909.83333333333,398.6,1.0265E-05,100000,74590,17684
11.9608,3001.875,1913.83333333333,422.2,1.0275E-05,100000,74564,17655
11.956,3014.5,1863.66666666667,409.6,1.0285E-05,100000,74554,17638
11.9512,3008,1931.16666666667,429,1.0295E-05,100000,74532,17617
11.9464,3007.625,1844.16666666667,422,1.0305E-05,100000,74519,17594
11.9416,3035.75,1912.83333333333,431.8,1.0315E-05,100000,74498,17570
11.9368,3072.125,1890.5,424.2,1.0325E-05,100000,74479,17547
11.932,3012.25,1944.5,425.8,1.0335E-05,100000,74461,17527
11.9272,3031.125,1893.66666666667,430,1.0345E-05,100000,74446,17500
11.9224,3001,1884.66666666667,431.6,1.0355E-05,100000,74428,17482
11.9176,3023.75,1902.16666666667,430.4,1.0365E-05,100000,74416,17461
11.9128,2987,1924.16666666667,433.6,1.0375E-05,100000,74399,17443
11.908,3013.125,1873.33333333333,433.8,1.0385E-05,100000,74378,17415
11.9032,3007.25,1882.66666666667,405.6,1.0395E-05,100000,74368,17394
11.8984,3033.75,1910.66666666667,433,1.0405E-05,100000,74347,17369
11.8936,3031,1919.33333333333,424.6,1.0415E-05,100000,74334,17348
11.8888,3019.25,1888.66666666667,440,1.0425E-05,100000,74311,17330
11.884,3047.75,1873.83333333333,413,1.0435E-05,100000,74289,17308
11.8792,3006.875,1912,445.6,1.0445E-05,100000,74267,17284
11.8744,2998.5,1897.5,434.2,1.0455E-05,100000,74240,17262
11.8696,3029.125,1885.5,444.4,1.0465E-05,100000,74227,17236
11.8648,3029.875,1878.33333333333,439.6,1.0475E-05,100000,74206,17215
11.86,2989.25,1895.33333333333,446.6,1.0485E-05,100000,74189,17192
11.8552,3035.625,1906.66666666667,434.6,1.0495E-05,100000,74172,17160
11.8504,3032.625,1900.33333333333,425.8,1.0505E-05,100000,74154,17142
11.8456,3045.375,1908.5,428.4,1.0515E-05,100000,74133,17116
11.8408,3005.25,1939.66666666667,413.4,1.0525E-05,100000,74110,17095
11.836,3027,1898.66666666667,466.6,1.0535E-05,100000,74083,17086
11.8312,3033.5,1928.16666666667,444.8,1.0545E-05,100000,74059,17068
11.8264,3035.625,1928.66666666667,432.6,1.0555E-05,100000,74033,17048
11.8216,2999.75,1908.83333333333,437.8,1.0565E-05,100000,74018,17027
11.8168,3106.75,1941,450.8,1.0575E-05,100000,73997,17007
11.812,3023.5,1862.33333333333,435.2,1.0585E-05,100000,73974,16983
11.8072,3041.625,1889.83333333333,440.8,1.0595E-05,100000,73953,16969
11.8024,3017.875,1920.5,421.4,1.0605E-05,100000,73929,16944
11.7976,3033.125,1920,444.2,1.0615E-05,100000,73912,16919
11.7928,2973.375,1854,434.4,1.0625E-05,100000,73885,16900
11.788,3064.875,1888.16666666667,417,1.0635E-05,100000,73863,16871
11.7832,2978.375,1919.5,429.4,1.0645E-05,100000,73848,16850
11.7784,2992,1885.16666666667,445.6,1.0655E-05,100000,73830,16820
11.7736,3007.875,1912.5,443.4,1.0665E-05,100000,73815,16795
11.7688,3031,1894.83333333333,422.8,1.0675E-05,100000,73801,16778
11.764,3034,1886,453.8,1.0685E-05,100000,73785,16759
11.7592,3039.75,1918,444.8,1.0695E-05,100000,73762,16736
11.7544,3025.5,1864.83333333333,446.2,1.0705E-05,100000,73737,16713
11.7496,3021.375,1880,432.6,1.0715E-05,100000,73720,16688
11.7448,2994.5,1917.83333333333,446.6,1.0725E-05,100000,73699,16668
11.74,3014.625,1884.33333333333,448.6,1.0735E-05,100000,73682,16643
11.7352,2993,1896.83333333333,452.2,1.0745E-05,100000,73659,16615
11.7304,3025.875,1930.33333333333,439.6,1.0755E-05,100000,73639,16591
11.7256,3038.125,1900.83333333333,439.2,1.0765E-05,100000,73626,16570
11.7208,3014.625,1878,443,1.0775E-05,100000,73605,16533
11.716,3037.125,1928.66666666667,428.8,1.0785E-05,100000,73586,16502
11.7112,3012.75,1869.83333333333,432,1.0795E-05,100000,73562,16479
11.7064,3012.5,1924,461.6,1.0805E-05,100000,73540,16453
11.7016,3000,1888,453.6,1.0815E-05,100000,73518,16423
11.6968,3006.25,1896.33333333333,440,1.0825E-05,100000,73493,16392
11.692,3030,1904,454.2,1.0835E-05,100000,73475,16377
11.6872,3046.25,1894,436.2,1.0845E-05,100000,73447,16349
11.6824,3004.125,1867.5,444.8,1.0855E-05,100000,73431,16322
11.6776,3037,1928,447,1.0865E-05,100000,73411,16294
11.6728,3025.25,1885,444.4,1.0875E-05,100000,73388,16271
11.668,2997.25,1948.66666666667,429.4,1.0885E-05,100000,73364,16250
11.6632,2963.125,1917.5,453,1.0895E-05,100000,73343,16220
11.6584,3039.875,1963.83333333333,432.6,1.0905E-05,100000,73326,16198
11.6536,3039.375,1916.66666666667,446.2,1.0915E-05,100000,73293,16177
11.6488,3039.75,1912.66666666667,441,1.0925E-05,100000,73274,16147
11.644,3022.75,1946,456.2,1.0935E-05,100000,73255,16127
11.6392,3015,1945.5,462.8,1.0945E-05,100000,73236,16103
11.6344,3032.5,1925.83333333333,477.2,1.0955E-05,100000,73218,16072
11.6296,2956.125,1938.66666666667,464.2,1.0965E-05,100000,73199,16046
11.6248,2999.625,1907.16666666667,439.6,1.0975E-05,100000,73178,16026
11.62,3049,1884,451.6,1.0985E-05,100000,73160,15997
11.6152,3006.25,1929.33333333333,439,1.0995E-05,100000,73144,15977
11.6104,3024.25,1916.33333333333,450.6,1.1005E-05,100000,73117,15953
11.6056,3042.75,1942.83333333333,445.4,1.1015E-05,100000,73095,15931
11.6008,3004.875,1967.83333333333,439.8,1.1025E-05,100000,73076,15910
11.596,3038.75,1915.5,438.8,1.1035E-05,100000,73050,15892
11.5912,2993.875,1910,429.2,1.1045E-05,100000,73013,15860
11.5864,3018.625,1948.83333333333,453.2,1.1055E-05,100000,72990,15835
11.5816,2998.375,1908.16666666667,457.8,1.1065E-05,100000,72965,15807
11.5768,3019,1915.66666666667,430,1.1075E-05,100000,72940,15791
11.572,3009.875,1923.83333333333,447.8,1.1085E-05,100000,72922,15757
11.5672,3046.625,1916.66666666667,446.4,1.1095E-05,100000,72893,15717
11.5624,3029.75,1890.33333333333,447.6,1.1105E-05,100000,72877,15694
11.5576,2985.5,1927.66666666667,445.8,1.1115E-05,100000,72858,15667
11.5528,3030.125,1908.5,441.6,1.1125E-05,100000,72831,15640
11.548,3004,1914.33333333333,438,1.1135E-05,100000,72809,15609
11.5432,3014.375,1906.5,457.4,1.1145E-05,100000,72781,15573
11.5384,3014.875,1940.33333333333,471.4,1.1155E-05,100000,72751,15549
11.5336,2985.375,1937.5,465.4,1.1165E-05,100000,72731,15528
11.5288,3009.125,1952,454.8,1.1175E-05,100000,72704,15501
11.524,3016.25,1927.5,467.8,1.1185E-05,100000,72679,15482
11.5192,3015.5,1908.16666666667,466.4,1.1195E-05,100000,72657,15469
11.5144,3000.5,1960.83333333333,449,1.1205E-05,100000,72630,15441
11.5096,2972.5,1910.5,437,1.1215E-05,100000,72614,15411
11.5048,2992.375,1927.33333333333,443.6,1.1225E-05,100000,72596,15386
11.5,3009.125,1925.5,452.4,1.1235E-05,100000,72570,15349
11.4952,3026.75,1886.5,467.8,1.1245E-05,100000,72547,15323
11.4904,2999.25,1913.16666666667,459.8,1.1255E-05,100000,72524,15300
11.4856,2975.375,1892.5,459.8,1.1265E-05,100000,72508,15276
11.4808,3000,1917.33333333333,469,1.1275E-05,100000,72485,15255
11.476,2997.625,1933.83333333333,447.2,1.1285E-05,100000,72467,15228
11.4712,3011.375,1888.5,473.8,1.1295E-05,100000,72450,15201
11.4664,2957.875,1910.5,469.8,1.1305E-05,100000,72427,15179
11.4616,3004.5,1930.5,435.8,1.1315E-05,100000,72404,15145
11.4568,3062.125,1916.5,472.4,1.1325E-05,100000,72388,15117
11.452,3039,1911.5,460.6,1.1335E-05,100000,72365,15093
11.4472,2964.875,1958.5,468.6,1.1345E-05,100000,72335,15069
11.4424,3042,1911.5,456,1.1355E-05,100000,72312,15036
11.4376,3001.25,1928,466.8,1.1365E-05,100000,72284,15012
11.4328,2987.875,1867.5,447.4,1.1375E-05,100000,72256,14983
11.428,3023.625,1918,456.6,1.1385E-05,100000,72223,14955
11.4232,3008.125,1913.5,460.8,1.1395E-05,100000,72203,14922
11.4184,2981.5,1936.66666666667,460,1.1405E-05,100000,72175,14902
11.4136,3041.125,1934.16666666667,436.6,1.1415E-05,100000,72140,14875
11.4088,3011.875,1895.16666666667,472.4,1.1425E-05,100000,72119,14852
11.404,3036.75,1875.5,456.8,1.1435E-05,100000,72091,14831
11.3992,3049.875,1888.16666666667,455.8,1.1445E-05,100000,72062,14815
11.3944,3030.875,1905.33333333333,468.8,1.1455E-05,100000,72035,14780
11.3896,3004.5,1930.83333333333,462,1.1465E-05,100000,72007,14761
11.3848,2948.5,1937,454.4,1.1475E-05,100000,71991,14734
11.38,2981.375,1914,451.4,1.1485E-05,100000,71967,14692
11.3752,3016.625,1940.83333333333,460.6,1.1495E-05,100000,71937,14662
11.3704,3026.125,1901.83333333333,441.8,1.1505E-05,100000,71914,14633
11.3656,3022.75,1904.66666666667,461.4,1.1515E-05,100000,71889,14601
11.3608,3055,1955.83333333333,457.4,1.1525E-05,100000,71863,14576
11.356,2982,1915.5,455.8,1.1535E-05,100000,71828,14536
11.3512,2975.375,1951.16666666667,449.6,1.1545E-05,100000,71807,14510
11.3464,3007.875,1886.66666666667,455.6,1.1555E-05,100000,71777,14484
11.3416,2973.625,1944.83333333333,457.8,1.1565E-05,100000,71750,14454
11.3368,3025.375,1944.5,447.8,1.1575E-05,100000,71727,14428
11.332,2985.75,1887.66666666667,453,1.1585E-05,100000,71693,14395
11.3272,3028.625,1903.5,473,1.1595E-05,100000,71664,14364
11.3224,2988.5,1924.33333333333,458.4,1.1605E-05,100000,71641,14332
11.3176,3002,1936.5,469.2,1.1615E-05,100000,71615,14295
11.3128,3052.5,1902.83333333333,476,1.1625E-05,100000,71588,14266
11.308,2945.875,1944.5,458.6,1.1635E-05,100000,71556,14242
11.3032,3043.5,1913.83333333333,460.6,1.1645E-05,100000,71527,14220
11.2984,2982.25,1955.5,449.8,1.1655E-05,100000,71501,14185
11.2936,2970.875,1880.66666666667,450.2,1.1665E-05,100000,71473,14152
11.2888,2981.25,1924,464.6,1.1675E-05,100000,71451,14120
11.284,3022.875,1937.33333333333,456.2,1.1685E-05,100000,71432,14085
11.2792,3016.625,1903.66666666667,473.6,1.1695E-05,100000,71401,14067
