
#A            B      C
#E(keV)     el0   el20
 323.5   194179  12820	      323500            1170 
 324.5   188739  11900	      324500            1249 
 325.5   191146  11960	      325500            1350 
 326.5   192064  12183	      326500            1320 
 327.5   186164  12050	      327500            1300 
 328.5   185989  12180	      328500            1361 
 329.5   189696  12390	      329500            1207 
 330.5   188435  12023	      330500            1202 
 331.5   189172  11840	      331500            1380 
 332.5   184585  11570	      332500            1050 
 333.5   184546  11840	      333500            1380 
 334.5   182539  11860	      334500            1290 
 335.5   185894  12050	      335500            1340 
 336.5   186702  11990	      336500            1411 
 337.5   183168  12570	      337500            1160 
 338.5   182380  11860	      338500            1242 
 339.5   178851  12140	      339500            1190 
 340.5   180042  12110	      340500            1333 
 341.5   174308  11640	      341500            1400 
 342.5   181145  11947	      342500            1240 
 343.5   178428  12000	      343500            1480 
 344.5   183037  12010	      344500            1440 
 345.5   177135  11390	      345500            1490 
 346.5   174045  12030	      346500            1300 
 347.5   176820  11620	      347500            1289 
 348.5   175372  12050	      348500            1470 
 349.5   180383  11830	      349500            1350 
 350.5   174108  11678	      350500            1152 
 351.5   174375  12080	      351500            1363 
 352.5   174962  11601	      352500            1320 
 353.5   175531  10800	      353500            1170 
 354.5   170135  11402	      354500            1222 
 355.5   170601  11191	      355500            1340 
 356.5   166214  11570	      356500            1010 
 357.5   169042  11120	      357500            1210 
 358.5   169571  12060	      358500            1290 
 359.5   163603  11350	      359500            1090 
 360.5   165160  11870	      360500            1290 
 361.5   167887  11170	      361500            1150 
 362.5   167674  11400	      362500            1243 
 363.5   169767  11203	      363500            1160 
 364.5   170463  11430	      364500            1030 
 365.5   163153  11640	      365500            1314 
 366.5   158751  11280	      366500            1420 
 367.5   162639  10992	      367500            1160 
 368.5   161804  11633	      368500            1230 
 369.5   161521  11360	      369500            1280 
 370.5   162838  11350	      370500            1000 
 371.5   156284  11110	      371500            1140 
 372.5   163736  10800	      372500            1390 
 373.5   159312  12010	      373500            1140 
 374.5   157893  10950	      374500            1490 
 375.5   157335  11300	      375500            1023 
 376.5   158917  11230	      376500            1470 
 377.5   160254  11110	      377500            1331 
 378.5   153047  10990	      378500            1282 
 379.5   156501  11241	      379500            1330 
 380.5   154981  11150	      380500            1090 
 381.5   149513  10937	      381500            1250 
 382.5   146608  11590	      382500            1150 
 383.5   151114  10540	      383500            1280 
 384.5   151651  10640	      384500            1050 
 385.5   153831  11421	      385500            1320 
 386.5   151340  10650	      386500            1130 
 387.5   148649  11050	      387500            1190 
 388.5   151546  10190	      388500            1040 
 389.5   148767  10634	      389500            1222 
 390.5   149384  10650	      390500             914 
 391.5   147304  10710	      391500            1230 
 392.5   147011  10510	      392500            1080 
 393.5   144000  10110	      393500            1072 
 394.5   143902  10760	      394500            1080 
 395.5   141915  10720	      395500            1145 
 396.5   144475  10070	      396500            1240 
 397.5   146145   9980	      397500            1050 
 398.5   142909  10500	      398500            1093 
 399.5   144024  10760	      399500            1232 
 400.5   140664  10090	      400500            1083 
 401.5   142246  10200	      401500            1230 
 402.5   139330  10441	      402500            1043 
 403.5   141386  10030	      403500            1110 
 404.5   142064  10420	      404500            1130 
 405.5   136117   9780	      405500            1053 
 406.5   137920   9840	      406500            1004 
 407.5   137081   9950	      407500            1150 
 408.5   136667   9950	      408500            1150 
 409.5   134069  10320	      409500            1000 
 410.5   134702  10780	      410500            1020 
 411.5   133725  10280	      411500            1200 
 412.5   136414   9890	      412500            1190 
 413.5   132282  10482	      413500            1070 
 414.5   132300   9780	      414500            1140 
 415.5   131519   9950	      415500             980 
 416.5   130571   9930	      416500             995 
 417.5   127532  10060	      417500            1162 
 418.5   132363  10000	      418500            1162 
 419.5   125235   9680	      419500             990 
 420.5   129897   9541	      420500            1000 
 421.5   126187   9570	      421500            1160 
 422.5   130123   9607	      422500            1151 
 423.5   127409   9470	      423500             980 
 424.5   125630   8770	      424500             873 
 425.5   121287   8940	      425500            1050 
 426.5   122933   9300	      426500            1020 
 427.5   121846   8870	      427500            1160 
 428.5   123709   8920	      428500             930 
 429.5   121664   9200	      429500            1030 
 430.5   121697   8740	      430500             890 
 431.5   119677   9190	      431500             970 
 432.5   119569   8931	      432500            1040 
 433.5   124036   9510	      433500             963 
 434.5   116602   9060	      434500             990 
 435.5   116405   8760	      435500            1203 
 436.5   117623   8290	      436500             980 
 437.5   116146   8600	      437500            1023 
 438.5   114976   8660	      438500             983 
 439.5   118018   8660	      439500            1040 
 440.5   114823   8300	      440500            1010 
 441.5   115513   8890	      441500             960 
 442.5   112827   8011	      442500            1100 
 443.5   114259   8640	      443500             930 
 444.5   110923   8300	      444500             860 
 445.5   112615   8480	      445500            1140 
 446.5   111403   8610	      446500            1077 
 447.5   109464   7737	      447500             990 
 448.5   108091   7850	      448500            1020 
 449.5   112082   8410	      449500            1030 
 450.5   109838   8300	      450500             680 
 451.5   108032   8100	      451500            1063 
 452.5   107810   8160	      452500            1030 
 453.5   104244   8430	      453500             850 
 454.5   105313   7880	      454500             990 
 455.5   106460   7940	      455500             970 
 456.5   104628   7870	      456500             710 
 457.5   102426   7693	      457500            1243 
 458.5   100547   7756	      458500             890 
 459.5    99194   7300	      459500             830 
 460.5    98931   7392	      460500             930 
 461.5    99621   7220	      461500             720 
 462.5   102079   7590	      462500             883 
 463.5    97388   7320	      463500             850 
 464.5   100637   7400	      464500             823 
 465.5    99169   7110	      465500             950 
 466.5    99886   7420	      466500             910 
 467.5    96423   7460	      467500             895 
 468.5    96678   7140	      468500             800 
 469.5    95661   7370	      469500             800 
 470.5    93453   7240	      470500             685 
 471.5    95667   7027	      471500             860 
 472.5    94801   7020	      472500             570 
 473.5    91337   7160	      473500             740 
 474.5    93759   6890	      474500             680 
 475.5    90182   6540	      475500             800 
 476.5    94556   6760	      476500             836 
 477.5    89678   6340	      477500             690 
 478.5    89334   6630	      478500             830 
 479.5    88491   6640	      479500             840 
 480.5    85210   6630	      480500             810 
 481.5    90524   6590	      481500             630 
 482.5    90326   7000	      482500             790 
 483.5    91231   6530	      483500             740 
 484.5    88707   6480	      484500             800 
 485.5    86620   6500	      485500             762 
 486.5    86254   6563	      486500             862 
 487.5    82854   6160	      487500             733 
 488.5    83070   5850	      488500             780 
 489.5    83338   6210	      489500             633 
 490.5    81426   5730	      490500             650 
 491.5    82531   6040	      491500             620 
 492.5    80528   5720	      492500             590 
 493.5    81253   5870	      493500             772 
 494.5    79438   5750	      494500             642 
 495.5    75536   5580	      495500             680 
 496.5    77442   5863	      496500             640 
 497.5    77486   5811	      497500             820 
 498.5    77646   5667	      498500             630 
 499.5    78471   5482	      499500             700 
 500.5    72997   5420	      500500             730 
 501.5    74712   5430	      501500             670 
 502.5    78273   5120	      502500             471 
 503.5    71249   5620	      503500             690 
 504.5    72887   5220	      504500             670 
 505.5    70668   5170	      505500             523 
 506.5    71874   5350	      506500             620 
 507.5    70179   5100	      507500             580 
 508.5    74636   5020	      508500             520 
 509.5    74488   5230	      509500             670 
 510.5    72427   5010	      510500             600 
 511.5    71782   4960	      511500             620 
 512.5    72426   5060	      512500             580 
 513.5    69169   4867	      513500             520 
 514.5    67308   4600	      514500             680 
 515.5    67655   4730	      515500             630 
 516.5    65394   4770	      516500             650 
 517.5    66505   4900	      517500             732 
 518.5    68677   4590	      518500             590 
 519.5    67314   4410	      519500             490 
 520.5    65375   4261	      520500             580 
 521.5    63341   4370	      521500             400 
